Category,Medal,Medalist,Country,Entry,Points,Website,Facebook,Instagram,Google,TripAdvisor,Untappd
Premium Sparkling Cider,🥉 BRONZE,Zapiain,Basque Country,Zapiain Aparduna 2019,71,https://zapiain.eus/,https://www.facebook.com/zapiainsagardoa,https://www.instagram.com/zapiainsagardoa/,https://maps.google.com/?cid=16982677267877188990,https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229,https://untappd.com/ZapiainSagardoa
Premium Sparkling Cider,🥉 BRONZE,Cider Bohemia,Czech Republic,Cider Bohemia,70.8,https://ciderbohemia.cz/,,https://www.instagram.com/ciderbohemia/,https://maps.google.com/?cid=7807386085617641275,,https://untappd.com/w/cider-bohemia/314477
Premium Sparkling Cider,🥉 BRONZE,Sidra Somarroza,Spain,Sidra Espumosa Dulce Somarroza,70.7,https://sidrasomarroza.es/,https://www.facebook.com/sidrasomarroza,https://www.instagram.com/sidrasomarroza/,https://maps.google.com/?cid=7109045394192195825,,https://untappd.com/w/somarroza/147830
Perry,🏆 BEST OF CATEGORY,Seppelbauer,Austria,Speckbirnen Most,94.5,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349
Perry,🥇 GOLD,Seppelbauer,Austria,Birnen Cider,94.1,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349
Perry,🥇 GOLD,Seppelbauer,Austria,Baronmost,93.5,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349
Perry,🥇 GOLD,Seppelbauer,Austria,Baroncider Birne,92.8,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349
Perry,🥇 GOLD,Seppelbauer,Austria,Brous Mostviertler Birnenmost,92.1,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349
Perry,🥇 GOLD,Seppelbauer,Austria,Grünpichelbirnen Most,92,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349
Perry,🥈 SILVER,Mostbauernhof Distelberger,Austria,Baronmost,86.5,http://www.distelberger.at/,,,https://maps.google.com/?cid=11354772379381960347,,
Perry,🥈 SILVER,Mostheuriger Hansbauer,Austria,Speckbirne,86.1,https://www.hansbauer.at/,,https://www.instagram.com/mostheuriger_hansbauer/,https://maps.google.com/?cid=17616529891212169565,,
Perry,🥈 SILVER,Lieglhof Familie Zarl,Austria,Landlbirnenmost,85,https://www.lieglhof.com/,https://www.facebook.com/gutesvomlieglhof/,https://www.instagram.com/lieglhof/,https://maps.google.com/?cid=9123177938973924997,,
Perry,🥈 SILVER,Seppelbauer,Austria,"Preh, Mostviertler Birnenmost",84.7,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349
Perry,🥈 SILVER,Mr. Plūme,Latvia,Perry 2021,83.3,https://www.mrplume.lv/,https://www.facebook.com/mrplumesidrs,https://www.instagram.com/mrplume_sidrs/,https://maps.google.com/?cid=9319841841199759114,,https://untappd.com/w/mr-plume/332485
Perry,🥈 SILVER,Seppelbauer,Austria,Baronfrizzante,83.2,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349
Perry,🥈 SILVER,Killahora Orchards,Ireland,Fine Perry 2022,81.6,https://www.killahoraorchards.ie/,https://www.facebook.com/killahora/,https://www.instagram.com/killahora/,,,
Perry,🥈 SILVER,Mostbauernhof Distelberger,Austria,Dorschbirne,81.5,http://www.distelberger.at/,,,https://maps.google.com/?cid=11354772379381960347,,
Perry,🥈 SILVER,Mostbauernhof Distelberger,Austria,Birnenschaumwein Brut,81,http://www.distelberger.at/,,,https://maps.google.com/?cid=11354772379381960347,,
Perry,🥈 SILVER,L'Aubinière,France,Poiré Cuvée Étincelles Demi-Sec 2022,80.5,https://www.laubiniere.fr/,https://www.facebook.com/laubiniere/,https://www.instagram.com/laubiniere/,https://maps.google.com/?cid=3202157626582316196,,https://untappd.com/w/l-aubiniere/531046
Perry,🥈 SILVER,Haselberger,Austria,Beste Birnen Unter Sich - Pyrus Birnenwein Reserve (2019),80.1,https://www.haselberger-most.at/,https://www.facebook.com/dhaselbergers,https://www.instagram.com/haselberger_most/,https://maps.google.com/?cid=786849473018101989,,
Perry,🥉 BRONZE,Seppelbauer,Austria,"Exibatur, Mostviertler Birnenmost",76.5,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349
Perry,🥉 BRONZE,Mostheuriger Reikersdorfer,Austria,Birnenmost Gemischt,76,https://www.mosti.at/,https://www.facebook.com/mosti.at,https://www.instagram.com/familiereikersdorfer/,https://maps.google.com/?cid=7951746744614472989,,
Perry,🥉 BRONZE,Haselberger,Austria,Unter der Dorschbirne (2021),74.1,https://www.haselberger-most.at/,https://www.facebook.com/dhaselbergers,https://www.instagram.com/haselberger_most/,https://maps.google.com/?cid=786849473018101989,,
Perry,🥉 BRONZE,L'Aubinière,France,Poiré Cuvée Étincelles Brut 2021,73,https://www.laubiniere.fr/,https://www.facebook.com/laubiniere/,https://www.instagram.com/laubiniere/,https://maps.google.com/?cid=3202157626582316196,,https://untappd.com/w/l-aubiniere/531046
Perry,🥉 BRONZE,Haselberger,Austria,Unter der Speckbirne (2020),71.7,https://www.haselberger-most.at/,https://www.facebook.com/dhaselbergers,https://www.instagram.com/haselberger_most/,https://maps.google.com/?cid=786849473018101989,,
Perry,🥉 BRONZE,Lieglhof Familie Zarl,Austria,Speckbirnenmost,71.7,https://www.lieglhof.com/,https://www.facebook.com/gutesvomlieglhof/,https://www.instagram.com/lieglhof/,https://maps.google.com/?cid=9123177938973924997,,
Perry,🥉 BRONZE,Haselberger,Austria,Unter der Landlbirne (2020),71,https://www.haselberger-most.at/,https://www.facebook.com/dhaselbergers,https://www.instagram.com/haselberger_most/,https://maps.google.com/?cid=786849473018101989,,
Flavoured or Blended Cider,🏆 BEST OF SHOW,Pomologik,Sweden,Replicant Pinot Noir,98.3,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe
Flavoured or Blended Cider,🥇 GOLD,Floribunda,Italy,Quitten Cider Alla Cotogna,93.7,https://www.floribunda.it/,,https://www.instagram.com/floribundacider/,https://maps.google.com/?cid=14548393953505771229,,https://untappd.com/w/floribunda/333615
Flavoured or Blended Cider,🥇 GOLD,Sidra Mayador,Spain,Xana Cider Melocotón,93.3,http://www.mayador.com/,https://www.facebook.com/sidramayadorcider,https://www.instagram.com/sidramayador/,https://maps.google.com/?cid=6886369759358960464,,https://untappd.com/SidraMayador
Flavoured or Blended Cider,🥇 GOLD,Cydr Tradycyjny z Trzebnicy,Poland,Cydr z Miętą / Cider with Spearmint,91.8,,https://www.facebook.com/cydr.tradycyjny/,,https://maps.google.com/?cid=16047236127227822461,,https://untappd.com/w/cydr-tradycyjny-trzebnica/239415
Flavoured or Blended Cider,🥇 GOLD,Nua Cider,Portugal,Nua Hybrid Cider - Pet Nat,91.5,https://www.nuacider.com/,https://www.facebook.com/cidernua/,https://www.instagram.com/CiderNua,,,https://untappd.com/w/nua-cider/462924
Flavoured or Blended Cider,🥇 GOLD,ANXO Cider,United States,Hopped,91.4,https://store.anxodc.com/,https://www.facebook.com/ANXOcider,https://www.instagram.com/anxodistrict/,https://maps.google.com/?cid=9806483452569861957,https://www.tripadvisor.com/Restaurant_Review-g28970-d18923653,https://untappd.com/ANXOCidery
Flavoured or Blended Cider,🥇 GOLD,Sidra Somarroza,Spain,La Sidruca Con Limón,91.2,https://sidrasomarroza.es/,https://www.facebook.com/sidrasomarroza,https://www.instagram.com/sidrasomarroza/,https://maps.google.com/?cid=7109045394192195825,,https://untappd.com/w/somarroza/147830
Flavoured or Blended Cider,🥇 GOLD,Apfelweinkontor,Germany,Hausschoppen (Mixed Apples with 15% Quince-Wine),90.6,https://www.apfelweinkontor.com/,https://www.facebook.com/Apfelweinkontor,https://www.instagram.com/apfelweinkontor/,https://maps.google.com/?cid=599143855742456461,https://www.tripadvisor.com/Attraction_Review-g187337-d6922559,https://untappd.com/w/apfelweinkontor-frankfurt/468433
Flavoured or Blended Cider,🥇 GOLD,Apfelweinkontor,Germany,Apfelperlwein Rosé,90.5,https://www.apfelweinkontor.com/,https://www.facebook.com/Apfelweinkontor,https://www.instagram.com/apfelweinkontor/,https://maps.google.com/?cid=599143855742456461,https://www.tripadvisor.com/Attraction_Review-g187337-d6922559,https://untappd.com/w/apfelweinkontor-frankfurt/468433
Flavoured or Blended Cider,🥇 GOLD,Floribunda,Italy,Mele e Miele,90.2,https://www.floribunda.it/,,https://www.instagram.com/floribundacider/,https://maps.google.com/?cid=14548393953505771229,,https://untappd.com/w/floribunda/333615
Flavoured or Blended Cider,🥇 GOLD,Floribunda,Italy,Ginger Cider,90.1,https://www.floribunda.it/,,https://www.instagram.com/floribundacider/,https://maps.google.com/?cid=14548393953505771229,,https://untappd.com/w/floribunda/333615
Flavoured or Blended Cider,🥇 GOLD,Vander Mill,United States,Maiti Fresh,90,http://vandermill.com/,https://www.facebook.com/VanderMillGR,https://www.instagram.com/vandermill/,https://maps.google.com/?cid=6214407049389872858,https://www.tripadvisor.com/Restaurant_Review-g42256-d10325970,https://untappd.com/w/vander-mill/8388
Flavoured or Blended Cider,🥇 GOLD,Sidra Somarroza,Spain,Bíter Bio Somarroza,89.4,https://sidrasomarroza.es/,https://www.facebook.com/sidrasomarroza,https://www.instagram.com/sidrasomarroza/,https://maps.google.com/?cid=7109045394192195825,,https://untappd.com/w/somarroza/147830
Flavoured or Blended Cider,🥇 GOLD,Sidra Mayador,Spain,Xana Cider Fresa & Lima,89.1,http://www.mayador.com/,https://www.facebook.com/sidramayadorcider,https://www.instagram.com/sidramayador/,https://maps.google.com/?cid=6886369759358960464,,https://untappd.com/SidraMayador
Flavoured or Blended Cider,🥈 SILVER,Alai Cider,Chile,The Pome King,86,https://alaicider.com/,https://www.facebook.com/alaicider/,https://www.instagram.com/alaicider/,,,https://untappd.com/w/alai-cider/459693
Flavoured or Blended Cider,🥈 SILVER,Het Hamerstuk,Netherlands,Hamerstuk Appel-Peer-Souvignier Gris,84.9,https://hethamerstuk.nl/,https://www.facebook.com/HetHamerstuk/,https://www.instagram.com/hethamerstuk,https://maps.google.com/?cid=11584128023568770529,,https://untappd.com/Hamerstuk
Flavoured or Blended Cider,🥈 SILVER,Lepola Drinks,Finland,Lepola Dry Hopped Apple Cider,84.4,https://lepoladrinks.fi/,https://www.facebook.com/lepoladrinks/,https://www.instagram.com/lepola_drinks/,https://maps.google.com/?cid=10912023971262858580,,https://untappd.com/w/lepola/401095
Flavoured or Blended Cider,🥈 SILVER,Bizio,Basque Country,Basoa,84.3,https://bizio.eus/,,https://www.instagram.com/bizio.eus/,https://maps.google.com/?cid=10634023042683294263,,https://untappd.com/w/bizio/517614
Flavoured or Blended Cider,🥈 SILVER,Ulvik Frukt & Cideri,Norway,Hylleblomsider,83.7,http://www.hakastadsider.no/,https://www.facebook.com/pages/Ulvik-Frukt-Cideri/191311970916027,,https://maps.google.com/?cid=8381380851022975775,,https://untappd.com/brewery/60198
Flavoured or Blended Cider,🥈 SILVER,Het Hamerstuk,Netherlands,Hamerstuk Appel-Peer-Johanniter,82.5,https://hethamerstuk.nl/,https://www.facebook.com/HetHamerstuk/,https://www.instagram.com/hethamerstuk,https://maps.google.com/?cid=11584128023568770529,,https://untappd.com/Hamerstuk
Flavoured or Blended Cider,🥈 SILVER,ANXO Cider,United States,Quince,82.3,https://store.anxodc.com/,https://www.facebook.com/ANXOcider,https://www.instagram.com/anxodistrict/,https://maps.google.com/?cid=9806483452569861957,https://www.tripadvisor.com/Restaurant_Review-g28970-d18923653,https://untappd.com/ANXOCidery
Flavoured or Blended Cider,🥈 SILVER,Sidra Mayador,Spain,Xana Cider Frutos del Bosque,82.2,http://www.mayador.com/,https://www.facebook.com/sidramayadorcider,https://www.instagram.com/sidramayador/,https://maps.google.com/?cid=6886369759358960464,,https://untappd.com/SidraMayador
Flavoured or Blended Cider,🥈 SILVER,Sidra El Gaitero,Spain,Gaitero Red Grape,82.1,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266
Flavoured or Blended Cider,🥈 SILVER,Het Hamerstuk,Netherlands,Hamerstuk Appel-Kwee,81.9,https://hethamerstuk.nl/,https://www.facebook.com/HetHamerstuk/,https://www.instagram.com/hethamerstuk,https://maps.google.com/?cid=11584128023568770529,,https://untappd.com/Hamerstuk
Flavoured or Blended Cider,🥈 SILVER,Ottercider,Belgium,Roos,81.2,https://www.ottercider.be/,https://www.facebook.com/Ottercider,https://www.instagram.com/ottercider,,,https://untappd.com/Ottercider
Flavoured or Blended Cider,🥈 SILVER,Lepola Drinks,Finland,Lepola Cucumber Apple Cider,80.5,https://lepoladrinks.fi/,https://www.facebook.com/lepoladrinks/,https://www.instagram.com/lepola_drinks/,https://maps.google.com/?cid=10912023971262858580,,https://untappd.com/w/lepola/401095
Flavoured or Blended Cider,🥉 BRONZE,Kuartango,Basque Country,Callabocas,77.3,https://kuartangosagardotegia.com/,https://www.facebook.com/SidreKuartango/,https://www.instagram.com/sidrekuartango/,https://maps.google.com/?cid=6181081338579081204,https://www.tripadvisor.com/Restaurant_Review-g25546823-d25546810,https://untappd.com/w/sidreria-kuartango/438568
Flavoured or Blended Cider,🥉 BRONZE,Cidre Sorre,France,Yuzu Menthe Gamme Herboriste,77.1,https://www.cidre-sorre.fr/,https://www.facebook.com/CidrerieSorre/,https://www.instagram.com/cidreriesorre/,https://maps.google.com/?cid=3277478841126723957,https://www.tripadvisor.com/Attraction_Review-g8506159-d8653800,https://untappd.com/w/cidre-sorre/16758
Flavoured or Blended Cider,🥉 BRONZE,Elegast Cidery,Norway,Vine,76.5,https://elegastcider.nl/,https://www.facebook.com/elegastcidery/,https://www.instagram.com/elegast_cidery/,https://maps.google.com/?cid=5936408747857287023,,https://untappd.com/ElegastCidery
Flavoured or Blended Cider,🥉 BRONZE,Hardangergutane,Norway,Fjellskrent,72.9,https://hardangergutane.no/,https://www.facebook.com/Hardangergutane/,https://www.instagram.com/hardangergutane/,https://maps.google.com/?cid=10940983309801750674,https://www.tripadvisor.com/Restaurant_Review-g2328851-d23478417,https://untappd.com/w/hardangergutane/429679
Flavoured or Blended Cider,🥉 BRONZE,Kühbrein Most,Austria,Kühbreincider - Himbeer (Raspberry),72.3,https://www.kuehbreinmost.at/,https://www.facebook.com/KuhbreinMost/,https://www.instagram.com/kuehbrein__/,https://maps.google.com/?cid=6347288815375920345,,https://untappd.com/w/k-hbrein/425089
Flavoured or Blended Cider,🥉 BRONZE,Sidra Mayador,Spain,Xana Cider Manzana,71.2,http://www.mayador.com/,https://www.facebook.com/sidramayadorcider,https://www.instagram.com/sidramayador/,https://maps.google.com/?cid=6886369759358960464,,https://untappd.com/SidraMayador
Flavoured or Blended Cider,🥉 BRONZE,Pomologik,Sweden,Hopple - Non Alcoholic,71,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe
Flavoured or Blended Cider,🥉 BRONZE,Sidra Mayador,Spain,Xana Cider Pera,71,http://www.mayador.com/,https://www.facebook.com/sidramayadorcider,https://www.instagram.com/sidramayador/,https://maps.google.com/?cid=6886369759358960464,,https://untappd.com/SidraMayador
Flavoured or Blended Cider,🥉 BRONZE,L'Aubinière,France,Cidre Cuvée aux Épices 2021,71,https://www.laubiniere.fr/,https://www.facebook.com/laubiniere/,https://www.instagram.com/laubiniere/,https://maps.google.com/?cid=3202157626582316196,,https://untappd.com/w/l-aubiniere/531046
Flavoured or Blended Cider,🥉 BRONZE,Mostbauernhof Distelberger,Austria,"Glückssprudel, Birnencider Mit Holunderblüten",70.6,http://www.distelberger.at/,,,https://maps.google.com/?cid=11354772379381960347,,
Modern Cider,🏆 BEST OF CATEGORY,Sidra El Gaitero,Spain,Gaitero Extra,93.4,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266
Modern Cider,🥇 GOLD,Baldorba Naturel & Sagarraleku,Basque Country,Oiii Baldorba Patxaka,91.3,https://www.sidrasbaldorbanaturel.com/,https://www.facebook.com/sagarraleku/,https://www.instagram.com/sidrasbaldorbanaturel/,,,https://untappd.com/w/baldorba-sagardotegia/336919
Modern Cider,🥈 SILVER,Cider Sekt,Czech Republic,Cider Talk Semi Dry,82.4,https://www.cidersekt.cz/,https://www.facebook.com/cidertalk/,https://www.instagram.com/cidertalk/,https://maps.google.com/?cid=1744130511388226457,,https://untappd.com/w/provoco/396367
Modern Cider,🥈 SILVER,Sidra Mayador,Spain,Sidra Ecologica M.Busto,82.3,http://www.mayador.com/,https://www.facebook.com/sidramayadorcider,https://www.instagram.com/sidramayador/,https://maps.google.com/?cid=6886369759358960464,,https://untappd.com/SidraMayador
Modern Cider,🥈 SILVER,Mooma,Spain,Sidra Mooma 75cl,81.9,https://mooma.cat/,https://www.facebook.com/sidreriamooma/,https://www.instagram.com/mooma/,https://maps.google.com/?cid=11350926811080988766,https://www.tripadvisor.com/Restaurant_Review-g3501872-d13815642,https://untappd.com/w/mooma/254950
Modern Cider,🥈 SILVER,Kühbrein Most,Austria,Kühbreinsecco,81.5,https://www.kuehbreinmost.at/,https://www.facebook.com/KuhbreinMost/,https://www.instagram.com/kuehbrein__/,https://maps.google.com/?cid=6347288815375920345,,https://untappd.com/w/k-hbrein/425089
Modern Cider,🥈 SILVER,Kühbrein Most,Austria,Kühbrein Red Love Secco,81.5,https://www.kuehbreinmost.at/,https://www.facebook.com/KuhbreinMost/,https://www.instagram.com/kuehbrein__/,https://maps.google.com/?cid=6347288815375920345,,https://untappd.com/w/k-hbrein/425089
Modern Cider,🥈 SILVER,Exner Cider,Spain,Exner Craft Apple Cider,81.1,https://exnercider.com/,https://www.facebook.com/ExnerCider/,https://www.instagram.com/exner.cider/,https://maps.google.com/?cid=3356560758775211802,,https://untappd.com/b/llagar-sidra-castanon-exner/3684800
Modern Cider,🥈 SILVER,Pomologik,Sweden,Cider State of Mind,80,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe
Modern Cider,🥈 SILVER,Sidra Castañón,Spain,Xiz Frizzante,79.4,https://sidracastanon.com/,https://www.facebook.com/sidracastanon/,https://www.instagram.com/sidracastanon/,https://maps.google.com/?cid=3082307260151948865,https://www.tripadvisor.com/Attraction_Review-g2186312-d12246874,https://untappd.com/w/llagar-sidra-casta-n/81481
Modern Cider,🥉 BRONZE,Seppelbauer,Austria,Baroncider Apfel,78.5,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349
Modern Cider,🥉 BRONZE,Vander Mill,United States,Honeycrisp,77.2,http://vandermill.com/,https://www.facebook.com/VanderMillGR,https://www.instagram.com/vandermill/,https://maps.google.com/?cid=6214407049389872858,https://www.tripadvisor.com/Restaurant_Review-g42256-d10325970,https://untappd.com/w/vander-mill/8388
Modern Cider,🥉 BRONZE,Sidra El Gaitero,Spain,Gaitero Tercio,76.9,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266
Modern Cider,🥉 BRONZE,Mostheuriger Hansbauer,Austria,Florina,74.6,https://www.hansbauer.at/,,https://www.instagram.com/mostheuriger_hansbauer/,https://maps.google.com/?cid=17616529891212169565,,
Modern Cider,🥉 BRONZE,Mostheuriger Hansbauer,Austria,Braeburn,74,https://www.hansbauer.at/,,https://www.instagram.com/mostheuriger_hansbauer/,https://maps.google.com/?cid=17616529891212169565,,
Modern Cider,🥉 BRONZE,Sidra Trabanco,Spain,Pecado del Paraíso Sidra Sin,73.9,https://www.sidratrabanco.com/,https://www.facebook.com/sidratrabanco/,https://www.instagram.com/sidratrabanco/,https://maps.google.com/?cid=8706552013547802387,,https://untappd.com/brewery/6382
Modern Cider,🥉 BRONZE,Sidra Trabanco,Spain,Lagar de Camín Clásica Dulce,71,https://www.sidratrabanco.com/,https://www.facebook.com/sidratrabanco/,https://www.instagram.com/sidratrabanco/,https://maps.google.com/?cid=8706552013547802387,,https://untappd.com/brewery/6382
Modern Cider,🥉 BRONZE,Vander Mill,United States,Chapman's Blend,71,http://vandermill.com/,https://www.facebook.com/VanderMillGR,https://www.instagram.com/vandermill/,https://maps.google.com/?cid=6214407049389872858,https://www.tripadvisor.com/Restaurant_Review-g42256-d10325970,https://untappd.com/w/vander-mill/8388
Modern Cider,🥉 BRONZE,Sidra Trabanco,Spain,Pecado del Paraíso Semiseca,70.6,https://www.sidratrabanco.com/,https://www.facebook.com/sidratrabanco/,https://www.instagram.com/sidratrabanco/,https://maps.google.com/?cid=8706552013547802387,,https://untappd.com/brewery/6382
Modern Cider,🥉 BRONZE,Petritegi,Basque Country,Sagar Krash Sagar,70.6,https://www.petritegi.com/,https://www.facebook.com/Petritegi/,https://www.instagram.com/petritegi,https://maps.google.com/?cid=16425101977693923721,https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030,https://untappd.com/brewery/51639
Modern Cider,🥉 BRONZE,Matriarca,Uruguay,Sidra Matriarca,70.5,https://www.matriarca.com.uy/,https://www.facebook.com/Matriarcasidra/,https://www.instagram.com/sidramatriarca/,,,https://untappd.com/w/sidra-matriarca/463811
Dessert Cider,🏆 BEST OF CATEGORY,Restauracja Tabun,Poland,Tabun Cydr Lodowy 2020,98.1,https://www.restauracjatabun.pl/,https://www.facebook.com/TABUNCYDR/,https://www.instagram.com/tabuncydr/,https://maps.google.com/?cid=13556304642115496222,https://www.tripadvisor.com/Restaurant_Review-g3222438-d2654599,https://untappd.com/w/tabun/434136
Dessert Cider,🥇 GOLD,Pomologik,Sweden,Rubinola,98,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe
Dessert Cider,🥇 GOLD,Zapiain,Basque Country,Zapiain Bizi-Goxo 2017,94.8,https://zapiain.eus/,https://www.facebook.com/zapiainsagardoa,https://www.instagram.com/zapiainsagardoa/,https://maps.google.com/?cid=16982677267877188990,https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229,https://untappd.com/ZapiainSagardoa
Dessert Cider,🥇 GOLD,Sidra Castañón,Spain,Castañon,94.3,https://sidracastanon.com/,https://www.facebook.com/sidracastanon/,https://www.instagram.com/sidracastanon/,https://maps.google.com/?cid=3082307260151948865,https://www.tripadvisor.com/Attraction_Review-g2186312-d12246874,https://untappd.com/w/llagar-sidra-casta-n/81481
Dessert Cider,🥇 GOLD,Sidra El Gaitero,Spain,Sidra de Hielo 1898,94,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266
Dessert Cider,🥇 GOLD,Lepola Drinks,Finland,Lepola Vega Ice Cider,93.8,https://lepoladrinks.fi/,https://www.facebook.com/lepoladrinks/,https://www.instagram.com/lepola_drinks/,https://maps.google.com/?cid=10912023971262858580,,https://untappd.com/w/lepola/401095
Dessert Cider,🥇 GOLD,Llagares Valverán,Spain,Valverán 20 Manzanas,92.7,https://llagaresvalveran.com/,https://www.facebook.com/masaveubodegas/,https://www.instagram.com/masaveubodegas/,https://maps.google.com/?cid=10125751207643631112,,https://untappd.com/w/valveran/55774
Dessert Cider,🥇 GOLD,Pomologik,Sweden,Åkerö,91.7,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe
Dessert Cider,🥇 GOLD,Cidre Sorre,France,Doux Gamme Mariniere,90.5,https://www.cidre-sorre.fr/,https://www.facebook.com/CidrerieSorre/,https://www.instagram.com/cidreriesorre/,https://maps.google.com/?cid=3277478841126723957,https://www.tripadvisor.com/Attraction_Review-g8506159-d8653800,https://untappd.com/w/cidre-sorre/16758
Dessert Cider,🥇 GOLD,Sidra Riestra,Spain,Guzman Riestra,90,http://www.sidrariestra.com/,https://www.facebook.com/SidraRiestra,https://www.instagram.com/sidrariestra/,https://maps.google.com/?cid=2253085342105400787,,https://untappd.com/w/riestra/70601
Dessert Cider,🥇 GOLD,Sidra Viuda de Angelón,Spain,Sidra de Hielo Viuda de Angelon,89.4,http://www.sidraviudaangelonpomar.es/,https://www.facebook.com/sidrapomar.viudaangelon/,https://www.instagram.com/Sidraviudaangelon/,https://maps.google.com/?cid=13173562328637195239,,https://untappd.com/w/viuda-de-angela3n/142823
Dessert Cider,🥈 SILVER,Kuartango,Basque Country,Su Sagar,87.2,https://kuartangosagardotegia.com/,https://www.facebook.com/SidreKuartango/,https://www.instagram.com/sidrekuartango/,https://maps.google.com/?cid=6181081338579081204,https://www.tripadvisor.com/Restaurant_Review-g25546823-d25546810,https://untappd.com/w/sidreria-kuartango/438568
Dessert Cider,🥈 SILVER,Juankorena Sagardotegia,Basque Country,Basajaun Hielo,84.3,,,,,,
Dessert Cider,🥈 SILVER,Killahora Orchards,Ireland,Rare Apple Ice Wine 2020,81.1,https://www.killahoraorchards.ie/,https://www.facebook.com/killahora/,https://www.instagram.com/killahora/,,,
Dessert Cider,🥉 BRONZE,Pomologik,Sweden,Ice Ice Baby,73.6,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe
Open Category,🏆 BEST OF CATEGORY,Pomologik,Sweden,Ingrid Marie XO,93.5,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe
Open Category,🥇 GOLD,Killahora Orchards,Ireland,Pom'O,93,https://www.killahoraorchards.ie/,https://www.facebook.com/killahora/,https://www.instagram.com/killahora/,,,
