Year,Style,Medal,Producer,Region,Product,Points,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2019,Natural Basque Cider,🥇 Gold,Zapiain,Basque Country,"Zapiain Sagardoa Lote II ",46,Active,"<a href=""https://zapiain.eus/"">Website</a>","<a href=""https://www.facebook.com/zapiainsagardoa"">Facebook</a>","<a href=""https://www.instagram.com/zapiainsagardoa/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16982677267877188990"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229"">TripAdvisor</a>","<a href=""https://untappd.com/ZapiainSagardoa"">Untappd</a>"
2019,Natural Basque Cider,🥇 Gold,Petritegi,Basque Country,"Petritegi Sagardoa ",46,Active,"<a href=""https://www.petritegi.com/"">Website</a>","<a href=""https://www.facebook.com/Petritegi/"">Facebook</a>","<a href=""https://www.instagram.com/petritegi"">Instagram</a>","<a href=""https://maps.google.com/?cid=16425101977693923721"">Google</a>","<a href=""https://www.yelp.com/biz/petritegi-astigarraga"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/51639"">Untappd</a>"
2019,Natural Basque Cider,🥇 Gold,Zelaia,Basque Country,"Zelaia Lote I ",45,Active,"<a href=""https://zelaia.eus/"">Website</a>","<a href=""https://www.facebook.com/sidreriazelaia/"">Facebook</a>","<a href=""https://www.instagram.com/sidreriazelaia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3059185310841362913"">Google</a>","<a href=""https://www.yelp.com/biz/zelaia-hernani-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064188-d3572893"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-zelaia-sagardotegia/17632"">Untappd</a>"
2019,Natural Basque Cider,🥇 Gold,Isastegi,Basque Country,"Isastegi ""Euskal Sagardoa"" ",45,Active,"<a href=""https://www.isastegi.com/"">Website</a>","<a href=""https://www.facebook.com/isastegi.sagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/isastegi/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3927960308349571227"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064362-d5772954"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6054"">Untappd</a>"
2019,Natural Basque Cider,🥇 Gold,Zapiain,Basque Country,"Zapiain Sagardoa Lote III ",45,Active,"<a href=""https://zapiain.eus/"">Website</a>","<a href=""https://www.facebook.com/zapiainsagardoa"">Facebook</a>","<a href=""https://www.instagram.com/zapiainsagardoa/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16982677267877188990"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229"">TripAdvisor</a>","<a href=""https://untappd.com/ZapiainSagardoa"">Untappd</a>"
2019,Natural Basque Cider,🥇 Gold,Alorrenea,Basque Country,"Alorrenea Euskal Sagardoa ",45,Active,"<a href=""https://alorrenea.com/"">Website</a>","<a href=""https://www.facebook.com/Alorrenea/"">Facebook</a>","<a href=""https://www.instagram.com/alorrenea/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7369065934381285009"">Google</a>","<a href=""https://www.yelp.com/biz/alorrenea-astigarraga"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3809108"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-alorrena/64396"">Untappd</a>"
2019,Natural Basque Cider,🥇 Gold,Alorrenea,Basque Country,"Alorrenea Gorenak Sagardoa ",45,Active,"<a href=""https://alorrenea.com/"">Website</a>","<a href=""https://www.facebook.com/Alorrenea/"">Facebook</a>","<a href=""https://www.instagram.com/alorrenea/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7369065934381285009"">Google</a>","<a href=""https://www.yelp.com/biz/alorrenea-astigarraga"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3809108"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-alorrena/64396"">Untappd</a>"
2019,Natural Basque Cider,🥈 Silver,Gurutzeta,Basque Country,"Gurutzeta Euskal Sagardoa ",44,Active,"<a href=""https://www.gurutzeta.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100063653015548"">Facebook</a>","<a href=""https://www.instagram.com/gurutzeta_sagar/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3267815348998464054"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3915865"">TripAdvisor</a>","<a href=""https://untappd.com/w/gurutzeta-sagardotegia/249476"">Untappd</a>"
2019,Natural Basque Cider,🥈 Silver,Oiharte,Basque Country,"Euskal Sagardo Ekologikoa ",43,Active,"<a href=""https://oiharte.com/"">Website</a>","<a href=""https://www.facebook.com/CasaRuralSidreriaOiharte"">Facebook</a>","<a href=""https://www.instagram.com/oiharte/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7283611563965022999"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1235389-d2470675"">TripAdvisor</a>","<a href=""https://untappd.com/w/oiharte-sagardotegia/351344"">Untappd</a>"
2019,Natural Basque Cider,🥈 Silver,Isastegi,Basque Country,"Euskal Sagardo Premium ",43,Active,"<a href=""https://www.isastegi.com/"">Website</a>","<a href=""https://www.facebook.com/isastegi.sagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/isastegi/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3927960308349571227"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064362-d5772954"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6054"">Untappd</a>"
2019,Natural Basque Cider,🥈 Silver,Oiharte,Basque Country,Oiharte Euskal Sagardoa,42,Active,"<a href=""https://oiharte.com/"">Website</a>","<a href=""https://www.facebook.com/CasaRuralSidreriaOiharte"">Facebook</a>","<a href=""https://www.instagram.com/oiharte/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7283611563965022999"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1235389-d2470675"">TripAdvisor</a>","<a href=""https://untappd.com/w/oiharte-sagardotegia/351344"">Untappd</a>"
2019,Natural Basque Cider,🥈 Silver,Gartziategi,Basque Country,"Gartziategi Jatorri Deitura ",42,Active,"<a href=""https://gartziategi.com/"">Website</a>","<a href=""https://www.facebook.com/gartziategi"">Facebook</a>","<a href=""https://www.instagram.com/gartziategi/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4734247712861040251"">Google</a>","<a href=""https://www.yelp.com/biz/gartziategi-donostia-san-sebastian"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g187457-d4258881"">TripAdvisor</a>","<a href=""https://untappd.com/w/gartziategi-braserria/123054"">Untappd</a>"
2019,Natural Basque Cider,🥈 Silver,Zelaia,Basque Country,"Zelaia Sagardoa Lote II ",41,Active,"<a href=""https://zelaia.eus/"">Website</a>","<a href=""https://www.facebook.com/sidreriazelaia/"">Facebook</a>","<a href=""https://www.instagram.com/sidreriazelaia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3059185310841362913"">Google</a>","<a href=""https://www.yelp.com/biz/zelaia-hernani-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064188-d3572893"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-zelaia-sagardotegia/17632"">Untappd</a>"
2019,Natural Basque Cider,🥈 Silver,Gurutzeta,Basque Country,"Gurutzeta Gorenak ",40,Active,"<a href=""https://www.gurutzeta.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100063653015548"">Facebook</a>","<a href=""https://www.instagram.com/gurutzeta_sagar/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3267815348998464054"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3915865"">TripAdvisor</a>","<a href=""https://untappd.com/w/gurutzeta-sagardotegia/249476"">Untappd</a>"
2019,Natural Basque Cider,🥈 Silver,Vander Mill,United States,"Deli madera ",40,Active,"<a href=""http://vandermill.com/"">Website</a>","<a href=""https://www.facebook.com/VanderMillGR"">Facebook</a>","<a href=""https://www.instagram.com/vandermill/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6214407049389872858"">Google</a>","<a href=""https://www.yelp.com/biz/vander-mill-grand-rapids-grand-rapids-5"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g42256-d10325970"">TripAdvisor</a>","<a href=""https://untappd.com/w/vander-mill/8388"">Untappd</a>"
2019,Natural Basque Cider,🥈 Silver,Izeta,Basque Country,"Izeta D.O. Euskal Sagardoa ",39,Active,"<a href=""https://www.izeta.es/"">Website</a>","<a href=""https://www.facebook.com/IzetaSagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/izetasagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5193661031886461877"">Google</a>","<a href=""https://www.yelp.com/map/izeta-sidreria-aia"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g897148-d4022936"">TripAdvisor</a>","<a href=""https://untappd.com/w/izeta-goikoa/226558"">Untappd</a>"
2019,Natural Basque Cider,🥈 Silver,Araeta,Basque Country,"Sidra natural Araeta ",39,Active,"<a href=""https://araeta.com/"">Website</a>","<a href=""https://www.facebook.com/pages/Araeta-Restaurante/294806956757"">Facebook</a>","<a href=""https://www.instagram.com/sidreria_araeta/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16679682521656072832"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g187457-d2482068"">TripAdvisor</a>","<a href=""https://untappd.com/w/araeta-sagardotegia/372000"">Untappd</a>"
2019,Natural Basque Cider,🥈 Silver,Begiristain Sagardotegia,Basque Country,"Begiristain Euskal Sagardoa ",38,Active,"<a href=""https://www.begiristainsagardotegia.com/\"">Website</a>",,"<a href=""https://www.instagram.com/begiristainsagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=726838247126869058"">Google</a>",,,"<a href=""https://untappd.com/w/begiristain-sagardotegia/286519"">Untappd</a>"
2019,Natural Basque Cider,🥈 Silver,Zelaia,Basque Country,"Zelaia Gorenak ",38,Active,"<a href=""https://zelaia.eus/"">Website</a>","<a href=""https://www.facebook.com/sidreriazelaia/"">Facebook</a>","<a href=""https://www.instagram.com/sidreriazelaia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3059185310841362913"">Google</a>","<a href=""https://www.yelp.com/biz/zelaia-hernani-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064188-d3572893"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-zelaia-sagardotegia/17632"">Untappd</a>"
2019,Natural Basque Cider,🥈 Silver,Isastegi,Basque Country,"Isastegi ""Gorenak"" ",38,Active,"<a href=""https://www.isastegi.com/"">Website</a>","<a href=""https://www.facebook.com/isastegi.sagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/isastegi/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3927960308349571227"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064362-d5772954"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6054"">Untappd</a>"
2019,Natural Basque Cider,🥉 Bronze,Aburuza,Basque Country,"Aburuza ",36,Active,"<a href=""https://www.sidrasaburuza.net/"">Website</a>","<a href=""https://www.facebook.com/sidrasaburuza/"">Facebook</a>","<a href=""https://www.instagram.com/aburuza_sagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11790998531102067428"">Google</a>","<a href=""https://www.yelp.com/biz/sidreria-aburuza-caserio-olatza-aduna"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g2578771-d7715076"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-aburuza/194775"">Untappd</a>"
2019,Natural Basque Cider,🥉 Bronze,Araeta,Basque Country,"Amalur ",35,Active,"<a href=""https://araeta.com/"">Website</a>","<a href=""https://www.facebook.com/pages/Araeta-Restaurante/294806956757"">Facebook</a>","<a href=""https://www.instagram.com/sidreria_araeta/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16679682521656072832"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g187457-d2482068"">TripAdvisor</a>","<a href=""https://untappd.com/w/araeta-sagardotegia/372000"">Untappd</a>"
2019,Natural Basque Cider,🥉 Bronze,Gartziategi,Basque Country,"Gartziategi Gorenak sagardoa ",34,Active,"<a href=""https://gartziategi.com/"">Website</a>","<a href=""https://www.facebook.com/gartziategi"">Facebook</a>","<a href=""https://www.instagram.com/gartziategi/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4734247712861040251"">Google</a>","<a href=""https://www.yelp.com/biz/gartziategi-donostia-san-sebastian"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g187457-d4258881"">TripAdvisor</a>","<a href=""https://untappd.com/w/gartziategi-braserria/123054"">Untappd</a>"
2019,Natural Basque Cider,🥉 Bronze,Izeta,Basque Country,"Sidra Ecológica Izeta ",33,Active,"<a href=""https://www.izeta.es/"">Website</a>","<a href=""https://www.facebook.com/IzetaSagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/izetasagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5193661031886461877"">Google</a>","<a href=""https://www.yelp.com/map/izeta-sidreria-aia"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g897148-d4022936"">TripAdvisor</a>","<a href=""https://untappd.com/w/izeta-goikoa/226558"">Untappd</a>"
2019,Natural Asturian Cider,🥇 Gold,Sidra Piñera,Asturias,"Sidra Piñera ",47,Active,"<a href=""https://www.sidrapinera.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapinera/"">Facebook</a>","<a href=""https://www.instagram.com/sidrapinera/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3226166040134745626"">Google</a>",,,
2019,Natural Asturian Cider,🥇 Gold,Sidra Castañón,Asturias,"Sidra Val de Boides ",46,Active,"<a href=""https://sidracastanon.com/"">Website</a>","<a href=""https://www.facebook.com/sidracastanon/"">Facebook</a>","<a href=""https://www.instagram.com/sidracastanon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3082307260151948865"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2186312-d12246874"">TripAdvisor</a>","<a href=""https://untappd.com/w/llagar-sidra-casta-n/81481"">Untappd</a>"
2019,Natural Asturian Cider,🥇 Gold,Sidra Trabanco,Asturias,"Sidra Trabanco tradicional ",45,Active,"<a href=""https://www.sidratrabanco.com/"">Website</a>","<a href=""https://www.facebook.com/sidratrabanco/"">Facebook</a>","<a href=""https://www.instagram.com/sidratrabanco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8706552013547802387"">Google</a>",,,"<a href=""https://untappd.com/brewery/6382"">Untappd</a>"
2019,Natural Asturian Cider,🥈 Silver,Sidra Trabanco,Asturias,"Trabanco DOP seleccionada ",42,Active,"<a href=""https://www.sidratrabanco.com/"">Website</a>","<a href=""https://www.facebook.com/sidratrabanco/"">Facebook</a>","<a href=""https://www.instagram.com/sidratrabanco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8706552013547802387"">Google</a>",,,"<a href=""https://untappd.com/brewery/6382"">Untappd</a>"
2019,Natural Asturian Cider,🥈 Silver,Sidra Mayador,Asturias,"Sidra Natural M. Busto ",41,Active,"<a href=""http://www.mayador.com/"">Website</a>","<a href=""https://www.facebook.com/sidramayadorcider"">Facebook</a>","<a href=""https://www.instagram.com/sidramayador/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6886369759358960464"">Google</a>",,,"<a href=""https://untappd.com/SidraMayador"">Untappd</a>"
2019,Natural Asturian Cider,🥈 Silver,Sidra Riestra,Asturias,"Sidra natural Riestra ",39,Active,"<a href=""http://www.sidrariestra.com/"">Website</a>","<a href=""https://www.facebook.com/SidraRiestra"">Facebook</a>","<a href=""https://www.instagram.com/sidrariestra/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2253085342105400787"">Google</a>",,,"<a href=""https://untappd.com/w/riestra/70601"">Untappd</a>"
2019,Natural Asturian Cider,🥈 Silver,Sidra El Gaitero,Asturias,"Pomarina natural tradicional ",39,Active,"<a href=""https://www.sidraelgaitero.com/"">Website</a>","<a href=""https://www.facebook.com/grupoelgaitero"">Facebook</a>","<a href=""https://www.instagram.com/grupoelgaitero/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15753532318992345137"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d3239389"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/4266"">Untappd</a>"
2019,Natural Asturian Cider,🥉 Bronze,Sidra Castañón,Asturias,"Sidra Castañon ",36,Active,"<a href=""https://sidracastanon.com/"">Website</a>","<a href=""https://www.facebook.com/sidracastanon/"">Facebook</a>","<a href=""https://www.instagram.com/sidracastanon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3082307260151948865"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2186312-d12246874"">TripAdvisor</a>","<a href=""https://untappd.com/w/llagar-sidra-casta-n/81481"">Untappd</a>"
2019,Natural Asturian Cider,🥉 Bronze,Angry Orchard,United States,"Edu ",36,Active,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>","<a href=""https://untappd.com/w/angry-orchard-cider-company/16455"">Untappd</a>"
2019,Natural Asturian Cider,🥉 Bronze,Sidra Riestra,Asturias,"Sidra natural Ribayu ",33,Active,"<a href=""http://www.sidrariestra.com/"">Website</a>","<a href=""https://www.facebook.com/SidraRiestra"">Facebook</a>","<a href=""https://www.instagram.com/sidrariestra/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2253085342105400787"">Google</a>",,,"<a href=""https://untappd.com/w/riestra/70601"">Untappd</a>"
2019,Natural Asturian Cider,🥉 Bronze,Sidra Piñera,Asturias,"Sidra Natural Piñera D.O.P. ",31,Active,"<a href=""https://www.sidrapinera.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapinera/"">Facebook</a>","<a href=""https://www.instagram.com/sidrapinera/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3226166040134745626"">Google</a>",,,
2019,Traditional English Cider,🥇 Gold,Pilton Cider,England,"Pilton Solstice ",45,Active,"<a href=""https://www.piltoncider.com/"">Website</a>","<a href=""https://www.facebook.com/piltoncider"">Facebook</a>","<a href=""https://www.instagram.com/piltoncider"">Instagram</a>","<a href=""https://maps.google.com/?cid=9998325032687804281"">Google</a>",,,"<a href=""https://untappd.com/w/pilton-cider/62441"">Untappd</a>"
2019,Traditional English Cider,🥈 Silver,Pilton Cider,England,"Pilton Max Lux 2014 ",41,Active,"<a href=""https://www.piltoncider.com/"">Website</a>","<a href=""https://www.facebook.com/piltoncider"">Facebook</a>","<a href=""https://www.instagram.com/piltoncider"">Instagram</a>","<a href=""https://maps.google.com/?cid=9998325032687804281"">Google</a>",,,"<a href=""https://untappd.com/w/pilton-cider/62441"">Untappd</a>"
2019,Traditional English Cider,🥈 Silver,Pips Cider,England,"Pips Medium Cider ",41,Active,"<a href=""http://www.pipscider.com/"">Website</a>","<a href=""https://www.facebook.com/PipsCider"">Facebook</a>","<a href=""https://www.instagram.com/pipscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16039788259014934478"">Google</a>",,,"<a href=""https://untappd.com/w/pips-cider-limited/159027"">Untappd</a>"
2019,Traditional English Cider,🥈 Silver,Martin's Cidery,Slovakia,"Martin´s Farmhouse cider ",39,Active,"<a href=""https://martinscidery.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=7334461102395106401"">Google</a>",,,
2019,Traditional English Cider,🥉 Bronze,Thatchers Cider,England,"Thatchers Vintage ",37,Active,"<a href=""https://www.thatcherscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/ThatchersCiderCompany"">Facebook</a>","<a href=""https://www.instagram.com/thatcherscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15191093037076298219"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g4412909-d11019728"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/3063"">Untappd</a>"
2019,Traditional English Cider,🥉 Bronze,Hawkes,England,"Big Wow! ",35,Active,"<a href=""https://wearehawkes.com/"">Website</a>","<a href=""https://www.facebook.com/wearehawkes/"">Facebook</a>","<a href=""https://www.instagram.com/hawkescidertap/"">Instagram</a>",,,,"<a href=""https://untappd.com/HawkesLondon"">Untappd</a>"
2019,Traditional English Cider,🥉 Bronze,Angry Orchard,United States,"Super Natural ",35,Active,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>","<a href=""https://untappd.com/w/angry-orchard-cider-company/16455"">Untappd</a>"
2019,Traditional English Cider,🥉 Bronze,Vander Mill,United States,"Golden friendship ",34,Active,"<a href=""http://vandermill.com/"">Website</a>","<a href=""https://www.facebook.com/VanderMillGR"">Facebook</a>","<a href=""https://www.instagram.com/vandermill/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6214407049389872858"">Google</a>","<a href=""https://www.yelp.com/biz/vander-mill-grand-rapids-grand-rapids-5"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g42256-d10325970"">TripAdvisor</a>","<a href=""https://untappd.com/w/vander-mill/8388"">Untappd</a>"
2019,Traditional English Cider,🥉 Bronze,Sidra Ribela,Galicia,"Maceiras vellas ",33,Active,"<a href=""https://ribela.es/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100057701497775"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=4872815371612917435"">Google</a>",,,"<a href=""https://untappd.com/jesusarmenteros"">Untappd</a>"
2019,Traditional English Cider,🥉 Bronze,Angry Orchard,United States,"Bitter Steve ",31,Active,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>","<a href=""https://untappd.com/w/angry-orchard-cider-company/16455"">Untappd</a>"
2019,Traditional French Cider,🥇 Gold,Les Vergers de Kermao,France,"AOP Cornouille ",46,Active,"<a href=""https://www.cidre-bretagne.com/"">Website</a>",,"<a href=""https://www.instagram.com/kermao.cidre/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11761800243914556755"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2184442-d8603735"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-kermao/240565"">Untappd</a>"
2019,Traditional French Cider,🥇 Gold,Cidrerie de Menez-Brug,France,"AOP Cornouille ",45,Active,"<a href=""https://www.cidrerie-de-menez-brug.com/"">Website</a>","<a href=""https://www.facebook.com/cidreriemenezbrug.fr/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=10640223041696316686"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g666452-d15052081"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-de-menez-brug/150603"">Untappd</a>"
2019,Traditional French Cider,🥈 Silver,Cidrerie Melenig,France,"AOP Cornouille ",40,Active,,,"<a href=""https://www.instagram.com/cidremelenig/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10374518201153439760"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g6922089-d7330818"">TripAdvisor</a>","<a href=""https://untappd.com/CidrerieMelenig"">Untappd</a>"
2019,Traditional French Cider,🥈 Silver,Angry Orchard,United States,"Extra Terriorestiral ",38,Active,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>","<a href=""https://untappd.com/w/angry-orchard-cider-company/16455"">Untappd</a>"
2019,Traditional French Cider,🥈 Silver,Pips Cider,England,"Pips Sweet Cider ",38,Active,"<a href=""http://www.pipscider.com/"">Website</a>","<a href=""https://www.facebook.com/PipsCider"">Facebook</a>","<a href=""https://www.instagram.com/pipscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16039788259014934478"">Google</a>",,,"<a href=""https://untappd.com/w/pips-cider-limited/159027"">Untappd</a>"
2019,Traditional French Cider,🥉 Bronze,Pips Cider,England,"Pips Dry Cider ",33,Active,"<a href=""http://www.pipscider.com/"">Website</a>","<a href=""https://www.facebook.com/PipsCider"">Facebook</a>","<a href=""https://www.instagram.com/pipscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16039788259014934478"">Google</a>",,,"<a href=""https://untappd.com/w/pips-cider-limited/159027"">Untappd</a>"
2019,Modern Cider,🥇 Gold,Ulvik Frukt & Cideri,Norway,"Gravenstein ",47,Active,"<a href=""http://www.hakastadsider.no/"">Website</a>","<a href=""https://www.facebook.com/pages/Ulvik-Frukt-Cideri/191311970916027"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=8381380851022975775"">Google</a>",,,"<a href=""https://untappd.com/brewery/60198"">Untappd</a>"
2019,Modern Cider,🥇 Gold,Apfelweinhandlung JB,Germany,"B German Cider ",45,Active,"<a href=""https://www.apfelweinhandlung.de/"">Website</a>","<a href=""https://www.facebook.com/janusbecker/"">Facebook</a>","<a href=""https://www.instagram.com/apfelweinhandlung/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4042602811831238709"">Google</a>","<a href=""https://www.yelp.com/biz/apfelweinhandlung-jb-frankfurt-am-main-2"">Yelp</a>",,"<a href=""https://untappd.com/w/apfelweinhandlung-janus-becker/213578"">Untappd</a>"
2019,Modern Cider,🥇 Gold,Thatchers Cider,England,"Thatches Katy ",45,Active,"<a href=""https://www.thatcherscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/ThatchersCiderCompany"">Facebook</a>","<a href=""https://www.instagram.com/thatcherscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15191093037076298219"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g4412909-d11019728"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/3063"">Untappd</a>"
2019,Modern Cider,🥈 Silver,Hawkes,England,"Soul Trader ",44,Active,"<a href=""https://wearehawkes.com/"">Website</a>","<a href=""https://www.facebook.com/wearehawkes/"">Facebook</a>","<a href=""https://www.instagram.com/hawkescidertap/"">Instagram</a>",,,,"<a href=""https://untappd.com/HawkesLondon"">Untappd</a>"
