Year,Category,Medalist,Product,Award,Status,Region,Website,Facebook,Instagram,Google,TripAdvisor,Untappd
2021,Cider Spirits,Casería San Juan del Obispo,Salvador del Obispo,🏆 Premium,Active,Asturias,"<a href=""https://www.caseriasanjuandelobispo.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=13956526212503892929"">Google</a>",,"<a href=""https://untappd.com/w/caseria-san-juan-del-obispo/285141"">Untappd</a>"
2021,Cider Spirits,Tālava,Idun,🥇 Gold,Active,Latvia,"<a href=""https://www.talava.lv/"">Website</a>","<a href=""https://www.facebook.com/talavassidrs"">Facebook</a>","<a href=""https://www.instagram.com/talavas_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16414834196985036378"">Google</a>",,"<a href=""https://untappd.com/TalavasSidrs"">Untappd</a>"
2021,Cider Spirits,Maley,Whymper 1865,🥈 Silver,Active,Italy,"<a href=""https://www.maleymontblanc.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=94166741695887894"">Google</a>",,"<a href=""https://untappd.com/brewery/29291"">Untappd</a>"
2021,Cider Spirits,Cidrerie Berri,Berroge,🥉 Bronze,Active,Basque Country,"<a href=""https://txopinondo.fr/"">Website</a>","<a href=""https://www.facebook.com/txopinondo"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_berri_txopinondo/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14446292626809718341"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1118261-d2139433"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-txopinondo/215570"">Untappd</a>"
2021,Cider Spirits,Casería San Juan del Obispo,Alquitara del Obispo,🥉 Bronze,Active,Asturias,"<a href=""https://www.caseriasanjuandelobispo.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=13956526212503892929"">Google</a>",,"<a href=""https://untappd.com/w/caseria-san-juan-del-obispo/285141"">Untappd</a>"
2021,Flavored Cider,Jörg Geiger,SWO Cider,🏆 Premium,Active,Germany,"<a href=""https://www.manufaktur-joerg-geiger.de/"">Website</a>","<a href=""https://www.facebook.com/manufakturjoerggeiger/"">Facebook</a>","<a href=""https://www.instagram.com/manufakturjoerggeiger/"">Instagram</a>","<a href=""https://maps.google.com/?cid=908271853334307402"">Google</a>",,"<a href=""https://untappd.com/w/manufaktur-jorg-geiger/270857"">Untappd</a>"
2021,Flavored Cider,Petritegi,Sagar Krash Limoi,🥇 Gold,Active,Basque Country,"<a href=""https://www.petritegi.com/"">Website</a>","<a href=""https://www.facebook.com/Petritegi/"">Facebook</a>","<a href=""https://www.instagram.com/petritegi"">Instagram</a>","<a href=""https://maps.google.com/?cid=16425101977693923721"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/51639"">Untappd</a>"
2021,Flavored Cider,Sidra Viuda de Angelón,Angelón Llimón,🥈 Silver,Active,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
2021,Flavored Cider,Castelo Branco Cider,Chiron,🥉 Bronze,Active,Portugal,"<a href=""http://www.castelobrancocider.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066758822950"">Facebook</a>",,,,
2021,Flavored Cider,Urban Farm Fermentory,Blueberry,🥉 Bronze,Inactive,United States,,,,,,
2021,Flavored Cider,Urban Farm Fermentory,Seaweed,🥉 Bronze,Inactive,United States,,,,,,
2021,Flavored Cider,Petritegi,Sagar Krash Sagar,🥉 Bronze,Active,Basque Country,"<a href=""https://www.petritegi.com/"">Website</a>","<a href=""https://www.facebook.com/Petritegi/"">Facebook</a>","<a href=""https://www.instagram.com/petritegi"">Instagram</a>","<a href=""https://maps.google.com/?cid=16425101977693923721"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/51639"">Untappd</a>"
2021,Aperitif Cider,Jörg Geiger,!Wehmut,🏆 Premium,Active,Germany,"<a href=""https://www.manufaktur-joerg-geiger.de/"">Website</a>","<a href=""https://www.facebook.com/manufakturjoerggeiger/"">Facebook</a>","<a href=""https://www.instagram.com/manufakturjoerggeiger/"">Instagram</a>","<a href=""https://maps.google.com/?cid=908271853334307402"">Google</a>",,"<a href=""https://untappd.com/w/manufaktur-jorg-geiger/270857"">Untappd</a>"
2021,Aperitif Cider,Sidra Panizales,Viesk,🥇 Gold,Active,Asturias,"<a href=""https://sidrapanizales.com/"">Website</a>","<a href=""https://www.facebook.com/panizales.sidra"">Facebook</a>","<a href=""https://www.instagram.com/sidrapanizales/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16258480851124885832"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234"">TripAdvisor</a>","<a href=""https://untappd.com/w/llagar-panizales/152401"">Untappd</a>"
2021,Fire Cider,Kuartango,Su Sagardoa,🏆 Premium,Active,Basque Country,"<a href=""https://kuartangosagardotegia.com/"">Website</a>","<a href=""https://www.facebook.com/SidreKuartango/"">Facebook</a>","<a href=""https://www.instagram.com/sidrekuartango/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6181081338579081204"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g25546823-d25546810"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-kuartango/438568"">Untappd</a>"
2021,Fire Cider,Sidra Panizales,Caldea,🥇 Gold,Active,Asturias,"<a href=""https://sidrapanizales.com/"">Website</a>","<a href=""https://www.facebook.com/panizales.sidra"">Facebook</a>","<a href=""https://www.instagram.com/sidrapanizales/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16258480851124885832"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234"">TripAdvisor</a>","<a href=""https://untappd.com/w/llagar-panizales/152401"">Untappd</a>"
2021,Rosé Cider,Sidra Viuda de Angelón,Pomar Rosée,🏆 Premium,Active,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
2021,Hopped Cider,Fjordfolk Mikrobryggeri,South Seas Cider,🏆 Premium,Active,Norway,"<a href=""https://www.fjordfolkbrygg.no/"">Website</a>","<a href=""https://www.facebook.com/fjordfolkbrygg/"">Facebook</a>","<a href=""https://www.instagram.com/tallship_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13187877260143472555"">Google</a>",,"<a href=""https://untappd.com/Fjordfolk"">Untappd</a>"
2021,Hopped Cider,Mr. Plūme,Brut IPA,🥇 Gold,Active,Latvia,"<a href=""https://www.mrplume.lv/"">Website</a>","<a href=""https://www.facebook.com/mrplumesidrs"">Facebook</a>","<a href=""https://www.instagram.com/mrplume_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9319841841199759114"">Google</a>",,"<a href=""https://untappd.com/w/mr-plume/332485"">Untappd</a>"
2021,Hopped Cider,Hera Cider,Hoppy,🥉 Bronze,Active,Galicia,"<a href=""https://heracider.com/"">Website</a>","<a href=""https://www.facebook.com/heracider/"">Facebook</a>","<a href=""https://www.instagram.com/heracider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2781404824572044242"">Google</a>",,"<a href=""https://untappd.com/heracider"">Untappd</a>"
2021,Hopped Cider,Kuartango,Callabocas,🥉 Bronze,Active,Basque Country,"<a href=""https://kuartangosagardotegia.com/"">Website</a>","<a href=""https://www.facebook.com/SidreKuartango/"">Facebook</a>","<a href=""https://www.instagram.com/sidrekuartango/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6181081338579081204"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g25546823-d25546810"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-kuartango/438568"">Untappd</a>"
2021,Hopped Cider,Oiharte,Sidra con Lúpulo,🥉 Bronze,Active,Basque Country,"<a href=""https://oiharte.com/"">Website</a>","<a href=""https://www.facebook.com/CasaRuralSidreriaOiharte"">Facebook</a>","<a href=""https://www.instagram.com/oiharte/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7283611563965022999"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1235389-d2470675"">TripAdvisor</a>","<a href=""https://untappd.com/w/oiharte-sagardotegia/351344"">Untappd</a>"
2021,Hopped Cider,Sidra Fran,Fran Cider Lúpulo,🥉 Bronze,Active,Asturias,"<a href=""https://sidrafran.es/"">Website</a>",,"<a href=""https://www.instagram.com/sidrafran1918/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15672106953833908893"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g2437300-d7244547"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidra-fran/85954"">Untappd</a>"
2021,Hopped Cider,Fjordfolk Mikrobryggeri,Nautical Stal,🥉 Bronze,Active,Norway,"<a href=""https://www.fjordfolkbrygg.no/"">Website</a>","<a href=""https://www.facebook.com/fjordfolkbrygg/"">Facebook</a>","<a href=""https://www.instagram.com/tallship_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13187877260143472555"">Google</a>",,"<a href=""https://untappd.com/Fjordfolk"">Untappd</a>"
2021,Sparkling Brut Nature Cider,Sidra Fran,Ramos del Valle Brut Nature DOP,🏆 Premium,Active,Asturias,"<a href=""https://sidrafran.es/"">Website</a>",,"<a href=""https://www.instagram.com/sidrafran1918/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15672106953833908893"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g2437300-d7244547"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidra-fran/85954"">Untappd</a>"
2022,Dry Still Cider,Sidra Riestra,Guzmán Cider,🏆 Premium,Active,Asturias,"<a href=""http://www.sidrariestra.com/"">Website</a>","<a href=""https://www.facebook.com/SidraRiestra"">Facebook</a>","<a href=""https://www.instagram.com/sidrariestra/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2253085342105400787"">Google</a>",,"<a href=""https://untappd.com/w/riestra/70601"">Untappd</a>"
2022,Dry Still Cider,Sendero del Valle,Valle Secreto,🥇 Gold,Active,Canary Islands,,"<a href=""https://www.facebook.com/productosgranvalle.es"">Facebook</a>",,,,"<a href=""https://untappd.com/w/sendero-del-valle/501949"">Untappd</a>"
2022,Dry Still Cider,Cydrownia Zywer,Potoki 2021,🥇 Gold,Active,Poland,"<a href=""https://zywer.pl/"">Website</a>","<a href=""https://www.facebook.com/CydrowniaZywer"">Facebook</a>","<a href=""https://www.instagram.com/cydrowniazywer/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10041242298570436703"">Google</a>",,"<a href=""https://untappd.com/cydrowniazywer"">Untappd</a>"
2022,Dry Still Cider,Gartziategi,Anne,🥈 Silver,Active,Basque Country,"<a href=""https://gartziategi.com/"">Website</a>","<a href=""https://www.facebook.com/gartziategi"">Facebook</a>","<a href=""https://www.instagram.com/gartziategi/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4734247712861040251"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g187457-d4258881"">TripAdvisor</a>","<a href=""https://untappd.com/w/gartziategi-braserria/123054"">Untappd</a>"
2022,Dry Still Cider,Sidra Viuda de Angelón,1947 Rosée,🥈 Silver,Active,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
2022,Dry Still Cider,Oiharte,Markesa,🥈 Silver,Active,Basque Country,"<a href=""https://oiharte.com/"">Website</a>","<a href=""https://www.facebook.com/CasaRuralSidreriaOiharte"">Facebook</a>","<a href=""https://www.instagram.com/oiharte/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7283611563965022999"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1235389-d2470675"">TripAdvisor</a>","<a href=""https://untappd.com/w/oiharte-sagardotegia/351344"">Untappd</a>"
2022,Dry Still Cider,Sidra Fran,Sidra Natural Filtrada,🥉 Bronze,Active,Asturias,"<a href=""https://sidrafran.es/"">Website</a>",,"<a href=""https://www.instagram.com/sidrafran1918/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15672106953833908893"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g2437300-d7244547"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidra-fran/85954"">Untappd</a>"
2022,Dry Still Cider,Cydrownia Zywer,Pañskie,🥉 Bronze,Active,Poland,"<a href=""https://zywer.pl/"">Website</a>","<a href=""https://www.facebook.com/CydrowniaZywer"">Facebook</a>","<a href=""https://www.instagram.com/cydrowniazywer/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10041242298570436703"">Google</a>",,"<a href=""https://untappd.com/cydrowniazywer"">Untappd</a>"
2022,Dry Still Cider,Domaine de la Mare,El Imprévu,🥉 Bronze,Active,France,"<a href=""https://www.domainedelamare.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=11844878661689216154"">Google</a>",,"<a href=""https://untappd.com/w/domaine-de-la-mare/511923"">Untappd</a>"
2022,Dry Still Cider,Sidrada,Sidra Brut,🥉 Bronze,Active,Portugal,"<a href=""https://sidrada.pt/"">Website</a>","<a href=""https://www.facebook.com/sidra.sidrada/"">Facebook</a>","<a href=""https://www.instagram.com/sidra.sidrada/"">Instagram</a>",,,"<a href=""https://untappd.com/Sidrada"">Untappd</a>"
2022,Semi-Dry Still Cider,Sidra Alfa,Sidra Alfa,🏆 Premium,Active,Portugal,"<a href=""https://sidraalfa.pt/"">Website</a>","<a href=""https://www.facebook.com/Sidralfa1/"">Facebook</a>","<a href=""https://www.instagram.com/sidra_alfa/"">Instagram</a>",,,"<a href=""https://untappd.com/w/sidra-alfa/545661"">Untappd</a>"
2022,Semi-Dry Still Cider,Cidrerie Berri,Cidre Pétillant,🥉 Bronze,Active,Basque Country,"<a href=""https://txopinondo.fr/"">Website</a>","<a href=""https://www.facebook.com/txopinondo"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_berri_txopinondo/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14446292626809718341"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1118261-d2139433"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-txopinondo/215570"">Untappd</a>"
2022,Semi-Dry Still Cider,Exner Cider,Exner Craft Apple Cider,🥉 Bronze,Active,Asturias,"<a href=""https://exnercider.com/"">Website</a>","<a href=""https://www.facebook.com/ExnerCider/"">Facebook</a>","<a href=""https://www.instagram.com/exner.cider/"">Instagram</a>",,,"<a href=""https://untappd.com/b/llagar-sidra-castanon-exner/3684800"">Untappd</a>"
2022,Sweet Still Cider,Sidra Posma,Posma,🏆 Premium,Active,Canary Islands,,"<a href=""https://www.facebook.com/profile.php?id=100063717535205"">Facebook</a>",,,,"<a href=""https://untappd.com/w/posma/512334"">Untappd</a>"
2022,Sweet Still Cider,Sendero del Valle,VS Cider,🥈 Silver,Active,Canary Islands,,"<a href=""https://www.facebook.com/productosgranvalle.es"">Facebook</a>",,,,"<a href=""https://untappd.com/w/sendero-del-valle/501949"">Untappd</a>"
2022,Sweet Still Cider,Cydrownia Zywer,Pañdzieju 2020,🥉 Bronze,Active,Poland,"<a href=""https://zywer.pl/"">Website</a>","<a href=""https://www.facebook.com/CydrowniaZywer"">Facebook</a>","<a href=""https://www.instagram.com/cydrowniazywer/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10041242298570436703"">Google</a>",,"<a href=""https://untappd.com/cydrowniazywer"">Untappd</a>"
2022,Brut Sparkling Cider,Paladeus,Frizzante di Mela '17,🏆 Premium,Active,Italy,"<a href=""http://www.paladeus.it/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100067062071715"">Facebook</a>","<a href=""https://www.instagram.com/paladeus_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8605615739361573597"">Google</a>",,"<a href=""https://untappd.com/w/paladeus/538622"">Untappd</a>"
2022,Brut Sparkling Cider,Tālava,Talava Apple Cider Dry,🏆 Premium,Active,Latvia,"<a href=""https://www.talava.lv/"">Website</a>","<a href=""https://www.facebook.com/talavassidrs"">Facebook</a>","<a href=""https://www.instagram.com/talavas_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16414834196985036378"">Google</a>",,"<a href=""https://untappd.com/TalavasSidrs"">Untappd</a>"
2022,Brut Sparkling Cider,Seidear,Forbes,🥇 Gold,Active,Scotland,"<a href=""https://seidear.com/"">Website</a>","<a href=""https://www.facebook.com/seidear.weescottishciderco/"">Facebook</a>","<a href=""https://www.instagram.com/seidear/"">Instagram</a>","<a href=""https://maps.google.com/?cid=227255875071520296"">Google</a>",,"<a href=""https://untappd.com/TheWeeScottishCiderCo"">Untappd</a>"
2022,Brut Sparkling Cider,Cidérka,Strnad,🥇 Gold,Active,Czechia,"<a href=""https://www.ciderka.cz/"">Website</a>","<a href=""https://www.facebook.com/ciderka.cz"">Facebook</a>","<a href=""https://www.instagram.com/ciderka.cz/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4045068491840478725"">Google</a>",,"<a href=""https://untappd.com/w/ciderka/463341"">Untappd</a>"
2022,Brut Sparkling Cider,Sidra Posma,Posma Brut,🥈 Silver,Active,Canary Islands,,"<a href=""https://www.facebook.com/profile.php?id=100063717535205"">Facebook</a>",,,,"<a href=""https://untappd.com/w/posma/512334"">Untappd</a>"
2022,Brut Sparkling Cider,Jörg Geiger,Schwäbischer Cider Brut (Apple and Pear),🥈 Silver,Active,Germany,"<a href=""https://www.manufaktur-joerg-geiger.de/"">Website</a>","<a href=""https://www.facebook.com/manufakturjoerggeiger/"">Facebook</a>","<a href=""https://www.instagram.com/manufakturjoerggeiger/"">Instagram</a>","<a href=""https://maps.google.com/?cid=908271853334307402"">Google</a>",,"<a href=""https://untappd.com/w/manufaktur-jorg-geiger/270857"">Untappd</a>"
2022,Brut Sparkling Cider,Naturcidre,Reine des Reinelles 2020 Brut,🥈 Silver,Active,Germany,"<a href=""https://www.naturcidre.de/"">Website</a>",,"<a href=""https://www.instagram.com/cidre_urs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9508737086378177205"">Google</a>",,"<a href=""https://untappd.com/w/naturcidre-urs-renninger/460255"">Untappd</a>"
2022,Brut Sparkling Cider,Bembel With Care,Bembel With Care Apfelwein Gold Cider,🥈 Silver,Active,Germany,"<a href=""https://bembel-with-care.com/"">Website</a>","<a href=""https://www.facebook.com/bembel.with.care"">Facebook</a>","<a href=""https://www.instagram.com/bembel.with.care/"">Instagram</a>",,,"<a href=""https://untappd.com/bembelwithcare"">Untappd</a>"
2022,Brut Sparkling Cider,Mooma,Mooma,🥈 Silver,Active,Catalonia,"<a href=""https://mooma.cat/"">Website</a>","<a href=""https://www.facebook.com/sidreriamooma/"">Facebook</a>","<a href=""https://www.instagram.com/mooma/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11350926811080988766"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g3501872-d13815642"">TripAdvisor</a>","<a href=""https://untappd.com/w/mooma/254950"">Untappd</a>"
2022,Brut Sparkling Cider,Mr. Plūme,Vintage Cider,🥉 Bronze,Active,Latvia,"<a href=""https://www.mrplume.lv/"">Website</a>","<a href=""https://www.facebook.com/mrplumesidrs"">Facebook</a>","<a href=""https://www.instagram.com/mrplume_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9319841841199759114"">Google</a>",,"<a href=""https://untappd.com/w/mr-plume/332485"">Untappd</a>"
2022,Brut Sparkling Cider,Lagar de Valleseco,El Lagar de Valleseco Brut,🥉 Bronze,Active,Canary Islands,,"<a href=""https://www.facebook.com/sidralagardevalleseco/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=6485664555068943913"">Google</a>",,"<a href=""https://untappd.com/w/angel-dominguez-ponce/511926"">Untappd</a>"
2022,Brut Sparkling Cider,Lucia Maria Melchiori,Cider Cuvee Clasic Method,🥉 Bronze,Active,Italy,"<a href=""https://sidroitaliano.it/"">Website</a>","<a href=""https://www.facebook.com/LMMelchiori/"">Facebook</a>","<a href=""https://www.instagram.com/sidreriamelchiori/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15784129180909501372"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1425773-d3571906"">TripAdvisor</a>","<a href=""https://untappd.com/w/melchiori/26188"">Untappd</a>"
2022,Brut Sparkling Cider,Elegast Cidery,Organic Farmhouse Saison Cider,🥉 Bronze,Active,Netherlands,"<a href=""https://elegastcider.nl/"">Website</a>","<a href=""https://www.facebook.com/elegastcidery/"">Facebook</a>","<a href=""https://www.instagram.com/elegast_cidery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5936408747857287023"">Google</a>",,"<a href=""https://untappd.com/ElegastCidery"">Untappd</a>"
2022,Brut Sparkling Cider,1785 Cider,Spontan 2020,🥉 Bronze,Active,Germany,"<a href=""https://1785-cider.de/"">Website</a>","<a href=""https://www.facebook.com/1785Cider"">Facebook</a>","<a href=""https://www.instagram.com/1785cider/"">Instagram</a>",,,"<a href=""https://untappd.com/1785Cider"">Untappd</a>"
2022,Sparkling Brut Nature Cider,Sidra Riestra,Guzman Riestra Brut Nature,🏆 Premium,Active,Asturias,"<a href=""http://www.sidrariestra.com/"">Website</a>","<a href=""https://www.facebook.com/SidraRiestra"">Facebook</a>","<a href=""https://www.instagram.com/sidrariestra/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2253085342105400787"">Google</a>",,"<a href=""https://untappd.com/w/riestra/70601"">Untappd</a>"
2022,Sparkling Brut Nature Cider,Sidra Fran,Ramos del Valle Brut Nature,🥇 Gold,Active,Asturias,"<a href=""https://sidrafran.es/"">Website</a>",,"<a href=""https://www.instagram.com/sidrafran1918/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15672106953833908893"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g2437300-d7244547"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidra-fran/85954"">Untappd</a>"
2022,Sparkling Brut Nature Cider,RAW Cider Co.,Brut Nature,🥈 Silver,Active,United States,"<a href=""https://rawcider.com/"">Website</a>","<a href=""https://www.facebook.com/RAWciderco"">Facebook</a>","<a href=""https://www.instagram.com/rawcider"">Instagram</a>","<a href=""https://maps.google.com/?cid=14719415897364830707"">Google</a>",,"<a href=""https://untappd.com/Raw_Cider_Co"">Untappd</a>"
2022,Sparkling Brut Nature Cider,Sidra Viuda de Angelón,Prau Monga Brut Nature,🥈 Silver,Active,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
2022,Sparkling Brut Nature Cider,Petritegi,Brut Nature,🥈 Silver,Active,Basque Country,"<a href=""https://www.petritegi.com/"">Website</a>","<a href=""https://www.facebook.com/Petritegi/"">Facebook</a>","<a href=""https://www.instagram.com/petritegi"">Instagram</a>","<a href=""https://maps.google.com/?cid=16425101977693923721"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/51639"">Untappd</a>"
2022,Semi-Dry Sparkling Cider,Lucia Maria Melchiori,Organic Apple Cider Finissimmo,🏆 Premium,Active,Italy,"<a href=""https://sidroitaliano.it/"">Website</a>","<a href=""https://www.facebook.com/LMMelchiori/"">Facebook</a>","<a href=""https://www.instagram.com/sidreriamelchiori/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15784129180909501372"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1425773-d3571906"">TripAdvisor</a>","<a href=""https://untappd.com/w/melchiori/26188"">Untappd</a>"
2022,Semi-Dry Sparkling Cider,Maley,Du Saint Bernard,🥇 Gold,Active,Italy,"<a href=""https://www.maleymontblanc.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=94166741695887894"">Google</a>",,"<a href=""https://untappd.com/brewery/29291"">Untappd</a>"
2022,Semi-Dry Sparkling Cider,Abuls,Savvalá,🥈 Silver,Active,Latvia,"<a href=""https://www.abuls.lv/"">Website</a>","<a href=""https://www.facebook.com/sidrsAbuls/"">Facebook</a>","<a href=""https://www.instagram.com/abuls_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12371654123090416644"">Google</a>",,"<a href=""https://untappd.com/Abuls"">Untappd</a>"
2022,Semi-Dry Sparkling Cider,Cider Sekt,Polosuchy Premium,🥈 Silver,Active,Czechia,"<a href=""https://www.cidersekt.cz/"">Website</a>","<a href=""https://www.facebook.com/cidertalk/"">Facebook</a>","<a href=""https://www.instagram.com/cidertalk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1744130511388226457"">Google</a>",,"<a href=""https://untappd.com/w/provoco/396367"">Untappd</a>"
2022,Semi-Dry Sparkling Cider,Lucia Maria Melchiori,Cider con Brio-Rosé,🥈 Silver,Active,Italy,"<a href=""https://sidroitaliano.it/"">Website</a>","<a href=""https://www.facebook.com/LMMelchiori/"">Facebook</a>","<a href=""https://www.instagram.com/sidreriamelchiori/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15784129180909501372"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1425773-d3571906"">TripAdvisor</a>","<a href=""https://untappd.com/w/melchiori/26188"">Untappd</a>"
2022,Semi-Dry Sparkling Cider,Tre Rii,Tradizionale,🥈 Silver,Active,Italy,"<a href=""https://www.agricolatrerii.it/"">Website</a>","<a href=""https://www.facebook.com/AgricolaTreRii/"">Facebook</a>","<a href=""https://www.instagram.com/agricolatrerii/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16891167557912713232"">Google</a>","<a href=""https://www.tripadvisor.com/Hotel_Review-g1930460-d15521245"">TripAdvisor</a>","<a href=""https://untappd.com/w/azienda-agricola-tre-rii/368277"">Untappd</a>"
2022,Semi-Dry Sparkling Cider,Kühbrein Most,Secco,🥈 Silver,Active,Austria,"<a href=""https://www.kuehbreinmost.at/"">Website</a>","<a href=""https://www.facebook.com/KuhbreinMost/"">Facebook</a>","<a href=""https://www.instagram.com/kuehbrein__/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6347288815375920345"">Google</a>",,"<a href=""https://untappd.com/w/k-hbrein/425089"">Untappd</a>"
2022,Semi-Dry Sparkling Cider,Sidra La Naveta,La Naveta Rubia,🥈 Silver,Active,Asturias,"<a href=""https://lanaveta.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100063497946147"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=18265458060195810621"">Google</a>",,"<a href=""https://untappd.com/w/la-naveta/288596"">Untappd</a>"
