Year,Class,Medalist,Product,Award,Score,Status,Region,Country,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2013,Sweet Cider made using water and/or sugar in production,Westons Cider,Wyld Wood Apple,🥉 Bronze,,Active,Herefordshire,England,"<a href=""https://www.westons-cider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/WestonsCiderMill"">Facebook</a>","<a href=""https://www.instagram.com/westonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11779156514256391794"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g186303-d218508"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6135"">Untappd</a>"
2013,Sweet Cider made using water and/or sugar in production,Cascade Brewing Co.,Mercury Sweet,🥉 Bronze,,Active,Tasmania,Australia,"<a href=""https://cascadebrewerybar.com.au/"">Website</a>","<a href=""https://www.facebook.com/cascadebrewerybar"">Facebook</a>","<a href=""https://www.instagram.com/cascadebrewerybar"">Instagram</a>","<a href=""https://maps.google.com/?cid=12138549215731406353"">Google</a>","<a href=""https://www.yelp.com/biz/cascade-brewery-south-hobart-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g255097-d256543"">TripAdvisor</a>","<a href=""https://untappd.com/w/mercury-cider-company/20381"">Untappd</a>"
2013,Sweet Perry made using water and/or sugar in production,James Squire,James Squire Perry,🥉 Bronze,,Active,New South Wales,Australia,"<a href=""https://www.jamessquire.com.au/"">Website</a>","<a href=""https://www.facebook.com/jamessquire"">Facebook</a>","<a href=""https://www.instagram.com/jamessquire_au/"">Instagram</a>",,,,"<a href=""https://untappd.com/JamesSquireMaltShovelBrewery"">Untappd</a>"
2013,Sweet Perry made using water and/or sugar in production,Cascade Brewing Co.,Bulmers Pear Cider,🥉 Bronze,,Active,Tasmania,Australia,"<a href=""https://cascadebrewerybar.com.au/"">Website</a>","<a href=""https://www.facebook.com/cascadebrewerybar"">Facebook</a>","<a href=""https://www.instagram.com/cascadebrewerybar"">Instagram</a>","<a href=""https://maps.google.com/?cid=12138549215731406353"">Google</a>","<a href=""https://www.yelp.com/biz/cascade-brewery-south-hobart-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g255097-d256543"">TripAdvisor</a>","<a href=""https://untappd.com/w/mercury-cider-company/20381"">Untappd</a>"
2013,Sweet Perry made using water and/or sugar in production,Magners,Magners Pear Irish Cider,🥉 Bronze,,Active,Tipperary,Ireland,"<a href=""https://magners.co.uk/"">Website</a>","<a href=""https://www.facebook.com/magnerscider"">Facebook</a>","<a href=""https://www.instagram.com/magnersuk"">Instagram</a>","<a href=""https://maps.google.com/?cid=13030775149028298606"">Google</a>",,,"<a href=""https://untappd.com/MagnersCider"">Untappd</a>"
2013,Sweet Perry made using water and/or sugar in production,Cascade Brewing Co.,Strongbow Pear Cider,🥉 Bronze,,Active,Tasmania,Australia,"<a href=""https://cascadebrewerybar.com.au/"">Website</a>","<a href=""https://www.facebook.com/cascadebrewerybar"">Facebook</a>","<a href=""https://www.instagram.com/cascadebrewerybar"">Instagram</a>","<a href=""https://maps.google.com/?cid=12138549215731406353"">Google</a>","<a href=""https://www.yelp.com/biz/cascade-brewery-south-hobart-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g255097-d256543"">TripAdvisor</a>","<a href=""https://untappd.com/w/mercury-cider-company/20381"">Untappd</a>"
2013,Sweet Perry made using water and/or sugar in production,Paracombe Premium Perry,The Berg,🥉 Bronze,,Active,South Australia,Australia,"<a href=""https://paracombepremiumperry.com.au/"">Website</a>","<a href=""https://www.facebook.com/ParacombePremiumPerry"">Facebook</a>","<a href=""https://www.instagram.com/paracombe_premium_perry/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8848424261688723969"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g255093-d11707679"">TripAdvisor</a>","<a href=""https://untappd.com/ParacombePremiumPerry"">Untappd</a>"
2013,Sweet Perry made using water and/or sugar in production,Tilse's Apple Truck Cider,Tilses’s Pear Cider,🥉 Bronze,,Active,New South Wales,Australia,"<a href=""https://www.theorchardlodge.com.au/"">Website</a>","<a href=""https://www.facebook.com/theorchardlodgensw/"">Facebook</a>","<a href=""https://www.instagram.com/appletruckcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=18205993928648034259"">Google</a>",,"<a href=""https://www.tripadvisor.com/Hotel_Review-g5788651-d23405360"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/30402"">Untappd</a>"
2014,New World Dry Cider,Zeffer,Crisp Apple Cider,🥈 Silver,54,Active,Hawke's Bay,New Zealand,"<a href=""https://zeffer.co.nz/"">Website</a>","<a href=""https://www.facebook.com/zefferdrinks/"">Facebook</a>","<a href=""https://www.instagram.com/zefferdrinks/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13931145990495161499"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g255680-d15328989"">TripAdvisor</a>","<a href=""https://untappd.com/Zeffer"">Untappd</a>"
2014,New World Dry Cider,Learmonth Cider,321 Learmonth Traditional Still Cider,🥈 Silver,51,Active,Victoria,Australia,"<a href=""https://learmonthcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069530773568"">Facebook</a>",,,,,"<a href=""https://untappd.com/w/321-learmonth/90115"">Untappd</a>"
2014,New World Dry Cider,Napoleone Cider,Napoleone Cloudy Apple,🥉 Bronze,49.5,Active,Victoria,Australia,"<a href=""https://napoleone.com.au/"">Website</a>","<a href=""https://www.facebook.com/napoleoneorchardbar"">Facebook</a>","<a href=""https://www.instagram.com/napoleonecider"">Instagram</a>","<a href=""https://maps.google.com/?cid=3472985488113617215"">Google</a>","<a href=""https://www.yelp.com/biz/napoleone-brewery-and-ciderhouse-coldstream"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1205102-d7980976"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/3800"">Untappd</a>"
2014,New World Dry Cider,Small Acres Cyder,Small Acres Cyder Somerset Still 2013,🥉 Bronze,49.5,Active,New South Wales,Australia,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
2014,Traditional Dry Cider,Zeffer,Zeffer Slack Ma Girdle Cider,🥇 Gold,55.5,Active,Hawke's Bay,New Zealand,"<a href=""https://zeffer.co.nz/"">Website</a>","<a href=""https://www.facebook.com/zefferdrinks/"">Facebook</a>","<a href=""https://www.instagram.com/zefferdrinks/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13931145990495161499"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g255680-d15328989"">TripAdvisor</a>","<a href=""https://untappd.com/Zeffer"">Untappd</a>"
2014,Traditional Dry Cider,Henry of Harcourt,Kingston Black 13,🥈 Silver,52.5,Active,Victoria,Australia,"<a href=""https://henrycider.com/"">Website</a>","<a href=""https://www.facebook.com/henrycider/"">Facebook</a>","<a href=""https://www.instagram.com/henrycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8940355932051611367"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g552178-d8783234"">TripAdvisor</a>","<a href=""https://untappd.com/w/henry-of-harcourt/5374"">Untappd</a>"
2014,Traditional Dry Cider,Henney's Cider,Henneys Dry Cider,🥈 Silver,52.5,Active,Herefordshire,England,"<a href=""http://www.henneys.co.uk/"">Website</a>","<a href=""https://www.facebook.com/HenneysCider"">Facebook</a>",,,,,"<a href=""https://untappd.com/brewery/10577"">Untappd</a>"
2014,Traditional Dry Cider,Henney's Cider,Henneys Vintage Cider,🥈 Silver,51,Active,Herefordshire,England,"<a href=""http://www.henneys.co.uk/"">Website</a>","<a href=""https://www.facebook.com/HenneysCider"">Facebook</a>",,,,,"<a href=""https://untappd.com/brewery/10577"">Untappd</a>"
2014,Traditional Dry Cider,Windermere Cider,Windermere Classic Cider,🥈 Silver,51,Inactive,Western Cape,South Africa,,,,,,,
2014,Traditional Dry Cider,Borrodell Vineyard,Borrodell Vineyard Traditional Heritage Apple Cider,🥉 Bronze,48,Active,New South Wales,Australia,"<a href=""https://www.borrodell.com.au/"">Website</a>","<a href=""https://www.facebook.com/BorrodellVineyard/"">Facebook</a>","<a href=""https://www.instagram.com/borrodell_vineyard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9113164481963775697"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g255326-d4469466"">TripAdvisor</a>","<a href=""https://untappd.com/w/borrodell-vineyard/42488"">Untappd</a>"
2014,Traditional Dry Cider,Adams Orchard Cider,Adams Orchard Dry Apple Cider,🥉 Bronze,46.5,Inactive,South Australia,Australia,,,,,,,
2014,New World Medium Cider,Kangaroo Island Ciders,Colony Cove Draught Cider,🥈 Silver,54,Active,South Australia,Australia,"<a href=""https://www.kangarooislandciders.com.au/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=7120331639179318476"">Google</a>",,,"<a href=""https://untappd.com/w/kangaroo-island-ciders/62318"">Untappd</a>"
2014,New World Medium Cider,Jachmann Cider,Jachmann Pink Lady Apple Cider,🥈 Silver,52.5,Active,South Australia,Australia,"<a href=""https://jachmann.com.au/"">Website</a>","<a href=""https://www.facebook.com/JachmannAppleCider"">Facebook</a>",,,,,"<a href=""https://untappd.com/w/jachmann-apple-co/201681"">Untappd</a>"
2014,New World Medium Cider,Hillbilly Cider,Hillbilly Apple Cider,🥈 Silver,51,Active,New South Wales,Australia,"<a href=""https://hillbillycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/HillbillyCider/"">Facebook</a>","<a href=""https://www.instagram.com/hillbillycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=904695025997043027"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d12290596"">TripAdvisor</a>","<a href=""https://untappd.com/w/hillbilly-harvest-co/44163"">Untappd</a>"
2014,New World Medium Cider,Jachmann Cider,Jachmann Royal Gala Apple Cider,🥈 Silver,51,Active,South Australia,Australia,"<a href=""https://jachmann.com.au/"">Website</a>","<a href=""https://www.facebook.com/JachmannAppleCider"">Facebook</a>",,,,,"<a href=""https://untappd.com/w/jachmann-apple-co/201681"">Untappd</a>"
2014,New World Medium Cider,Flying Brick Cider,Flying Brick Cider Draught Cider,🥉 Bronze,49.5,Active,Victoria,Australia,"<a href=""https://flyingbrickciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/flyingbrickciderco"">Facebook</a>","<a href=""https://www.instagram.com/flyingbrickciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=413601929230884265"">Google</a>","<a href=""https://www.yelp.com/biz/flying-brick-cider-co-wallington-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/33883"">Untappd</a>"
2014,New World Medium Cider,Little Creatures,Pipsqueak Apple Cider,🥉 Bronze,49.5,Active,Western Australia,Australia,"<a href=""https://littlecreatures.com.au/"">Website</a>","<a href=""https://www.facebook.com/littlecreaturesbrewing"">Facebook</a>","<a href=""https://www.instagram.com/littlecreaturesbrewing/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1864054459948406266"">Google</a>","<a href=""https://www.yelp.com/biz/little-creatures-brewery-fremantle"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g285726-d778314"">TripAdvisor</a>","<a href=""https://untappd.com/LittleCreaturesBrewing"">Untappd</a>"
2014,New World Medium Cider,Mr Little Cider,Mr Little Genuine Cider,🥉 Bronze,49.5,Active,Victoria,Australia,"<a href=""https://mrlittlecider.com.au/"">Website</a>","<a href=""https://www.facebook.com/mrlittlecider/"">Facebook</a>","<a href=""https://www.instagram.com/mrlittlecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2019669846727246935"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g552161-d15190619"">TripAdvisor</a>","<a href=""https://untappd.com/w/mr-little-cider/236921"">Untappd</a>"
2014,New World Medium Cider,Cascade Brewing Co.,Mercury Dry Cider,🥉 Bronze,48,Active,Tasmania,Australia,"<a href=""https://cascadebrewerybar.com.au/"">Website</a>","<a href=""https://www.facebook.com/cascadebrewerybar"">Facebook</a>","<a href=""https://www.instagram.com/cascadebrewerybar"">Instagram</a>","<a href=""https://maps.google.com/?cid=12138549215731406353"">Google</a>","<a href=""https://www.yelp.com/biz/cascade-brewery-south-hobart-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g255097-d256543"">TripAdvisor</a>","<a href=""https://untappd.com/w/mercury-cider-company/20381"">Untappd</a>"
2014,New World Medium Cider,Kangaroo Island Ciders,Colony Cove Cider,🥉 Bronze,48,Active,South Australia,Australia,"<a href=""https://www.kangarooislandciders.com.au/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=7120331639179318476"">Google</a>",,,"<a href=""https://untappd.com/w/kangaroo-island-ciders/62318"">Untappd</a>"
2014,New World Medium Cider,Napoleone Cider,Napoleone Apple Cider,🥉 Bronze,48,Active,Victoria,Australia,"<a href=""https://napoleone.com.au/"">Website</a>","<a href=""https://www.facebook.com/napoleoneorchardbar"">Facebook</a>","<a href=""https://www.instagram.com/napoleonecider"">Instagram</a>","<a href=""https://maps.google.com/?cid=3472985488113617215"">Google</a>","<a href=""https://www.yelp.com/biz/napoleone-brewery-and-ciderhouse-coldstream"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1205102-d7980976"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/3800"">Untappd</a>"
2014,Traditional Medium Cider,Thatchers Cider,Thatchers Gold,🥇 Gold,55.5,Active,Somerset,England,"<a href=""https://www.thatcherscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/ThatchersCiderCompany"">Facebook</a>","<a href=""https://www.instagram.com/thatcherscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15191093037076298219"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g4412909-d11019728"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/3063"">Untappd</a>"
2014,New World Sweet Cider,The Apple Thief,The Apple Thief Pink Lady Cider,🥈 Silver,54,Active,New South Wales,Australia,"<a href=""https://theapplethief.com.au/"">Website</a>","<a href=""https://www.facebook.com/TheAppleThiefCiders/"">Facebook</a>","<a href=""https://www.instagram.com/theapplethiefciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4762631239680624675"">Google</a>",,,"<a href=""https://untappd.com/brewery/21796"">Untappd</a>"
2014,New World Sweet Cider,Mock Red Hill,Mock Red Hill Sweet Cider,🥈 Silver,51,Active,Victoria,Australia,"<a href=""https://www.mockredhill.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/Mock-Red-Hill/181240308586996"">Facebook</a>","<a href=""https://www.instagram.com/mockredhill/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10552205982251777171"">Google</a>","<a href=""https://www.yelp.com/biz/mock-orchards-red-hill"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g552249-d9793363"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/28770"">Untappd</a>"
2014,New World Sweet Cider,Seven Oaks Farmhouse Cider,Pink Lady,🥈 Silver,51,Active,Victoria,Australia,"<a href=""https://www.sevenoakscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/sevenoakscider/"">Facebook</a>","<a href=""https://www.instagram.com/sevenoaksfarmhouse"">Instagram</a>","<a href=""https://maps.google.com/?cid=8084176422687381883"">Google</a>",,,"<a href=""https://untappd.com/w/seven-oaks-farmhouse-cider/17183"">Untappd</a>"
2014,New World Sweet Cider,Seven Oaks Farmhouse Cider,Yarlington Mill,🥈 Silver,51,Active,Victoria,Australia,"<a href=""https://www.sevenoakscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/sevenoakscider/"">Facebook</a>","<a href=""https://www.instagram.com/sevenoaksfarmhouse"">Instagram</a>","<a href=""https://maps.google.com/?cid=8084176422687381883"">Google</a>",,,"<a href=""https://untappd.com/w/seven-oaks-farmhouse-cider/17183"">Untappd</a>"
2014,New World Sweet Cider,Cascade Brewing Co.,Mercury Draught Cider,🥉 Bronze,48,Active,Tasmania,Australia,"<a href=""https://cascadebrewerybar.com.au/"">Website</a>","<a href=""https://www.facebook.com/cascadebrewerybar"">Facebook</a>","<a href=""https://www.instagram.com/cascadebrewerybar"">Instagram</a>","<a href=""https://maps.google.com/?cid=12138549215731406353"">Google</a>","<a href=""https://www.yelp.com/biz/cascade-brewery-south-hobart-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g255097-d256543"">TripAdvisor</a>","<a href=""https://untappd.com/w/mercury-cider-company/20381"">Untappd</a>"
2014,New World Sweet Cider,Lion,Kirin Fuji Apple Cider,🥉 Bronze,48,Active,New South Wales,Australia,"<a href=""https://www.lionco.com/"">Website</a>",,,,,,
2014,New World Sweet Cider,Sacred Valley Beverages,Sacred Valley Apple Cider,🥉 Bronze,48,Active,New South Wales,Australia,"<a href=""https://www.sacredvalley.com.au/"">Website</a>","<a href=""https://www.facebook.com/sacredvalleybrewingco"">Facebook</a>","<a href=""https://www.instagram.com/sacredvalleybrewingco/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/sacred-valley-cider/193970"">Untappd</a>"
2014,New World Sweet Cider,Spreyton Cider Co.,Bright 2014,🥉 Bronze,48,Active,Tasmania,Australia,"<a href=""https://www.spreytonciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/SpreytonCiderCo"">Facebook</a>","<a href=""https://www.instagram.com/spreytonciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4719454766033276507"">Google</a>","<a href=""https://www.yelp.com/biz/spreyton-cider-co-spreyton-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g504292-d3738226"">TripAdvisor</a>","<a href=""https://untappd.com/SpreytonCiderCo"">Untappd</a>"
2014,New World Sweet Cider,Blue Elephant Beverage Co.,Blue Elephant Cider No.2,🥉 Bronze,46.5,Inactive,Victoria,Australia,,,,,,,
2014,New World Sweet Cider,Frank's Cider,Franks Summer Apple Cider,🥉 Bronze,46.5,Active,Tasmania,Australia,"<a href=""https://www.frankscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/FranksCider"">Facebook</a>","<a href=""https://www.instagram.com/frankscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12281895632138757991"">Google</a>","<a href=""https://www.yelp.com/biz/franks-cider-bar-and-cafe-franklin"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g504298-d7270183"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/66943"">Untappd</a>"
2014,New World Sweet Cider,Barossa Cider Co.,Squashed Apple Cider,🥉 Bronze,46.5,Active,South Australia,Australia,"<a href=""https://barossavalleyciderco.com/"">Website</a>","<a href=""https://www.facebook.com/barossacider/"">Facebook</a>","<a href=""https://www.instagram.com/barossacider.co/"">Instagram</a>",,,,"<a href=""https://untappd.com/TheBarossaValleyCiderCo"">Untappd</a>"
2014,New World Sweet Cider,Mures Tasmania,Dock Cider,🥉 Bronze,46.5,Active,Tasmania,Australia,"<a href=""https://www.mures.com.au/"">Website</a>","<a href=""https://www.facebook.com/MuresTasmania"">Facebook</a>","<a href=""https://www.instagram.com/murestasmania"">Instagram</a>","<a href=""https://maps.google.com/?cid=40642501716472917"">Google</a>","<a href=""https://www.yelp.com/biz/mures-upper-deck-hobart-4"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g255097-d727306"">TripAdvisor</a>","<a href=""https://untappd.com/w/mures-tasmania/123384"">Untappd</a>"
2014,Traditional Sweet Cider,Seven Oaks Farmhouse Cider,Bramley Seedling,🥉 Bronze,49.5,Active,Victoria,Australia,"<a href=""https://www.sevenoakscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/sevenoakscider/"">Facebook</a>","<a href=""https://www.instagram.com/sevenoaksfarmhouse"">Instagram</a>","<a href=""https://maps.google.com/?cid=8084176422687381883"">Google</a>",,,"<a href=""https://untappd.com/w/seven-oaks-farmhouse-cider/17183"">Untappd</a>"
2014,Traditional Sweet Cider,Seven Oaks Farmhouse Cider,Sweet Coppin,🥉 Bronze,49.5,Active,Victoria,Australia,"<a href=""https://www.sevenoakscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/sevenoakscider/"">Facebook</a>","<a href=""https://www.instagram.com/sevenoaksfarmhouse"">Instagram</a>","<a href=""https://maps.google.com/?cid=8084176422687381883"">Google</a>",,,"<a href=""https://untappd.com/w/seven-oaks-farmhouse-cider/17183"">Untappd</a>"
2014,Traditional Sweet Cider,Seven Oaks Farmhouse Cider,Rous Latour,🥉 Bronze,48,Active,Victoria,Australia,"<a href=""https://www.sevenoakscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/sevenoakscider/"">Facebook</a>","<a href=""https://www.instagram.com/sevenoaksfarmhouse"">Instagram</a>","<a href=""https://maps.google.com/?cid=8084176422687381883"">Google</a>",,,"<a href=""https://untappd.com/w/seven-oaks-farmhouse-cider/17183"">Untappd</a>"
2014,Bottle Conditioned / Methode Champenoise Cider,Core Cider,CORERUPTED Methode Champenoise Cider,🥈 Silver,52.5,Active,Western Australia,Australia,"<a href=""https://corecider.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/The-CORE-Cider-House/193269374050973"">Facebook</a>","<a href=""https://www.instagram.com/coreciderhouse/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9482101079872958147"">Google</a>","<a href=""https://www.yelp.com/biz/core-cider-pickering-brook-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g804216-d3191966"">TripAdvisor</a>","<a href=""https://untappd.com/w/core-cider-house/90179"">Untappd</a>"
2014,Bottle Conditioned / Methode Champenoise Cider,Small Acres Cyder,Small Acres Cyder Sparkling 2012,🥈 Silver,51,Active,New South Wales,Australia,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
2014,Bottle Conditioned / Methode Champenoise Cider,Crucible Cider,Crucible,🥉 Bronze,48,Active,Victoria,Australia,,"<a href=""https://www.facebook.com/profile.php?id=100072057556611"">Facebook</a>","<a href=""https://www.instagram.com/crucible_cider/?img_index=1"">Instagram</a>",,,,
2014,Bottle Conditioned / Methode Champenoise Cider,Napoleone Cider,Napoleone Methode Traditionelle Apple Cider,🥉 Bronze,46.5,Active,Victoria,Australia,"<a href=""https://napoleone.com.au/"">Website</a>","<a href=""https://www.facebook.com/napoleoneorchardbar"">Facebook</a>","<a href=""https://www.instagram.com/napoleonecider"">Instagram</a>","<a href=""https://maps.google.com/?cid=3472985488113617215"">Google</a>","<a href=""https://www.yelp.com/biz/napoleone-brewery-and-ciderhouse-coldstream"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1205102-d7980976"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/3800"">Untappd</a>"
2014,Bottle Conditioned / Methode Champenoise Cider,Spreyton Cider Co.,Classic,🥉 Bronze,46.5,Active,Tasmania,Australia,"<a href=""https://www.spreytonciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/SpreytonCiderCo"">Facebook</a>","<a href=""https://www.instagram.com/spreytonciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4719454766033276507"">Google</a>","<a href=""https://www.yelp.com/biz/spreyton-cider-co-spreyton-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g504292-d3738226"">TripAdvisor</a>","<a href=""https://untappd.com/SpreytonCiderCo"">Untappd</a>"
2014,Bottle Conditioned / Methode Champenoise Cider,Spreyton Cider Co.,Vintage 2014,🥉 Bronze,46.5,Active,Tasmania,Australia,"<a href=""https://www.spreytonciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/SpreytonCiderCo"">Facebook</a>","<a href=""https://www.instagram.com/spreytonciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4719454766033276507"">Google</a>","<a href=""https://www.yelp.com/biz/spreyton-cider-co-spreyton-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g504292-d3738226"">TripAdvisor</a>","<a href=""https://untappd.com/SpreytonCiderCo"">Untappd</a>"
2014,New World Dry Perry,Zeffer,Zeffer Juicy Pear,🥈 Silver,51,Active,Hawke's Bay,New Zealand,"<a href=""https://zeffer.co.nz/"">Website</a>","<a href=""https://www.facebook.com/zefferdrinks/"">Facebook</a>","<a href=""https://www.instagram.com/zefferdrinks/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13931145990495161499"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g255680-d15328989"">TripAdvisor</a>","<a href=""https://untappd.com/Zeffer"">Untappd</a>"
2014,New World Dry Perry,Flying Brick Cider,Flying Brick Cider Pear Cider,🥉 Bronze,49.5,Active,Victoria,Australia,"<a href=""https://flyingbrickciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/flyingbrickciderco"">Facebook</a>","<a href=""https://www.instagram.com/flyingbrickciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=413601929230884265"">Google</a>","<a href=""https://www.yelp.com/biz/flying-brick-cider-co-wallington-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/33883"">Untappd</a>"
2014,New World Dry Perry,Oakvale Wines,Oakvale 2014 Pear Cider,🥉 Bronze,46.5,Active,New South Wales,Australia,"<a href=""https://www.oakvalewines.com.au/"">Website</a>","<a href=""https://www.facebook.com/oakvalewinery"">Facebook</a>","<a href=""https://www.instagram.com/oakvalewines/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5190501698518241314"">Google</a>","<a href=""https://www.yelp.com/biz/oakvale-wines-pokolbin"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g255328-d2536109"">TripAdvisor</a>","<a href=""https://untappd.com/w/oakvale/157694"">Untappd</a>"
2014,New World Medium Perry,Paracombe Premium Perry,The Triumph,🥉 Bronze,46.5,Active,South Australia,Australia,"<a href=""https://paracombepremiumperry.com.au/"">Website</a>","<a href=""https://www.facebook.com/ParacombePremiumPerry"">Facebook</a>","<a href=""https://www.instagram.com/paracombe_premium_perry/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8848424261688723969"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g255093-d11707679"">TripAdvisor</a>","<a href=""https://untappd.com/ParacombePremiumPerry"">Untappd</a>"
