ID,Year,Category,Medalist,Product,Award,WID,Status,Region,Country,Region/Country,Website,Facebook,Instagram,Google,TripAdvisor,Untappd
385,2021,Sweet Still Cider,Sidra Posma,Sidra Natural,🥈 Silver,3081,Active,Canary Islands,Spain,Canary Islands,,"<a href=""https://www.facebook.com/profile.php?id=100063717535205"">Facebook</a>",,,,"<a href=""https://untappd.com/w/posma/512334"">Untappd</a>"
386,2021,Brut Sparkling Cider,Seidear,Seidear,🏆 Premium,2356,Active,Aberdeenshire,Scotland,Scotland,"<a href=""https://seidear.com/"">Website</a>","<a href=""https://www.facebook.com/seidear.weescottishciderco/"">Facebook</a>","<a href=""https://www.instagram.com/seidear/"">Instagram</a>","<a href=""https://maps.google.com/?cid=227255875071520296"">Google</a>",,"<a href=""https://untappd.com/TheWeeScottishCiderCo"">Untappd</a>"
387,2021,Brut Sparkling Cider,Sidra Posma,Sidra Brut,🥇 Gold,3081,Active,Canary Islands,Spain,Canary Islands,,"<a href=""https://www.facebook.com/profile.php?id=100063717535205"">Facebook</a>",,,,"<a href=""https://untappd.com/w/posma/512334"">Untappd</a>"
388,2021,Brut Sparkling Cider,Sidra Fran,Sidra Brut,🥇 Gold,1479,Active,Asturias,Spain,Asturias,"<a href=""https://sidrafran.es/"">Website</a>",,"<a href=""https://www.instagram.com/sidrafran1918/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15672106953833908893"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g2437300-d7244547"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidra-fran/85954"">Untappd</a>"
389,2021,Brut Sparkling Cider,Cydrownia Zywer,Brus 2020,🥇 Gold,2484,Active,Subcarpathian,Poland,Poland,"<a href=""https://zywer.pl/"">Website</a>","<a href=""https://www.facebook.com/CydrowniaZywer"">Facebook</a>","<a href=""https://www.instagram.com/cydrowniazywer/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10041242298570436703"">Google</a>",,"<a href=""https://untappd.com/cydrowniazywer"">Untappd</a>"
390,2021,Brut Sparkling Cider,Æblerov,Cox i Paeren 2020,🥈 Silver,3100,Active,Zealand,Denmark,Denmark,"<a href=""https://www.aeblerov.com/"">Website</a>","<a href=""https://www.facebook.com/aeblerov"">Facebook</a>","<a href=""https://www.instagram.com/aeblerov_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13343568507198535456"">Google</a>",,"<a href=""https://untappd.com/Aeblerov"">Untappd</a>"
391,2021,Brut Sparkling Cider,Mr. Plūme,Sparkling,🥈 Silver,2073,Active,Ogre,Latvia,Latvia,"<a href=""https://www.mrplume.lv/"">Website</a>","<a href=""https://www.facebook.com/mrplumesidrs"">Facebook</a>","<a href=""https://www.instagram.com/mrplume_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9319841841199759114"">Google</a>",,"<a href=""https://untappd.com/w/mr-plume/332485"">Untappd</a>"
392,2021,Brut Sparkling Cider,Berryland,Cider with Cabernet Franc,🥈 Silver,1995,Inactive,Kyiv,Ukraine,Ukraine,"<a href=""http://berryland.shop/"">Website</a>","<a href=""https://www.facebook.com/ciderua/"">Facebook</a>","<a href=""https://www.instagram.com/berrylandcidery/"">Instagram</a>",,,"<a href=""https://untappd.com/BerrylandUA"">Untappd</a>"
393,2021,Brut Sparkling Cider,Cidérka,Vrabec Seco,🥈 Silver,2760,Active,South Moravia,Czechia,Czechia,"<a href=""https://www.ciderka.cz/"">Website</a>","<a href=""https://www.facebook.com/ciderka.cz"">Facebook</a>","<a href=""https://www.instagram.com/ciderka.cz/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4045068491840478725"">Google</a>",,"<a href=""https://untappd.com/w/ciderka/463341"">Untappd</a>"
394,2021,Brut Sparkling Cider,Domaine de la Mare,L'insoumis,🥈 Silver,2696,Active,Pays de la Loire,France,France,"<a href=""https://www.domainedelamare.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=11844878661689216154"">Google</a>",,"<a href=""https://untappd.com/w/domaine-de-la-mare/511923"">Untappd</a>"
395,2021,Brut Sparkling Cider,Fjordfolk Mikrobryggeri,Kingston Black,🥈 Silver,1884,Active,Vestfold,Norway,Norway,"<a href=""https://www.fjordfolkbrygg.no/"">Website</a>","<a href=""https://www.facebook.com/fjordfolkbrygg/"">Facebook</a>","<a href=""https://www.instagram.com/tallship_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13187877260143472555"">Google</a>",,"<a href=""https://untappd.com/Fjordfolk"">Untappd</a>"
396,2021,Brut Sparkling Cider,Lagar de Valleseco,Espumosa Brut,🥉 Bronze,3083,Active,Canary Islands,Spain,Canary Islands,,"<a href=""https://www.facebook.com/sidralagardevalleseco/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=6485664555068943913"">Google</a>",,"<a href=""https://untappd.com/w/angel-dominguez-ponce/511926"">Untappd</a>"
397,2021,Brut Sparkling Cider,Mr. Plūme,Vintage Cider 2020,🥉 Bronze,2073,Active,Ogre,Latvia,Latvia,"<a href=""https://www.mrplume.lv/"">Website</a>","<a href=""https://www.facebook.com/mrplumesidrs"">Facebook</a>","<a href=""https://www.instagram.com/mrplume_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9319841841199759114"">Google</a>",,"<a href=""https://untappd.com/w/mr-plume/332485"">Untappd</a>"
398,2021,Brut Sparkling Cider,Opre',Metzen Cider,🥉 Bronze,3088,Active,Košice,Slovakia,Slovakia,"<a href=""https://www.opre.sk/"">Website</a>","<a href=""https://www.facebook.com/oprecider"">Facebook</a>","<a href=""https://www.instagram.com/oprecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12156398933247073454"">Google</a>",,"<a href=""https://untappd.com/Opre"">Untappd</a>"
399,2021,Brut Sparkling Cider,Pom Sidro Creativo,Pom Sidro Creativo,🥉 Bronze,3158,Active,Piedmont,Italy,Italy,"<a href=""https://www.sidropom.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069003333725"">Facebook</a>","<a href=""https://www.instagram.com/sidropom/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17454691130515952955"">Google</a>",,"<a href=""https://untappd.com/w/pom-sidro-creativo/514926"">Untappd</a>"
400,2021,Brut Sparkling Cider,Sidra Riestra,Sidra Brut,🥉 Bronze,1673,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidrariestra.com/"">Website</a>","<a href=""https://www.facebook.com/SidraRiestra"">Facebook</a>","<a href=""https://www.instagram.com/sidrariestra/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2253085342105400787"">Google</a>",,"<a href=""https://untappd.com/w/riestra/70601"">Untappd</a>"
401,2021,Brut Sparkling Cider,Sidra Niebla,Niebla Espumosa Brut,🥉 Bronze,2748,Active,Canary Islands,Spain,Canary Islands,"<a href=""https://www.sidrasdecanarias.com/"">Website</a>",,"<a href=""https://www.instagram.com/sidras_niebla/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16349686505723006702"">Google</a>",,
402,2021,Brut Sparkling Cider,Sidrada,Sidra Brut,🥉 Bronze,3595,Active,Leiria,Portugal,Portugal,"<a href=""https://sidrada.pt/"">Website</a>","<a href=""https://www.facebook.com/sidra.sidrada/"">Facebook</a>","<a href=""https://www.instagram.com/sidra.sidrada/"">Instagram</a>",,,"<a href=""https://untappd.com/Sidrada"">Untappd</a>"
403,2021,Brut Sparkling Cider,Fjordfolk Mikrobryggeri,Unsinkable Sam,🥉 Bronze,1884,Active,Vestfold,Norway,Norway,"<a href=""https://www.fjordfolkbrygg.no/"">Website</a>","<a href=""https://www.facebook.com/fjordfolkbrygg/"">Facebook</a>","<a href=""https://www.instagram.com/tallship_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13187877260143472555"">Google</a>",,"<a href=""https://untappd.com/Fjordfolk"">Untappd</a>"
404,2021,Brut Sparkling Cider,Cidrerie Berri,Petillant,🥉 Bronze,1649,Active,Nouvelle-Aquitaine,France,Basque Country,"<a href=""https://txopinondo.fr/"">Website</a>","<a href=""https://www.facebook.com/txopinondo"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_berri_txopinondo/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14446292626809718341"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1118261-d2139433"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-txopinondo/215570"">Untappd</a>"
405,2021,Brut Sparkling Cider,Berryland,Barrel Fermented Cider,🥉 Bronze,1995,Inactive,Kyiv,Ukraine,Ukraine,"<a href=""http://berryland.shop/"">Website</a>","<a href=""https://www.facebook.com/ciderua/"">Facebook</a>","<a href=""https://www.instagram.com/berrylandcidery/"">Instagram</a>",,,"<a href=""https://untappd.com/BerrylandUA"">Untappd</a>"
406,2021,Brut Sparkling Cider,Sidra Viuda de Angelón,Prau Monga,🥉 Bronze,1675,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
407,2021,Semi-Dry Sparkling Cider,Cider Sekt,Cidertalk Semiseca,🏆 Premium,2745,Active,South Bohemia,Czechia,Czechia,"<a href=""https://www.cidersekt.cz/"">Website</a>","<a href=""https://www.facebook.com/cidertalk/"">Facebook</a>","<a href=""https://www.instagram.com/cidertalk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1744130511388226457"">Google</a>",,"<a href=""https://untappd.com/w/provoco/396367"">Untappd</a>"
408,2021,Semi-Dry Sparkling Cider,Sidra Riestra,Sidra Semiseca,🥇 Gold,1673,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidrariestra.com/"">Website</a>","<a href=""https://www.facebook.com/SidraRiestra"">Facebook</a>","<a href=""https://www.instagram.com/sidrariestra/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2253085342105400787"">Google</a>",,"<a href=""https://untappd.com/w/riestra/70601"">Untappd</a>"
409,2021,Semi-Dry Sparkling Cider,Cidérka,Sojka Semiseco,🥈 Silver,2760,Active,South Moravia,Czechia,Czechia,"<a href=""https://www.ciderka.cz/"">Website</a>","<a href=""https://www.facebook.com/ciderka.cz"">Facebook</a>","<a href=""https://www.instagram.com/ciderka.cz/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4045068491840478725"">Google</a>",,"<a href=""https://untappd.com/w/ciderka/463341"">Untappd</a>"
410,2021,Semi-Dry Sparkling Cider,Lagar de Valleseco,Semiseca,🥈 Silver,3083,Active,Canary Islands,Spain,Canary Islands,,"<a href=""https://www.facebook.com/sidralagardevalleseco/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=6485664555068943913"">Google</a>",,"<a href=""https://untappd.com/w/angel-dominguez-ponce/511926"">Untappd</a>"
411,2021,Semi-Dry Sparkling Cider,Sidra La Naveta,La Naveta,🥈 Silver,2754,Active,Asturias,Spain,Asturias,"<a href=""https://lanaveta.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100063497946147"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=18265458060195810621"">Google</a>",,"<a href=""https://untappd.com/w/la-naveta/288596"">Untappd</a>"
