ID,Year,Category,Medalist,Product,Award,WID,Status,Region,Country,Region/Country,Website,Facebook,Instagram,Google,TripAdvisor,Untappd
159,2019,Dry Still Cider,Cidrerie Berri,Sagardoa,🥉 Bronze,1649,Active,Nouvelle-Aquitaine,France,Basque Country,"<a href=""https://txopinondo.fr/"">Website</a>","<a href=""https://www.facebook.com/txopinondo"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_berri_txopinondo/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14446292626809718341"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1118261-d2139433"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-txopinondo/215570"">Untappd</a>"
160,2019,Dry Still Cider,Frux Solis,Cydr Sadownika,🥉 Bronze,3598,Active,Lublin,Poland,Poland,"<a href=""https://frux-solis.pl/"">Website</a>","<a href=""https://www.facebook.com/fruxsolis/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13443134445458550426"">Google</a>",,"<a href=""https://untappd.com/w/frux-solis/297064"">Untappd</a>"
161,2019,Semi-Dry Still Cider,Finca La Rionda,Valnera,🏆 Premium,3596,Active,Asturias,Spain,Asturias,"<a href=""https://bodegalarionda.ueniweb.com/"">Website</a>","<a href=""https://www.facebook.com/fincalarionda"">Facebook</a>",,,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d7010944"">TripAdvisor</a>",
162,2019,Semi-Dry Still Cider,Mr. Plūme,Pussausais 2018,🥇 Gold,2073,Active,Ogre,Latvia,Latvia,"<a href=""https://www.mrplume.lv/"">Website</a>","<a href=""https://www.facebook.com/mrplumesidrs"">Facebook</a>","<a href=""https://www.instagram.com/mrplume_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9319841841199759114"">Google</a>",,"<a href=""https://untappd.com/w/mr-plume/332485"">Untappd</a>"
163,2019,Sweet Still Cider,Mr. Plūme,Saudais,🏆 Premium,2073,Active,Ogre,Latvia,Latvia,"<a href=""https://www.mrplume.lv/"">Website</a>","<a href=""https://www.facebook.com/mrplumesidrs"">Facebook</a>","<a href=""https://www.instagram.com/mrplume_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9319841841199759114"">Google</a>",,"<a href=""https://untappd.com/w/mr-plume/332485"">Untappd</a>"
164,2019,Sweet Still Cider,Cider Bohemia,Honey Cyser,🥈 Silver,2758,Active,Plzeň,Czechia,Czechia,"<a href=""https://ciderbohemia.cz/"">Website</a>",,"<a href=""https://www.instagram.com/ciderbohemia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7807386085617641275"">Google</a>",,"<a href=""https://untappd.com/w/cider-bohemia/314477"">Untappd</a>"
165,2019,Dry Sparkling Cider,Sidra Riestra,Guzmán Riestra Brut,🏆 Premium,1673,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidrariestra.com/"">Website</a>","<a href=""https://www.facebook.com/SidraRiestra"">Facebook</a>","<a href=""https://www.instagram.com/sidrariestra/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2253085342105400787"">Google</a>",,"<a href=""https://untappd.com/w/riestra/70601"">Untappd</a>"
166,2019,Dry Sparkling Cider,Sidra Posma,Posma,🥇 Gold,3081,Active,Canary Islands,Spain,Canary Islands,,"<a href=""https://www.facebook.com/profile.php?id=100063717535205"">Facebook</a>",,,,"<a href=""https://untappd.com/w/posma/512334"">Untappd</a>"
167,2019,Dry Sparkling Cider,Sidra Viuda de Angelón,Prau Monga,🥇 Gold,1675,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
168,2019,Dry Sparkling Cider,Maley,Matterhorn,🥈 Silver,1517,Active,Aosta Valley,Italy,Italy,"<a href=""https://www.maleymontblanc.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=94166741695887894"">Google</a>",,"<a href=""https://untappd.com/brewery/29291"">Untappd</a>"
169,2019,Dry Sparkling Cider,Cydr Chyliczki,Kronselka,🥈 Silver,2703,Active,Masovian,Poland,Poland,"<a href=""https://cydrchyliczki.pl/"">Website</a>","<a href=""https://www.facebook.com/cydrchyliczki/"">Facebook</a>","<a href=""https://www.instagram.com/cydrchyliczki/"">Instagram</a>",,,"<a href=""https://untappd.com/w/cydr-chyliczki/271740"">Untappd</a>"
170,2019,Dry Sparkling Cider,Sidra La Naveta,La Naveta Brut,🥉 Bronze,2754,Active,Asturias,Spain,Asturias,"<a href=""https://lanaveta.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100063497946147"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=18265458060195810621"">Google</a>",,"<a href=""https://untappd.com/w/la-naveta/288596"">Untappd</a>"
171,2019,Dry Sparkling Cider,Domaine de la Mare,Rendez Vous,🥉 Bronze,2696,Active,Pays de la Loire,France,France,"<a href=""https://www.domainedelamare.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=11844878661689216154"">Google</a>",,"<a href=""https://untappd.com/w/domaine-de-la-mare/511923"">Untappd</a>"
172,2019,Dry Sparkling Cider,Maley,Jorasses Classicum,🥉 Bronze,1517,Active,Aosta Valley,Italy,Italy,"<a href=""https://www.maleymontblanc.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=94166741695887894"">Google</a>",,"<a href=""https://untappd.com/brewery/29291"">Untappd</a>"
173,2019,Semi-Dry Sparkling Cider,Tori Siidritalu,Demi Sec,🏆 Premium,3036,Active,Pärnu,Estonia,Estonia,"<a href=""https://siidritalu.ee/"">Website</a>","<a href=""https://www.facebook.com/Torisiidritalu"">Facebook</a>","<a href=""https://www.instagram.com/tori_siidritalu/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12573071235401057897"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g3296605-d9835124"">TripAdvisor</a>","<a href=""https://untappd.com/w/tori-joesuu-siidri-ja-veinitalu/256691"">Untappd</a>"
174,2019,Semi-Dry Sparkling Cider,Cider Sekt,Cider Talk,🥇 Gold,2745,Active,South Bohemia,Czechia,Czechia,"<a href=""https://www.cidersekt.cz/"">Website</a>","<a href=""https://www.facebook.com/cidertalk/"">Facebook</a>","<a href=""https://www.instagram.com/cidertalk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1744130511388226457"">Google</a>",,"<a href=""https://untappd.com/w/provoco/396367"">Untappd</a>"
175,2019,Semi-Dry Sparkling Cider,Sidra Riestra,Guzmán Riestra Semiseco,🥈 Silver,1673,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidrariestra.com/"">Website</a>","<a href=""https://www.facebook.com/SidraRiestra"">Facebook</a>","<a href=""https://www.instagram.com/sidrariestra/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2253085342105400787"">Google</a>",,"<a href=""https://untappd.com/w/riestra/70601"">Untappd</a>"
176,2019,Semi-Dry Sparkling Cider,Domaine de la Mare,Le Généroux,🥉 Bronze,2696,Active,Pays de la Loire,France,France,"<a href=""https://www.domainedelamare.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=11844878661689216154"">Google</a>",,"<a href=""https://untappd.com/w/domaine-de-la-mare/511923"">Untappd</a>"
177,2019,Sweet Sparkling Cider,Maley,Saint Bernard,🏆 Premium,1517,Active,Aosta Valley,Italy,Italy,"<a href=""https://www.maleymontblanc.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=94166741695887894"">Google</a>",,"<a href=""https://untappd.com/brewery/29291"">Untappd</a>"
178,2019,Sweet Sparkling Cider,Sidra Viuda de Angelón,Pomar,🥇 Gold,1675,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
179,2019,Sweet Sparkling Cider,Cydr Podlaski,Cydr Podlaski,🥈 Silver,3025,Active,Podlaskie,Poland,Poland,"<a href=""https://cydrpodlaski.com/"">Website</a>","<a href=""https://www.facebook.com/CydrPodlaski/"">Facebook</a>","<a href=""https://www.instagram.com/cydrpodlaski/"">Instagram</a>","<a href=""https://maps.google.com/?cid=484705273571402447"">Google</a>",,
180,2019,Dry Carbonated Cider,Cidrerie Berri,Cidre Pétillant,🏆 Premium,1649,Active,Nouvelle-Aquitaine,France,Basque Country,"<a href=""https://txopinondo.fr/"">Website</a>","<a href=""https://www.facebook.com/txopinondo"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_berri_txopinondo/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14446292626809718341"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1118261-d2139433"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-txopinondo/215570"">Untappd</a>"
181,2019,Dry Carbonated Cider,Urban Farm Fermentory,Super Dry,🥇 Gold,658,Inactive,Maine,United States,United States,"<a href=""https://www.fermentory.com/"">Website</a>","<a href=""https://www.facebook.com/urbanfarmfermentory"">Facebook</a>","<a href=""https://www.instagram.com/fermentory/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g40827-d4509600"">TripAdvisor</a>","<a href=""https://untappd.com/w/urban-farm-fermentory/10661"">Untappd</a>"
182,2019,Dry Carbonated Cider,Rossbach Cider,Jablecny,🥈 Silver,1542,Inactive,Karlovy Vary,Czechia,Czechia,"<a href=""http://www.rossbach.cz/"">Website</a>","<a href=""https://www.facebook.com/rossbachcider"">Facebook</a>",,,,"<a href=""https://untappd.com/w/rossbach/174351"">Untappd</a>"
183,2019,Semi-Dry Carbonated Cider,Cidre Mauret,Demi Sec Sparkling Cider,🏆 Premium,3340,Active,Hauts-de-France,France,France,"<a href=""https://www.cidremauret.fr/"">Website</a>","<a href=""https://www.facebook.com/cidremauret"">Facebook</a>","<a href=""https://www.instagram.com/cidre_mauret/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4442731802315342242"">Google</a>",,"<a href=""https://untappd.com/w/cidre-mauret/303234"">Untappd</a>"
184,2019,Semi-Dry Carbonated Cider,Kolowratovy Sady,Sascha Kolowrat,🥉 Bronze,2731,Active,Plzeň,Czechia,Czechia,"<a href=""https://kolowratovysady.cz/"">Website</a>","<a href=""https://www.facebook.com/kolowratovysady"">Facebook</a>","<a href=""https://www.instagram.com/kolowratovysady"">Instagram</a>","<a href=""https://maps.google.com/?cid=9866057086722481963"">Google</a>",,"<a href=""https://untappd.com/Kolowratovysady"">Untappd</a>"
185,2019,Ice Cider,Sidra Cortina,Sidra de Hielo Cortina,🏆 Premium,1472,Active,Asturias,Spain,Asturias,"<a href=""https://www.sidracortina.com/"">Website</a>","<a href=""https://www.facebook.com/sidracortina/"">Facebook</a>","<a href=""https://instagram.com/sidracortina"">Instagram</a>","<a href=""https://maps.google.com/?cid=14248814769091122504"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g19842666-d985244"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidra-cortina-coro/50162"">Untappd</a>"
186,2019,Ice Cider,Sidra Panizales,Sidra de Hielo Panizales,🥇 Gold,1519,Active,Asturias,Spain,Asturias,"<a href=""https://sidrapanizales.com/"">Website</a>","<a href=""https://www.facebook.com/panizales.sidra"">Facebook</a>","<a href=""https://www.instagram.com/sidrapanizales/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16258480851124885832"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234"">TripAdvisor</a>","<a href=""https://untappd.com/w/llagar-panizales/152401"">Untappd</a>"
187,2019,Ice Cider,Llagares Valverán,Valverán 20 Manzanas,🥇 Gold,1471,Active,Asturias,Spain,Asturias,"<a href=""https://llagaresvalveran.com/"">Website</a>","<a href=""https://www.facebook.com/masaveubodegas/"">Facebook</a>","<a href=""https://www.instagram.com/masaveubodegas/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10125751207643631112"">Google</a>",,"<a href=""https://untappd.com/w/valveran/55774"">Untappd</a>"
188,2019,Ice Cider,Tori Siidritalu,Ice Cider Cuvée,🥇 Gold,3036,Active,Pärnu,Estonia,Estonia,"<a href=""https://siidritalu.ee/"">Website</a>","<a href=""https://www.facebook.com/Torisiidritalu"">Facebook</a>","<a href=""https://www.instagram.com/tori_siidritalu/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12573071235401057897"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g3296605-d9835124"">TripAdvisor</a>","<a href=""https://untappd.com/w/tori-joesuu-siidri-ja-veinitalu/256691"">Untappd</a>"
189,2019,Ice Cider,Cydr Tradycyjny z Trzebnicy,Cydr Lodowy,🥇 Gold,2722,Active,Lower Silesian,Poland,Poland,,"<a href=""https://www.facebook.com/cydr.tradycyjny/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16047236127227822461"">Google</a>",,"<a href=""https://untappd.com/w/cydr-tradycyjny-trzebnica/239415"">Untappd</a>"
190,2019,Ice Cider,Rossbach Cider,Ice Cider,🥈 Silver,1542,Inactive,Karlovy Vary,Czechia,Czechia,"<a href=""http://www.rossbach.cz/"">Website</a>","<a href=""https://www.facebook.com/rossbachcider"">Facebook</a>",,,,"<a href=""https://untappd.com/w/rossbach/174351"">Untappd</a>"
191,2019,Ice Cider,Cydr Chyliczki,Lodowy Bedka,🥈 Silver,2703,Active,Masovian,Poland,Poland,"<a href=""https://cydrchyliczki.pl/"">Website</a>","<a href=""https://www.facebook.com/cydrchyliczki/"">Facebook</a>","<a href=""https://www.instagram.com/cydrchyliczki/"">Instagram</a>",,,"<a href=""https://untappd.com/w/cydr-chyliczki/271740"">Untappd</a>"
192,2019,Fire Cider,Sidra Panizales,Caldea,🏆 Premium,1519,Active,Asturias,Spain,Asturias,"<a href=""https://sidrapanizales.com/"">Website</a>","<a href=""https://www.facebook.com/panizales.sidra"">Facebook</a>","<a href=""https://www.instagram.com/sidrapanizales/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16258480851124885832"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234"">TripAdvisor</a>","<a href=""https://untappd.com/w/llagar-panizales/152401"">Untappd</a>"
193,2019,Fire Cider,Kuartango,Susagardoa,🥇 Gold,2747,Active,Basque Country,Spain,Basque Country,"<a href=""https://kuartangosagardotegia.com/"">Website</a>","<a href=""https://www.facebook.com/SidreKuartango/"">Facebook</a>","<a href=""https://www.instagram.com/sidrekuartango/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6181081338579081204"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g25546823-d25546810"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-kuartango/438568"">Untappd</a>"
194,2019,Cider Liqueur,Maley,Lecristallier,🏆 Premium,1517,Active,Aosta Valley,Italy,Italy,"<a href=""https://www.maleymontblanc.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=94166741695887894"">Google</a>",,"<a href=""https://untappd.com/brewery/29291"">Untappd</a>"
195,2019,Fruit Cider,Sidra Viuda de Angelón,Angelón Llimón,🏆 Premium,1675,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
196,2019,Fruit Cider,Cidrerie Berri,Kalipoko Pêche,🥈 Silver,1649,Active,Nouvelle-Aquitaine,France,Basque Country,"<a href=""https://txopinondo.fr/"">Website</a>","<a href=""https://www.facebook.com/txopinondo"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_berri_txopinondo/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14446292626809718341"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1118261-d2139433"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-txopinondo/215570"">Untappd</a>"
197,2019,Fruit Cider,Cidrerie Berri,Kalipoko Citron,🥉 Bronze,1649,Active,Nouvelle-Aquitaine,France,Basque Country,"<a href=""https://txopinondo.fr/"">Website</a>","<a href=""https://www.facebook.com/txopinondo"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_berri_txopinondo/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14446292626809718341"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1118261-d2139433"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-txopinondo/215570"">Untappd</a>"
198,2019,Fruit Cider,Urban Farm Fermentory,Blueberry Cidah,🥉 Bronze,658,Inactive,Maine,United States,United States,"<a href=""https://www.fermentory.com/"">Website</a>","<a href=""https://www.facebook.com/urbanfarmfermentory"">Facebook</a>","<a href=""https://www.instagram.com/fermentory/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g40827-d4509600"">TripAdvisor</a>","<a href=""https://untappd.com/w/urban-farm-fermentory/10661"">Untappd</a>"
199,2019,Flavored Cider,Cidre Mauret,Elderflower,🏆 Premium,3340,Active,Hauts-de-France,France,France,"<a href=""https://www.cidremauret.fr/"">Website</a>","<a href=""https://www.facebook.com/cidremauret"">Facebook</a>","<a href=""https://www.instagram.com/cidre_mauret/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4442731802315342242"">Google</a>",,"<a href=""https://untappd.com/w/cidre-mauret/303234"">Untappd</a>"
200,2019,Flavored Cider,Cydr Chyliczki,Chmielony Sad,🥇 Gold,2703,Active,Masovian,Poland,Poland,"<a href=""https://cydrchyliczki.pl/"">Website</a>","<a href=""https://www.facebook.com/cydrchyliczki/"">Facebook</a>","<a href=""https://www.instagram.com/cydrchyliczki/"">Instagram</a>",,,"<a href=""https://untappd.com/w/cydr-chyliczki/271740"">Untappd</a>"
201,2019,Flavored Cider,Cydr Tradycyjny z Trzebnicy,Trzebnic,🥇 Gold,2722,Active,Lower Silesian,Poland,Poland,,"<a href=""https://www.facebook.com/cydr.tradycyjny/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16047236127227822461"">Google</a>",,"<a href=""https://untappd.com/w/cydr-tradycyjny-trzebnica/239415"">Untappd</a>"
202,2019,Aperitif Cider,Sidra Panizales,Viesk,🏆 Premium,1519,Active,Asturias,Spain,Asturias,"<a href=""https://sidrapanizales.com/"">Website</a>","<a href=""https://www.facebook.com/panizales.sidra"">Facebook</a>","<a href=""https://www.instagram.com/sidrapanizales/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16258480851124885832"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234"">TripAdvisor</a>","<a href=""https://untappd.com/w/llagar-panizales/152401"">Untappd</a>"
203,2019,Aperitif Cider,Cidre Mauret,Mauret'o,🥇 Gold,3340,Active,Hauts-de-France,France,France,"<a href=""https://www.cidremauret.fr/"">Website</a>","<a href=""https://www.facebook.com/cidremauret"">Facebook</a>","<a href=""https://www.instagram.com/cidre_mauret/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4442731802315342242"">Google</a>",,"<a href=""https://untappd.com/w/cidre-mauret/303234"">Untappd</a>"
204,2019,Rosé Cider,Sidra Viuda de Angelón,Pomar Rosée,🏆 Premium,1675,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
205,2019,Rosé Cider,Sidra La Naveta,La Naveta Roxa,🥇 Gold,2754,Active,Asturias,Spain,Asturias,"<a href=""https://lanaveta.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100063497946147"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=18265458060195810621"">Google</a>",,"<a href=""https://untappd.com/w/la-naveta/288596"">Untappd</a>"
206,2019,Most Original Cider,Urban Farm Fermentory,Seaweed Cidah,🏆 Premium,658,Inactive,Maine,United States,United States,"<a href=""https://www.fermentory.com/"">Website</a>","<a href=""https://www.facebook.com/urbanfarmfermentory"">Facebook</a>","<a href=""https://www.instagram.com/fermentory/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g40827-d4509600"">TripAdvisor</a>","<a href=""https://untappd.com/w/urban-farm-fermentory/10661"">Untappd</a>"
207,2019,Perry,Cydr Chyliczki,Perry 2018,🏆 Premium,2703,Active,Masovian,Poland,Poland,"<a href=""https://cydrchyliczki.pl/"">Website</a>","<a href=""https://www.facebook.com/cydrchyliczki/"">Facebook</a>","<a href=""https://www.instagram.com/cydrchyliczki/"">Instagram</a>",,,"<a href=""https://untappd.com/w/cydr-chyliczki/271740"">Untappd</a>"
208,2019,Cider Spirits,Maley,Whymper 1865,🏆 Premium,1517,Active,Aosta Valley,Italy,Italy,"<a href=""https://www.maleymontblanc.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=94166741695887894"">Google</a>",,"<a href=""https://untappd.com/brewery/29291"">Untappd</a>"
209,2019,Cider Spirits,Cidrerie Berri,Berrogei,🥇 Gold,1649,Active,Nouvelle-Aquitaine,France,Basque Country,"<a href=""https://txopinondo.fr/"">Website</a>","<a href=""https://www.facebook.com/txopinondo"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_berri_txopinondo/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14446292626809718341"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1118261-d2139433"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-txopinondo/215570"">Untappd</a>"
210,2020,Dry Still Cider,Mr. Plūme,Sausais,🏆 Premium,2073,Active,Ogre,Latvia,Latvia,"<a href=""https://www.mrplume.lv/"">Website</a>","<a href=""https://www.facebook.com/mrplumesidrs"">Facebook</a>","<a href=""https://www.instagram.com/mrplume_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9319841841199759114"">Google</a>",,"<a href=""https://untappd.com/w/mr-plume/332485"">Untappd</a>"
211,2020,Dry Still Cider,Cydr Podlaski,Honey Podlaski Jabłkowy,🥇 Gold,3025,Active,Podlaskie,Poland,Poland,"<a href=""https://cydrpodlaski.com/"">Website</a>","<a href=""https://www.facebook.com/CydrPodlaski/"">Facebook</a>","<a href=""https://www.instagram.com/cydrpodlaski/"">Instagram</a>","<a href=""https://maps.google.com/?cid=484705273571402447"">Google</a>",,
212,2020,Dry Still Cider,Szczepanówka,Cydr Szczepanówka 2019,🥈 Silver,3133,Active,Lublin,Poland,Poland,"<a href=""https://szczepanowka.pl/"">Website</a>","<a href=""https://www.facebook.com/szczepanowka/"">Facebook</a>","<a href=""https://www.instagram.com/szczepanowka/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11891178280401586186"">Google</a>",,"<a href=""https://untappd.com/w/szczepanowka/297101"">Untappd</a>"
213,2020,Dry Still Cider,Cidérka,Spacek Natural,🥈 Silver,2760,Active,South Moravia,Czechia,Czechia,"<a href=""https://www.ciderka.cz/"">Website</a>","<a href=""https://www.facebook.com/ciderka.cz"">Facebook</a>","<a href=""https://www.instagram.com/ciderka.cz/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4045068491840478725"">Google</a>",,"<a href=""https://untappd.com/w/ciderka/463341"">Untappd</a>"
214,2020,Dry Still Cider,Colemans Cider Company,Dry Cider Reserve,🥈 Silver,3589,Inactive,East Yorkshire,England,England,,"<a href=""https://www.facebook.com/ColemansCiderCompany/"">Facebook</a>",,,,"<a href=""https://untappd.com/ColemansCiderCompany"">Untappd</a>"
215,2020,Dry Still Cider,Cydr Jabłkowy,Jablkowy,🥈 Silver,3599,Inactive,Masovian,Poland,Poland,,"<a href=""https://www.facebook.com/cydrjablkowy/"">Facebook</a>",,,,"<a href=""https://untappd.com/w/krzysztof-winnicki/393819"">Untappd</a>"
216,2020,Dry Still Cider,Cydr Podlaski,Clasica,🥈 Silver,3025,Active,Podlaskie,Poland,Poland,"<a href=""https://cydrpodlaski.com/"">Website</a>","<a href=""https://www.facebook.com/CydrPodlaski/"">Facebook</a>","<a href=""https://www.instagram.com/cydrpodlaski/"">Instagram</a>","<a href=""https://maps.google.com/?cid=484705273571402447"">Google</a>",,
217,2020,Dry Still Cider,Frux Solis,Cydr Sadownika,🥈 Silver,3598,Active,Lublin,Poland,Poland,"<a href=""https://frux-solis.pl/"">Website</a>","<a href=""https://www.facebook.com/fruxsolis/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13443134445458550426"">Google</a>",,"<a href=""https://untappd.com/w/frux-solis/297064"">Untappd</a>"
218,2020,Dry Still Cider,Cydr Smykan,Jasköl,🥈 Silver,2721,Active,Lesser Poland,Poland,Poland,,"<a href=""https://www.facebook.com/profile.php?id=100063696574643"">Facebook</a>","<a href=""https://www.instagram.com/cydrsmykan/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5924939816740801468"">Google</a>",,"<a href=""https://untappd.com/CydrSmykan"">Untappd</a>"
219,2020,Dry Still Cider,Lagar de Valleseco,Sidra Natural,🥈 Silver,3083,Active,Canary Islands,Spain,Canary Islands,,"<a href=""https://www.facebook.com/sidralagardevalleseco/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=6485664555068943913"">Google</a>",,"<a href=""https://untappd.com/w/angel-dominguez-ponce/511926"">Untappd</a>"
220,2020,Dry Still Cider,Stonewell Cider,Dry,🥈 Silver,1265,Active,Cork,Ireland,Ireland,"<a href=""https://www.stonewellcider.com/"">Website</a>","<a href=""https://www.facebook.com/stonewellcider"">Facebook</a>","<a href=""https://www.instagram.com/stonewellcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6638378960827420170"">Google</a>",,"<a href=""https://untappd.com/Nohoval_Drinks_Company_Ltd"">Untappd</a>"
221,2020,Dry Still Cider,Eva Group,Dry Apple,🥈 Silver,2571,Active,Navarre,Spain,Basque Country,"<a href=""https://www.evasa.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=546948451257487120"">Google</a>",,"<a href=""https://untappd.com/EvaGroup"">Untappd</a>"
222,2020,Dry Still Cider,Sidra Panizales,Ati – Sidra de Mesa,🥈 Silver,1519,Active,Asturias,Spain,Asturias,"<a href=""https://sidrapanizales.com/"">Website</a>","<a href=""https://www.facebook.com/panizales.sidra"">Facebook</a>","<a href=""https://www.instagram.com/sidrapanizales/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16258480851124885832"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234"">TripAdvisor</a>","<a href=""https://untappd.com/w/llagar-panizales/152401"">Untappd</a>"
