ID,Year,Category,Producer,Producer_Original,Department,Medal,WID,Status,Website,Facebook,Instagram,Google,TripAdvisor,Untappd
116,2021,Cidre de Grande Maison Brut,Les Celliers Associés,La Cidrerie Val de Rance,Côtes-d'Armor,🥇 Or,1999,Active,"<a href=""https://www.valderance.com/"">Website</a>","<a href=""https://www.facebook.com/ValdeRance/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=7883069809343472545"">Google</a>",,"<a href=""https://untappd.com/LesCelliersAssocis"">Untappd</a>"
117,2021,Cidre de Grande Maison Doux,Les Celliers Associés,La Cidrerie Val de Rance,Côtes-d'Armor,🥇 Or,1999,Active,"<a href=""https://www.valderance.com/"">Website</a>","<a href=""https://www.facebook.com/ValdeRance/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=7883069809343472545"">Google</a>",,"<a href=""https://untappd.com/LesCelliersAssocis"">Untappd</a>"
118,2021,Poiré,Cidre de Brocéliande,La Cidrerie de Brocéliande,Ille-et-Vilaine,🥇 Or,2893,Active,"<a href=""https://cidre-breton.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100064718610464"">Facebook</a>","<a href=""https://www.instagram.com/cidreriedebroceliande/"">Instagram</a>","<a href=""https://maps.google.com/?cid=531489837427288496"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g12449841-d16844210"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidre-du-pays-de-broceliande/158895"">Untappd</a>"
119,2021,Poiré,Ferme Saint Charles,La Ferme Saint-Charles,Loire-Atlantique,🥈 Argent,2883,Active,"<a href=""https://www.fermesaintcharles.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069349890721"">Facebook</a>","<a href=""https://www.instagram.com/ferme_saint_charles/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3373440369955425792"">Google</a>",,"<a href=""https://untappd.com/w/ferme-saint-charles/416358"">Untappd</a>"
120,2021,Pommeau de Moins de 3 Ans,Distillerie du Gorvello,La Distillerie du Gorvello,Morbihan,🥈 Argent,1595,Active,"<a href=""https://www.distilleriedugorvello.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069448008978"">Facebook</a>","<a href=""https://www.instagram.com/distilleriedugorvello.bzh/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13385362377425184430"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2184206-d10593781"">TripAdvisor</a>","<a href=""https://untappd.com/w/distillerie-du-gorvello/69203"">Untappd</a>"
121,2021,Pommeau de Moins de 3 Ans,Distillerie des Menhirs,La Distillerie des Menhirs,Finistère,🥈 Argent,1182,Active,"<a href=""https://www.distillerie.bzh/"">Website</a>","<a href=""https://www.facebook.com/distillerie.bzh"">Facebook</a>","<a href=""https://www.instagram.com/distilleriedesmenhirs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13168987804989415582"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2544571-d7920317"">TripAdvisor</a>","<a href=""https://untappd.com/w/distillerie-des-menhirs/91619"">Untappd</a>"
122,2021,Pommeau de Plus de 3 Ans,Distillerie du Gorvello,La Distillerie du Gorvello,Morbihan,🥇 Or,1595,Active,"<a href=""https://www.distilleriedugorvello.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069448008978"">Facebook</a>","<a href=""https://www.instagram.com/distilleriedugorvello.bzh/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13385362377425184430"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2184206-d10593781"">TripAdvisor</a>","<a href=""https://untappd.com/w/distillerie-du-gorvello/69203"">Untappd</a>"
123,2021,Pommeau de Plus de 3 Ans,Cidrerie Melenig,La Cidrerie Mélénig,Finistère,🥈 Argent,1590,Active,,,"<a href=""https://www.instagram.com/cidremelenig/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10374518201153439760"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g6922089-d7330818"">TripAdvisor</a>","<a href=""https://untappd.com/CidrerieMelenig"">Untappd</a>"
124,2021,Pommeau de Plus de 3 Ans,Cidrerie Manoir du Kinkiz,Le Manoir du Kinkiz,Finistère,🥉 Bronze,1589,Active,"<a href=""https://www.kinkiz-terroir.bzh/"">Website</a>","<a href=""https://www.facebook.com/DomaineDuKinkiz/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=1999207604560008916"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g187100-d7745799"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/19870"">Untappd</a>"
125,2021,Eau de Vie de Cidre de Moins de 4 Ans,Les Vergers de Kermao,Les Vergers de Kermao,Finistère,🥇 Or,1587,Active,"<a href=""https://www.cidre-bretagne.com/"">Website</a>",,"<a href=""https://www.instagram.com/kermao.cidre/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11761800243914556755"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2184442-d8603735"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-kermao/240565"">Untappd</a>"
126,2021,Eau de Vie de Cidre de Moins de 4 Ans,Distillerie du Gorvello,La Distillerie du Gorvello,Morbihan,🥈 Argent,1595,Active,"<a href=""https://www.distilleriedugorvello.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069448008978"">Facebook</a>","<a href=""https://www.instagram.com/distilleriedugorvello.bzh/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13385362377425184430"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2184206-d10593781"">TripAdvisor</a>","<a href=""https://untappd.com/w/distillerie-du-gorvello/69203"">Untappd</a>"
127,2021,Eau de Vie de Cidre de Plus de 4 Ans,Distillerie du Gorvello,La Distillerie du Gorvello,Morbihan,🥇 Or,1595,Active,"<a href=""https://www.distilleriedugorvello.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069448008978"">Facebook</a>","<a href=""https://www.instagram.com/distilleriedugorvello.bzh/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13385362377425184430"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2184206-d10593781"">TripAdvisor</a>","<a href=""https://untappd.com/w/distillerie-du-gorvello/69203"">Untappd</a>"
128,2021,Eau de Vie de Cidre de Plus de 4 Ans,Distillerie des Menhirs,La Distillerie des Menhirs,Finistère,🥈 Argent,1182,Active,"<a href=""https://www.distillerie.bzh/"">Website</a>","<a href=""https://www.facebook.com/distillerie.bzh"">Facebook</a>","<a href=""https://www.instagram.com/distilleriedesmenhirs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13168987804989415582"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2544571-d7920317"">TripAdvisor</a>","<a href=""https://untappd.com/w/distillerie-des-menhirs/91619"">Untappd</a>"
129,2022,Cidre AOP Cornouaille,Les Vergers de Kermao,Les Vergers de Kermao,Finistère,🥇 Or,1587,Active,"<a href=""https://www.cidre-bretagne.com/"">Website</a>",,"<a href=""https://www.instagram.com/kermao.cidre/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11761800243914556755"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2184442-d8603735"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-kermao/240565"">Untappd</a>"
130,2022,Cidre AOP Cornouaille,Cidrerie de Menez-Brug,Cidrerie de Menez Brug,Finistère,🥇 Or,1931,Active,"<a href=""https://www.cidrerie-de-menez-brug.com/"">Website</a>","<a href=""https://www.facebook.com/cidreriemenezbrug.fr/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=10640223041696316686"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g666452-d15052081"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-de-menez-brug/150603"">Untappd</a>"
131,2022,Cidre Fermier Extra-Brut,Cidrerie Paul Coïc,Cidrerie Paul Coïc,Finistère,🥇 Or,1588,Active,"<a href=""https://www.cidrerie-coic.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100053642774962"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16824628257896189916"">Google</a>",,"<a href=""https://untappd.com/w/paul-coa-c/137165"">Untappd</a>"
132,2022,Cidre Fermier Extra-Brut,Cidrerie de Rozavern,Cidrerie de Rozavern,Finistère,🥈 Argent,1591,Active,"<a href=""https://www.rozavern.fr/"">Website</a>","<a href=""https://www.facebook.com/cidreriederozavern"">Facebook</a>","<a href=""https://www.instagram.com/cidrerierozavern"">Instagram</a>","<a href=""https://maps.google.com/?cid=2631934440861688338"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1842069-d6157429"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-de-rozavern/357316"">Untappd</a>"
133,2022,Cidre Fermier Extra-Brut,Le Verger de Kernivinen,Les Vergers de Kernivinen,Côtes-d'Armor,🥈 Argent,2933,Active,"<a href=""http://www.cidre-fermier.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=4984251969580277806"">Google</a>",,"<a href=""https://untappd.com/w/le-verger-de-kernivinen/412595"">Untappd</a>"
134,2022,Cidre Fermier Brut,Des Bouteilles à l'Amère,Des bouteilles à l’amère,Finistère,🥇 Or,2541,Active,"<a href=""https://www.desbouteillesalamere.bzh/"">Website</a>","<a href=""https://www.facebook.com/desbouteillesalamere/"">Facebook</a>","<a href=""https://www.instagram.com/desbouteillesalamere/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3267304468269310183"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1079425-d12726387"">TripAdvisor</a>","<a href=""https://untappd.com/DesBouteillesalAmere"">Untappd</a>"
135,2022,Cidre Fermier Brut,Val de la Chèvre,Cidrerie le val de la Chèvre,Ille-et-Vilaine,🥇 Or,1648,Active,"<a href=""https://www.cidre-tropee.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100046412293517"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3608898340704275469"">Google</a>",,"<a href=""https://untappd.com/w/le-val-de-la-chevre/172156"">Untappd</a>"
136,2022,Cidre Fermier Brut,Maison Kerloïck,Cidrerie Kerloïck,Côtes-d'Armor,🥇 Or,1598,Active,"<a href=""https://www.kerloick.bzh/"">Website</a>","<a href=""https://www.facebook.com/people/Maison-Kerlo%C3%AFck/100063648757927/"">Facebook</a>","<a href=""https://www.instagram.com/maison_kerloick/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8360416368856844083"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-kerloick/400998"">Untappd</a>"
137,2022,Cidre Fermier Brut,Cidrerie de Menez-Brug,Cidrerie de Menez Brug,Finistère,🥈 Argent,1931,Active,"<a href=""https://www.cidrerie-de-menez-brug.com/"">Website</a>","<a href=""https://www.facebook.com/cidreriemenezbrug.fr/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=10640223041696316686"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g666452-d15052081"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-de-menez-brug/150603"">Untappd</a>"
138,2022,Cidre Fermier Brut,Cidrerie & Distillerie de l'Apothicaire,Cidrerie de l’Apothicaire,Finistère,🥈 Argent,2687,Active,"<a href=""https://www.cidrerie-distillerie.com/"">Website</a>","<a href=""https://www.facebook.com/Cidreriedistilleriedelapothicaire/"">Facebook</a>","<a href=""https://www.instagram.com/apothicaire.cidrerie/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10193719059274362566"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1079425-d17415922"">TripAdvisor</a>","<a href=""https://untappd.com/CidrerieDeLApothicaire"">Untappd</a>"
139,2022,Cidre Fermier Brut,Les Vergers de Kermabo,Vergers de Kermabo,Morbihan,🥈 Argent,3365,Inactive,"<a href=""https://www.cidre-fermier-morbihan.com/"">Website</a>","<a href=""https://www.facebook.com/vergersdekermabo"">Facebook</a>",,,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1200982-d12593344"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-kermabo/53393"">Untappd</a>"
140,2022,Cidre Fermier Brut,Le Verger de Kernivinen,Les Vergers de Kernivinen,Côtes-d'Armor,🥉 Bronze,2933,Active,"<a href=""http://www.cidre-fermier.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=4984251969580277806"">Google</a>",,"<a href=""https://untappd.com/w/le-verger-de-kernivinen/412595"">Untappd</a>"
141,2022,Cidre Fermier Demi-Sec,Cidrerie Manoir du Kinkiz,Manoir du Kinkiz,Finistère,🥇 Or,1589,Active,"<a href=""https://www.kinkiz-terroir.bzh/"">Website</a>","<a href=""https://www.facebook.com/DomaineDuKinkiz/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=1999207604560008916"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g187100-d7745799"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/19870"">Untappd</a>"
142,2022,Cidre Fermier Demi-Sec,Cidre Fermier de Landeleau,Cidre de Landeleau,Finistère,🥇 Or,2915,Active,,,,"<a href=""https://maps.google.com/?cid=9139318248294781335"">Google</a>",,"<a href=""https://untappd.com/w/brasserie-de-landeleau/441165"">Untappd</a>"
143,2022,Cidre Fermier Demi-Sec,Cidrerie Distillerie Les Vergers de la Ferme,Les Vergers de la Ferme,Ille-et-Vilaine,🥇 Or,2920,Active,"<a href=""https://www.cidre-baindebretagne.fr/"">Website</a>","<a href=""https://www.facebook.com/cidre.baindebretagne/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=5153365142161369427"">Google</a>",,"<a href=""https://untappd.com/w/les-vergers-de-la-ferme/470274"">Untappd</a>"
144,2022,Cidre Fermier Demi-Sec,Cidrerie de Menez-Brug,Cidrerie de Menez Brug,Finistère,🥈 Argent,1931,Active,"<a href=""https://www.cidrerie-de-menez-brug.com/"">Website</a>","<a href=""https://www.facebook.com/cidreriemenezbrug.fr/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=10640223041696316686"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g666452-d15052081"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-de-menez-brug/150603"">Untappd</a>"
145,2022,Cidre Fermier Demi-Sec,Cidrerie du Pays d'Auray,Cidrerie du Pays d’Auray,Morbihan,🥈 Argent,2543,Active,,,"<a href=""https://www.instagram.com/cidre.maho/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9205038680508918633"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-pays-d-auray-frana-ois-maho/423523"">Untappd</a>"
146,2022,Cidre Fermier Demi-Sec,Le Verger de Kernivinen,Les Vergers de Kernivinen,Côtes-d'Armor,🥉 Bronze,2933,Active,"<a href=""http://www.cidre-fermier.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=4984251969580277806"">Google</a>",,"<a href=""https://untappd.com/w/le-verger-de-kernivinen/412595"">Untappd</a>"
147,2022,Cidre Fermier Doux,Maison Kerloïck,Cidrerie Kerloïck,Côtes-d'Armor,🥇 Or,1598,Active,"<a href=""https://www.kerloick.bzh/"">Website</a>","<a href=""https://www.facebook.com/people/Maison-Kerlo%C3%AFck/100063648757927/"">Facebook</a>","<a href=""https://www.instagram.com/maison_kerloick/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8360416368856844083"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-kerloick/400998"">Untappd</a>"
148,2022,Cidre Fermier Doux,Cidre de Brocéliande,Cidre du Pays de Borcéliande,Ille-et-Vilaine,🥈 Argent,2893,Active,"<a href=""https://cidre-breton.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100064718610464"">Facebook</a>","<a href=""https://www.instagram.com/cidreriedebroceliande/"">Instagram</a>","<a href=""https://maps.google.com/?cid=531489837427288496"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g12449841-d16844210"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidre-du-pays-de-broceliande/158895"">Untappd</a>"
149,2022,Cidre Artisanal Extra-Brut,Cidrerie Des Terroirs,Cidrerie des Terroirs,Morbihan,🥉 Bronze,2896,Active,,,,"<a href=""https://maps.google.com/?cid=1276600632339613858"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-des-terroirs/72347"">Untappd</a>"
150,2022,Cidre Artisanal Brut,Distillerie Warenghem,Distillerie Warenghem,Côtes-d'Armor,🥇 Or,1592,Active,"<a href=""https://www.distillerie-warenghem.bzh/"">Website</a>","<a href=""https://www.facebook.com/warenghem/"">Facebook</a>",,,,
151,2022,Cidre Artisanal Brut,Cidrerie Château Lézergué,Les Celliers de l’Odet,Finistère,🥈 Argent,1487,Active,"<a href=""https://www.chateau-lezergue.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066917829363"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_chateaudelezergue/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8273125568764221419"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246"">Untappd</a>"
152,2022,Cidre Artisanal Demi-Sec,Distillerie du Gorvello,Distillerie du Gorvello,Morbihan,🥈 Argent,1595,Active,"<a href=""https://www.distilleriedugorvello.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069448008978"">Facebook</a>","<a href=""https://www.instagram.com/distilleriedugorvello.bzh/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13385362377425184430"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2184206-d10593781"">TripAdvisor</a>","<a href=""https://untappd.com/w/distillerie-du-gorvello/69203"">Untappd</a>"
153,2022,Cidre Artisanal Demi-Sec,Cidrerie Château Lézergué,Les Celliers de l’Odet,Finistère,🥈 Argent,1487,Active,"<a href=""https://www.chateau-lezergue.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066917829363"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_chateaudelezergue/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8273125568764221419"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246"">Untappd</a>"
154,2022,Cidre Artisanal Doux,Cidrerie Kerné,Cidrerie Kerné,Finistère,🥇 Or,1481,Active,"<a href=""https://www.cidre-kerne.bzh/"">Website</a>","<a href=""https://www.facebook.com/cidrekerne/"">Facebook</a>","<a href=""https://www.instagram.com/cidrekerne/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10998184529652347583"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1200904-d9829595"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-kerne/49751"">Untappd</a>"
155,2022,Cidre de Grande Maison Brut,Les Celliers Associés,Cidrerie Val de Rance,Côtes-d'Armor,🥇 Or,1999,Active,"<a href=""https://www.valderance.com/"">Website</a>","<a href=""https://www.facebook.com/ValdeRance/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=7883069809343472545"">Google</a>",,"<a href=""https://untappd.com/LesCelliersAssocis"">Untappd</a>"
156,2022,Cidre de Grande Maison Doux,Cidres Kerisac,Cidrerie Kerisac,Loire-Atlantique,🥇 Or,1141,Active,"<a href=""https://kerisac.bzh/"">Website</a>","<a href=""https://www.facebook.com/cidrekerisac"">Facebook</a>","<a href=""https://www.instagram.com/cidreriekerisac/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14431639837198759734"">Google</a>",,"<a href=""https://untappd.com/w/cidres-kerisac/12846"">Untappd</a>"
157,2022,Cidre Rosé,Cidrerie Château Lézergué,Les Celliers de l’Odet,Finistère,🥇 Or,1487,Active,"<a href=""https://www.chateau-lezergue.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066917829363"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_chateaudelezergue/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8273125568764221419"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246"">Untappd</a>"
158,2022,Cidre Rosé,Les Celliers Associés,Cidrerie Val de Rance,Côtes-d'Armor,🥈 Argent,1999,Active,"<a href=""https://www.valderance.com/"">Website</a>","<a href=""https://www.facebook.com/ValdeRance/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=7883069809343472545"">Google</a>",,"<a href=""https://untappd.com/LesCelliersAssocis"">Untappd</a>"
159,2022,Poiré,Au Pressoir du Bélon,Le Pressoir de Belon,Finistère,🥇 Or,2712,Active,"<a href=""https://www.cidre-belon-bretagne.fr/"">Website</a>","<a href=""https://www.facebook.com/pressoirdubelon/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3283810982033688807"">Google</a>",,
160,2022,Pommeau de Moins de 3 Ans,Distillerie Warenghem,Distillerie Warenghem,Côtes-d'Armor,🥇 Or,1592,Active,"<a href=""https://www.distillerie-warenghem.bzh/"">Website</a>","<a href=""https://www.facebook.com/warenghem/"">Facebook</a>",,,,
161,2022,Pommeau de Moins de 3 Ans,Cidrerie Paul Coïc,Cidrerie Paul Coïc,Finistère,🥈 Argent,1588,Active,"<a href=""https://www.cidrerie-coic.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100053642774962"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16824628257896189916"">Google</a>",,"<a href=""https://untappd.com/w/paul-coa-c/137165"">Untappd</a>"
162,2022,Pommeau de Plus de 3 Ans,Distillerie du Gorvello,Distillerie du Gorvello,Morbihan,🥇 Or,1595,Active,"<a href=""https://www.distilleriedugorvello.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069448008978"">Facebook</a>","<a href=""https://www.instagram.com/distilleriedugorvello.bzh/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13385362377425184430"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2184206-d10593781"">TripAdvisor</a>","<a href=""https://untappd.com/w/distillerie-du-gorvello/69203"">Untappd</a>"
163,2022,Pommeau de Plus de 3 Ans,Les Vergers de Kermao,Les Vergers de Kermao,Finistère,🥇 Or,1587,Active,"<a href=""https://www.cidre-bretagne.com/"">Website</a>",,"<a href=""https://www.instagram.com/kermao.cidre/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11761800243914556755"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2184442-d8603735"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-kermao/240565"">Untappd</a>"
164,2022,Pommeau de Plus de 3 Ans,Au Pressoir du Bélon,Le Pressoir du Belon,Finistère,🥈 Argent,2712,Active,"<a href=""https://www.cidre-belon-bretagne.fr/"">Website</a>","<a href=""https://www.facebook.com/pressoirdubelon/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3283810982033688807"">Google</a>",,
165,2022,Eau de Vie de Cidre de Moins de 4 Ans,Distillerie Warenghem,Distillerie Warenghem,Côtes-d'Armor,🥇 Or,1592,Active,"<a href=""https://www.distillerie-warenghem.bzh/"">Website</a>","<a href=""https://www.facebook.com/warenghem/"">Facebook</a>",,,,
166,2022,Eau de Vie de Cidre de Moins de 4 Ans,Les Vergers de Kermao,Les Vergers de Kermao,Finistère,🥈 Argent,1587,Active,"<a href=""https://www.cidre-bretagne.com/"">Website</a>",,"<a href=""https://www.instagram.com/kermao.cidre/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11761800243914556755"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2184442-d8603735"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-kermao/240565"">Untappd</a>"
167,2022,Eau de Vie de Cidre de Plus de 4 Ans,Les Vergers de Kermao,Les Vergers de Kermao,Finistère,🥇 Or,1587,Active,"<a href=""https://www.cidre-bretagne.com/"">Website</a>",,"<a href=""https://www.instagram.com/kermao.cidre/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11761800243914556755"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2184442-d8603735"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-kermao/240565"">Untappd</a>"
168,2022,Eau de Vie de Cidre de Plus de 4 Ans,Cidrerie de Menez-Brug,Distillerie de Menez Brug,Finistère,🥈 Argent,1931,Active,"<a href=""https://www.cidrerie-de-menez-brug.com/"">Website</a>","<a href=""https://www.facebook.com/cidreriemenezbrug.fr/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=10640223041696316686"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g666452-d15052081"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-de-menez-brug/150603"">Untappd</a>"
169,2023,Cidre AOP Cornouaille,Cidrerie de Rozavern,Cidrerie de Rozavern,Finistère,🥇 Or,1591,Active,"<a href=""https://www.rozavern.fr/"">Website</a>","<a href=""https://www.facebook.com/cidreriederozavern"">Facebook</a>","<a href=""https://www.instagram.com/cidrerierozavern"">Instagram</a>","<a href=""https://maps.google.com/?cid=2631934440861688338"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1842069-d6157429"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-de-rozavern/357316"">Untappd</a>"
170,2023,Cidre AOP Cornouaille,Cidrerie Melenig,Cidrerie de Melenig,Finistère,🥈 Argent,1590,Active,,,"<a href=""https://www.instagram.com/cidremelenig/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10374518201153439760"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g6922089-d7330818"">TripAdvisor</a>","<a href=""https://untappd.com/CidrerieMelenig"">Untappd</a>"
171,2023,Cidre Fermier Extra-Brut,Cidrerie du Pays d'Auray,Cidrerie du Pays d’Auray,Morbihan,🥇 Or,2543,Active,,,"<a href=""https://www.instagram.com/cidre.maho/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9205038680508918633"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-pays-d-auray-frana-ois-maho/423523"">Untappd</a>"
172,2023,Cidre Fermier Extra-Brut,Cidrerie Paul Coïc,Cidrerie Paul Coïc,Finistère,🥇 Or,1588,Active,"<a href=""https://www.cidrerie-coic.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100053642774962"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16824628257896189916"">Google</a>",,"<a href=""https://untappd.com/w/paul-coa-c/137165"">Untappd</a>"
173,2023,Cidre Fermier Extra-Brut,Les Vergers de Trévignon,Les Vergers de Trévignon,Finistère,🥈 Argent,2727,Active,,"<a href=""https://www.facebook.com/profile.php?id=100054464589602"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=1053700222499122570"">Google</a>",,"<a href=""https://untappd.com/w/les-vergers-de-trevignon/433782"">Untappd</a>"
174,2023,Cidre Fermier Extra-Brut,Cidrerie Château Lézergué,Cidrerie Château de Lézergué,Finistère,🥈 Argent,1487,Active,"<a href=""https://www.chateau-lezergue.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066917829363"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_chateaudelezergue/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8273125568764221419"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246"">Untappd</a>"
