ID,Year,Category,Award,Medalist,Medalist_Original,Entry,Points,Country,WID,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
298,2023,Flavoured Ciders,🥈 Silver,Kvestad Sideri,Kvestad Sideri,Jubileum,82.8,Norway,2545,"<a href=""https://www.kvestadsideri.no/"">Website</a>","<a href=""https://www.facebook.com/kvestadsideri/"">Facebook</a>","<a href=""https://www.instagram.com/kvestadsideri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16077910184660188927"">Google</a>",,,"<a href=""https://untappd.com/w/kvestad-sideri/457055"">Untappd</a>"
299,2023,Flavoured Ciders,🥈 Silver,Balti Sodai,Balti Sodai,"Alantos Apyniuotas, ""Sidro Sodai""",81.5,Lithuania,X,,,,,,,
300,2023,Flavoured Ciders,🥈 Silver,Floribunda,Floribunda,Quitten Cider alla Cotogna 2020,81.1,Italy,2029,"<a href=""https://www.floribunda.it/"">Website</a>",,"<a href=""https://www.instagram.com/floribundacider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14548393953505771229"">Google</a>",,,"<a href=""https://untappd.com/w/floribunda/333615"">Untappd</a>"
301,2023,Flavoured Ciders,🥈 Silver,Lauskis,Lauskis,Quince Cider,80.9,Latvia,2799,"<a href=""http://www.lauskissidrs.lv/"">Website</a>","<a href=""https://www.facebook.com/vinadaritavalauskis"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=12945376031877773481"">Google</a>",,,"<a href=""https://untappd.com/w/vina-daritava-lauskis/463428"">Untappd</a>"
302,2023,Flavoured Ciders,🥈 Silver,Abavas,Abavas,"Abavas ""Hopped cider"" Semi-Dry Applecider",80.1,Latvia,2363,"<a href=""https://www.abavas.lv/"">Website</a>","<a href=""https://www.facebook.com/abavas.vinadaritava/"">Facebook</a>","<a href=""https://www.instagram.com/abavas_vini/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11387034393378720853"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608944-d23945082"">TripAdvisor</a>","<a href=""https://untappd.com/w/sia-abavas-da-rzi/153183"">Untappd</a>"
303,2023,Flavoured Ciders,🥈 Silver,Petritegi,Petritegi,Sagar Krash Limoi,79.6,Spain,1171,"<a href=""https://www.petritegi.com/"">Website</a>","<a href=""https://www.facebook.com/Petritegi/"">Facebook</a>","<a href=""https://www.instagram.com/petritegi"">Instagram</a>","<a href=""https://maps.google.com/?cid=16425101977693923721"">Google</a>","<a href=""https://www.yelp.com/biz/petritegi-astigarraga"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/51639"">Untappd</a>"
304,2023,Flavoured Ciders,🥉 Bronze,Turkalnes Muižā,Turkalnes Muižā,Ābolu-Cidoniju Sidrs,79.1,Latvia,2365,"<a href=""https://www.turkalnesmuiza.lv/"">Website</a>","<a href=""https://www.facebook.com/TurkalnesMuiza/"">Facebook</a>","<a href=""https://www.instagram.com/turkalnesmuiza/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14148682490481690589"">Google</a>",,,"<a href=""https://untappd.com/w/turkalnes-muiza/428003"">Untappd</a>"
305,2023,Flavoured Ciders,🥉 Bronze,Brinkhall Sparkling,Brinkhall Sparkling,Alma Rosé,79,Finland,1917,"<a href=""https://bsp.fi/"">Website</a>","<a href=""https://www.facebook.com/brinkhalls"">Facebook</a>","<a href=""https://www.instagram.com/brinkhallsparkling/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10856204128601037922"">Google</a>",,,"<a href=""https://untappd.com/BrinkhallSparkling"">Untappd</a>"
306,2023,Flavoured Ciders,🥉 Bronze,Het Hamerstuk,Het Hamerstuk,Hamerstuk Appel-Peer-Mispel,78.7,Netherlands,2723,"<a href=""https://hethamerstuk.nl/"">Website</a>","<a href=""https://www.facebook.com/HetHamerstuk/"">Facebook</a>","<a href=""https://www.instagram.com/hethamerstuk"">Instagram</a>","<a href=""https://maps.google.com/?cid=11584128023568770529"">Google</a>",,,"<a href=""https://untappd.com/Hamerstuk"">Untappd</a>"
307,2023,Flavoured Ciders,🥉 Bronze,Lokinės Dvaras,Lokinės Dvaras,Sidras iš Lokinės dvaro. Bajorienės,77.8,Lithuania,3019,,"<a href=""https://www.facebook.com/profile.php?id=100069905435999"">Facebook</a>","<a href=""https://www.instagram.com/lokinesdvaras/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17585922794659656889"">Google</a>",,,
308,2023,Flavoured Ciders,🥉 Bronze,Apal Sideri,Apal Sideri,Svaggen,77.3,Norway,3002,"<a href=""https://apalsideri.no/"">Website</a>","<a href=""https://www.facebook.com/apalsideri"">Facebook</a>","<a href=""https://www.instagram.com/apal_sideri"">Instagram</a>","<a href=""https://maps.google.com/?cid=5061308997335336207"">Google</a>",,,"<a href=""https://untappd.com/w/apal-sideri/466579"">Untappd</a>"
309,2023,Flavoured Ciders,🥉 Bronze,Lauskis,Lauskis,Chokeberry Cider,77.1,Latvia,2799,"<a href=""http://www.lauskissidrs.lv/"">Website</a>","<a href=""https://www.facebook.com/vinadaritavalauskis"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=12945376031877773481"">Google</a>",,,"<a href=""https://untappd.com/w/vina-daritava-lauskis/463428"">Untappd</a>"
310,2023,Flavoured Ciders,🥉 Bronze,Nerijus Kaučikas,Nerijus Kaučikas,Grassroots,76.4,Lithuania,X,,,,,,,
311,2023,Flavoured Ciders,🥉 Bronze,Zilver,Zilver,Apiņu Sidrs,76.1,Latvia,3038,"<a href=""https://zilver.lv/"">Website</a>","<a href=""https://www.facebook.com/Zilver.lv/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=11431791076365254264"">Google</a>",,,"<a href=""https://untappd.com/w/zilver-dzerienu-daritava/479974"">Untappd</a>"
312,2023,Flavoured Ciders,🥉 Bronze,OmCider,OmCider,Odel,75.8,Norway,2753,"<a href=""https://omcider.no/"">Website</a>","<a href=""https://www.facebook.com/OmCiderAS/"">Facebook</a>","<a href=""https://www.instagram.com/omcideras/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1800091822223931241"">Google</a>",,,"<a href=""https://untappd.com/w/omcider/492586"">Untappd</a>"
313,2023,Flavoured Ciders,🥉 Bronze,Der Kleine Cidre Betrieb,Der Kleine Cidre Betrieb,Diestedder Berg,75.7,Germany,2979,"<a href=""https://www.cidre-betrieb.de/"">Website</a>",,"<a href=""https://www.instagram.com/der.kleine.cidre.betrieb/"">Instagram</a>",,,,
314,2023,Flavoured Ciders,🥉 Bronze,Tālava,Tālava,Tālava Apple Cider with Hops,75,Latvia,2142,"<a href=""https://www.talava.lv/"">Website</a>","<a href=""https://www.facebook.com/talavassidrs"">Facebook</a>","<a href=""https://www.instagram.com/talavas_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16414834196985036378"">Google</a>",,,"<a href=""https://untappd.com/TalavasSidrs"">Untappd</a>"
315,2023,Flavoured Ciders,🥉 Bronze,Vestavin,Vestavin,Eplehagen,74.1,Norway,3166,"<a href=""https://www.vestavin.no/"">Website</a>","<a href=""https://www.facebook.com/vestavin"">Facebook</a>","<a href=""https://www.instagram.com/vestavinen/"">Instagram</a>",,,,
316,2023,Flavoured Ciders,🥉 Bronze,Sajder Insajder,Sajder Insajder,Insajder,73.4,Serbia,3039,"<a href=""https://www.sajderinsajder.com/"">Website</a>","<a href=""https://www.facebook.com/sajderinsajder"">Facebook</a>","<a href=""https://www.instagram.com/sajderinsajder/"">Instagram</a>",,,,
317,2023,Flavoured Ciders,🥉 Bronze,Lien Gård,Lien Gård,Livlig Eplesider Eple & Rabarbra 2021,73.1,Norway,3017,"<a href=""https://www.liengard-telemark.no/"">Website</a>","<a href=""https://www.facebook.com/lien3812Akkerhaugen/"">Facebook</a>","<a href=""https://www.instagram.com/lien_gard_telemark"">Instagram</a>","<a href=""https://maps.google.com/?cid=9873512223911132771"">Google</a>",,,"<a href=""https://untappd.com/LienGrd"">Untappd</a>"
318,2023,Flavoured Ciders,🥉 Bronze,Ottercider,Ottercider,Roos - Ottercider,72.7,Belgium,2749,"<a href=""https://www.ottercider.be/"">Website</a>","<a href=""https://www.facebook.com/Ottercider"">Facebook</a>","<a href=""https://www.instagram.com/ottercider"">Instagram</a>",,,,"<a href=""https://untappd.com/Ottercider"">Untappd</a>"
319,2023,Flavoured Ciders,🥉 Bronze,Mūrbūdu,Mūrbūdu,Aronia Cider,71.5,Latvia,2167,"<a href=""https://www.nenormalssidrs.lv/"">Website</a>","<a href=""https://www.facebook.com/murbudu/"">Facebook</a>","<a href=""https://www.instagram.com/murbudu_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15847061061259139900"">Google</a>",,,"<a href=""https://untappd.com/MurbuduSidraDaritava"">Untappd</a>"
320,2023,Flavoured Ciders,🥉 Bronze,Lepaan Viinitila,Lepaan Viinitila,Born to be Mild 2022,70.8,Finland,3009,"<a href=""https://hami.fi/lepaan-viinitila/"">Website</a>","<a href=""https://www.facebook.com/lepaanviinitila"">Facebook</a>","<a href=""https://www.instagram.com/lepaan_viinitila/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7138449627274189739"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g798740-d12031727"">TripAdvisor</a>","<a href=""https://untappd.com/w/lepaan-viinitila/79175"">Untappd</a>"
321,2023,Sidra Natural,🏆 Winner,Zapiain,Zapiain,Joanes de Zapiain 2022,94.3,Spain,1172,"<a href=""https://zapiain.eus/"">Website</a>","<a href=""https://www.facebook.com/zapiainsagardoa"">Facebook</a>","<a href=""https://www.instagram.com/zapiainsagardoa/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16982677267877188990"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229"">TripAdvisor</a>","<a href=""https://untappd.com/ZapiainSagardoa"">Untappd</a>"
322,2023,Sidra Natural,🥇 Gold,Isastegi,Isastegi,Sidra Natural Isastegi D.O. Premium,91.2,Spain,1546,"<a href=""https://www.isastegi.com/"">Website</a>","<a href=""https://www.facebook.com/isastegi.sagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/isastegi/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3927960308349571227"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064362-d5772954"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6054"">Untappd</a>"
323,2023,Sidra Natural,🥇 Gold,The Drunken Pharmacist,The Drunken Pharmacist,Sidra Natural,90.1,Portugal,2492,,"<a href=""https://www.facebook.com/profile.php?id=100093795090507"">Facebook</a>","<a href=""https://www.instagram.com/thedrunkenpharmacist_/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/the-drunken-pharmacist/543354"">Untappd</a>"
324,2023,Sidra Natural,🥈 Silver,Petritegi,Petritegi,Petritegi Premium,85.8,Spain,1171,"<a href=""https://www.petritegi.com/"">Website</a>","<a href=""https://www.facebook.com/Petritegi/"">Facebook</a>","<a href=""https://www.instagram.com/petritegi"">Instagram</a>","<a href=""https://maps.google.com/?cid=16425101977693923721"">Google</a>","<a href=""https://www.yelp.com/biz/petritegi-astigarraga"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/51639"">Untappd</a>"
325,2023,Sidra Natural,🥈 Silver,R. Zabala,R. Zabala,R80 Sagardoa / Sidra Natural,82.8,Spain,1424,"<a href=""https://www.rzabala.com/"">Website</a>","<a href=""https://www.facebook.com/zabalasagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/zabalasagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5479255229461192336"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g2578771-d9821714"">TripAdvisor</a>","<a href=""https://untappd.com/w/r-zabala/186717"">Untappd</a>"
326,2023,Sidra Natural,🥈 Silver,Köpings Musteri,Köpings Musteri,Agda Marianne,82.6,Sweden,3014,"<a href=""https://kopingsmusteri.se/"">Website</a>","<a href=""https://www.facebook.com/kopingsmusteri"">Facebook</a>","<a href=""https://www.instagram.com/kopingsmusteri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5623943899960625759"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g679646-d12595815"">TripAdvisor</a>","<a href=""https://untappd.com/KopingsMusteri"">Untappd</a>"
327,2023,Sidra Natural,🥈 Silver,Cydr Dwaj Bracia,Cydr Dwaj Bracia,Alwa Naturalna,80.5,Poland,3006,"<a href=""https://dwajbracia.pl/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100094619362211"">Facebook</a>","<a href=""https://www.instagram.com/cydr_dwaj_bracia"">Instagram</a>",,,,"<a href=""https://untappd.com/w/cydr-dwaj-bracia/551234"">Untappd</a>"
328,2023,Sidra Natural,🥉 Bronze,Hardanger Saft og Siderfabrikk,Hardanger Saft og Siderfabrikk,Hardanger Dronning,78.7,Norway,3010,"<a href=""https://hardangersider.no/"">Website</a>","<a href=""https://www.facebook.com/HardangerSaftogSiderfabrikk/"">Facebook</a>","<a href=""https://www.instagram.com/hardangersaftogsiderfabrikk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12869878933054305699"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g7159542-d4893441"">TripAdvisor</a>","<a href=""https://untappd.com/w/hardanger-saft-og-siderfabrikk/42913"">Untappd</a>"
329,2023,Sidra Natural,🥉 Bronze,Cydr Radosny,Cydr Radosny,Kamieniaki Sur Lie 2022,78.5,Poland,2728,,"<a href=""https://www.facebook.com/profile.php?id=100051369316323"">Facebook</a>","<a href=""https://www.instagram.com/cydr_radosny/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7526262440248480679"">Google</a>",,,"<a href=""https://untappd.com/w/cydr-radosny/509782"">Untappd</a>"
330,2023,Sidra Natural,🥉 Bronze,Juozas & Dange,Juozas & Dange,Smilga Cider,71.5,Lithuania,X,,,,,,,
331,2023,Sidra Natural,🥉 Bronze,Sidra Salvaje,Sidra Salvaje,Sidra Natural Salvaje,69.9,Spain,2997,"<a href=""https://sidrasalvaje.com/"">Website</a>","<a href=""https://www.facebook.com/sidrasalvaje/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16983679432504402503"">Google</a>",,,"<a href=""https://untappd.com/w/bodega-don-pedro-leivas/547811"">Untappd</a>"
332,2023,Sparkling,🏆 Winner,Abavas,Abavas,Abavas Secret Garden Dry Pet-Nat,91.1,Latvia,2363,"<a href=""https://www.abavas.lv/"">Website</a>","<a href=""https://www.facebook.com/abavas.vinadaritava/"">Facebook</a>","<a href=""https://www.instagram.com/abavas_vini/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11387034393378720853"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608944-d23945082"">TripAdvisor</a>","<a href=""https://untappd.com/w/sia-abavas-da-rzi/153183"">Untappd</a>"
333,2023,Sparkling,🏆 Winner,Jaanihanso,Jaanihanso,Jaanihanso Sec Methode Traditionnelle,91.1,Estonia,1927,"<a href=""http://www.jaanihanso.ee/"">Website</a>","<a href=""https://www.facebook.com/Jaanihanso"">Facebook</a>","<a href=""https://www.instagram.com/jaanihanso/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7606641832512391290"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g274956-d12851482"">TripAdvisor</a>","<a href=""https://untappd.com/Jaanihanso"">Untappd</a>"
334,2023,Sparkling,🥇 Gold,Paladeus,Paladeus,Red Rose Cider,90.9,Italy,3024,"<a href=""http://www.paladeus.it/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100067062071715"">Facebook</a>","<a href=""https://www.instagram.com/paladeus_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8605615739361573597"">Google</a>",,,"<a href=""https://untappd.com/w/paladeus/538622"">Untappd</a>"
335,2023,Sparkling,🥇 Gold,Jaanihanso,Jaanihanso,Jaanihanso Doux Methode Traditionnelle,90.7,Estonia,1927,"<a href=""http://www.jaanihanso.ee/"">Website</a>","<a href=""https://www.facebook.com/Jaanihanso"">Facebook</a>","<a href=""https://www.instagram.com/jaanihanso/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7606641832512391290"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g274956-d12851482"">TripAdvisor</a>","<a href=""https://untappd.com/Jaanihanso"">Untappd</a>"
336,2023,Sparkling,🥈 Silver,Maison Gamet,Maison Gamet,Cidre 2021,87.3,France,3020,"<a href=""https://www.champagne-gamet.com/"">Website</a>","<a href=""https://www.facebook.com/champagnegamet/"">Facebook</a>","<a href=""https://www.instagram.com/maisongamet/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2134767644830018935"">Google</a>",,,"<a href=""https://untappd.com/w/maison-gamet/535474"">Untappd</a>"
337,2023,Sparkling,🥈 Silver,Lepaan Viinitila,Lepaan Viinitila,Kolli 2020,84.6,Finland,3009,"<a href=""https://hami.fi/lepaan-viinitila/"">Website</a>","<a href=""https://www.facebook.com/lepaanviinitila"">Facebook</a>","<a href=""https://www.instagram.com/lepaan_viinitila/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7138449627274189739"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g798740-d12031727"">TripAdvisor</a>","<a href=""https://untappd.com/w/lepaan-viinitila/79175"">Untappd</a>"
338,2023,Sparkling,🥈 Silver,Andersen Winery,Andersen Winery,Sigrid Æble Brut,84.5,Denmark,3001,"<a href=""https://andersenwinery.dk/"">Website</a>","<a href=""https://www.facebook.com/andersenwinery"">Facebook</a>","<a href=""https://www.instagram.com/andersenwinery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1091487036715359602"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1699896-d20578301"">TripAdvisor</a>","<a href=""https://untappd.com/w/andersen-winery/508619"">Untappd</a>"
339,2023,Sparkling,🥈 Silver,Domaine des 5 Autels,Domaine des 5 Autels,Cuvée Claude,83.7,France,2591,"<a href=""https://cinqautels.com/"">Website</a>","<a href=""https://www.facebook.com/5Autels/"">Facebook</a>","<a href=""https://www.instagram.com/5autels/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1561300018564057036"">Google</a>",,"<a href=""https://www.tripadvisor.com/Hotel_Review-g1385431-d1308959"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-cinqs-autels/519014"">Untappd</a>"
340,2023,Sparkling,🥈 Silver,Bugarden,Bugarden,Merak,83,Norway,3004,"<a href=""https://www.bugarden.no/"">Website</a>",,,,,,"<a href=""https://untappd.com/w/bugarden/556870"">Untappd</a>"
341,2023,Sparkling,🥈 Silver,Harding Økologiske Sideri,Harding Økologiske Sideri,Harding Uten Filter,83,Norway,1415,"<a href=""https://www.hardingsideri.no/"">Website</a>","<a href=""https://www.facebook.com/HardingSideri"">Facebook</a>","<a href=""https://www.instagram.com/hardingsideri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12919577292319496906"">Google</a>",,,"<a href=""https://untappd.com/HardingSideri"">Untappd</a>"
342,2023,Sparkling,🥈 Silver,Sidra Alfa,Sidra Alfa,Espumante de Sidra Alfa,82.7,Portugal,2756,"<a href=""https://sidraalfa.pt/"">Website</a>","<a href=""https://www.facebook.com/Sidralfa1/"">Facebook</a>","<a href=""https://www.instagram.com/sidra_alfa/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/sidra-alfa/545661"">Untappd</a>"
343,2023,Sparkling,🥈 Silver,Buhre & Reuter,Buhre & Reuter,The Blind Goose,82.5,Sweden,X,,,,,,,
344,2023,Sparkling,🥈 Silver,Ølmheim Siderhage,Ølmheim Siderhage,Ølmheim Siderhage 5 md,82,Norway,3023,"<a href=""https://www.siderhagen.no/"">Website</a>","<a href=""https://www.facebook.com/siderhagen/"">Facebook</a>","<a href=""https://www.instagram.com/siderhagen/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5325970145779419536"">Google</a>",,,"<a href=""https://untappd.com/w/olmheim-siderhage/550760"">Untappd</a>"
345,2023,Sparkling,🥈 Silver,Rudenstams Bär & Frukt,Rudenstams Bär & Frukt,Rudu Cider (22-15),81.7,Sweden,2995,"<a href=""https://rudenstam.se/"">Website</a>","<a href=""https://www.facebook.com/rudenstamsgardsbutik"">Facebook</a>","<a href=""https://www.instagram.com/rudenstams/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9422723088440708292"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g226899-d4590738"">TripAdvisor</a>","<a href=""https://untappd.com/w/rudenstams-bar-frukt/105066"">Untappd</a>"
346,2023,Sparkling,🥈 Silver,Cydr Chyliczki,Cydr Chyliczki,Premium 2022,81.7,Poland,2703,"<a href=""https://cydrchyliczki.pl/"">Website</a>","<a href=""https://www.facebook.com/cydrchyliczki/"">Facebook</a>","<a href=""https://www.instagram.com/cydrchyliczki/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/cydr-chyliczki/271740"">Untappd</a>"
347,2023,Sparkling,🥈 Silver,Domaine des 5 Autels,Domaine des 5 Autels,Cuvée Jean-René,81.5,France,2591,"<a href=""https://cinqautels.com/"">Website</a>","<a href=""https://www.facebook.com/5Autels/"">Facebook</a>","<a href=""https://www.instagram.com/5autels/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1561300018564057036"">Google</a>",,"<a href=""https://www.tripadvisor.com/Hotel_Review-g1385431-d1308959"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-cinqs-autels/519014"">Untappd</a>"
348,2023,Sparkling,🥈 Silver,Bugarden,Bugarden,Minerva,80.7,Norway,3004,"<a href=""https://www.bugarden.no/"">Website</a>",,,,,,"<a href=""https://untappd.com/w/bugarden/556870"">Untappd</a>"
349,2023,Sparkling,🥈 Silver,Abuls,Abuls,Kerr,80.5,Latvia,2361,"<a href=""https://www.abuls.lv/"">Website</a>","<a href=""https://www.facebook.com/sidrsAbuls/"">Facebook</a>","<a href=""https://www.instagram.com/abuls_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12371654123090416644"">Google</a>",,,"<a href=""https://untappd.com/Abuls"">Untappd</a>"
350,2023,Sparkling,🥈 Silver,Abavas,Abavas,Abavas Nordic Brut,80.1,Latvia,2363,"<a href=""https://www.abavas.lv/"">Website</a>","<a href=""https://www.facebook.com/abavas.vinadaritava/"">Facebook</a>","<a href=""https://www.instagram.com/abavas_vini/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11387034393378720853"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608944-d23945082"">TripAdvisor</a>","<a href=""https://untappd.com/w/sia-abavas-da-rzi/153183"">Untappd</a>"
351,2023,Sparkling,🥈 Silver,Brinkhall Sparkling,Brinkhall Sparkling,Prestige Brut,79.8,Finland,1917,"<a href=""https://bsp.fi/"">Website</a>","<a href=""https://www.facebook.com/brinkhalls"">Facebook</a>","<a href=""https://www.instagram.com/brinkhallsparkling/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10856204128601037922"">Google</a>",,,"<a href=""https://untappd.com/BrinkhallSparkling"">Untappd</a>"
352,2023,Sparkling,🥉 Bronze,Cydrownia Zywer,Cydrownia Zywer,Croncels 2022,76.7,Poland,2484,"<a href=""https://zywer.pl/"">Website</a>","<a href=""https://www.facebook.com/CydrowniaZywer"">Facebook</a>","<a href=""https://www.instagram.com/cydrowniazywer/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10041242298570436703"">Google</a>",,,"<a href=""https://untappd.com/cydrowniazywer"">Untappd</a>"
353,2023,Sparkling,🥉 Bronze,Lingebakken,Lingebakken,Polisång,76.7,Norway,3018,"<a href=""https://www.lingebakken.no/"">Website</a>","<a href=""https://www.facebook.com/Lingebakkenfrukt/"">Facebook</a>","<a href=""https://www.instagram.com/lingebakken"">Instagram</a>","<a href=""https://maps.google.com/?cid=10220638985890464265"">Google</a>",,,"<a href=""https://untappd.com/w/lingebakken/519896"">Untappd</a>"
354,2023,Sparkling,🥉 Bronze,Appleblood Cider,Appleblood Cider,Sidera Brut 2020,76.3,Italy,3028,"<a href=""https://applebloodcider.com/"">Website</a>","<a href=""https://www.facebook.com/applebloodcider"">Facebook</a>","<a href=""https://www.instagram.com/applebloodcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14977227174949746380"">Google</a>",,,"<a href=""https://untappd.com/w/apple-blood-cider/474058"">Untappd</a>"
355,2023,Ice Cider,🏆 Winner,Zapiain,Zapiain,Bizi Goxo 2017,94.9,Spain,1172,"<a href=""https://zapiain.eus/"">Website</a>","<a href=""https://www.facebook.com/zapiainsagardoa"">Facebook</a>","<a href=""https://www.instagram.com/zapiainsagardoa/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16982677267877188990"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229"">TripAdvisor</a>","<a href=""https://untappd.com/ZapiainSagardoa"">Untappd</a>"
356,2023,Ice Cider,🏆 Winner,Lepola Drinks,Lepola Drinks,Lepola Vega Ice Cider,94.8,Finland,3015,"<a href=""https://lepoladrinks.fi/"">Website</a>","<a href=""https://www.facebook.com/lepoladrinks/"">Facebook</a>","<a href=""https://www.instagram.com/lepola_drinks/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10912023971262858580"">Google</a>",,,"<a href=""https://untappd.com/w/lepola/401095"">Untappd</a>"
357,2023,Ice Cider,🥇 Gold,Klövsjö Gårdsbryggeri,Klövsjö Gårdsbryggeri,Fågelvik Iscider,94.7,Sweden,3013,"<a href=""https://www.kgb-bryggeri.se/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=2229089414135910638"">Google</a>",,,"<a href=""https://untappd.com/w/kl-vsj-g-rdsbryggeri/20072"">Untappd</a>"
358,2023,Ice Cider,🥇 Gold,Bute Cider,Bute Cider,Bute Mousserande Ice Cider,94.6,Sweden,3005,"<a href=""http://www.butecider.se/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100063642933369"">Facebook</a>","<a href=""https://www.instagram.com/butecider"">Instagram</a>",,,,"<a href=""https://untappd.com/w/bute-cider/514579"">Untappd</a>"
359,2023,Ice Cider,🥇 Gold,Tori Siidritalu,Tori Siidritalu,"Tori ""Jää"" Ice-cider",91.9,Estonia,3036,"<a href=""https://siidritalu.ee/"">Website</a>","<a href=""https://www.facebook.com/Torisiidritalu"">Facebook</a>","<a href=""https://www.instagram.com/tori_siidritalu/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12573071235401057897"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g3296605-d9835124"">TripAdvisor</a>","<a href=""https://untappd.com/w/tori-joesuu-siidri-ja-veinitalu/256691"">Untappd</a>"
360,2023,Ice Cider,🥇 Gold,Hardangerbonden,Hardangerbonden,Issider Aroma og Summerred,91.9,Norway,3011,"<a href=""https://www.hardangerbonden.no/"">Website</a>","<a href=""https://www.facebook.com/Hardangerbonden/"">Facebook</a>","<a href=""https://www.instagram.com/hardangerbonden/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13224629755021668502"">Google</a>",,,"<a href=""https://untappd.com/w/hardangerbonden/496030"">Untappd</a>"
