ID,Year,Style,Medal,Producer,Product,Points,Region,WID,Type,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2,2017,Natural Basque Cider,🥇 Gold,Zapiain,Zapiain sagardoa (Lote 1),45,Basque Country,1172,Cider,Active,"<a href=""https://zapiain.eus/"">Website</a>","<a href=""https://www.facebook.com/zapiainsagardoa"">Facebook</a>","<a href=""https://www.instagram.com/zapiainsagardoa/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16982677267877188990"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229"">TripAdvisor</a>","<a href=""https://untappd.com/ZapiainSagardoa"">Untappd</a>"
3,2017,Natural Basque Cider,🥇 Gold,Sarasola Sagardotegia,Sarasola sagardoa,45,Basque Country,3626,Cider,Active,"<a href=""https://sidreriasarasola.com/"">Website</a>","<a href=""https://www.facebook.com/sidreriasarasolaasteasu/"">Facebook</a>","<a href=""https://www.instagram.com/sarasola_asteasu/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4818366078847267027"">Google</a>",,,"<a href=""https://untappd.com/w/sidreria-sarasola/98718"">Untappd</a>"
4,2017,Natural Basque Cider,🥈 Silver,Begiristain Sagardotegia,Begiristain sagardoa (Lote 1),44,Basque Country,3621,Cider,Active,"<a href=""https://www.begiristainsagardotegia.com/\"">Website</a>",,"<a href=""https://www.instagram.com/begiristainsagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=726838247126869058"">Google</a>",,,"<a href=""https://untappd.com/w/begiristain-sagardotegia/286519"">Untappd</a>"
5,2017,Natural Basque Cider,🥈 Silver,Aburuza,Aburuza sagardoa (Lote 1),43,Basque Country,1614,Cider,Active,"<a href=""https://www.sidrasaburuza.net/"">Website</a>","<a href=""https://www.facebook.com/sidrasaburuza/"">Facebook</a>","<a href=""https://www.instagram.com/aburuza_sagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11790998531102067428"">Google</a>","<a href=""https://www.yelp.com/biz/sidreria-aburuza-caserio-olatza-aduna"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g2578771-d7715076"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-aburuza/194775"">Untappd</a>"
6,2017,Natural Basque Cider,🥈 Silver,Izeta,Izeta sagardoa,40,Basque Country,1615,Cider,Active,"<a href=""https://www.izeta.es/"">Website</a>","<a href=""https://www.facebook.com/IzetaSagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/izetasagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5193661031886461877"">Google</a>","<a href=""https://www.yelp.com/map/izeta-sidreria-aia"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g897148-d4022936"">TripAdvisor</a>","<a href=""https://untappd.com/w/izeta-goikoa/226558"">Untappd</a>"
7,2017,Natural Basque Cider,🥈 Silver,Zelaia,Zelaia sagardoa (Lote 1),40,Basque Country,1173,Cider,Active,"<a href=""https://zelaia.eus/"">Website</a>","<a href=""https://www.facebook.com/sidreriazelaia/"">Facebook</a>","<a href=""https://www.instagram.com/sidreriazelaia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3059185310841362913"">Google</a>","<a href=""https://www.yelp.com/biz/zelaia-hernani-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064188-d3572893"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-zelaia-sagardotegia/17632"">Untappd</a>"
8,2017,Natural Basque Cider,🥈 Silver,Zapiain,Zapiain sagardoa (Lote 2),40,Basque Country,1172,Cider,Active,"<a href=""https://zapiain.eus/"">Website</a>","<a href=""https://www.facebook.com/zapiainsagardoa"">Facebook</a>","<a href=""https://www.instagram.com/zapiainsagardoa/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16982677267877188990"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229"">TripAdvisor</a>","<a href=""https://untappd.com/ZapiainSagardoa"">Untappd</a>"
9,2017,Natural Basque Cider,🥈 Silver,Araeta,Sidra Manzana Araeta,39,Basque Country,1624,Cider,Active,"<a href=""https://araeta.com/"">Website</a>","<a href=""https://www.facebook.com/pages/Araeta-Restaurante/294806956757"">Facebook</a>","<a href=""https://www.instagram.com/sidreria_araeta/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16679682521656072832"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g187457-d2482068"">TripAdvisor</a>","<a href=""https://untappd.com/w/araeta-sagardotegia/372000"">Untappd</a>"
10,2017,Natural Basque Cider,🥈 Silver,R. Zabala,Zabala R80,39,Basque Country,1424,Cider,Active,"<a href=""https://www.rzabala.com/"">Website</a>","<a href=""https://www.facebook.com/zabalasagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/zabalasagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5479255229461192336"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g2578771-d9821714"">TripAdvisor</a>","<a href=""https://untappd.com/w/r-zabala/186717"">Untappd</a>"
11,2017,Natural Basque Cider,🥈 Silver,Zelaia,Zelaia sagardoa (Lote 2),38,Basque Country,1173,Cider,Active,"<a href=""https://zelaia.eus/"">Website</a>","<a href=""https://www.facebook.com/sidreriazelaia/"">Facebook</a>","<a href=""https://www.instagram.com/sidreriazelaia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3059185310841362913"">Google</a>","<a href=""https://www.yelp.com/biz/zelaia-hernani-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064188-d3572893"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-zelaia-sagardotegia/17632"">Untappd</a>"
12,2017,Natural Basque Cider,🥈 Silver,Isastegi,Isastegi sagardoa (Lote 1),38,Basque Country,1546,Cider,Active,"<a href=""https://www.isastegi.com/"">Website</a>","<a href=""https://www.facebook.com/isastegi.sagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/isastegi/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3927960308349571227"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064362-d5772954"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6054"">Untappd</a>"
13,2017,Natural Basque Cider,🥉 Bronze,Gurutzeta,Gurutzeta sagardoa,37,Basque Country,1170,Cider,Active,"<a href=""https://www.gurutzeta.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100063653015548"">Facebook</a>","<a href=""https://www.instagram.com/gurutzeta_sagar/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3267815348998464054"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3915865"">TripAdvisor</a>","<a href=""https://untappd.com/w/gurutzeta-sagardotegia/249476"">Untappd</a>"
14,2017,Natural Basque Cider,🥉 Bronze,Gaztañaga,Gaztañaga sagardoa,36,Basque Country,3238,Cider,Active,"<a href=""http://sidreriagaztanaga.com/"">Website</a>","<a href=""https://www.facebook.com/sidreriagaztanaga/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=7381182771810577212"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g4084952-d4080010"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-gaztanaga/232470"">Untappd</a>"
15,2017,Natural Basque Cider,🥉 Bronze,Bereziartua,Bereziartua sagardoa,36,Basque Country,1168,Cider,Active,"<a href=""http://www.bereziartuasagardoa.com/"">Website</a>","<a href=""https://www.facebook.com/Bereziartua"">Facebook</a>","<a href=""https://www.instagram.com/SBereziartua/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4287840169739792051"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d6740859"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/7553"">Untappd</a>"
16,2017,Natural Basque Cider,🥉 Bronze,Gartziategi,Gartziategi sagardoa (Lote 1),36,Basque Country,1169,Cider,Active,"<a href=""https://gartziategi.com/"">Website</a>","<a href=""https://www.facebook.com/gartziategi"">Facebook</a>","<a href=""https://www.instagram.com/gartziategi/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4734247712861040251"">Google</a>","<a href=""https://www.yelp.com/biz/gartziategi-donostia-san-sebastian"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g187457-d4258881"">TripAdvisor</a>","<a href=""https://untappd.com/w/gartziategi-braserria/123054"">Untappd</a>"
17,2017,Natural Basque Cider,🥉 Bronze,Alorrenea,Alorrenea sagardoa,35,Basque Country,1167,Cider,Active,"<a href=""https://alorrenea.com/"">Website</a>","<a href=""https://www.facebook.com/Alorrenea/"">Facebook</a>","<a href=""https://www.instagram.com/alorrenea/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7369065934381285009"">Google</a>","<a href=""https://www.yelp.com/biz/alorrenea-astigarraga"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3809108"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-alorrena/64396"">Untappd</a>"
18,2017,Natural Basque Cider,🥉 Bronze,Sidrería Irigoien Herrero,Irigoien Herrero sagardoa,35,Basque Country,2003,Cider,Active,"<a href=""https://www.sidreriairigoien.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=7008206708852121852"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d5489212"">TripAdvisor</a>","<a href=""https://untappd.com/w/sideria-irigoien-herrero/202851"">Untappd</a>"
19,2017,Natural Basque Cider,🥉 Bronze,Petritegi,Petritegi sagardoa,35,Basque Country,1171,Cider,Active,"<a href=""https://www.petritegi.com/"">Website</a>","<a href=""https://www.facebook.com/Petritegi/"">Facebook</a>","<a href=""https://www.instagram.com/petritegi"">Instagram</a>","<a href=""https://maps.google.com/?cid=16425101977693923721"">Google</a>","<a href=""https://www.yelp.com/biz/petritegi-astigarraga"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/51639"">Untappd</a>"
20,2017,Natural Basque Cider,🥉 Bronze,Gartziategi,Gartziategi sagardoa (Lote 2),35,Basque Country,1169,Cider,Active,"<a href=""https://gartziategi.com/"">Website</a>","<a href=""https://www.facebook.com/gartziategi"">Facebook</a>","<a href=""https://www.instagram.com/gartziategi/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4734247712861040251"">Google</a>","<a href=""https://www.yelp.com/biz/gartziategi-donostia-san-sebastian"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g187457-d4258881"">TripAdvisor</a>","<a href=""https://untappd.com/w/gartziategi-braserria/123054"">Untappd</a>"
21,2017,Natural Basque Cider,🥉 Bronze,Rufino,Rufino sagardoa,35,Basque Country,2513,Cider,Active,"<a href=""https://www.rufinosagardotegia.com/"">Website</a>","<a href=""https://www.facebook.com/RufinoSagardotegia/"">Facebook</a>","<a href=""https://www.instagram.com/rufinosagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15885220870479223557"">Google</a>",,,"<a href=""https://untappd.com/w/rufino/379778"">Untappd</a>"
22,2017,Natural Basque Cider,🥉 Bronze,Isastegi,Isastegi sagardoa (Lote 2),34,Basque Country,1546,Cider,Active,"<a href=""https://www.isastegi.com/"">Website</a>","<a href=""https://www.facebook.com/isastegi.sagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/isastegi/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3927960308349571227"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064362-d5772954"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6054"">Untappd</a>"
23,2017,Natural Basque Cider,🥉 Bronze,Altzueta,Altzueta sagardoa (Lote 1),32,Basque Country,1620,Cider,Active,"<a href=""https://www.altzuetasagardotegia.com/"">Website</a>","<a href=""https://www.facebook.com/altzuetasagardotegia/"">Facebook</a>","<a href=""https://www.instagram.com/altzueta/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15234921241388447200"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064188-d7251429"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-altzueta/71623"">Untappd</a>"
24,2017,Natural Basque Cider,🥉 Bronze,Altzueta,Altzueta sagardoa (Lote 2),31,Basque Country,1620,Cider,Active,"<a href=""https://www.altzuetasagardotegia.com/"">Website</a>","<a href=""https://www.facebook.com/altzuetasagardotegia/"">Facebook</a>","<a href=""https://www.instagram.com/altzueta/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15234921241388447200"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064188-d7251429"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-altzueta/71623"">Untappd</a>"
25,2017,Natural Basque Cider,🥉 Bronze,Begiristain Sagardotegia,Begiristain sagardoa (Lote 2),30,Basque Country,3621,Cider,Active,"<a href=""https://www.begiristainsagardotegia.com/\"">Website</a>",,"<a href=""https://www.instagram.com/begiristainsagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=726838247126869058"">Google</a>",,,"<a href=""https://untappd.com/w/begiristain-sagardotegia/286519"">Untappd</a>"
26,2017,Natural Basque Cider,🥉 Bronze,Oiharte,Oiharte sagardoa,30,Basque Country,1639,Cider,Active,"<a href=""https://oiharte.com/"">Website</a>","<a href=""https://www.facebook.com/CasaRuralSidreriaOiharte"">Facebook</a>","<a href=""https://www.instagram.com/oiharte/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7283611563965022999"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1235389-d2470675"">TripAdvisor</a>","<a href=""https://untappd.com/w/oiharte-sagardotegia/351344"">Untappd</a>"
27,2017,Traditional French Cider,🥇 Gold,Angry Orchard,The Muse,46,United States,87,Cider,Active,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>","<a href=""https://untappd.com/w/angry-orchard-cider-company/16455"">Untappd</a>"
28,2017,Traditional French Cider,🥇 Gold,Domaine Lesuffleur,La Folletière 2014,45,France,3339,Cider,Active,,,"<a href=""https://www.instagram.com/domainelesuffleur/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/domaine-lesuffleur/411142"">Untappd</a>"
29,2017,Traditional French Cider,🥈 Silver,Cidres Nicol,Cidre demi-sec fruite,42,France,1612,Cider,Active,"<a href=""https://www.cidres-nicol.bzh/"">Website</a>","<a href=""https://www.facebook.com/CidresNicol"">Facebook</a>","<a href=""https://www.instagram.com/la_cidrerie_nicol/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3722769551030161998"">Google</a>","<a href=""https://www.yelp.com/biz/cidrerie-nicol-surzur"">Yelp</a>",,"<a href=""https://untappd.com/CidrerieNICOL"">Untappd</a>"
30,2017,Traditional French Cider,🥈 Silver,Domaine Lesuffleur,Friardel,40,France,3339,Cider,Active,,,"<a href=""https://www.instagram.com/domainelesuffleur/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/domaine-lesuffleur/411142"">Untappd</a>"
31,2017,Traditional French Cider,🥈 Silver,Les Vergers de Kermao,Cidre AOP Cornouaille Vergers de Kermao,39,France,1587,Cider,Active,"<a href=""https://www.cidre-bretagne.com/"">Website</a>",,"<a href=""https://www.instagram.com/kermao.cidre/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11761800243914556755"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2184442-d8603735"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-kermao/240565"">Untappd</a>"
32,2017,Traditional French Cider,🥉 Bronze,Cidrerie de Menez-Brug,Cidre AOP Cornouaille Menez Brug,37,France,1931,Cider,Active,"<a href=""https://www.cidrerie-de-menez-brug.com/"">Website</a>","<a href=""https://www.facebook.com/cidreriemenezbrug.fr/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=10640223041696316686"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g666452-d15052081"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-de-menez-brug/150603"">Untappd</a>"
33,2017,Traditional French Cider,🥉 Bronze,Cidres Nicol,Cidre Doux,37,France,1612,Cider,Active,"<a href=""https://www.cidres-nicol.bzh/"">Website</a>","<a href=""https://www.facebook.com/CidresNicol"">Facebook</a>","<a href=""https://www.instagram.com/la_cidrerie_nicol/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3722769551030161998"">Google</a>","<a href=""https://www.yelp.com/biz/cidrerie-nicol-surzur"">Yelp</a>",,"<a href=""https://untappd.com/CidrerieNICOL"">Untappd</a>"
34,2017,Traditional French Cider,🥉 Bronze,Distillerie du Gorvello,Cidre de Bretagne IGP Cuvée Tradition,35,France,1595,Spirits,Active,"<a href=""https://www.distilleriedugorvello.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069448008978"">Facebook</a>","<a href=""https://www.instagram.com/distilleriedugorvello.bzh/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13385362377425184430"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2184206-d10593781"">TripAdvisor</a>","<a href=""https://untappd.com/w/distillerie-du-gorvello/69203"">Untappd</a>"
35,2017,Traditional French Cider,🥉 Bronze,Manoir de Grandouet,Cidre Pays D’Auge Cuvee reserve,31,France,1376,Cider,Active,"<a href=""https://www.manoir-de-grandouet.fr/"">Website</a>","<a href=""https://www.facebook.com/grandval.fr/"">Facebook</a>","<a href=""https://www.instagram.com/manoirdegrandouet/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1664850146101306839"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g672825-d6994534"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/18942"">Untappd</a>"
36,2017,Ice Cider,🥇 Gold,Brännland Cider,Brännland Iscider Barrique 2015,46,Sweden,1456,Cider,Active,"<a href=""https://www.brannlandcider.se/"">Website</a>","<a href=""https://www.facebook.com/brannlandcider/"">Facebook</a>","<a href=""https://www.instagram.com/brannlandcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2299367906990041003"">Google</a>",,,"<a href=""https://untappd.com/brewery/83843"">Untappd</a>"
37,2017,Ice Cider,🥈 Silver,Sidra Cortina,Cortina Sidra de Hielo,44,Asturias,1472,Cider,Active,"<a href=""https://www.sidracortina.com/"">Website</a>","<a href=""https://www.facebook.com/sidracortina/"">Facebook</a>","<a href=""https://instagram.com/sidracortina"">Instagram</a>","<a href=""https://maps.google.com/?cid=14248814769091122504"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g19842666-d985244"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidra-cortina-coro/50162"">Untappd</a>"
38,2017,Ice Cider,🥈 Silver,Sidra El Gaitero,1898,42,Asturias,1314,Cider,Active,"<a href=""https://www.sidraelgaitero.com/"">Website</a>","<a href=""https://www.facebook.com/grupoelgaitero"">Facebook</a>","<a href=""https://www.instagram.com/grupoelgaitero/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15753532318992345137"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d3239389"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/4266"">Untappd</a>"
39,2017,Ice Cider,🥈 Silver,Cydr Jabłkowy,Cydr Jablkowy Lodowy Ice,41,Poland,3599,Cider,Inactive,,"<a href=""https://www.facebook.com/cydrjablkowy/"">Facebook</a>",,,,,"<a href=""https://untappd.com/w/krzysztof-winnicki/393819"">Untappd</a>"
40,2017,Ice Cider,🥈 Silver,Distillerie du Gorvello,Fleur de Cidre,38,France,1595,Spirits,Active,"<a href=""https://www.distilleriedugorvello.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069448008978"">Facebook</a>","<a href=""https://www.instagram.com/distilleriedugorvello.bzh/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13385362377425184430"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2184206-d10593781"">TripAdvisor</a>","<a href=""https://untappd.com/w/distillerie-du-gorvello/69203"">Untappd</a>"
41,2017,Ice Cider,🥈 Silver,Domaine Bordatto,Mokofin 2016,38,Basque Country,1139,Cider,Active,"<a href=""https://www.domainebordatto.com/"">Website</a>","<a href=""https://www.facebook.com/bordattovigneroncidrier/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=8144559227920719273"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1915349-d6851039"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/27886"">Untappd</a>"
42,2017,Ice Cider,🥉 Bronze,Zapiain,Bizi Gozo,36,Basque Country,1172,Cider,Active,"<a href=""https://zapiain.eus/"">Website</a>","<a href=""https://www.facebook.com/zapiainsagardoa"">Facebook</a>","<a href=""https://www.instagram.com/zapiainsagardoa/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16982677267877188990"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229"">TripAdvisor</a>","<a href=""https://untappd.com/ZapiainSagardoa"">Untappd</a>"
43,2017,Ice Cider,🥉 Bronze,Brännland Cider,Brännland Iscider 2016 33 Brix,33,Sweden,1456,Cider,Active,"<a href=""https://www.brannlandcider.se/"">Website</a>","<a href=""https://www.facebook.com/brannlandcider/"">Facebook</a>","<a href=""https://www.instagram.com/brannlandcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2299367906990041003"">Google</a>",,,"<a href=""https://untappd.com/brewery/83843"">Untappd</a>"
44,2017,Ice Cider,🥉 Bronze,Oiharte,Oiharte izotzezko sagardoa,31,Basque Country,1639,Cider,Active,"<a href=""https://oiharte.com/"">Website</a>","<a href=""https://www.facebook.com/CasaRuralSidreriaOiharte"">Facebook</a>","<a href=""https://www.instagram.com/oiharte/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7283611563965022999"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1235389-d2470675"">TripAdvisor</a>","<a href=""https://untappd.com/w/oiharte-sagardotegia/351344"">Untappd</a>"
45,2017,Natural Asturian Cider,🥈 Silver,Sidra Riestra,Sidra natural Riestra,43,Asturias,1673,Cider,Active,"<a href=""http://www.sidrariestra.com/"">Website</a>","<a href=""https://www.facebook.com/SidraRiestra"">Facebook</a>","<a href=""https://www.instagram.com/sidrariestra/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2253085342105400787"">Google</a>",,,"<a href=""https://untappd.com/w/riestra/70601"">Untappd</a>"
46,2017,Natural Asturian Cider,🥈 Silver,Sidra Piñera,Sidra Piñera,42,Asturias,1166,Cider,Active,"<a href=""https://www.sidrapinera.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapinera/"">Facebook</a>","<a href=""https://www.instagram.com/sidrapinera/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3226166040134745626"">Google</a>",,,
47,2017,Natural Asturian Cider,🥈 Silver,Sidra Menéndez,Sidra natural Val d’Ornon,42,Asturias,1165,Cider,Active,"<a href=""https://www.sidramenendez.com/"">Website</a>","<a href=""https://www.facebook.com/sidramenendez/"">Facebook</a>","<a href=""https://www.instagram.com/sidra_menendez/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17564685525851225222"">Google</a>",,,"<a href=""https://untappd.com/w/sidra-menendez/55771"">Untappd</a>"
48,2017,Natural Asturian Cider,🥈 Silver,Sidra Cabueñes,Sidra natural asturiana Cabueñes,42,Asturias,1485,Cider,Active,,"<a href=""https://www.facebook.com/sidracabuenies/"">Facebook</a>","<a href=""https://www.instagram.com/sidracabuenies/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5234296910772767246"">Google</a>",,,"<a href=""https://untappd.com/w/sidra-cabuenes/78883"">Untappd</a>"
49,2017,Natural Asturian Cider,🥈 Silver,Sidra Menéndez,Sidra natural Menendez,41,Asturias,1165,Cider,Active,"<a href=""https://www.sidramenendez.com/"">Website</a>","<a href=""https://www.facebook.com/sidramenendez/"">Facebook</a>","<a href=""https://www.instagram.com/sidra_menendez/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17564685525851225222"">Google</a>",,,"<a href=""https://untappd.com/w/sidra-menendez/55771"">Untappd</a>"
50,2017,Natural Asturian Cider,🥈 Silver,Sidra Piñera,Sidra Llosa Serantes,40,Asturias,1166,Cider,Active,"<a href=""https://www.sidrapinera.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapinera/"">Facebook</a>","<a href=""https://www.instagram.com/sidrapinera/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3226166040134745626"">Google</a>",,,
51,2017,Natural Asturian Cider,🥈 Silver,El Nocéu,"Astur Sidra Natural Ecolóxico ""El Nocéu""",40,Asturias,3629,Cider,Inactive,,,,"<a href=""https://maps.google.com/?cid=17559119845879466940"">Google</a>",,,
52,2017,Natural Asturian Cider,🥈 Silver,Sidra Mayador,Sidra Natural M. Busto,40,Asturias,1610,Cider,Active,"<a href=""http://www.mayador.com/"">Website</a>","<a href=""https://www.facebook.com/sidramayadorcider"">Facebook</a>","<a href=""https://www.instagram.com/sidramayador/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6886369759358960464"">Google</a>",,,"<a href=""https://untappd.com/SidraMayador"">Untappd</a>"
53,2017,Natural Asturian Cider,🥈 Silver,Sidra Fanjul,Sidra natural Fanjul ecológica,38,Asturias,1672,Cider,Active,"<a href=""https://www.sidrafanjul.com/"">Website</a>","<a href=""https://www.facebook.com/Sidra-Fanjul-216579291699190/"">Facebook</a>","<a href=""https://www.instagram.com/sidrafanjul/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10647391104326148313"">Google</a>",,,"<a href=""https://untappd.com/w/sidra-fanjul/57758"">Untappd</a>"
54,2017,Natural Asturian Cider,🥉 Bronze,Sidra Trabanco,Sidra Trabanco cosecha propia,37,Asturias,1674,Cider,Active,"<a href=""https://www.sidratrabanco.com/"">Website</a>","<a href=""https://www.facebook.com/sidratrabanco/"">Facebook</a>","<a href=""https://www.instagram.com/sidratrabanco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8706552013547802387"">Google</a>",,,"<a href=""https://untappd.com/brewery/6382"">Untappd</a>"
55,2017,Natural Asturian Cider,🥉 Bronze,Sidra Castañón,Sidra Castañon,35,Asturias,1473,Cider,Active,"<a href=""https://sidracastanon.com/"">Website</a>","<a href=""https://www.facebook.com/sidracastanon/"">Facebook</a>","<a href=""https://www.instagram.com/sidracastanon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3082307260151948865"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2186312-d12246874"">TripAdvisor</a>","<a href=""https://untappd.com/w/llagar-sidra-casta-n/81481"">Untappd</a>"
56,2017,Natural Asturian Cider,🥉 Bronze,Sidra Fanjul,Sidra natural Fanjul,32,Asturias,1672,Cider,Active,"<a href=""https://www.sidrafanjul.com/"">Website</a>","<a href=""https://www.facebook.com/Sidra-Fanjul-216579291699190/"">Facebook</a>","<a href=""https://www.instagram.com/sidrafanjul/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10647391104326148313"">Google</a>",,,"<a href=""https://untappd.com/w/sidra-fanjul/57758"">Untappd</a>"
