ID,Category,Medal,Entrant,Medalist,Entry,Entry,Points,Country,WID,Website,Facebook,Instagram,Google,TripAdvisor,Untappd,Latitude,Longitude
72,Premium Sparkling Cider,🥈 SILVER,BIZIO,Bizio,Zelaia,Zelaia,87.2,Basque Country,2751,https://bizio.eus/,,https://www.instagram.com/bizio.eus/,https://maps.google.com/?cid=10634023042683294263,,https://untappd.com/w/bizio/517614,43.1798316,-2.6608247
73,Premium Sparkling Cider,🥈 SILVER,PETRITEGI,Petritegi,Petritegi 1526 Reserva,Petritegi 1526 Reserva,87.2,Basque Country,1171,https://www.petritegi.com/,https://www.facebook.com/Petritegi/,https://www.instagram.com/petritegi,https://maps.google.com/?cid=16425101977693923721,https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030,https://untappd.com/brewery/51639,43.290406,-1.941229
74,Premium Sparkling Cider,🥈 SILVER,SIDRA RIESTRA,Sidra Riestra,Guzman Riestra,Guzman Riestra,86.7,Spain,1673,http://www.sidrariestra.com/,https://www.facebook.com/SidraRiestra,https://www.instagram.com/sidrariestra/,https://maps.google.com/?cid=2253085342105400787,,https://untappd.com/w/riestra/70601,43.416536,-5.580949
75,Premium Sparkling Cider,🥈 SILVER,MOOMA,Mooma,Sidra Ancestral Criança 75cl,Sidra Ancestral Criança 75cl,86.5,Spain,2752,https://mooma.cat/,https://www.facebook.com/sidreriamooma/,https://www.instagram.com/mooma/,https://maps.google.com/?cid=11350926811080988766,https://www.tripadvisor.com/Restaurant_Review-g3501872-d13815642,https://untappd.com/w/mooma/254950,42.0007312,3.133318
76,Premium Sparkling Cider,🥈 SILVER,FLORIBUNDA,Floribunda,Rosé Cider,Rosé Cider,85.2,Italy,2029,https://www.floribunda.it/,,https://www.instagram.com/floribundacider/,https://maps.google.com/?cid=14548393953505771229,,https://untappd.com/w/floribunda/333615,46.2431813,11.2153676
77,Premium Sparkling Cider,🥈 SILVER,GAEC DE L’AUBINIÈRE,L'Aubinière,Cidre Cuvée Automne 2021,Cidre Cuvée Automne 2021,85.1,France,2481,https://www.laubiniere.fr/,https://www.facebook.com/laubiniere/,https://www.instagram.com/laubiniere/,https://maps.google.com/?cid=3202157626582316196,,https://untappd.com/w/l-aubiniere/531046,47.9662222,-1.4851928
78,Premium Sparkling Cider,🥈 SILVER,"SOCIEDADE AGRICOLA SIDRALFA, LDA.",Sidra Alfa,Espumante Alfa,Espumante Alfa,84.7,Portugal,2756,https://sidraalfa.pt/,https://www.facebook.com/Sidralfa1/,https://www.instagram.com/sidra_alfa/,,,https://untappd.com/w/sidra-alfa/545661,41.2332048,-7.3302313
79,Premium Sparkling Cider,🥈 SILVER,SIDRA ANGELON,Sidra Viuda de Angelón,Prau Monga Sidra Natural Espumosa,Prau Monga Sidra Natural Espumosa,81.3,Spain,1675,http://www.sidraviudaangelonpomar.es/,https://www.facebook.com/sidrapomar.viudaangelon/,https://www.instagram.com/Sidraviudaangelon/,https://maps.google.com/?cid=13173562328637195239,,https://untappd.com/w/viuda-de-angela3n/142823,43.367684,-5.523426
80,Premium Sparkling Cider,🥈 SILVER,FLORIBUNDA,Floribunda,Apfel Cider Alla Mela,Apfel Cider Alla Mela,80.9,Italy,2029,https://www.floribunda.it/,,https://www.instagram.com/floribundacider/,https://maps.google.com/?cid=14548393953505771229,,https://untappd.com/w/floribunda/333615,46.2431813,11.2153676
81,Premium Sparkling Cider,🥈 SILVER,WEIDMANN & GROH,Weidmann & Groh,Grohsecco,Grohsecco,80.9,Germany,1343,https://weidmann-groh.de/,https://www.facebook.com/pages/WEIDMANN-GROH/138116339592327,,https://maps.google.com/?cid=6569120976887073603,,https://untappd.com/w/weidmann-groh/73065,50.3305754,8.7244989
82,Premium Sparkling Cider,🥈 SILVER,SIDRA TRABANCO,Sidra Trabanco,Poma Áurea,Poma Áurea,80.4,Spain,1674,https://www.sidratrabanco.com/,https://www.facebook.com/sidratrabanco/,https://www.instagram.com/sidratrabanco/,https://maps.google.com/?cid=8706552013547802387,,https://untappd.com/brewery/6382,43.4704387,-5.6447197
83,Premium Sparkling Cider,🥈 SILVER,VALLE BALLINA Y FERNANDEZ,Sidra El Gaitero,"Valle, Ballina y Fernandez","Valle, Ballina y Fernandez",80,Spain,1314,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266,43.4923237,-5.4230532
84,Premium Sparkling Cider,🥉 BRONZE,APFELWEINKONTOR,Apfelweinkontor,"German Cider 0,33","German Cider 0,33",77.7,Germany,1325,https://www.apfelweinkontor.com/,https://www.facebook.com/Apfelweinkontor,https://www.instagram.com/apfelweinkontor/,https://maps.google.com/?cid=599143855742456461,https://www.tripadvisor.com/Attraction_Review-g187337-d6922559,https://untappd.com/w/apfelweinkontor-frankfurt/468433,50.106271,8.6863565
85,Premium Sparkling Cider,🥉 BRONZE,ANTWERPSE CIDER COMPAGNIE - OTTERCIDER,Ottercider,Laatzomer,Laatzomer,76.8,Belgium,2749,https://www.ottercider.be/,https://www.facebook.com/Ottercider,https://www.instagram.com/ottercider,,,https://untappd.com/Ottercider,51.2025375,4.3204478
86,Premium Sparkling Cider,🥉 BRONZE,SIDRA SOMARROZA,Sidra Somarroza,Espumosa Seca Somarroza,Espumosa Seca Somarroza,75.7,Spain,1921,https://sidrasomarroza.es/,https://www.facebook.com/sidrasomarroza,https://www.instagram.com/sidrasomarroza/,https://maps.google.com/?cid=7109045394192195825,,https://untappd.com/w/somarroza/147830,43.3529633,-3.9604843
87,Premium Sparkling Cider,🥉 BRONZE,"PACA Y TOLA BEBIDAS, S.L.",Sidra La Naveta,La Naveta Brut,La Naveta Brut,74.3,Spain,2754,https://lanaveta.com/,https://www.facebook.com/profile.php?id=100063497946147,,https://maps.google.com/?cid=18265458060195810621,,https://untappd.com/w/la-naveta/288596,43.358071,-5.506408
88,Premium Sparkling Cider,🥉 BRONZE,CYDROWNIA TOMASZ ZYWER,Cydrownia Zywer,Crocels 2022,Crocels 2022,72.9,Poland,2484,https://zywer.pl/,https://www.facebook.com/CydrowniaZywer,https://www.instagram.com/cydrowniazywer/,https://maps.google.com/?cid=10041242298570436703,,https://untappd.com/cydrowniazywer,49.996234,22.315285
89,Premium Sparkling Cider,🥉 BRONZE,CYDROWNIA TOMASZ ZYWER,Cydrownia Zywer,Brus 2022,Brus 2022,72.5,Poland,2484,https://zywer.pl/,https://www.facebook.com/CydrowniaZywer,https://www.instagram.com/cydrowniazywer/,https://maps.google.com/?cid=10041242298570436703,,https://untappd.com/cydrowniazywer,49.996234,22.315285
90,Premium Sparkling Cider,🥉 BRONZE,"PACA Y TOLA BEBIDAS, S.L.",Sidra La Naveta,La Naveta Roxa,La Naveta Roxa,72.3,Spain,2754,https://lanaveta.com/,https://www.facebook.com/profile.php?id=100063497946147,,https://maps.google.com/?cid=18265458060195810621,,https://untappd.com/w/la-naveta/288596,43.358071,-5.506408
91,Premium Sparkling Cider,🥉 BRONZE,NUA CIDER,Nua Cider,Nua #2 - Pet Nat Cider,Nua #2 - Pet Nat Cider,71.8,Portugal,2483,https://www.nuacider.com/,https://www.facebook.com/cidernua/,https://www.instagram.com/CiderNua,,,https://untappd.com/w/nua-cider/462924,41.7647333,-8.5827407
92,Premium Sparkling Cider,🥉 BRONZE,SIDRA SOMARROZA,Sidra Somarroza,Rubí de Somarroza,Rubí de Somarroza,71.7,Spain,1921,https://sidrasomarroza.es/,https://www.facebook.com/sidrasomarroza,https://www.instagram.com/sidrasomarroza/,https://maps.google.com/?cid=7109045394192195825,,https://untappd.com/w/somarroza/147830,43.3529633,-3.9604843
93,Premium Sparkling Cider,🥉 BRONZE,WEIDMANN & GROH,Weidmann & Groh,Dicke Berta Pet Nat,Dicke Berta Pet Nat,71,Germany,1343,https://weidmann-groh.de/,https://www.facebook.com/pages/WEIDMANN-GROH/138116339592327,,https://maps.google.com/?cid=6569120976887073603,,https://untappd.com/w/weidmann-groh/73065,50.3305754,8.7244989
94,Premium Sparkling Cider,🥉 BRONZE,SIDRA TRABANCO,Sidra Trabanco,Lagar de Camín Brut Premium,Lagar de Camín Brut Premium,71,Spain,1674,https://www.sidratrabanco.com/,https://www.facebook.com/sidratrabanco/,https://www.instagram.com/sidratrabanco/,https://maps.google.com/?cid=8706552013547802387,,https://untappd.com/brewery/6382,43.4704387,-5.6447197
95,Premium Sparkling Cider,🥉 BRONZE,ZAPIAIN SAT,Zapiain,Zapiain Aparduna 2019,Zapiain Aparduna 2019,71,Basque Country,1172,https://zapiain.eus/,https://www.facebook.com/zapiainsagardoa,https://www.instagram.com/zapiainsagardoa/,https://maps.google.com/?cid=16982677267877188990,https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229,https://untappd.com/ZapiainSagardoa,43.2821854,-1.9422089
96,Premium Sparkling Cider,🥉 BRONZE,CIDER BOHEMIA,Cider Bohemia,Cider Bohemia,Cider Bohemia,70.8,Czech Republic,2758,https://ciderbohemia.cz/,,https://www.instagram.com/ciderbohemia/,https://maps.google.com/?cid=7807386085617641275,,https://untappd.com/w/cider-bohemia/314477,49.4649893,13.5022307
97,Premium Sparkling Cider,🥉 BRONZE,SIDRA SOMARROZA,Sidra Somarroza,Sidra Espumosa Dulce Somarroza,Sidra Espumosa Dulce Somarroza,70.7,Spain,1921,https://sidrasomarroza.es/,https://www.facebook.com/sidrasomarroza,https://www.instagram.com/sidrasomarroza/,https://maps.google.com/?cid=7109045394192195825,,https://untappd.com/w/somarroza/147830,43.3529633,-3.9604843
98,Perry,🥇 GOLD,Seppelbauer,Seppelbauer,Speckbirnen Most,Speckbirnen Most,94.5,Austria,1548,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349,48.0927034,14.9042506
99,Perry,🥇 GOLD,Seppelbauer,Seppelbauer,Birnen Cider,Birnen Cider,94.1,Austria,1548,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349,48.0927034,14.9042506
100,Perry,🥇 GOLD,Seppelbauer,Seppelbauer,Baronmost,Baronmost,93.5,Austria,1548,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349,48.0927034,14.9042506
101,Perry,🥇 GOLD,VEREIN MOSTBARONE,Seppelbauer,Baroncider Birne,Baroncider Birne,92.8,Austria,1548,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349,48.0927034,14.9042506
102,Perry,🥇 GOLD,VEREIN MOSTBARONE,Seppelbauer,Brous Mostviertler Birnenmost,Brous Mostviertler Birnenmost,92.1,Austria,1548,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349,48.0927034,14.9042506
103,Perry,🥇 GOLD,Seppelbauer,Seppelbauer,Grünpichelbirnen Most,Grünpichelbirnen Most,92,Austria,1548,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349,48.0927034,14.9042506
104,Perry,🥈 SILVER,DISTELBERGER GENUSS-BAUERNHOF,Mostbauernhof Distelberger,Baronmost,Baronmost,86.5,Austria,1555,http://www.distelberger.at/,,,https://maps.google.com/?cid=11354772379381960347,,,48.1412668,14.8455765
105,Perry,🥈 SILVER,MOSTHEURIGER HANSBAUER,Mostheuriger Hansbauer,Speckbirne,Speckbirne,86.1,Austria,1579,https://www.hansbauer.at/,,https://www.instagram.com/mostheuriger_hansbauer/,https://maps.google.com/?cid=17616529891212169565,,,48.08568,14.546204
106,Perry,🥈 SILVER,GUTES VOM LIEGLHOF,Lieglhof Familie Zarl,Landlbirnenmost,Landlbirnenmost,85,Austria,2769,https://www.lieglhof.com/,https://www.facebook.com/gutesvomlieglhof/,https://www.instagram.com/lieglhof/,https://maps.google.com/?cid=9123177938973924997,,,48.1423,14.856441
107,Perry,🥈 SILVER,VEREIN MOSTBARONE,Seppelbauer,"Preh, Mostviertler Birnenmost","Preh, Mostviertler Birnenmost",84.7,Austria,1548,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349,48.0927034,14.9042506
108,Perry,🥈 SILVER,MR. PLUME,Mr. Plūme,Perry 2021,Perry 2021,83.3,Latvia,2073,https://www.mrplume.lv/,https://www.facebook.com/mrplumesidrs,https://www.instagram.com/mrplume_sidrs/,https://maps.google.com/?cid=9319841841199759114,,https://untappd.com/w/mr-plume/332485,56.69531,24.9870439
109,Perry,🥈 SILVER,Seppelbauer,Seppelbauer,Baronfrizzante,Baronfrizzante,83.2,Austria,1548,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349,48.0927034,14.9042506
110,Perry,🥈 SILVER,KILLAHORA ORCHARDS,Killahora Orchards,Fine Perry 2022,Fine Perry 2022,81.6,Ireland,1958,https://www.killahoraorchards.ie/,https://www.facebook.com/killahora/,https://www.instagram.com/killahora/,,,,51.9155457,-8.3104049
111,Perry,🥈 SILVER,DISTELBERGER GENUSS-BAUERNHOF,Mostbauernhof Distelberger,Dorschbirne,Dorschbirne,81.5,Austria,1555,http://www.distelberger.at/,,,https://maps.google.com/?cid=11354772379381960347,,,48.1412668,14.8455765
112,Perry,🥈 SILVER,DISTELBERGER GENUSS-BAUERNHOF,Mostbauernhof Distelberger,Birnenschaumwein Brut,Birnenschaumwein Brut,81,Austria,1555,http://www.distelberger.at/,,,https://maps.google.com/?cid=11354772379381960347,,,48.1412668,14.8455765
113,Perry,🥈 SILVER,GAEC DE L’AUBINIÈRE,L'Aubinière,Poiré Cuvée Étincelles Demi-Sec 2022,Poiré Cuvée Étincelles Demi-Sec 2022,80.5,France,2481,https://www.laubiniere.fr/,https://www.facebook.com/laubiniere/,https://www.instagram.com/laubiniere/,https://maps.google.com/?cid=3202157626582316196,,https://untappd.com/w/l-aubiniere/531046,47.9662222,-1.4851928
114,Perry,🥈 SILVER,HASELBERGER MOST,Haselberger,Beste Birnen Unter Sich - Pyrus Birnenwein Reserve (2019),Beste Birnen Unter Sich - Pyrus Birnenwein Reserve (2019),80.1,Austria,3105,https://www.haselberger-most.at/,https://www.facebook.com/dhaselbergers,https://www.instagram.com/haselberger_most/,https://maps.google.com/?cid=786849473018101989,,,48.1210315,14.531135
115,Perry,🥉 BRONZE,VEREIN MOSTBARONE,Seppelbauer,"Exibatur, Mostviertler Birnenmost","Exibatur, Mostviertler Birnenmost",76.5,Austria,1548,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349,48.0927034,14.9042506
116,Perry,🥉 BRONZE,LEOPOLD UND MICHAELA REIKERSDORFER,Mostheuriger Reikersdorfer,Birnenmost Gemischt,Birnenmost Gemischt,76,Austria,2765,https://www.mosti.at/,https://www.facebook.com/mosti.at,https://www.instagram.com/familiereikersdorfer/,https://maps.google.com/?cid=7951746744614472989,,,48.0339797,14.8938775
117,Perry,🥉 BRONZE,HASELBERGER MOST,Haselberger,Unter der Dorschbirne (2021),Unter der Dorschbirne (2021),74.1,Austria,3105,https://www.haselberger-most.at/,https://www.facebook.com/dhaselbergers,https://www.instagram.com/haselberger_most/,https://maps.google.com/?cid=786849473018101989,,,48.1210315,14.531135
118,Perry,🥉 BRONZE,GAEC DE L’AUBINIÈRE,L'Aubinière,Poiré Cuvée Étincelles Brut 2021,Poiré Cuvée Étincelles Brut 2021,73,France,2481,https://www.laubiniere.fr/,https://www.facebook.com/laubiniere/,https://www.instagram.com/laubiniere/,https://maps.google.com/?cid=3202157626582316196,,https://untappd.com/w/l-aubiniere/531046,47.9662222,-1.4851928
119,Perry,🥉 BRONZE,HASELBERGER MOST,Haselberger,Unter der Speckbirne (2020),Unter der Speckbirne (2020),71.7,Austria,3105,https://www.haselberger-most.at/,https://www.facebook.com/dhaselbergers,https://www.instagram.com/haselberger_most/,https://maps.google.com/?cid=786849473018101989,,,48.1210315,14.531135
120,Perry,🥉 BRONZE,GUTES VOM LIEGLHOF,Lieglhof Familie Zarl,Speckbirnenmost,Speckbirnenmost,71.7,Austria,2769,https://www.lieglhof.com/,https://www.facebook.com/gutesvomlieglhof/,https://www.instagram.com/lieglhof/,https://maps.google.com/?cid=9123177938973924997,,,48.1423,14.856441
121,Perry,🥉 BRONZE,HASELBERGER MOST,Haselberger,Unter der Landlbirne (2020),Unter der Landlbirne (2020),71,Austria,3105,https://www.haselberger-most.at/,https://www.facebook.com/dhaselbergers,https://www.instagram.com/haselberger_most/,https://maps.google.com/?cid=786849473018101989,,,48.1210315,14.531135
122,Flavoured or Blended Cider,🥇 GOLD,POMOLOGIK AKTIEBOLAG,Pomologik,Replicant Pinot Noir,Replicant Pinot Noir,98.3,Sweden,2397,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe,59.2627056,17.1157609
123,Flavoured or Blended Cider,🥇 GOLD,FLORIBUNDA,Floribunda,Quitten Cider Alla Cotogna,Quitten Cider Alla Cotogna,93.7,Italy,2029,https://www.floribunda.it/,,https://www.instagram.com/floribundacider/,https://maps.google.com/?cid=14548393953505771229,,https://untappd.com/w/floribunda/333615,46.2431813,11.2153676
124,Flavoured or Blended Cider,🥇 GOLD,MANUEL BUSTO AMANDI S.A.,Sidra Mayador,Xana Cider Melocotón,Xana Cider Melocotón,93.3,Spain,1610,http://www.mayador.com/,https://www.facebook.com/sidramayadorcider,https://www.instagram.com/sidramayador/,https://maps.google.com/?cid=6886369759358960464,,https://untappd.com/SidraMayador,43.514985,-5.330323
125,Flavoured or Blended Cider,🥇 GOLD,CYDR TRADYCYJNY Z TRZEBNICY,Cydr Tradycyjny z Trzebnicy,Cydr z Miętą / Cider with Spearmint,Cydr z Miętą / Cider with Spearmint,91.8,Poland,2722,,https://www.facebook.com/cydr.tradycyjny/,,https://maps.google.com/?cid=16047236127227822461,,https://untappd.com/w/cydr-tradycyjny-trzebnica/239415,51.3062822,17.0750349
126,Flavoured or Blended Cider,🥇 GOLD,NUA CIDER,Nua Cider,Nua Hybrid Cider - Pet Nat,Nua Hybrid Cider - Pet Nat,91.5,Portugal,2483,https://www.nuacider.com/,https://www.facebook.com/cidernua/,https://www.instagram.com/CiderNua,,,https://untappd.com/w/nua-cider/462924,41.7647333,-8.5827407
127,Flavoured or Blended Cider,🥇 GOLD,ANXO CIDER,ANXO Cider,Hopped,Hopped,91.4,United States,89,https://store.anxodc.com/,https://www.facebook.com/ANXOcider,https://www.instagram.com/anxodistrict/,https://maps.google.com/?cid=9806483452569861957,https://www.tripadvisor.com/Restaurant_Review-g28970-d18923653,https://untappd.com/ANXOCidery,38.956577,-77.022874
128,Flavoured or Blended Cider,🥇 GOLD,SIDRA SOMARROZA,Sidra Somarroza,La Sidruca Con Limón,La Sidruca Con Limón,91.2,Spain,1921,https://sidrasomarroza.es/,https://www.facebook.com/sidrasomarroza,https://www.instagram.com/sidrasomarroza/,https://maps.google.com/?cid=7109045394192195825,,https://untappd.com/w/somarroza/147830,43.3529633,-3.9604843
129,Flavoured or Blended Cider,🥇 GOLD,APFELWEINKONTOR,Apfelweinkontor,Hausschoppen (Mixed Apples with 15% Quince-Wine),Hausschoppen (Mixed Apples with 15% Quince-Wine),90.6,Germany,1325,https://www.apfelweinkontor.com/,https://www.facebook.com/Apfelweinkontor,https://www.instagram.com/apfelweinkontor/,https://maps.google.com/?cid=599143855742456461,https://www.tripadvisor.com/Attraction_Review-g187337-d6922559,https://untappd.com/w/apfelweinkontor-frankfurt/468433,50.106271,8.6863565
130,Flavoured or Blended Cider,🥇 GOLD,APFELWEINKONTOR,Apfelweinkontor,Apfelperlwein Rosé,Apfelperlwein Rosé,90.5,Germany,1325,https://www.apfelweinkontor.com/,https://www.facebook.com/Apfelweinkontor,https://www.instagram.com/apfelweinkontor/,https://maps.google.com/?cid=599143855742456461,https://www.tripadvisor.com/Attraction_Review-g187337-d6922559,https://untappd.com/w/apfelweinkontor-frankfurt/468433,50.106271,8.6863565
131,Flavoured or Blended Cider,🥇 GOLD,FLORIBUNDA,Floribunda,Mele e Miele,Mele e Miele,90.2,Italy,2029,https://www.floribunda.it/,,https://www.instagram.com/floribundacider/,https://maps.google.com/?cid=14548393953505771229,,https://untappd.com/w/floribunda/333615,46.2431813,11.2153676
132,Flavoured or Blended Cider,🥇 GOLD,FLORIBUNDA,Floribunda,Ginger Cider,Ginger Cider,90.1,Italy,2029,https://www.floribunda.it/,,https://www.instagram.com/floribundacider/,https://maps.google.com/?cid=14548393953505771229,,https://untappd.com/w/floribunda/333615,46.2431813,11.2153676
133,Flavoured or Blended Cider,🥇 GOLD,VANDER MILL,Vander Mill,Maiti Fresh,Maiti Fresh,90,United States,62,http://vandermill.com/,https://www.facebook.com/VanderMillGR,https://www.instagram.com/vandermill/,https://maps.google.com/?cid=6214407049389872858,https://www.tripadvisor.com/Restaurant_Review-g42256-d10325970,https://untappd.com/w/vander-mill/8388,42.971697,-85.630719
134,Flavoured or Blended Cider,🥇 GOLD,SIDRA SOMARROZA,Sidra Somarroza,Bíter Bio Somarroza,Bíter Bio Somarroza,89.4,Spain,1921,https://sidrasomarroza.es/,https://www.facebook.com/sidrasomarroza,https://www.instagram.com/sidrasomarroza/,https://maps.google.com/?cid=7109045394192195825,,https://untappd.com/w/somarroza/147830,43.3529633,-3.9604843
135,Flavoured or Blended Cider,🥇 GOLD,MANUEL BUSTO AMANDI S.A.,Sidra Mayador,Xana Cider Fresa & Lima,Xana Cider Fresa & Lima,89.1,Spain,1610,http://www.mayador.com/,https://www.facebook.com/sidramayadorcider,https://www.instagram.com/sidramayador/,https://maps.google.com/?cid=6886369759358960464,,https://untappd.com/SidraMayador,43.514985,-5.330323
136,Flavoured or Blended Cider,🥈 SILVER,ALAI CIDER,Alai Cider,The Pome King,The Pome King,86,Chile,2553,https://alaicider.com/,https://www.facebook.com/alaicider/,https://www.instagram.com/alaicider/,,,https://untappd.com/w/alai-cider/459693,-34.851254,-71.7203532
137,Flavoured or Blended Cider,🥈 SILVER,HET HAMERSTUK,Het Hamerstuk,Hamerstuk Appel-Peer-Souvignier Gris,Hamerstuk Appel-Peer-Souvignier Gris,84.9,Netherlands,2723,https://hethamerstuk.nl/,https://www.facebook.com/HetHamerstuk/,https://www.instagram.com/hethamerstuk,https://maps.google.com/?cid=11584128023568770529,,https://untappd.com/Hamerstuk,51.8760148,5.872176
138,Flavoured or Blended Cider,🥈 SILVER,LEPOLA DRINKS,Lepola Drinks,Lepola Dry Hopped Apple Cider,Lepola Dry Hopped Apple Cider,84.4,Finland,3015,https://lepoladrinks.fi/,https://www.facebook.com/lepoladrinks/,https://www.instagram.com/lepola_drinks/,https://maps.google.com/?cid=10912023971262858580,,https://untappd.com/w/lepola/401095,60.1705262,22.9621416
139,Flavoured or Blended Cider,🥈 SILVER,BIZIO,Bizio,Basoa,Basoa,84.3,Basque Country,2751,https://bizio.eus/,,https://www.instagram.com/bizio.eus/,https://maps.google.com/?cid=10634023042683294263,,https://untappd.com/w/bizio/517614,43.1798316,-2.6608247
140,Flavoured or Blended Cider,🥈 SILVER,ULVIK FRUKT & CIDERI,Ulvik Frukt & Cideri,Hylleblomsider,Hylleblomsider,83.7,Norway,1414,http://www.hakastadsider.no/,https://www.facebook.com/pages/Ulvik-Frukt-Cideri/191311970916027,,https://maps.google.com/?cid=8381380851022975775,,https://untappd.com/brewery/60198,60.5751852,6.9390893
141,Flavoured or Blended Cider,🥈 SILVER,HET HAMERSTUK,Het Hamerstuk,Hamerstuk Appel-Peer-Johanniter,Hamerstuk Appel-Peer-Johanniter,82.5,Netherlands,2723,https://hethamerstuk.nl/,https://www.facebook.com/HetHamerstuk/,https://www.instagram.com/hethamerstuk,https://maps.google.com/?cid=11584128023568770529,,https://untappd.com/Hamerstuk,51.8760148,5.872176
142,Flavoured or Blended Cider,🥈 SILVER,ANXO CIDER,ANXO Cider,Quince,Quince,82.3,United States,89,https://store.anxodc.com/,https://www.facebook.com/ANXOcider,https://www.instagram.com/anxodistrict/,https://maps.google.com/?cid=9806483452569861957,https://www.tripadvisor.com/Restaurant_Review-g28970-d18923653,https://untappd.com/ANXOCidery,38.956577,-77.022874
143,Flavoured or Blended Cider,🥈 SILVER,MANUEL BUSTO AMANDI S.A.,Sidra Mayador,Xana Cider Frutos del Bosque,Xana Cider Frutos del Bosque,82.2,Spain,1610,http://www.mayador.com/,https://www.facebook.com/sidramayadorcider,https://www.instagram.com/sidramayador/,https://maps.google.com/?cid=6886369759358960464,,https://untappd.com/SidraMayador,43.514985,-5.330323
144,Flavoured or Blended Cider,🥈 SILVER,VALLE BALLINA Y FERNANDEZ,Sidra El Gaitero,Gaitero Red Grape,Gaitero Red Grape,82.1,Spain,1314,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266,43.4923237,-5.4230532
145,Flavoured or Blended Cider,🥈 SILVER,HET HAMERSTUK,Het Hamerstuk,Hamerstuk Appel-Kwee,Hamerstuk Appel-Kwee,81.9,Netherlands,2723,https://hethamerstuk.nl/,https://www.facebook.com/HetHamerstuk/,https://www.instagram.com/hethamerstuk,https://maps.google.com/?cid=11584128023568770529,,https://untappd.com/Hamerstuk,51.8760148,5.872176
146,Flavoured or Blended Cider,🥈 SILVER,ANTWERPSE CIDER COMPAGNIE - OTTERCIDER,Ottercider,Roos,Roos,81.2,Belgium,2749,https://www.ottercider.be/,https://www.facebook.com/Ottercider,https://www.instagram.com/ottercider,,,https://untappd.com/Ottercider,51.2025375,4.3204478
147,Flavoured or Blended Cider,🥈 SILVER,LEPOLA DRINKS,Lepola Drinks,Lepola Cucumber Apple Cider,Lepola Cucumber Apple Cider,80.5,Finland,3015,https://lepoladrinks.fi/,https://www.facebook.com/lepoladrinks/,https://www.instagram.com/lepola_drinks/,https://maps.google.com/?cid=10912023971262858580,,https://untappd.com/w/lepola/401095,60.1705262,22.9621416
148,Flavoured or Blended Cider,🥉 BRONZE,KUARTANGO SAGARDOTEGIA,Kuartango,Callabocas,Callabocas,77.3,Basque Country,2747,https://kuartangosagardotegia.com/,https://www.facebook.com/SidreKuartango/,https://www.instagram.com/sidrekuartango/,https://maps.google.com/?cid=6181081338579081204,https://www.tripadvisor.com/Restaurant_Review-g25546823-d25546810,https://untappd.com/w/sidreria-kuartango/438568,42.8705185,-2.8873347
