ID,Category,Medal,Entrant,Medalist,Entry,Entry,Points,Country,WID,Website,Facebook,Instagram,Google,TripAdvisor,Untappd,Latitude,Longitude
149,Flavoured or Blended Cider,🥉 BRONZE,ETABLISSEMENT CHAPRON CIDRE SORRE,Cidre Sorre,Yuzu Menthe Gamme Herboriste,Yuzu Menthe Gamme Herboriste,77.1,France,1371,https://www.cidre-sorre.fr/,https://www.facebook.com/CidrerieSorre/,https://www.instagram.com/cidreriesorre/,https://maps.google.com/?cid=3277478841126723957,https://www.tripadvisor.com/Attraction_Review-g8506159-d8653800,https://untappd.com/w/cidre-sorre/16758,48.5193051,-1.8481256
150,Flavoured or Blended Cider,🥉 BRONZE,Elegast cidery,Elegast Cidery,Vine,Vine,76.5,Norway,2660,https://elegastcider.nl/,https://www.facebook.com/elegastcidery/,https://www.instagram.com/elegast_cidery/,https://maps.google.com/?cid=5936408747857287023,,https://untappd.com/ElegastCidery,51.9951943,5.3674425
151,Flavoured or Blended Cider,🥉 BRONZE,HARDANGERGUTANE AS,Hardangergutane,Fjellskrent,Fjellskrent,72.9,Norway,2746,https://hardangergutane.no/,https://www.facebook.com/Hardangergutane/,https://www.instagram.com/hardangergutane/,https://maps.google.com/?cid=10940983309801750674,https://www.tripadvisor.com/Restaurant_Review-g2328851-d23478417,https://untappd.com/w/hardangergutane/429679,60.2775032,6.6190062
152,Flavoured or Blended Cider,🥉 BRONZE,KÜHBREIN MOST,Kühbrein Most,Kühbreincider - Himbeer (Raspberry),Kühbreincider - Himbeer (Raspberry),72.3,Austria,2396,https://www.kuehbreinmost.at/,https://www.facebook.com/KuhbreinMost/,https://www.instagram.com/kuehbrein__/,https://maps.google.com/?cid=6347288815375920345,,https://untappd.com/w/k-hbrein/425089,47.2673244,14.7332229
153,Flavoured or Blended Cider,🥉 BRONZE,MANUEL BUSTO AMANDI S.A.,Sidra Mayador,Xana Cider Manzana,Xana Cider Manzana,71.2,Spain,1610,http://www.mayador.com/,https://www.facebook.com/sidramayadorcider,https://www.instagram.com/sidramayador/,https://maps.google.com/?cid=6886369759358960464,,https://untappd.com/SidraMayador,43.514985,-5.330323
154,Flavoured or Blended Cider,🥉 BRONZE,POMOLOGIK AKTIEBOLAG,Pomologik,Hopple - Non Alcoholic,Hopple - Non Alcoholic,71,Sweden,2397,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe,59.2627056,17.1157609
155,Flavoured or Blended Cider,🥉 BRONZE,MANUEL BUSTO AMANDI S.A.,Sidra Mayador,Xana Cider Pera,Xana Cider Pera,71,Spain,1610,http://www.mayador.com/,https://www.facebook.com/sidramayadorcider,https://www.instagram.com/sidramayador/,https://maps.google.com/?cid=6886369759358960464,,https://untappd.com/SidraMayador,43.514985,-5.330323
156,Flavoured or Blended Cider,🥉 BRONZE,GAEC DE L’AUBINIÈRE,L'Aubinière,Cidre Cuvée aux Épices 2021,Cidre Cuvée aux Épices 2021,71,France,2481,https://www.laubiniere.fr/,https://www.facebook.com/laubiniere/,https://www.instagram.com/laubiniere/,https://maps.google.com/?cid=3202157626582316196,,https://untappd.com/w/l-aubiniere/531046,47.9662222,-1.4851928
157,Flavoured or Blended Cider,🥉 BRONZE,DISTELBERGER GENUSS-BAUERNHOF,Mostbauernhof Distelberger,"Glückssprudel, Birnencider Mit Holunderblüten","Glückssprudel, Birnencider Mit Holunderblüten",70.6,Austria,1555,http://www.distelberger.at/,,,https://maps.google.com/?cid=11354772379381960347,,,48.1412668,14.8455765
158,Modern Cider,🥇 GOLD,VALLE BALLINA Y FERNANDEZ,Sidra El Gaitero,Gaitero Extra,Gaitero Extra,93.4,Spain,1314,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266,43.4923237,-5.4230532
159,Modern Cider,🥇 GOLD,BALDORBA NATUREL & SAGARRALEKU,Baldorba Naturel & Sagarraleku,Oiii Baldorba Patxaka,Oiii Baldorba Patxaka,91.3,Basque Country,2742,https://www.sidrasbaldorbanaturel.com/,https://www.facebook.com/sagarraleku/,https://www.instagram.com/sidrasbaldorbanaturel/,,,https://untappd.com/w/baldorba-sagardotegia/336919,42.5849196,-1.5400788
160,Modern Cider,🥈 SILVER,CIDER SEKT,Cider Sekt,Cider Talk Semi Dry,Cider Talk Semi Dry,82.4,Czech Republic,2745,https://www.cidersekt.cz/,https://www.facebook.com/cidertalk/,https://www.instagram.com/cidertalk/,https://maps.google.com/?cid=1744130511388226457,,https://untappd.com/w/provoco/396367,49.1136589,14.1662619
161,Modern Cider,🥈 SILVER,MANUEL BUSTO AMANDI S.A.,Sidra Mayador,Sidra Ecologica M.Busto,Sidra Ecologica M.Busto,82.3,Spain,1610,http://www.mayador.com/,https://www.facebook.com/sidramayadorcider,https://www.instagram.com/sidramayador/,https://maps.google.com/?cid=6886369759358960464,,https://untappd.com/SidraMayador,43.514985,-5.330323
162,Modern Cider,🥈 SILVER,MOOMA,Mooma,Sidra Mooma 75cl,Sidra Mooma 75cl,81.9,Spain,2752,https://mooma.cat/,https://www.facebook.com/sidreriamooma/,https://www.instagram.com/mooma/,https://maps.google.com/?cid=11350926811080988766,https://www.tripadvisor.com/Restaurant_Review-g3501872-d13815642,https://untappd.com/w/mooma/254950,42.0007312,3.133318
163,Modern Cider,🥈 SILVER,KÜHBREIN MOST,Kühbrein Most,Kühbreinsecco,Kühbreinsecco,81.5,Austria,2396,https://www.kuehbreinmost.at/,https://www.facebook.com/KuhbreinMost/,https://www.instagram.com/kuehbrein__/,https://maps.google.com/?cid=6347288815375920345,,https://untappd.com/w/k-hbrein/425089,47.2673244,14.7332229
164,Modern Cider,🥈 SILVER,KÜHBREIN MOST,Kühbrein Most,Kühbrein Red Love Secco,Kühbrein Red Love Secco,81.5,Austria,2396,https://www.kuehbreinmost.at/,https://www.facebook.com/KuhbreinMost/,https://www.instagram.com/kuehbrein__/,https://maps.google.com/?cid=6347288815375920345,,https://untappd.com/w/k-hbrein/425089,47.2673244,14.7332229
165,Modern Cider,🥈 SILVER,GALLINAL DRINKS SL,Exner Cider,Exner Craft Apple Cider,Exner Craft Apple Cider,81.1,Spain,2755,https://exnercider.com/,https://www.facebook.com/ExnerCider/,https://www.instagram.com/exner.cider/,https://maps.google.com/?cid=3356560758775211802,,https://untappd.com/b/llagar-sidra-castanon-exner/3684800,43.4828558,-5.7992728
166,Modern Cider,🥈 SILVER,POMOLOGIK AKTIEBOLAG,Pomologik,Cider State of Mind,Cider State of Mind,80,Sweden,2397,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe,59.2627056,17.1157609
167,Modern Cider,🥈 SILVER,LLAGAR SIDRA CASTAÑON,Sidra Castañón,Xiz Frizzante,Xiz Frizzante,79.4,Spain,1473,https://sidracastanon.com/,https://www.facebook.com/sidracastanon/,https://www.instagram.com/sidracastanon/,https://maps.google.com/?cid=3082307260151948865,https://www.tripadvisor.com/Attraction_Review-g2186312-d12246874,https://untappd.com/w/llagar-sidra-casta-n/81481,43.5144271,-5.5691788
168,Modern Cider,🥉 BRONZE,VEREIN MOSTBARONE,Seppelbauer,Baroncider Apfel,Baroncider Apfel,78.5,Austria,1548,https://www.seppelbauer.at/,https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272,https://www.instagram.com/seppelbauer/,,,https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349,48.0927034,14.9042506
169,Modern Cider,🥉 BRONZE,VANDER MILL,Vander Mill,Honeycrisp,Honeycrisp,77.2,United States,62,http://vandermill.com/,https://www.facebook.com/VanderMillGR,https://www.instagram.com/vandermill/,https://maps.google.com/?cid=6214407049389872858,https://www.tripadvisor.com/Restaurant_Review-g42256-d10325970,https://untappd.com/w/vander-mill/8388,42.971697,-85.630719
170,Modern Cider,🥉 BRONZE,VALLE BALLINA Y FERNANDEZ,Sidra El Gaitero,Gaitero Tercio,Gaitero Tercio,76.9,Spain,1314,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266,43.4923237,-5.4230532
171,Modern Cider,🥉 BRONZE,MOSTHEURIGER HANSBAUER,Mostheuriger Hansbauer,Florina,Florina,74.6,Austria,1579,https://www.hansbauer.at/,,https://www.instagram.com/mostheuriger_hansbauer/,https://maps.google.com/?cid=17616529891212169565,,,48.08568,14.546204
172,Modern Cider,🥉 BRONZE,MOSTHEURIGER HANSBAUER,Mostheuriger Hansbauer,Braeburn,Braeburn,74,Austria,1579,https://www.hansbauer.at/,,https://www.instagram.com/mostheuriger_hansbauer/,https://maps.google.com/?cid=17616529891212169565,,,48.08568,14.546204
173,Modern Cider,🥉 BRONZE,SIDRA TRABANCO,Sidra Trabanco,Pecado del Paraíso Sidra Sin,Pecado del Paraíso Sidra Sin,73.9,Spain,1674,https://www.sidratrabanco.com/,https://www.facebook.com/sidratrabanco/,https://www.instagram.com/sidratrabanco/,https://maps.google.com/?cid=8706552013547802387,,https://untappd.com/brewery/6382,43.4704387,-5.6447197
174,Modern Cider,🥉 BRONZE,SIDRA TRABANCO,Sidra Trabanco,Lagar de Camín Clásica Dulce,Lagar de Camín Clásica Dulce,71,Spain,1674,https://www.sidratrabanco.com/,https://www.facebook.com/sidratrabanco/,https://www.instagram.com/sidratrabanco/,https://maps.google.com/?cid=8706552013547802387,,https://untappd.com/brewery/6382,43.4704387,-5.6447197
175,Modern Cider,🥉 BRONZE,VANDER MILL,Vander Mill,Chapman's Blend,Chapman's Blend,71,United States,62,http://vandermill.com/,https://www.facebook.com/VanderMillGR,https://www.instagram.com/vandermill/,https://maps.google.com/?cid=6214407049389872858,https://www.tripadvisor.com/Restaurant_Review-g42256-d10325970,https://untappd.com/w/vander-mill/8388,42.971697,-85.630719
176,Modern Cider,🥉 BRONZE,SIDRA TRABANCO,Sidra Trabanco,Pecado del Paraíso Semiseca,Pecado del Paraíso Semiseca,70.6,Spain,1674,https://www.sidratrabanco.com/,https://www.facebook.com/sidratrabanco/,https://www.instagram.com/sidratrabanco/,https://maps.google.com/?cid=8706552013547802387,,https://untappd.com/brewery/6382,43.4704387,-5.6447197
177,Modern Cider,🥉 BRONZE,PETRITEGI,Petritegi,Sagar Krash Sagar,Sagar Krash Sagar,70.6,Basque Country,1171,https://www.petritegi.com/,https://www.facebook.com/Petritegi/,https://www.instagram.com/petritegi,https://maps.google.com/?cid=16425101977693923721,https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030,https://untappd.com/brewery/51639,43.290406,-1.941229
178,Modern Cider,🥉 BRONZE,PROALSUEÑO Srl,Matriarca,Sidra Matriarca,Sidra Matriarca,70.5,Uruguay,2767,https://www.matriarca.com.uy/,https://www.facebook.com/Matriarcasidra/,https://www.instagram.com/sidramatriarca/,,,https://untappd.com/w/sidra-matriarca/463811,-34.7544005,-56.1576339
179,Dessert Cider,🥇 GOLD,RESTAURACJA TABUN AGATA FALKIEWICZ-PONIKOWSKA,Restauracja Tabun,Tabun Cydr Lodowy 2020,Tabun Cydr Lodowy 2020,98.1,Poland,2744,https://www.restauracjatabun.pl/,https://www.facebook.com/TABUNCYDR/,https://www.instagram.com/tabuncydr/,https://maps.google.com/?cid=13556304642115496222,https://www.tripadvisor.com/Restaurant_Review-g3222438-d2654599,https://untappd.com/w/tabun/434136,54.3205556,18.5244444
180,Dessert Cider,🥇 GOLD,POMOLOGIK AKTIEBOLAG,Pomologik,Rubinola,Rubinola,98,Sweden,2397,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe,59.2627056,17.1157609
181,Dessert Cider,🥇 GOLD,ZAPIAIN SAT,Zapiain,Zapiain Bizi-Goxo 2017,Zapiain Bizi-Goxo 2017,94.8,Basque Country,1172,https://zapiain.eus/,https://www.facebook.com/zapiainsagardoa,https://www.instagram.com/zapiainsagardoa/,https://maps.google.com/?cid=16982677267877188990,https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229,https://untappd.com/ZapiainSagardoa,43.2821854,-1.9422089
182,Dessert Cider,🥇 GOLD,LLAGAR SIDRA CASTAÑON,Sidra Castañón,Castañon,Castañon,94.3,Spain,1473,https://sidracastanon.com/,https://www.facebook.com/sidracastanon/,https://www.instagram.com/sidracastanon/,https://maps.google.com/?cid=3082307260151948865,https://www.tripadvisor.com/Attraction_Review-g2186312-d12246874,https://untappd.com/w/llagar-sidra-casta-n/81481,43.5144271,-5.5691788
183,Dessert Cider,🥇 GOLD,VALLE BALLINA Y FERNANDEZ,Sidra El Gaitero,Sidra de Hielo 1898,Sidra de Hielo 1898,94,Spain,1314,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266,43.4923237,-5.4230532
184,Dessert Cider,🥇 GOLD,LEPOLA DRINKS,Lepola Drinks,Lepola Vega Ice Cider,Lepola Vega Ice Cider,93.8,Finland,3015,https://lepoladrinks.fi/,https://www.facebook.com/lepoladrinks/,https://www.instagram.com/lepola_drinks/,https://maps.google.com/?cid=10912023971262858580,,https://untappd.com/w/lepola/401095,60.1705262,22.9621416
185,Dessert Cider,🥇 GOLD,POMARADAS Y LLAGARES DE SARIEGO S.L.,Llagares Valverán,Valverán 20 Manzanas,Valverán 20 Manzanas,92.7,Spain,1471,https://llagaresvalveran.com/,https://www.facebook.com/masaveubodegas/,https://www.instagram.com/masaveubodegas/,https://maps.google.com/?cid=10125751207643631112,,https://untappd.com/w/valveran/55774,43.4052509,-5.526005
186,Dessert Cider,🥇 GOLD,POMOLOGIK AKTIEBOLAG,Pomologik,Åkerö,Åkerö,91.7,Sweden,2397,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe,59.2627056,17.1157609
187,Dessert Cider,🥇 GOLD,ETABLISSEMENT CHAPRON CIDRE SORRE,Cidre Sorre,Doux Gamme Mariniere,Doux Gamme Mariniere,90.5,France,1371,https://www.cidre-sorre.fr/,https://www.facebook.com/CidrerieSorre/,https://www.instagram.com/cidreriesorre/,https://maps.google.com/?cid=3277478841126723957,https://www.tripadvisor.com/Attraction_Review-g8506159-d8653800,https://untappd.com/w/cidre-sorre/16758,48.5193051,-1.8481256
188,Dessert Cider,🥇 GOLD,SIDRA RIESTRA,Sidra Riestra,Guzman Riestra,Guzman Riestra,90,Spain,1673,http://www.sidrariestra.com/,https://www.facebook.com/SidraRiestra,https://www.instagram.com/sidrariestra/,https://maps.google.com/?cid=2253085342105400787,,https://untappd.com/w/riestra/70601,43.416536,-5.580949
189,Dessert Cider,🥇 GOLD,SIDRA ANGELON,Sidra Viuda de Angelón,Sidra de Hielo Viuda de Angelon,Sidra de Hielo Viuda de Angelon,89.4,Spain,1675,http://www.sidraviudaangelonpomar.es/,https://www.facebook.com/sidrapomar.viudaangelon/,https://www.instagram.com/Sidraviudaangelon/,https://maps.google.com/?cid=13173562328637195239,,https://untappd.com/w/viuda-de-angela3n/142823,43.367684,-5.523426
190,Dessert Cider,🥈 SILVER,KUARTANGO SAGARDOTEGIA,Kuartango,Su Sagar,Su Sagar,87.2,Basque Country,2747,https://kuartangosagardotegia.com/,https://www.facebook.com/SidreKuartango/,https://www.instagram.com/sidrekuartango/,https://maps.google.com/?cid=6181081338579081204,https://www.tripadvisor.com/Restaurant_Review-g25546823-d25546810,https://untappd.com/w/sidreria-kuartango/438568,42.8705185,-2.8873347
191,Dessert Cider,🥈 SILVER,JUANKORENA SAGARDOTEGIA,Juankorena Sagardotegia,Basajaun Hielo,Basajaun Hielo,84.3,Basque Country,X,,,,,,,,
192,Dessert Cider,🥈 SILVER,KILLAHORA ORCHARDS,Killahora Orchards,Rare Apple Ice Wine 2020,Rare Apple Ice Wine 2020,81.1,Ireland,1958,https://www.killahoraorchards.ie/,https://www.facebook.com/killahora/,https://www.instagram.com/killahora/,,,,51.9155457,-8.3104049
193,Dessert Cider,🥉 BRONZE,POMOLOGIK AKTIEBOLAG,Pomologik,Ice Ice Baby,Ice Ice Baby,73.6,Sweden,2397,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe,59.2627056,17.1157609
194,Open Category,🥇 GOLD,POMOLOGIK AKTIEBOLAG,Pomologik,Ingrid Marie XO,Ingrid Marie XO,93.5,Sweden,2397,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe,59.2627056,17.1157609
195,Open Category,🥇 GOLD,KILLAHORA ORCHARDS,Killahora Orchards,Pom'O,Pom'O,93,Ireland,1958,https://www.killahoraorchards.ie/,https://www.facebook.com/killahora/,https://www.instagram.com/killahora/,,,,51.9155457,-8.3104049
196,Open Category,🥇 GOLD,LLAGAR SIDRA CASTAÑON,Sidra Castañón,Roxmut,Roxmut,92.1,Spain,1473,https://sidracastanon.com/,https://www.facebook.com/sidracastanon/,https://www.instagram.com/sidracastanon/,https://maps.google.com/?cid=3082307260151948865,https://www.tripadvisor.com/Attraction_Review-g2186312-d12246874,https://untappd.com/w/llagar-sidra-casta-n/81481,43.5144271,-5.5691788
197,Open Category,🥇 GOLD,SIDRA TRABANCO,Sidra Trabanco,Alma,Alma,92.1,Spain,1674,https://www.sidratrabanco.com/,https://www.facebook.com/sidratrabanco/,https://www.instagram.com/sidratrabanco/,https://maps.google.com/?cid=8706552013547802387,,https://untappd.com/brewery/6382,43.4704387,-5.6447197
198,Open Category,🥇 GOLD,KUARTANGO SAGARDOTEGIA,Kuartango,Kuartango,Kuartango,90.7,Basque Country,2747,https://kuartangosagardotegia.com/,https://www.facebook.com/SidreKuartango/,https://www.instagram.com/sidrekuartango/,https://maps.google.com/?cid=6181081338579081204,https://www.tripadvisor.com/Restaurant_Review-g25546823-d25546810,https://untappd.com/w/sidreria-kuartango/438568,42.8705185,-2.8873347
199,Open Category,🥇 GOLD,DISTELBERGER GENUSS-BAUERNHOF,Mostbauernhof Distelberger,Non Secco Rot,Non Secco Rot,90,Austria,1555,http://www.distelberger.at/,,,https://maps.google.com/?cid=11354772379381960347,,,48.1412668,14.8455765
200,Open Category,🥇 GOLD,GAEC DE L’AUBINIÈRE,L'Aubinière,Cidre Cuvée Origines Signature Barrique 2022,Cidre Cuvée Origines Signature Barrique 2022,89.2,France,2481,https://www.laubiniere.fr/,https://www.facebook.com/laubiniere/,https://www.instagram.com/laubiniere/,https://maps.google.com/?cid=3202157626582316196,,https://untappd.com/w/l-aubiniere/531046,47.9662222,-1.4851928
201,Open Category,🥈 SILVER,SIDRERÍA TENCAI LIMITAD,Sidrería TenCai,Tank!,Tank!,84.5,Chile,2743,https://tencaisidra.cl/,https://www.facebook.com/profile.php?id=100063550781151,https://www.instagram.com/tencaisidra/,https://maps.google.com/?cid=5739971672897016755,,https://untappd.com/tencaisidra,-38.7416573,-72.5550678
202,Open Category,🥈 SILVER,Elegast cidery,Elegast Cidery,Gin Barrel Aged Cider,Gin Barrel Aged Cider,84.3,Norway,2660,https://elegastcider.nl/,https://www.facebook.com/elegastcidery/,https://www.instagram.com/elegast_cidery/,https://maps.google.com/?cid=5936408747857287023,,https://untappd.com/ElegastCidery,51.9951943,5.3674425
203,Open Category,🥉 BRONZE,DISTELBERGER GENUSS-BAUERNHOF,Mostbauernhof Distelberger,Non Secco Grün,Non Secco Grün,75.3,Austria,1555,http://www.distelberger.at/,,,https://maps.google.com/?cid=11354772379381960347,,,48.1412668,14.8455765
204,Open Category,🥉 BRONZE,NAILSEA CIDER,Nailsea Cider,Ethical Director,Ethical Director,74.6,United Kingdom,2445,https://www.nailseacider.co.uk/,https://www.facebook.com/NailseaCider,https://www.instagram.com/nailseacider.co.uk/,https://maps.google.com/?cid=5491378351404156001,,https://untappd.com/w/nailsea-cider/461748,51.4075634,-2.7633175
