glintcap_short,glintcap_full,glintcap_slug,Medalist,Assumed,World_ID,World_Name_Old,actual_short,notes,World_Name,new_cg_url
https://glintcap.org/farm-club,https://glintcap.org/results/commercial/medalists/farm-club/,farm-club,Farm Club,https://ciderguide.com/farm-club,2082,Farm Club,https://ciderguide.com/farm-club,,Farm Club,https://ciderguide.com/glintcap/medalists/farm-club/
https://glintcap.org/farmhaus-cider-co,https://glintcap.org/results/commercial/medalists/farmhaus-cider-co/,farmhaus-cider-co,Farmhaus Cider Co.,https://ciderguide.com/farmhaus-cider-co,19,Farmhaus Cider Co.,https://ciderguide.com/farmhaus-cider-co,,Farmhaus Cider Co.,https://ciderguide.com/glintcap/medalists/farmhaus-cider-co/
https://glintcap.org/fenn-valley-vineyards,https://glintcap.org/results/commercial/medalists/fenn-valley-vineyards/,fenn-valley-vineyards,Fenn Valley Vineyards,https://ciderguide.com/fenn-valley-vineyards,20,Fenn Valley Vineyards,https://ciderguide.com/fenn-valley-vineyards,,Fenn Valley Vineyards,https://ciderguide.com/glintcap/medalists/fenn-valley-vineyards/
https://glintcap.org/fieldstone-hard-cider-co,https://glintcap.org/results/commercial/medalists/fieldstone-hard-cider-co/,fieldstone-hard-cider-co,Fieldstone Hard Cider Co.,https://ciderguide.com/fieldstone-hard-cider-co,21,Fieldstone Hard Cider Co.,https://ciderguide.com/fieldstone-hard-cider-co,,Fieldstone Hard Cider Co.,https://ciderguide.com/glintcap/medalists/fieldstone-hard-cider-co/
https://glintcap.org/flint-city-hard-cider-co,https://glintcap.org/results/commercial/medalists/flint-city-hard-cider-co/,flint-city-hard-cider-co,Flint City Hard Cider Co.,https://ciderguide.com/flint-city-hard-cider-co,22,Flint City Hard Cider Co.,https://ciderguide.com/flint-city-hard-cider-co,,Flint City Hard Cider Co.,https://ciderguide.com/glintcap/medalists/flint-city-hard-cider-co/
https://glintcap.org/forbidden-fruit-cider,https://glintcap.org/results/commercial/medalists/forbidden-fruit-cider/,forbidden-fruit-cider,#N/A,#N/A,51,St. Julian Winery,https://ciderguide.com/st-julian-winery,,St. Julian Winery,https://ciderguide.com/glintcap/medalists/st-julian-winery/
https://glintcap.org/forgotten-ciders,https://glintcap.org/results/commercial/medalists/forgotten-ciders/,forgotten-ciders,Forgotten Ciders,https://ciderguide.com/forgotten-ciders,18,Forgotten Ciders,https://ciderguide.com/forgotten-ciders,,Forgotten Ciders,https://ciderguide.com/glintcap/medalists/forgotten-ciders/
https://glintcap.org/fourth-coast-ciderworks,https://glintcap.org/results/commercial/medalists/fourth-coast-ciderworks/,fourth-coast-ciderworks,Fourth Coast Ciderworks,https://ciderguide.com/fourth-coast-ciderworks,23,Fourth Coast Ciderworks,https://ciderguide.com/fourth-coast-ciderworks,,Fourth Coast Ciderworks,https://ciderguide.com/glintcap/medalists/fourth-coast-ciderworks/
https://glintcap.org/french-road-cellars,https://glintcap.org/results/commercial/medalists/french-road-cellars/,french-road-cellars,French Road Cellars,https://ciderguide.com/french-road-cellars,940,French Road Cellars,https://ciderguide.com/french-road-cellars,,French Road Cellars,https://ciderguide.com/glintcap/medalists/french-road-cellars/
https://glintcap.org/good-bones-ciderhouse,https://glintcap.org/results/commercial/medalists/good-bones-ciderhouse/,good-bones-ciderhouse,Good Bones Ciderhouse,https://ciderguide.com/good-bones-ciderhouse,2090,Good Bones Ciderhouse,https://ciderguide.com/good-bones-ciderhouse,,Good Bones Ciderhouse,https://ciderguide.com/glintcap/medalists/good-bones-ciderhouse/
https://glintcap.org/gravity-vineyards-and-winery,https://glintcap.org/results/commercial/medalists/gravity-vineyards-and-winery/,gravity-vineyards-and-winery,Gravity Vineyards and Winery,https://ciderguide.com/gravity-vineyards-and-winery,1004,Gravity Vineyards and Winery,https://ciderguide.com/gravity-vineyards-and-winery,,Gravity Vineyards and Winery,https://ciderguide.com/glintcap/medalists/gravity-vineyards-and-winery/
https://glintcap.org/hideout-brewing-company,https://glintcap.org/results/commercial/medalists/hideout-brewing-company/,hideout-brewing-company,Hideout Brewing Company,https://ciderguide.com/hideout-brewing-company,2055,Hideout Brewing Company,https://ciderguide.com/hideout-brewing-company,,Hideout Brewing Company,https://ciderguide.com/glintcap/medalists/hideout-brewing-company/
https://glintcap.org/j-trees-cellars,https://glintcap.org/results/commercial/medalists/j-trees-cellars/,j-trees-cellars,J. Trees Cellars,https://ciderguide.com/j-trees-cellars,1843,J. Trees Cellars,https://ciderguide.com/j-trees-cellars,,J. Trees Cellars,https://ciderguide.com/glintcap/medalists/j-trees-cellars/
https://glintcap.org/jks-farmhouse-ciders,https://glintcap.org/results/commercial/medalists/jks-farmhouse-ciders/,jks-farmhouse-ciders,JK's Farmhouse Ciders,https://ciderguide.com/jks-farmhouse-ciders,3,JK's Farmhouse Ciders,https://ciderguide.com/jks-farmhouse-ciders,,JK's Farmhouse Ciders,https://ciderguide.com/glintcap/medalists/jks-farmhouse-ciders/
https://glintcap.org/king-orchards,https://glintcap.org/results/commercial/medalists/king-orchards/,king-orchards,King Orchards,https://ciderguide.com/king-orchards,2137,King Orchards,https://ciderguide.com/king-orchards,,King Orchards,https://ciderguide.com/glintcap/medalists/king-orchards/
https://glintcap.org/kuhnhenn-brewing,https://glintcap.org/results/commercial/medalists/kuhnhenn-brewing/,kuhnhenn-brewing,#N/A,#N/A,27,Kuhnhenn Brewing Co.,https://ciderguide.com/kuhnhenn-brewing-co,,Kuhnhenn Brewing Co.,https://ciderguide.com/glintcap/medalists/kuhnhenn-brewing-co/
https://glintcap.org/left-foot-charley,https://glintcap.org/results/commercial/medalists/left-foot-charley/,left-foot-charley,Left Foot Charley,https://ciderguide.com/left-foot-charley,30,Left Foot Charley,https://ciderguide.com/left-foot-charley,,Left Foot Charley,https://ciderguide.com/glintcap/medalists/left-foot-charley/
https://glintcap.org/lehmans-orchards,https://glintcap.org/results/commercial/medalists/lehmans-orchards/,lehmans-orchards,Lehman's Orchards,https://ciderguide.com/lehmans-orchards,31,Lehman's Orchards,https://ciderguide.com/lehmans-orchards,,Lehman's Orchards,https://ciderguide.com/glintcap/medalists/lehmans-orchards/
https://glintcap.org/malicious-spirits,https://glintcap.org/results/commercial/medalists/malicious-spirits/,malicious-spirits,Malicious Spirits,https://ciderguide.com/malicious-spirits,2060,Malicious Spirits,https://ciderguide.com/malicious-spirits,,Malicious Spirits,https://ciderguide.com/glintcap/medalists/malicious-spirits/
https://glintcap.org/mawby-vineyards,https://glintcap.org/results/commercial/medalists/mawby-vineyards/,mawby-vineyards,Mawby Vineyards,https://ciderguide.com/mawby-vineyards,28,Mawby Vineyards,https://ciderguide.com/mawby-vineyards,,Mawby Vineyards,https://ciderguide.com/glintcap/medalists/mawby-vineyards/
https://glintcap.org/mcintosh-cellars,https://glintcap.org/results/commercial/medalists/mcintosh-cellars/,mcintosh-cellars,Mcintosh Cellars,https://ciderguide.com/mcintosh-cellars,33,Mcintosh Cellars,https://ciderguide.com/mcintosh-cellars,,Mcintosh Cellars,https://ciderguide.com/glintcap/medalists/mcintosh-cellars/
https://glintcap.org/meckleys-cidery,https://glintcap.org/results/commercial/medalists/meckleys-cidery/,meckleys-cidery,Meckley's Cidery,https://ciderguide.com/meckleys-cidery,34,Meckley's Cidery,https://ciderguide.com/meckleys-cidery,,Meckley's Cidery,https://ciderguide.com/glintcap/medalists/meckleys-cidery/
https://glintcap.org/michigan-wine-company,https://glintcap.org/results/commercial/medalists/michigan-wine-company/,michigan-wine-company,Michigan Wine Company,https://ciderguide.com/michigan-wine-company,1749,Michigan Wine Company,https://ciderguide.com/michigan-wine-company,,Michigan Wine Company,https://ciderguide.com/glintcap/medalists/michigan-wine-company/
https://glintcap.org/new-holland-brewing,https://glintcap.org/results/commercial/medalists/new-holland-brewing/,new-holland-brewing,New Holland Brewing,https://ciderguide.com/new-holland-brewing,2061,New Holland Brewing,https://ciderguide.com/new-holland-brewing,,New Holland Brewing,https://ciderguide.com/glintcap/medalists/new-holland-brewing/
https://glintcap.org/nomad-cidery,https://glintcap.org/results/commercial/medalists/nomad-cidery/,nomad-cidery,Nomad Cidery,https://ciderguide.com/nomad-cidery,36,Nomad Cidery,https://ciderguide.com/nomad-cidery,,Nomad Cidery,https://ciderguide.com/glintcap/medalists/nomad-cidery/
https://glintcap.org/northern-natural-winery,https://glintcap.org/results/commercial/medalists/northern-natural-winery/,northern-natural-winery,#N/A,#N/A,37,Northern Natural Cider House & Winery,https://ciderguide.com/northern-natural-cider-house-winery,,Northern Natural Cider House & Winery,https://ciderguide.com/glintcap/medalists/northern-natural-cider-house-winery/
https://glintcap.org/northville-winery-and-brewing-company,https://glintcap.org/results/commercial/medalists/northville-winery-and-brewing-company/,northville-winery-and-brewing-company,Northville Winery and Brewing Company,https://ciderguide.com/northville-winery-and-brewing-company,38,Northville Winery and Brewing Company,https://ciderguide.com/northville-winery-and-brewing-company,,Northville Winery and Brewing Company,https://ciderguide.com/glintcap/medalists/northville-winery-and-brewing-company/
https://glintcap.org/odd-brothers-craft-cider,https://glintcap.org/results/commercial/medalists/odd-brothers-craft-cider/,odd-brothers-craft-cider,Odd Brothers Craft Cider,https://ciderguide.com/odd-brothers-craft-cider,1757,Odd Brothers Craft Cider,https://ciderguide.com/odd-brothers-craft-cider,,Odd Brothers Craft Cider,https://ciderguide.com/glintcap/medalists/odd-brothers-craft-cider/
https://glintcap.org/old-boys-brewhouse,https://glintcap.org/results/commercial/medalists/old-boys-brewhouse/,old-boys-brewhouse,#N/A,#N/A,2568,Old Boys’ Brewhouse,none,https://www.google.com/maps?cid=14403920131021010321,Old Boys’ Brewhouse,https://ciderguide.com/glintcap/medalists/old-boys-brewhouse/
https://glintcap.org/ore-creek-craft-ciders,https://glintcap.org/results/commercial/medalists/ore-creek-craft-ciders/,ore-creek-craft-ciders,#N/A,#N/A,39,Ore Creek Craft Cider,https://ciderguide.com/ore-creek-craft-cider,,Ore Creek Craft Cider,https://ciderguide.com/glintcap/medalists/ore-creek-craft-cider/
https://glintcap.org/painted-turtle-hard-cider,https://glintcap.org/results/commercial/medalists/painted-turtle-hard-cider/,painted-turtle-hard-cider,Painted Turtle Hard Cider,https://ciderguide.com/painted-turtle-hard-cider,40,Painted Turtle Hard Cider,https://ciderguide.com/painted-turtle-hard-cider,,Painted Turtle Hard Cider,https://ciderguide.com/glintcap/medalists/painted-turtle-hard-cider/
https://glintcap.org/peats-original-cider,https://glintcap.org/results/commercial/medalists/peats-original-cider/,peats-original-cider,Peat's Original Cider,https://ciderguide.com/peats-original-cider,1771,Peat's Original Cider,https://ciderguide.com/peats-original-cider,,Peat's Original Cider,https://ciderguide.com/glintcap/medalists/peats-original-cider/
https://glintcap.org/peninsula-cellars,https://glintcap.org/results/commercial/medalists/peninsula-cellars/,peninsula-cellars,Peninsula Cellars,https://ciderguide.com/peninsula-cellars,1893,Peninsula Cellars,https://ciderguide.com/peninsula-cellars,,Peninsula Cellars,https://ciderguide.com/glintcap/medalists/peninsula-cellars/
https://glintcap.org/phillips-ciders,https://glintcap.org/results/commercial/medalists/phillips-ciders/,phillips-ciders,#N/A,#N/A,43,Phillips Orchards & Cider Mill,https://ciderguide.com/phillips-orchards-cider-mill,,Phillips Orchards & Cider Mill,https://ciderguide.com/glintcap/medalists/phillips-orchards-cider-mill/
https://glintcap.org/presque-isle-farm-cider,https://glintcap.org/results/commercial/medalists/presque-isle-farm-cider/,presque-isle-farm-cider,Presque Isle Farm Cider,https://ciderguide.com/presque-isle-farm-cider,1717,Presque Isle Farm Cider,https://ciderguide.com/presque-isle-farm-cider,,Presque Isle Farm Cider,https://ciderguide.com/glintcap/medalists/presque-isle-farm-cider/
https://glintcap.org/pux-cider,https://glintcap.org/results/commercial/medalists/pux-cider/,pux-cider,Pux Cider,https://ciderguide.com/pux-cider,44,Pux Cider,https://ciderguide.com/pux-cider,,Pux Cider,https://ciderguide.com/glintcap/medalists/pux-cider/
https://glintcap.org/red-top-winery,https://glintcap.org/results/commercial/medalists/red-top-winery/,red-top-winery,Red Top Winery,https://ciderguide.com/red-top-winery,1716,Red Top Winery,https://ciderguide.com/red-top-winery,,Red Top Winery,https://ciderguide.com/glintcap/medalists/red-top-winery/
https://glintcap.org/ridge-cider-co,https://glintcap.org/results/commercial/medalists/ridge-cider-co/,ridge-cider-co,Ridge Cider Co.,https://ciderguide.com/ridge-cider-co,1802,Ridge Cider Co.,https://ciderguide.com/ridge-cider-co,,Ridge Cider Co.,https://ciderguide.com/glintcap/medalists/ridge-cider-co/
https://glintcap.org/robinette-cellars,https://glintcap.org/results/commercial/medalists/robinette-cellars/,robinette-cellars,Robinette Cellars,https://ciderguide.com/robinette-cellars,46,Robinette Cellars,https://ciderguide.com/robinette-cellars,,Robinette Cellars,https://ciderguide.com/glintcap/medalists/robinette-cellars/
https://glintcap.org/sanctuary-spirits,https://glintcap.org/results/commercial/medalists/sanctuary-spirits/,sanctuary-spirits,Sanctuary Spirits,https://ciderguide.com/sanctuary-spirits,1013,Sanctuary Spirits,https://ciderguide.com/sanctuary-spirits,,Sanctuary Spirits,https://ciderguide.com/glintcap/medalists/sanctuary-spirits/
https://glintcap.org/sierra-rose-cellars,https://glintcap.org/results/commercial/medalists/sierra-rose-cellars/,sierra-rose-cellars,#N/A,#N/A,,,none,Already folded into Cascade Winery & Sierra Rose Ciders.,#N/A,https://ciderguide.com/glintcap/medalists/cascade-winery-sierra-rose-ciders/
https://glintcap.org/sietsema-orchards,https://glintcap.org/results/commercial/medalists/sietsema-orchards/,sietsema-orchards,Sietsema Orchards,https://ciderguide.com/sietsema-orchards,1844,Sietsema Orchards,https://ciderguide.com/sietsema-orchards,,Sietsema Orchards,https://ciderguide.com/glintcap/medalists/sietsema-orchards/
https://glintcap.org/speciation-artisan-ales,https://glintcap.org/results/commercial/medalists/speciation-artisan-ales/,speciation-artisan-ales,Speciation Artisan Ales,https://ciderguide.com/speciation-artisan-ales,938,Speciation Artisan Ales,https://ciderguide.com/speciation-artisan-ales,,Speciation Artisan Ales,https://ciderguide.com/glintcap/medalists/speciation-artisan-ales/
https://glintcap.org/spicers-winery,https://glintcap.org/results/commercial/medalists/spicers-winery/,spicers-winery,Spicer's Winery,https://ciderguide.com/spicers-winery,49,Spicer's Winery,https://ciderguide.com/spicers-winery,,Spicer's Winery,https://ciderguide.com/glintcap/medalists/spicers-winery/
https://glintcap.org/squiggly-tree-cider,https://glintcap.org/results/commercial/medalists/squiggly-tree-cider/,squiggly-tree-cider,Squiggly Tree Cider,https://ciderguide.com/squiggly-tree-cider,1901,Squiggly Tree Cider,https://ciderguide.com/squiggly-tree-cider,,Squiggly Tree Cider,https://ciderguide.com/glintcap/medalists/squiggly-tree-cider/
https://glintcap.org/st-ambrose-cellars,https://glintcap.org/results/commercial/medalists/st-ambrose-cellars/,st-ambrose-cellars,St. Ambrose Cellars,https://ciderguide.com/st-ambrose-cellars,50,St. Ambrose Cellars,https://ciderguide.com/st-ambrose-cellars,,St. Ambrose Cellars,https://ciderguide.com/glintcap/medalists/st-ambrose-cellars/
https://glintcap.org/starcut-ciders,https://glintcap.org/results/commercial/medalists/starcut-ciders/,starcut-ciders,Starcut Ciders,https://ciderguide.com/starcut-ciders,52,Starcut Ciders,https://ciderguide.com/starcut-ciders,,Starcut Ciders,https://ciderguide.com/glintcap/medalists/starcut-ciders/
https://glintcap.org/subterranean-cider,https://glintcap.org/results/commercial/medalists/subterranean-cider/,subterranean-cider,Subterranean Cider,https://ciderguide.com/subterranean-cider,2041,Subterranean Cider,https://ciderguide.com/subterranean-cider,,Subterranean Cider,https://ciderguide.com/glintcap/medalists/subterranean-cider/
https://glintcap.org/suttons-bay-ciders,https://glintcap.org/results/commercial/medalists/suttons-bay-ciders/,suttons-bay-ciders,Suttons Bay Ciders,https://ciderguide.com/suttons-bay-ciders,53,Suttons Bay Ciders,https://ciderguide.com/suttons-bay-ciders,,Suttons Bay Ciders,https://ciderguide.com/glintcap/medalists/suttons-bay-ciders/
https://glintcap.org/tandem-ciders,https://glintcap.org/results/commercial/medalists/tandem-ciders/,tandem-ciders,Tandem Ciders,https://ciderguide.com/tandem-ciders,54,Tandem Ciders,https://ciderguide.com/tandem-ciders,,Tandem Ciders,https://ciderguide.com/glintcap/medalists/tandem-ciders/
https://glintcap.org/texas-corners-brewing-co,https://glintcap.org/results/commercial/medalists/texas-corners-brewing-co/,texas-corners-brewing-co,#N/A,#N/A,55,Texas Corners Brewing Company,https://ciderguide.com/texas-corners-brewing-company,,Texas Corners Brewing Company,https://ciderguide.com/glintcap/medalists/texas-corners-brewing-company/
https://glintcap.org/thornapple-brewing-company,https://glintcap.org/results/commercial/medalists/thornapple-brewing-company/,thornapple-brewing-company,Thornapple Brewing Company,https://ciderguide.com/thornapple-brewing-company,58,Thornapple Brewing Company,https://ciderguide.com/thornapple-brewing-company,,Thornapple Brewing Company,https://ciderguide.com/glintcap/medalists/thornapple-brewing-company/
https://glintcap.org/top-of-the-rock-ciders,https://glintcap.org/results/commercial/medalists/top-of-the-rock-ciders/,top-of-the-rock-ciders,#N/A,#N/A,2576,Top of the Rock Ciders,none,Added.,Top of the Rock Ciders,https://ciderguide.com/glintcap/medalists/top-of-the-rock-ciders/
https://glintcap.org/townline-ciderworks,https://glintcap.org/results/commercial/medalists/townline-ciderworks/,townline-ciderworks,Townline Ciderworks,https://ciderguide.com/townline-ciderworks,59,Townline Ciderworks,https://ciderguide.com/townline-ciderworks,,Townline Ciderworks,https://ciderguide.com/glintcap/medalists/townline-ciderworks/
https://glintcap.org/two-k-farms,https://glintcap.org/results/commercial/medalists/two-k-farms/,two-k-farms,Two K Farms,https://ciderguide.com/two-k-farms,932,Two K Farms,https://ciderguide.com/two-k-farms,,Two K Farms,https://ciderguide.com/glintcap/medalists/two-k-farms/
https://glintcap.org/uncle-johns,https://glintcap.org/results/commercial/medalists/uncle-johns/,uncle-johns,Uncle John's,https://ciderguide.com/uncle-johns,61,Uncle John's,https://ciderguide.com/uncle-johns,,Uncle John's,https://ciderguide.com/glintcap/medalists/uncle-johns/
https://glintcap.org/vander-mill,https://glintcap.org/results/commercial/medalists/vander-mill/,vander-mill,Vander Mill,https://ciderguide.com/vander-mill,62,Vander Mill,https://ciderguide.com/vander-mill,,Vander Mill,https://ciderguide.com/glintcap/medalists/vander-mill/
https://glintcap.org/virtue-cider,https://glintcap.org/results/commercial/medalists/virtue-cider/,virtue-cider,Virtue Cider,https://ciderguide.com/virtue-cider,63,Virtue Cider,https://ciderguide.com/virtue-cider,,Virtue Cider,https://ciderguide.com/glintcap/medalists/virtue-cider/
https://glintcap.org/westside-ciderwerks,https://glintcap.org/results/commercial/medalists/westside-ciderwerks/,westside-ciderwerks,#N/A,#N/A,2575,Westside CiderWerks,none,Added.,Westside CiderWerks,https://ciderguide.com/glintcap/medalists/westside-ciderwerks/
https://glintcap.org/westview-orchards-winery,https://glintcap.org/results/commercial/medalists/westview-orchards-winery/,westview-orchards-winery,Westview Orchards & Winery,https://ciderguide.com/westview-orchards-winery,64,Westview Orchards & Winery,https://ciderguide.com/westview-orchards-winery,,Westview Orchards & Winery,https://ciderguide.com/glintcap/medalists/westview-orchards-winery/
https://glintcap.org/winery-at-black-star-farms,https://glintcap.org/results/commercial/medalists/winery-at-black-star-farms/,winery-at-black-star-farms,Winery at Black Star Farms,https://ciderguide.com/winery-at-black-star-farms,9,Winery at Black Star Farms,https://ciderguide.com/winery-at-black-star-farms/,,Winery at Black Star Farms,https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/
https://glintcap.org/duluth-cider,https://glintcap.org/results/commercial/medalists/duluth-cider/,duluth-cider,Duluth Cider,https://ciderguide.com/duluth-cider,250,Duluth Cider,https://ciderguide.com/duluth-cider,,Duluth Cider,https://ciderguide.com/glintcap/medalists/duluth-cider/
https://glintcap.org/falconer-vineyards,https://glintcap.org/results/commercial/medalists/falconer-vineyards/,falconer-vineyards,Falconer Vineyards,https://ciderguide.com/falconer-vineyards,269,Falconer Vineyards,https://ciderguide.com/falconer-vineyards,,Falconer Vineyards,https://ciderguide.com/glintcap/medalists/falconer-vineyards/
https://glintcap.org/lionheart-cider,https://glintcap.org/results/commercial/medalists/lionheart-cider/,lionheart-cider,#N/A,#N/A,2588,Lionheart Cider,none,Added.,#N/A,#N/A
https://glintcap.org/milk-honey-ciders,https://glintcap.org/results/commercial/medalists/milk-honey-ciders/,milk-honey-ciders,Milk & Honey Ciders,https://ciderguide.com/milk-honey-ciders,419,Milk & Honey Ciders,https://ciderguide.com/milk-honey-ciders,,Milk & Honey Ciders,https://ciderguide.com/glintcap/medalists/milk-honey-ciders/
https://glintcap.org/minneapolis-cider-co,https://glintcap.org/results/commercial/medalists/minneapolis-cider-co/,minneapolis-cider-co,#N/A,#N/A,423,Minneapolis Cider Company,https://ciderguide.com/minneapolis-cider-company,,Minneapolis Cider Company,https://ciderguide.com/glintcap/medalists/minneapolis-cider-company/
https://glintcap.org/number-12-cider,https://glintcap.org/results/commercial/medalists/number-12-cider,number-12-cider,Number 12 Cider,https://ciderguide.com/number-12-cider,454,Number 12 Cider,https://ciderguide.com/number-12-cider,,Number 12 Cider,https://ciderguide.com/glintcap/medalists/number-12-cider/
https://glintcap.org/sapsucker-farms,https://glintcap.org/results/commercial/medalists/sapsucker-farms/,sapsucker-farms,#N/A,#N/A,545,Sapsucker Farms Yellow Belly Cidery,https://ciderguide.com/sapsucker-farms-yellow-belly-cidery,,Sapsucker Farms Yellow Belly Cidery,https://ciderguide.com/glintcap/medalists/sapsucker-farms-yellow-belly-cidery/
https://glintcap.org/thors-hard-cider,https://glintcap.org/results/commercial/medalists/thors-hard-cider/,thors-hard-cider,Thor's Hard Cider,https://ciderguide.com/thors-hard-cider,631,Thor's Hard Cider,https://ciderguide.com/thors-hard-cider,,Thor's Hard Cider,https://ciderguide.com/glintcap/medalists/thors-hard-cider/
https://glintcap.org/urban-forage-winery-and-cider-house,https://glintcap.org/results/commercial/medalists/urban-forage-winery-and-cider-house/,urban-forage-winery-and-cider-house,#N/A,#N/A,659,Urban Forage Winery & Cider House,https://ciderguide.com/urban-forage-winery-cider-house,,Urban Forage Winery & Cider House,https://ciderguide.com/glintcap/medalists/urban-forage-winery-cider-house/
https://glintcap.org/wild-state-cider,https://glintcap.org/results/commercial/medalists/wild-state-cider/,wild-state-cider,Wild State Cider,https://ciderguide.com/wild-state-cider,685,Wild State Cider,https://ciderguide.com/wild-state-cider,,Wild State Cider,https://ciderguide.com/glintcap/medalists/wild-state-cider/
https://glintcap.org/woodlore-cider,https://glintcap.org/results/commercial/medalists/woodlore-cider/,woodlore-cider,#N/A,#N/A,1959,Woodlore Cider Co.,https://ciderguide.com/woodlore-cider-co,,Woodlore Cider Co.,https://ciderguide.com/glintcap/medalists/woodlore-cider-co/
https://glintcap.org/wyndfall-cyder,https://glintcap.org/results/commercial/medalists/wyndfall-cyder/,wyndfall-cyder,Wyndfall Cyder,https://ciderguide.com/wyndfall-cyder,702,Wyndfall Cyder,https://ciderguide.com/wyndfall-cyder,,Wyndfall Cyder,https://ciderguide.com/glintcap/medalists/wyndfall-cyder/
https://glintcap.org/backwater,https://glintcap.org/results/commercial/medalists/backwater/,backwater,#N/A,#N/A,110,Mississippi Ale House,https://ciderguide.com/mississippi-ale-house,,Mississippi Ale House,https://ciderguide.com/glintcap/medalists/mississippi-ale-house/
https://glintcap.org/black-bear-cider-co,https://glintcap.org/results/commercial/medalists/black-bear-cider-co/,black-bear-cider-co,Black Bear Cider Co.,https://ciderguide.com/black-bear-cider-co,1899,Black Bear Cider Co.,https://ciderguide.com/black-bear-cider-co,,Black Bear Cider Co.,https://ciderguide.com/glintcap/medalists/black-bear-cider-co/
https://glintcap.org/brick-river-cider-co,https://glintcap.org/results/commercial/medalists/brick-river-cider-co/,brick-river-cider-co,#N/A,#N/A,1068,Brick River Cider,https://ciderguide.com/brick-river-cider,,Brick River Cider,https://ciderguide.com/glintcap/medalists/brick-river-cider/
https://glintcap.org/waves-cider-company,https://glintcap.org/results/commercial/medalists/waves-cider-company/,waves-cider-company,#N/A,#N/A,1050,Waves Cider Co.,https://ciderguide.com/waves-cider-co,,Waves Cider Co.,https://ciderguide.com/glintcap/medalists/waves-cider-co/
https://glintcap.org/montana-ciderworks,https://glintcap.org/results/commercial/medalists/montana-ciderworks/,montana-ciderworks,Montana CiderWorks,https://ciderguide.com/montana-ciderworks,428,Montana CiderWorks,https://ciderguide.com/montana-ciderworks,,Montana CiderWorks,https://ciderguide.com/glintcap/medalists/montana-ciderworks/
https://glintcap.org/western-cider,https://glintcap.org/results/commercial/medalists/western-cider/,western-cider,Western Cider,https://ciderguide.com/western-cider,676,Western Cider,https://ciderguide.com/western-cider,,Western Cider,https://ciderguide.com/glintcap/medalists/western-cider/
https://glintcap.org/glacial-till-cider,https://glintcap.org/results/commercial/medalists/glacial-till-cider/,glacial-till-cider,#N/A,#N/A,294,Glacial Till Vineyard & Winery,https://ciderguide.com/glacial-till-vineyard-winery,,Glacial Till Vineyard & Winery,https://ciderguide.com/glintcap/medalists/glacial-till-vineyard-winery/
https://glintcap.org/papa-moon-vineyards-winery,https://glintcap.org/results/commercial/medalists/papa-moon-vineyards-winery/,papa-moon-vineyards-winery,Papa Moon Vineyards & Winery,https://ciderguide.com/papa-moon-vineyards-winery,1074,Papa Moon Vineyards & Winery,https://ciderguide.com/papa-moon-vineyards-winery,,Papa Moon Vineyards & Winery,https://ciderguide.com/glintcap/medalists/papa-moon-vineyards-winery/
https://glintcap.org/saro-cider,https://glintcap.org/results/commercial/medalists/saro-cider/,saro-cider,Saro Cider,https://ciderguide.com/saro-cider,547,Saro Cider,https://ciderguide.com/saro-cider,,Saro Cider,https://ciderguide.com/glintcap/medalists/saro-cider/
https://glintcap.org/valas-orchard-cider-co,https://glintcap.org/results/commercial/medalists/valas-orchard-cider-co/,valas-orchard-cider-co,#N/A,#N/A,1055,Vala's Orchard Cider,https://ciderguide.com/valas-orchard-cider,,Vala's Orchard Cider,https://ciderguide.com/glintcap/medalists/valas-orchard-cider/
https://glintcap.org/three-thinkers-cider,https://glintcap.org/results/commercial/medalists/three-thinkers-cider/,three-thinkers-cider,Three Thinkers Cider,https://ciderguide.com/three-thinkers-cider,900,Three Thinkers Cider,https://ciderguide.com/three-thinkers-cider,,Three Thinkers Cider,https://ciderguide.com/glintcap/medalists/three-thinkers-cider/
https://glintcap.org/bird-dog-cider,https://glintcap.org/results/commercial/medalists/bird-dog-cider/,bird-dog-cider,Bird Dog Cider,https://ciderguide.com/bird-dog-cider,2103,Bird Dog Cider,https://ciderguide.com/bird-dog-cider,,Bird Dog Cider,https://ciderguide.com/glintcap/medalists/bird-dog-cider/
https://glintcap.org/chase-hill-cider,https://glintcap.org/results/commercial/medalists/chase-hill-cider/,chase-hill-cider,Chase Hill Cider,https://ciderguide.com/chase-hill-cider,926,Chase Hill Cider,https://ciderguide.com/chase-hill-cider,,Chase Hill Cider,https://ciderguide.com/glintcap/medalists/chase-hill-cider/
https://glintcap.org/beach-bee-meadery,https://glintcap.org/results/commercial/medalists/beach-bee-meadery/,beach-bee-meadery,Beach Bee Meadery,https://ciderguide.com/beach-bee-meadery,947,Beach Bee Meadery,https://ciderguide.com/beach-bee-meadery,,Beach Bee Meadery,https://ciderguide.com/glintcap/medalists/beach-bee-meadery/
https://glintcap.org/brew-lab-101-beer-cider-co,https://glintcap.org/results/commercial/medalists/brew-lab-101-beer-cider-co/,brew-lab-101-beer-cider-co,Brew Lab 101 Beer & Cider Co.,https://ciderguide.com/brew-lab-101-beer-cider-co,1994,Brew Lab 101 Beer & Cider Co.,https://ciderguide.com/brew-lab-101-beer-cider-co,,Brew Lab 101 Beer & Cider Co.,https://ciderguide.com/glintcap/medalists/brew-lab-101-beer-cider-co/
