Year,Entrant,Medalist,Entry,Class,Place,Results
2022,Atlanta Hard Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/atlanta-hard-cider-co/"">Atlanta Hard Cider Co.</a>",American Apple Brandy Eau De Vie,Spirits,2nd Place,https://ciderguide.com/glintcap/medalists/atlanta-hard-cider-co/
2022,Uncle John's,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Vodka From Apples,Spirits,3rd Place,https://ciderguide.com/glintcap/medalists/uncle-johns/
2021,Vander Mill,"<a href=""https://ciderguide.com/glintcap/medalists/vander-mill/"">Vander Mill</a>",Hard Apple,Modern Cider - Dry,1st Place,https://ciderguide.com/glintcap/medalists/vander-mill/
2021,Tandem Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/tandem-ciders/"">Tandem Ciders</a>",Green Man,Modern Cider - Dry,2nd Place,https://ciderguide.com/glintcap/medalists/tandem-ciders/
2021,EsoTerra Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/esoterra-ciderworks/"">EsoTerra Ciderworks</a>",The Last Stand,Modern Cider - Dry,3rd Place,https://ciderguide.com/glintcap/medalists/esoterra-ciderworks/
2021,Haykin Family Cider,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",McIntosh,Modern Cider - Sweet,1st Place,https://ciderguide.com/glintcap/medalists/haykin-family-cider/
2021,Ragged and Right Cider Project,"<a href=""https://ciderguide.com/glintcap/medalists/ragged-and-right-cider-project/"">Ragged and Right Cider Project</a>",First Pick Gravenstein,Modern Cider - Sweet,2nd Place,https://ciderguide.com/glintcap/medalists/ragged-and-right-cider-project/
2021,Northville Winery and Brewing Company,"<a href=""https://ciderguide.com/glintcap/medalists/northville-winery-and-brewing-company/"">Northville Winery and Brewing Company</a>",Rockin' Cock,Modern Cider - Sweet,3rd Place,https://ciderguide.com/glintcap/medalists/northville-winery-and-brewing-company/
2021,Albemarle CiderWorks,"<a href=""https://ciderguide.com/glintcap/medalists/albemarle-ciderworks/"">Albemarle CiderWorks</a>",1817,Heritage Cider - Dry,1st Place,https://ciderguide.com/glintcap/medalists/albemarle-ciderworks/
2021,EsoTerra Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/esoterra-ciderworks/"">EsoTerra Ciderworks</a>",Tessano,Heritage Cider - Dry,2nd Place,https://ciderguide.com/glintcap/medalists/esoterra-ciderworks/
2021,Loch Mór Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/loch-mor-cider-co/"">Loch Mór Cider Co.</a>",Savvy Pomme Sparkling,Heritage Cider - Dry,3rd Place,https://ciderguide.com/glintcap/medalists/loch-mor-cider-co/
2021,Snow Capped Cider,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Harrison,Heritage Cider - Sweet,1st Place,https://ciderguide.com/glintcap/medalists/snow-capped-cider/
2021,Bee Well Mead & Cider,"<a href=""https://ciderguide.com/glintcap/medalists/bee-well-mead-cider/"">Bee Well Mead & Cider</a>",Harrison,Heritage Cider - Sweet,2nd Place,https://ciderguide.com/glintcap/medalists/bee-well-mead-cider/
2021,Snow Capped Cider,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Gold Rush,Heritage Cider - Sweet,3rd Place,https://ciderguide.com/glintcap/medalists/snow-capped-cider/
2021,Twin Pines Orchards & Cider House,"<a href=""https://ciderguide.com/glintcap/medalists/twin-pines-orchards-cider-house/"">Twin Pines Orchards & Cider House</a>",Hammer Bent Old World,Traditional Cider - Dry,1st Place,https://ciderguide.com/glintcap/medalists/twin-pines-orchards-cider-house/
2021,Presque Isle Farm Cider,"<a href=""https://ciderguide.com/glintcap/medalists/presque-isle-farm-cider/"">Presque Isle Farm Cider</a>",Farmhouse,Traditional Cider - Dry,2nd Place,https://ciderguide.com/glintcap/medalists/presque-isle-farm-cider/
2021,Stormalong Cider,"<a href=""https://ciderguide.com/glintcap/medalists/stormalong-cider/"">Stormalong Cider</a>",Bittersweet Symphonie,Traditional Cider - Dry,3rd Place,https://ciderguide.com/glintcap/medalists/stormalong-cider/
2021,Celtic Marches,"<a href=""https://ciderguide.com/glintcap/medalists/celtic-marches/"">Celtic Marches</a>",Abrahalls Vintage,Traditional Cider - Sweet,1st Place,https://ciderguide.com/glintcap/medalists/celtic-marches/
2021,Celtic Marches,"<a href=""https://ciderguide.com/glintcap/medalists/celtic-marches/"">Celtic Marches</a>",Pulp Apple Cider,Traditional Cider - Sweet,2nd Place,https://ciderguide.com/glintcap/medalists/celtic-marches/
2021,Heeman's,"<a href=""https://ciderguide.com/glintcap/medalists/heemans/"">Heeman's</a>",New Traditions,Traditional Cider - Sweet,3rd Place,https://ciderguide.com/glintcap/medalists/heemans/
2021,Sidra Mayador,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-mayador/"">Sidra Mayador</a>",M. Busto Natural Cider,Natural Cider,1st Place,https://ciderguide.com/glintcap/medalists/sidra-mayador/
2021,Wildbranch Cider,"<a href=""https://ciderguide.com/glintcap/medalists/wildbranch-cider/"">Wildbranch Cider</a>",The Spinney,Natural Cider,2nd Place,https://ciderguide.com/glintcap/medalists/wildbranch-cider/
2021,Brooklyn Cider House,"<a href=""https://ciderguide.com/glintcap/medalists/brooklyn-cider-house/"">Brooklyn Cider House</a>",Raw,Natural Cider,3rd Place,https://ciderguide.com/glintcap/medalists/brooklyn-cider-house/
2021,Dead Horse Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/dead-horse-cider-co/"">Dead Horse Cider Co.</a>",Life is Rosé,Rosé Cider,1st Place,https://ciderguide.com/glintcap/medalists/dead-horse-cider-co/
2021,Bauman's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/baumans-cider/"">Bauman's Cider</a>",Mountain Rose,Rosé Cider,2nd Place,https://ciderguide.com/glintcap/medalists/baumans-cider/
2021,Haykin Family Cider,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Methode Ancestrale Masonville Orchards Rosé,Rosé Cider,3rd Place,https://ciderguide.com/glintcap/medalists/haykin-family-cider/
2021,Verger Belliveau Orchard,"<a href=""https://ciderguide.com/glintcap/medalists/verger-belliveau-orchard/"">Verger Belliveau Orchard</a>",SCOW Pear Cider,Modern Perry,1st Place,https://ciderguide.com/glintcap/medalists/verger-belliveau-orchard/
2021,Sidewood Estate,"<a href=""https://ciderguide.com/glintcap/medalists/sidewood-estate/"">Sidewood Estate</a>",Sidewood Pear Cider,Modern Perry,2nd Place,https://ciderguide.com/glintcap/medalists/sidewood-estate/
2021,Uncle John's,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Perry,Modern Perry,3rd Place,https://ciderguide.com/glintcap/medalists/uncle-johns/
2021,Once Upon A Tree,"<a href=""https://ciderguide.com/glintcap/medalists/once-upon-a-tree/"">Once Upon A Tree</a>",Perry,Traditional Perry,1st Place,https://ciderguide.com/glintcap/medalists/once-upon-a-tree/
2021,Clear Fork Cider,"<a href=""https://ciderguide.com/glintcap/medalists/clear-fork-cider/"">Clear Fork Cider</a>",Feral Pear,Traditional Perry,2nd Place,https://ciderguide.com/glintcap/medalists/clear-fork-cider/
2021,Colorado Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/colorado-cider-company/"">Colorado Cider Company</a>",Pagetree Perry,Traditional Perry,3rd Place,https://ciderguide.com/glintcap/medalists/colorado-cider-company/
2021,Northville Winery and Brewing Company,"<a href=""https://ciderguide.com/glintcap/medalists/northville-winery-and-brewing-company/"">Northville Winery and Brewing Company</a>",Crimson Dew,Fruit Cider,1st Place,https://ciderguide.com/glintcap/medalists/northville-winery-and-brewing-company/
2021,Scenic Road Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/scenic-road-cider-co/"">Scenic Road Cider Co.</a>",Razz,Fruit Cider,2nd Place,https://ciderguide.com/glintcap/medalists/scenic-road-cider-co/
2021,Thornbury Craft Co.,"<a href=""https://ciderguide.com/glintcap/medalists/thornbury-craft-co/"">Thornbury Craft Co.</a>",Cranberry Apple Cider,Fruit Cider,3rd Place,https://ciderguide.com/glintcap/medalists/thornbury-craft-co/
2021,Bee Well Mead & Cider,"<a href=""https://ciderguide.com/glintcap/medalists/bee-well-mead-cider/"">Bee Well Mead & Cider</a>",Spy vs Citra,Hopped Cider,1st Place,https://ciderguide.com/glintcap/medalists/bee-well-mead-cider/
2021,Valley Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/valley-cider-company/"">Valley Cider Company</a>",Humulus Lupulus,Hopped Cider,2nd Place,https://ciderguide.com/glintcap/medalists/valley-cider-company/
2021,Michigan Wine Company,"<a href=""https://ciderguide.com/glintcap/medalists/michigan-wine-company/"">Michigan Wine Company</a>",Grant Twp Hop Cider,Hopped Cider,3rd Place,https://ciderguide.com/glintcap/medalists/michigan-wine-company/
2021,Threadbare Cider,"<a href=""https://ciderguide.com/glintcap/medalists/threadbare-cider/"">Threadbare Cider</a>",Bouquet de Rosé,Botanical Cider,1st Place,https://ciderguide.com/glintcap/medalists/threadbare-cider/
2021,Seattle Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Basil Mint,Botanical Cider,2nd Place,https://ciderguide.com/glintcap/medalists/seattle-cider-company/
2021,Stem Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/stem-ciders/"">Stem Ciders</a>",Hibiscus,Botanical Cider,3rd Place,https://ciderguide.com/glintcap/medalists/stem-ciders/
2021,Alma Cider,"<a href=""https://ciderguide.com/glintcap/medalists/alma-cider/"">Alma Cider</a>",Alma Wood Aged,Wood Aged Cider,1st Place,https://ciderguide.com/glintcap/medalists/alma-cider/
2021,Stoic Cider,"<a href=""https://ciderguide.com/glintcap/medalists/stoic-cider/"">Stoic Cider</a>",Meditations,Wood Aged Cider,2nd Place,https://ciderguide.com/glintcap/medalists/stoic-cider/
2021,Two Broads Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/two-broads-ciderworks/"">Two Broads Ciderworks</a>",Frost,Wood Aged Cider,3rd Place,https://ciderguide.com/glintcap/medalists/two-broads-ciderworks/
2021,Gowan's Heirloom Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/gowans-heirloom-ciders/"">Gowan's Heirloom Ciders</a>",Pinot Rosé Cider,Wood Aged Specialty Cider,1st Place,https://ciderguide.com/glintcap/medalists/gowans-heirloom-ciders/
2021,Bauman's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/baumans-cider/"">Bauman's Cider</a>",Bourbon Vanilla,Wood Aged Specialty Cider,2nd Place,https://ciderguide.com/glintcap/medalists/baumans-cider/
2021,Cambium Cider Co,"<a href=""https://ciderguide.com/glintcap/medalists/cambium-cider-co/"">Cambium Cider Co</a>",The Barber Sleuth,Wood Aged Specialty Cider,3rd Place,https://ciderguide.com/glintcap/medalists/cambium-cider-co/
2021,Bauman's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/baumans-cider/"">Bauman's Cider</a>",Strawberry Mojito,Specialty Cider and Perry,1st Place,https://ciderguide.com/glintcap/medalists/baumans-cider/
2021,Blake's Hard Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/blakes-hard-cider-co/"">Blake's Hard Cider Co.</a>",Imperial Gold,Specialty Cider and Perry,2nd Place,https://ciderguide.com/glintcap/medalists/blakes-hard-cider-co/
2021,Snow Capped Cider,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Rockies Rosé,Specialty Cider and Perry,3rd Place,https://ciderguide.com/glintcap/medalists/snow-capped-cider/
2021,Starcut Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/starcut-ciders/"">Starcut Ciders</a>",Pulsar,Unlimited Cider and Perry,1st Place,https://ciderguide.com/glintcap/medalists/starcut-ciders/
2021,Vermont Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/vermont-cider-company/"">Vermont Cider Company</a>",Magners Original Irish Cider,Unlimited Cider and Perry,2nd Place,https://ciderguide.com/glintcap/medalists/vermont-cider-company/
2021,Crispin Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/crispin-cider-company/"">Crispin Cider Company</a>",Crispin Pacific Pear,Unlimited Cider and Perry,3rd Place,https://ciderguide.com/glintcap/medalists/crispin-cider-company/
2021,Ragged Hill Cider,"<a href=""https://ciderguide.com/glintcap/medalists/ragged-hill-cider/"">Ragged Hill Cider</a>",Ice Cider,Ice Cider,1st Place,https://ciderguide.com/glintcap/medalists/ragged-hill-cider/
2021,Eden Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",Northern Spy Ice Cider,Ice Cider,2nd Place,https://ciderguide.com/glintcap/medalists/eden-ciders/
2021,Sidra El Gaitero,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-el-gaitero/"">Sidra El Gaitero</a>",1898 Ice Cider,Ice Cider,3rd Place,https://ciderguide.com/glintcap/medalists/sidra-el-gaitero/
2021,Cidrerie Verger Bilodeau,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-verger-bilodeau/"">Cidrerie Verger Bilodeau</a>",Fascination,Fortified Cider,1st Place,https://ciderguide.com/glintcap/medalists/cidrerie-verger-bilodeau/
2021,Loch Mór Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/loch-mor-cider-co/"">Loch Mór Cider Co.</a>",Barrel Aged Pommeau,Fortified Cider,2nd Place,https://ciderguide.com/glintcap/medalists/loch-mor-cider-co/
2021,Rootstock Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/rootstock-ciderworks/"">Rootstock Ciderworks</a>",Pommeau,Fortified Cider,3rd Place,https://ciderguide.com/glintcap/medalists/rootstock-ciderworks/
2021,Winery at Black Star Farms,"<a href=""https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/"">Winery at Black Star Farms</a>",Spirit of Pear,Spirits,1st Place,https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/
2021,Uncle John's,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Apple Brandy,Spirits,2nd Place,https://ciderguide.com/glintcap/medalists/uncle-johns/
2021,Winery at Black Star Farms,"<a href=""https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/"">Winery at Black Star Farms</a>",Spirit of Apple,Spirits,3rd Place,https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/
2019,Gowan's Heirloom Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/gowans-heirloom-ciders/"">Gowan's Heirloom Ciders</a>",Macintosh,Modern Cider - Dry,1st Place,https://ciderguide.com/glintcap/medalists/gowans-heirloom-ciders/
2019,Coffin Ridge Boutique Winery,"<a href=""https://ciderguide.com/glintcap/medalists/coffin-ridge-boutique-winery/"">Coffin Ridge Boutique Winery</a>",Forbidden Dry Cider,Modern Cider - Dry,2nd Place,https://ciderguide.com/glintcap/medalists/coffin-ridge-boutique-winery/
2019,Haykin Family Cider,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Akane,Modern Cider - Dry,3rd Place,https://ciderguide.com/glintcap/medalists/haykin-family-cider/
2019,Gowan's Heirloom Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/gowans-heirloom-ciders/"">Gowan's Heirloom Ciders</a>",Gravenstein,Modern Cider - Sweet,1st Place,https://ciderguide.com/glintcap/medalists/gowans-heirloom-ciders/
2019,Cidrerie du Minot,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/"">Cidrerie du Minot</a>",Crémant de pomme,Modern Cider - Sweet,2nd Place,https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/
2019,Haykin Family Cider,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Karmijn de Sonnaville,Modern Cider - Sweet,3rd Place,https://ciderguide.com/glintcap/medalists/haykin-family-cider/
2019,Black Diamond Cider,"<a href=""https://ciderguide.com/glintcap/medalists/black-diamond-cider/"">Black Diamond Cider</a>",Somerset Jersey,Heritage Cider - Dry,1st Place,https://ciderguide.com/glintcap/medalists/black-diamond-cider/
2019,Bauman's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/baumans-cider/"">Bauman's Cider</a>",Clyde's Dry,Heritage Cider - Dry,2nd Place,https://ciderguide.com/glintcap/medalists/baumans-cider/
2019,Salt Spring Wild Cider,"<a href=""https://ciderguide.com/glintcap/medalists/salt-spring-wild-cider/"">Salt Spring Wild Cider</a>",Salt Spring Wild Cider Semi-Dry,Heritage Cider - Dry,3rd Place,https://ciderguide.com/glintcap/medalists/salt-spring-wild-cider/
2019,Sierra Cider,"<a href=""https://ciderguide.com/glintcap/medalists/sierra-cider/"">Sierra Cider</a>",Early Harvest,Heritage Cider - Sweet,1st Place,https://ciderguide.com/glintcap/medalists/sierra-cider/
2019,Tieton Cider Works,"<a href=""https://ciderguide.com/glintcap/medalists/tieton-cider-works/"">Tieton Cider Works</a>",Blossom Nectar Cider,Heritage Cider - Sweet,2nd Place,https://ciderguide.com/glintcap/medalists/tieton-cider-works/
2019,Black Diamond Cider,"<a href=""https://ciderguide.com/glintcap/medalists/black-diamond-cider/"">Black Diamond Cider</a>",Hickster,Heritage Cider - Sweet,3rd Place,https://ciderguide.com/glintcap/medalists/black-diamond-cider/
2019,Nashi Orchards,"<a href=""https://ciderguide.com/glintcap/medalists/nashi-orchards/"">Nashi Orchards</a>",Idyll Acres Cider,Traditional Cider - Dry,1st Place,https://ciderguide.com/glintcap/medalists/nashi-orchards/
2019,Dunkertons Cider and Perry,"<a href=""https://ciderguide.com/glintcap/medalists/dunkertons-cider-and-perry/"">Dunkertons Cider and Perry</a>",Dunkertons Black Fox Cider,Traditional Cider - Dry,2nd Place,https://ciderguide.com/glintcap/medalists/dunkertons-cider-and-perry/
2019,Spoke + Spy Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/spoke-spy-ciderworks/"">Spoke + Spy Ciderworks</a>",kingston black,Traditional Cider - Dry,3rd Place,https://ciderguide.com/glintcap/medalists/spoke-spy-ciderworks/
2019,Hogan's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/hogans-cider/"">Hogan's Cider</a>",Libertine,Traditional Cider - Sweet,1st Place,https://ciderguide.com/glintcap/medalists/hogans-cider/
2019,Renaissance Orchards,"<a href=""https://ciderguide.com/glintcap/medalists/renaissance-orchards/"">Renaissance Orchards</a>",Keeved Cider 2018 (Cidre Bouché),Traditional Cider - Sweet,2nd Place,https://ciderguide.com/glintcap/medalists/renaissance-orchards/
2019,Renaissance Orchards,"<a href=""https://ciderguide.com/glintcap/medalists/renaissance-orchards/"">Renaissance Orchards</a>",Keeved Cider 2017 (Cidre Bouché),Traditional Cider - Sweet,3rd Place,https://ciderguide.com/glintcap/medalists/renaissance-orchards/
2019,Barrika,"<a href=""https://ciderguide.com/glintcap/medalists/barrika/"">Barrika</a>",Barrika Basque Country Cider,Natural Cider,1st Place,https://ciderguide.com/glintcap/medalists/barrika/
2019,Sidra Trabanco,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-trabanco/"">Sidra Trabanco</a>",Sidra Trabanco DOP Seleccionada,Natural Cider,2nd Place,https://ciderguide.com/glintcap/medalists/sidra-trabanco/
2019,Bee Well Mead & Cider,"<a href=""https://ciderguide.com/glintcap/medalists/bee-well-mead-cider/"">Bee Well Mead & Cider</a>",Over The Hill,Natural Cider,3rd Place,https://ciderguide.com/glintcap/medalists/bee-well-mead-cider/
2019,Cidrerie Milton,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-milton/"">Cidrerie Milton</a>",Cid Rosé,Rosé Cider,1st Place,https://ciderguide.com/glintcap/medalists/cidrerie-milton/
2019,Champlain Orchards,"<a href=""https://ciderguide.com/glintcap/medalists/champlain-orchards/"">Champlain Orchards</a>",Redfield,Rosé Cider,2nd Place,https://ciderguide.com/glintcap/medalists/champlain-orchards/
2019,Lost Giants Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/lost-giants-cider-company/"">Lost Giants Cider Company</a>",Rose,Rosé Cider,3rd Place,https://ciderguide.com/glintcap/medalists/lost-giants-cider-company/
2019,EdenVale Winery,"<a href=""https://ciderguide.com/glintcap/medalists/edenvale-winery/"">EdenVale Winery</a>",Eden Valley Orchards Pear House Cider,Modern Perry,1st Place,https://ciderguide.com/glintcap/medalists/edenvale-winery/
2019,Sidewood Estate,"<a href=""https://ciderguide.com/glintcap/medalists/sidewood-estate/"">Sidewood Estate</a>",Sidewood Pear Cider,Modern Perry,2nd Place,https://ciderguide.com/glintcap/medalists/sidewood-estate/
2019,Scenic Road Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/scenic-road-cider-co/"">Scenic Road Cider Co.</a>",Peary,Modern Perry,3rd Place,https://ciderguide.com/glintcap/medalists/scenic-road-cider-co/
2019,Oliver's Cider and Perry,"<a href=""https://ciderguide.com/glintcap/medalists/olivers-cider-and-perry/"">Oliver's Cider and Perry</a>",Classic Perry,Traditional Perry,1st Place,https://ciderguide.com/glintcap/medalists/olivers-cider-and-perry/
2019,Dragon's Head Cider,"<a href=""https://ciderguide.com/glintcap/medalists/dragons-head-cider/"">Dragon's Head Cider</a>",Sparkling Perry,Traditional Perry,2nd Place,https://ciderguide.com/glintcap/medalists/dragons-head-cider/
2019,Finnriver Farm and Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/finnriver-farm-and-cidery/"">Finnriver Farm and Cidery</a>",Perry,Traditional Perry,3rd Place,https://ciderguide.com/glintcap/medalists/finnriver-farm-and-cidery/
2019,Apple Valley Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/apple-valley-cider-company/"">Apple Valley Cider Company</a>",Black Currant,Fruit Cider,1st Place,https://ciderguide.com/glintcap/medalists/apple-valley-cider-company/
2019,Thor's Hard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/thors-hard-cider/"">Thor's Hard Cider</a>",Dry Cranberry,Fruit Cider,2nd Place,https://ciderguide.com/glintcap/medalists/thors-hard-cider/
2019,Meriwether Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/meriwether-cider-company/"">Meriwether Cider Company</a>",Blackberry Boom,Fruit Cider,3rd Place,https://ciderguide.com/glintcap/medalists/meriwether-cider-company/
2019,Meriwether Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/meriwether-cider-company/"">Meriwether Cider Company</a>",Hopshot,Hopped Cider,1st Place,https://ciderguide.com/glintcap/medalists/meriwether-cider-company/
2019,Bee Well Mead & Cider,"<a href=""https://ciderguide.com/glintcap/medalists/bee-well-mead-cider/"">Bee Well Mead & Cider</a>",Spy vs. Citra,Hopped Cider,2nd Place,https://ciderguide.com/glintcap/medalists/bee-well-mead-cider/
2019,Twisted Hills Craft Cider,"<a href=""https://ciderguide.com/glintcap/medalists/twisted-hills-craft-cider/"">Twisted Hills Craft Cider</a>",Pacific Gem,Hopped Cider,3rd Place,https://ciderguide.com/glintcap/medalists/twisted-hills-craft-cider/
2019,Urban Tree Hard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/urban-tree-hard-cider/"">Urban Tree Hard Cider</a>",Habanero Haze,Spiced Cider,1st Place,https://ciderguide.com/glintcap/medalists/urban-tree-hard-cider/
2019,Pux Cider,"<a href=""https://ciderguide.com/glintcap/medalists/pux-cider/"">Pux Cider</a>",Whippersnapper,Spiced Cider,2nd Place,https://ciderguide.com/glintcap/medalists/pux-cider/
2019,Threadbare Cider,"<a href=""https://ciderguide.com/glintcap/medalists/threadbare-cider/"">Threadbare Cider</a>",Bouquet de Rosé,Spiced Cider,3rd Place,https://ciderguide.com/glintcap/medalists/threadbare-cider/
2019,Seattle Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Gravenstein Rosé,Wood Aged Cider,1st Place,https://ciderguide.com/glintcap/medalists/seattle-cider-company/
2019,Seattle Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Winesap Rosé,Wood Aged Cider,2nd Place,https://ciderguide.com/glintcap/medalists/seattle-cider-company/
2019,Upper Left Apples,"<a href=""https://ciderguide.com/glintcap/medalists/upper-left-apples/"">Upper Left Apples</a>",Oaked Apple,Wood Aged Cider,3rd Place,https://ciderguide.com/glintcap/medalists/upper-left-apples/
2019,Vander Mill,"<a href=""https://ciderguide.com/glintcap/medalists/vander-mill/"">Vander Mill</a>",Badass Perry,Wood Aged Specialty Cider,1st Place,https://ciderguide.com/glintcap/medalists/vander-mill/
2019,Elk Horn Brewery & Ciderhouse,"<a href=""https://ciderguide.com/glintcap/medalists/elk-horn-brewery-ciderhouse/"">Elk Horn Brewery & Ciderhouse</a>",Pinot Perry,Wood Aged Specialty Cider,2nd Place,https://ciderguide.com/glintcap/medalists/elk-horn-brewery-ciderhouse/
2019,Northville Winery and Brewing Company,"<a href=""https://ciderguide.com/glintcap/medalists/northville-winery-and-brewing-company/"">Northville Winery and Brewing Company</a>",El Cadejo,Wood Aged Specialty Cider,3rd Place,https://ciderguide.com/glintcap/medalists/northville-winery-and-brewing-company/
2019,Coffin Ridge Boutique Winery,"<a href=""https://ciderguide.com/glintcap/medalists/coffin-ridge-boutique-winery/"">Coffin Ridge Boutique Winery</a>",Maple Rosemary,Specialty Cider and Perry,1st Place,https://ciderguide.com/glintcap/medalists/coffin-ridge-boutique-winery/
2019,Tieton Cider Works,"<a href=""https://ciderguide.com/glintcap/medalists/tieton-cider-works/"">Tieton Cider Works</a>",Lavender Honey Cider,Specialty Cider and Perry,2nd Place,https://ciderguide.com/glintcap/medalists/tieton-cider-works/
2019,Salt Spring Wild Cider,"<a href=""https://ciderguide.com/glintcap/medalists/salt-spring-wild-cider/"">Salt Spring Wild Cider</a>",Bitter Orange Rosemary,Specialty Cider and Perry,3rd Place,https://ciderguide.com/glintcap/medalists/salt-spring-wild-cider/
2019,Crispin Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/crispin-cider-company/"">Crispin Cider Company</a>",Pacific Pear,Unlimited Cider and Perry,1st Place,https://ciderguide.com/glintcap/medalists/crispin-cider-company/
2019,Bold Rock Hard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/bold-rock-hard-cider/"">Bold Rock Hard Cider</a>",Carolina Apple,Unlimited Cider and Perry,2nd Place,https://ciderguide.com/glintcap/medalists/bold-rock-hard-cider/
2019,Vermont Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/vermont-cider-company/"">Vermont Cider Company</a>",Wyder's Pear,Unlimited Cider and Perry,3rd Place,https://ciderguide.com/glintcap/medalists/vermont-cider-company/
2019,Cidrerie Milton,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-milton/"">Cidrerie Milton</a>",Le Glacé,Ice Cider,1st Place,https://ciderguide.com/glintcap/medalists/cidrerie-milton/
2019,Cidrerie du Minot,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/"">Cidrerie du Minot</a>",Crémant de Glace,Ice Cider,2nd Place,https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/
2019,Eden Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",Heirloom Blend 2015,Ice Cider,3rd Place,https://ciderguide.com/glintcap/medalists/eden-ciders/
2019,Cidrerie du Minot,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/"">Cidrerie du Minot</a>",Du Minot Doré,Fortified Cider,1st Place,https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/
