Year,Entrant,Medalist,Entry,Class,Place,Results
2019,Urban Tree Hard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/urban-tree-hard-cider/"">Urban Tree Hard Cider</a>",Pommeau,Fortified Cider,2nd Place,https://ciderguide.com/glintcap/medalists/urban-tree-hard-cider/
2019,Castle Hill Cider,"<a href=""https://ciderguide.com/glintcap/medalists/castle-hill-cider/"">Castle Hill Cider</a>",Sunday Muse Port,Fortified Cider,3rd Place,https://ciderguide.com/glintcap/medalists/castle-hill-cider/
2019,Uncle John's,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Apple Brandy,Spirits,1st Place,https://ciderguide.com/glintcap/medalists/uncle-johns/
2019,Winery at Black Star Farms,"<a href=""https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/"">Winery at Black Star Farms</a>",Spirit of Pear,Spirits,2nd Place,https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/
2019,Winery at Black Star Farms,"<a href=""https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/"">Winery at Black Star Farms</a>",Spirit of Apple,Spirits,3rd Place,https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/
2018,Arsenal Cider House,"<a href=""https://ciderguide.com/glintcap/medalists/arsenal-cider-house/"">Arsenal Cider House</a>",Arsenal Gold Rush,Modern Cider - Dry,1st Place,https://ciderguide.com/glintcap/medalists/arsenal-cider-house/
2018,Bulwark Cider,"<a href=""https://ciderguide.com/glintcap/medalists/bulwark-cider/"">Bulwark Cider</a>",Bulwark Original Cider,Modern Cider - Dry,2nd Place,https://ciderguide.com/glintcap/medalists/bulwark-cider/
2018,Gowan's Heirloom Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/gowans-heirloom-ciders/"">Gowan's Heirloom Ciders</a>",Gowan's Macintosh Cider,Modern Cider - Dry,3rd Place,https://ciderguide.com/glintcap/medalists/gowans-heirloom-ciders/
2018,Cider Hill Cellars,"<a href=""https://ciderguide.com/glintcap/medalists/cider-hill-cellars/"">Cider Hill Cellars</a>",Summer,Modern Cider - Sweet,1st Place,https://ciderguide.com/glintcap/medalists/cider-hill-cellars/
2018,Northville Winery and Brewing Company,"<a href=""https://ciderguide.com/glintcap/medalists/northville-winery-and-brewing-company/"">Northville Winery and Brewing Company</a>",Rockin' Cock,Modern Cider - Sweet,2nd Place,https://ciderguide.com/glintcap/medalists/northville-winery-and-brewing-company/
2018,Haykin Family Cider,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Sansa,Modern Cider - Sweet,3rd Place,https://ciderguide.com/glintcap/medalists/haykin-family-cider/
2018,Big Fish Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/big-fish-cider-co/"">Big Fish Cider Co.</a>",Wild Meadow,Heritage Cider - Dry,1st Place,https://ciderguide.com/glintcap/medalists/big-fish-cider-co/
2018,Twisted Hills Craft Cider,"<a href=""https://ciderguide.com/glintcap/medalists/twisted-hills-craft-cider/"">Twisted Hills Craft Cider</a>",Pippin's Fate,Heritage Cider - Dry,2nd Place,https://ciderguide.com/glintcap/medalists/twisted-hills-craft-cider/
2018,Black Diamond Cider,"<a href=""https://ciderguide.com/glintcap/medalists/black-diamond-cider/"">Black Diamond Cider</a>",SlateStone,Heritage Cider - Dry,3rd Place,https://ciderguide.com/glintcap/medalists/black-diamond-cider/
2018,Black Diamond Cider,"<a href=""https://ciderguide.com/glintcap/medalists/black-diamond-cider/"">Black Diamond Cider</a>",Hickster,Heritage Cider - Sweet,1st Place,https://ciderguide.com/glintcap/medalists/black-diamond-cider/
2018,Haykin Family Cider,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Scarlet Surprise,Heritage Cider - Sweet,2nd Place,https://ciderguide.com/glintcap/medalists/haykin-family-cider/
2018,Sierra Cider,"<a href=""https://ciderguide.com/glintcap/medalists/sierra-cider/"">Sierra Cider</a>",Early Harvest,Heritage Cider - Sweet,3rd Place,https://ciderguide.com/glintcap/medalists/sierra-cider/
2018,Sea Cider Farm & Ciderhouse,"<a href=""https://ciderguide.com/glintcap/medalists/sea-cider-farm-ciderhouse/"">Sea Cider Farm & Ciderhouse</a>",Wild English,Traditional Cider - Dry,1st Place,https://ciderguide.com/glintcap/medalists/sea-cider-farm-ciderhouse/
2018,Methow Valley Ciderhouse,"<a href=""https://ciderguide.com/glintcap/medalists/methow-valley-ciderhouse/"">Methow Valley Ciderhouse</a>",Fox,Traditional Cider - Dry,2nd Place,https://ciderguide.com/glintcap/medalists/methow-valley-ciderhouse/
2018,Dunkertons Cider and Perry,"<a href=""https://ciderguide.com/glintcap/medalists/dunkertons-cider-and-perry/"">Dunkertons Cider and Perry</a>",Breakwells Seedling Cider,Traditional Cider - Dry,3rd Place,https://ciderguide.com/glintcap/medalists/dunkertons-cider-and-perry/
2018,Ferme de Romilly,"<a href=""https://ciderguide.com/glintcap/medalists/ferme-de-romilly/"">Ferme de Romilly</a>",Cidre de Normandie 2015 Demi-sec,Traditional Cider - Sweet,1st Place,https://ciderguide.com/glintcap/medalists/ferme-de-romilly/
2018,Ferme de Romilly,"<a href=""https://ciderguide.com/glintcap/medalists/ferme-de-romilly/"">Ferme de Romilly</a>",Cidre de Normandie 2015 Brut,Traditional Cider - Sweet,2nd Place,https://ciderguide.com/glintcap/medalists/ferme-de-romilly/
2018,Ferme de Romilly,"<a href=""https://ciderguide.com/glintcap/medalists/ferme-de-romilly/"">Ferme de Romilly</a>",Cidre de Normandie 2015 Doux,Traditional Cider - Sweet,3rd Place,https://ciderguide.com/glintcap/medalists/ferme-de-romilly/
2018,Sidra Fanjul,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-fanjul/"">Sidra Fanjul</a>",Fanjul Sidra Natural,Natural Cider,1st Place,https://ciderguide.com/glintcap/medalists/sidra-fanjul/
2018,Barrika,"<a href=""https://ciderguide.com/glintcap/medalists/barrika/"">Barrika</a>",Barrika Basque Country Cider 2017,Natural Cider,2nd Place,https://ciderguide.com/glintcap/medalists/barrika/
2018,Sidra Mayador,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-mayador/"">Sidra Mayador</a>",M. Busto Sidra Natural,Natural Cider,3rd Place,https://ciderguide.com/glintcap/medalists/sidra-mayador/
2018,Gowan's Heirloom Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/gowans-heirloom-ciders/"">Gowan's Heirloom Ciders</a>",Perry,Modern Perry,1st Place,https://ciderguide.com/glintcap/medalists/gowans-heirloom-ciders/
2018,Sidewood Estate,"<a href=""https://ciderguide.com/glintcap/medalists/sidewood-estate/"">Sidewood Estate</a>",Sidewood Pear Cider,Modern Perry,2nd Place,https://ciderguide.com/glintcap/medalists/sidewood-estate/
2018,Uncle John's,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Perry,Modern Perry,3rd Place,https://ciderguide.com/glintcap/medalists/uncle-johns/
2018,Hogan's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/hogans-cider/"">Hogan's Cider</a>",Vintage Perry,Traditional Perry,1st Place,https://ciderguide.com/glintcap/medalists/hogans-cider/
2018,Oliver's Cider and Perry,"<a href=""https://ciderguide.com/glintcap/medalists/olivers-cider-and-perry/"">Oliver's Cider and Perry</a>",Bottle Conditioned Perry,Traditional Perry,2nd Place,https://ciderguide.com/glintcap/medalists/olivers-cider-and-perry/
2018,AeppelTreow Winery & Distillery,"<a href=""https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/"">AeppelTreow Winery & Distillery</a>",Orchard Oriole Perry,Traditional Perry,3rd Place,https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/
2018,Bull City Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/bull-city-ciderworks/"">Bull City Ciderworks</a>",Cherry Tart,Fruit Cider,1st Place,https://ciderguide.com/glintcap/medalists/bull-city-ciderworks/
2018,Twisted Hills Craft Cider,"<a href=""https://ciderguide.com/glintcap/medalists/twisted-hills-craft-cider/"">Twisted Hills Craft Cider</a>",Tangled Rose,Fruit Cider,2nd Place,https://ciderguide.com/glintcap/medalists/twisted-hills-craft-cider/
2018,Bauman's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/baumans-cider/"">Bauman's Cider</a>",Loganberry Cider,Fruit Cider,3rd Place,https://ciderguide.com/glintcap/medalists/baumans-cider/
2018,C Squared Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/c-squared-ciders/"">C Squared Ciders</a>",Ella,Hopped Cider,1st Place,https://ciderguide.com/glintcap/medalists/c-squared-ciders/
2018,Citizen Cider,"<a href=""https://ciderguide.com/glintcap/medalists/citizen-cider/"">Citizen Cider</a>",The Full Nelson,Hopped Cider,2nd Place,https://ciderguide.com/glintcap/medalists/citizen-cider/
2018,Meriwether Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/meriwether-cider-company/"">Meriwether Cider Company</a>",Hopshot,Hopped Cider,3rd Place,https://ciderguide.com/glintcap/medalists/meriwether-cider-company/
2018,Grey & Gold Cider,"<a href=""https://ciderguide.com/glintcap/medalists/grey-gold-cider/"">Grey & Gold Cider</a>",Spruce of the Bruce,Spiced Cider,1st Place,https://ciderguide.com/glintcap/medalists/grey-gold-cider/
2018,C Squared Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/c-squared-ciders/"">C Squared Ciders</a>",Cuhl,Spiced Cider,2nd Place,https://ciderguide.com/glintcap/medalists/c-squared-ciders/
2018,Suttons Bay Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/suttons-bay-ciders/"">Suttons Bay Ciders</a>",I Spy Ginger,Spiced Cider,3rd Place,https://ciderguide.com/glintcap/medalists/suttons-bay-ciders/
2018,Bull City Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/bull-city-ciderworks/"">Bull City Ciderworks</a>",Slow Ryed,Wood Aged Cider,1st Place,https://ciderguide.com/glintcap/medalists/bull-city-ciderworks/
2018,Resurgence Brewing Co.,"<a href=""https://ciderguide.com/glintcap/medalists/resurgence-brewing-co/"">Resurgence Brewing Co.</a>",Buffalo Bluegrass,Wood Aged Cider,2nd Place,https://ciderguide.com/glintcap/medalists/resurgence-brewing-co/
2018,Cidrerie Milton,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-milton/"">Cidrerie Milton</a>",Cuivré fût de chêne,Wood Aged Cider,3rd Place,https://ciderguide.com/glintcap/medalists/cidrerie-milton/
2018,Eden Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",The Falstaff,Wood Aged Specialty Cider,1st Place,https://ciderguide.com/glintcap/medalists/eden-ciders/
2018,Seattle Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Red Wine Barrel Aged Berry,Wood Aged Specialty Cider,2nd Place,https://ciderguide.com/glintcap/medalists/seattle-cider-company/
2018,Big Fish Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/big-fish-cider-co/"">Big Fish Cider Co.</a>",Monterey Maple,Wood Aged Specialty Cider,3rd Place,https://ciderguide.com/glintcap/medalists/big-fish-cider-co/
2018,Chateau Morrisette,"<a href=""https://ciderguide.com/glintcap/medalists/chateau-morrisette/"">Chateau Morrisette</a>",Cherry Ginger,Specialty Cider and Perry,1st Place,https://ciderguide.com/glintcap/medalists/chateau-morrisette/
2018,Uncle John's,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",The Blossom Blend,Specialty Cider and Perry,2nd Place,https://ciderguide.com/glintcap/medalists/uncle-johns/
2018,Meriwether Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/meriwether-cider-company/"">Meriwether Cider Company</a>",Apricot Sage,Specialty Cider and Perry,3rd Place,https://ciderguide.com/glintcap/medalists/meriwether-cider-company/
2018,Vermont Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/vermont-cider-company/"">Vermont Cider Company</a>",Wyder's Pear,Unlimited Cider and Perry,1st Place,https://ciderguide.com/glintcap/medalists/vermont-cider-company/
2018,Vermont Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/vermont-cider-company/"">Vermont Cider Company</a>",Woodchuck Semi-Dry,Unlimited Cider and Perry,2nd Place,https://ciderguide.com/glintcap/medalists/vermont-cider-company/
2018,Vermont Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/vermont-cider-company/"">Vermont Cider Company</a>",Magners Original,Unlimited Cider and Perry,3rd Place,https://ciderguide.com/glintcap/medalists/vermont-cider-company/
2018,Twin Pines Orchards & Cider House,"<a href=""https://ciderguide.com/glintcap/medalists/twin-pines-orchards-cider-house/"">Twin Pines Orchards & Cider House</a>",Twin Pines Orchards Ice Cider,Ice Cider,1st Place,https://ciderguide.com/glintcap/medalists/twin-pines-orchards-cider-house/
2018,Cidrerie Milton,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-milton/"">Cidrerie Milton</a>",Le Glacé,Ice Cider,2nd Place,https://ciderguide.com/glintcap/medalists/cidrerie-milton/
2018,Cidrerie du Minot,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/"">Cidrerie du Minot</a>",Des Glaces - Récolte Hivernale IGP 2014,Ice Cider,3rd Place,https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/
2018,Vergers de Velours,"<a href=""https://ciderguide.com/glintcap/medalists/vergers-de-velours/"">Vergers de Velours</a>",Les belles du Lac,Fortified Cider,1st Place,https://ciderguide.com/glintcap/medalists/vergers-de-velours/
2018,Stem Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/stem-ciders/"">Stem Ciders</a>",Pommeau,Fortified Cider,2nd Place,https://ciderguide.com/glintcap/medalists/stem-ciders/
2018,Cold Hand Winery,"<a href=""https://ciderguide.com/glintcap/medalists/cold-hand-winery/"">Cold Hand Winery</a>",Malus X - Feminam 2015,Fortified Cider,3rd Place,https://ciderguide.com/glintcap/medalists/cold-hand-winery/
2018,Uncle John's,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Apple Brandy,Spirits,1st Place,https://ciderguide.com/glintcap/medalists/uncle-johns/
2018,Ferme de Romilly,"<a href=""https://ciderguide.com/glintcap/medalists/ferme-de-romilly/"">Ferme de Romilly</a>",Vergers de Romilly Calvados,Spirits,2nd Place,https://ciderguide.com/glintcap/medalists/ferme-de-romilly/
2018,AeppelTreow Winery & Distillery,"<a href=""https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/"">AeppelTreow Winery & Distillery</a>",Apple Brandy - Cask,Spirits,3rd Place,https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/
2017,Red Rover Craft Cider,"<a href=""https://ciderguide.com/glintcap/medalists/red-rover-craft-cider/"">Red Rover Craft Cider</a>",Summer Cider,Modern Cider - Dry,1st Place,https://ciderguide.com/glintcap/medalists/red-rover-craft-cider/
2017,Starcut Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/starcut-ciders/"">Starcut Ciders</a>",Pulsar,Modern Cider - Dry,2nd Place,https://ciderguide.com/glintcap/medalists/starcut-ciders/
2017,Jaanihanso Cider,"<a href=""https://ciderguide.com/glintcap/medalists/jaanihanso-cider/"">Jaanihanso Cider</a>",SEC 2015 Methode Traditionnelle,Modern Cider - Dry,3rd Place,https://ciderguide.com/glintcap/medalists/jaanihanso-cider/
2017,Haykin Family Cider,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Esopus Spitzenburg,Modern Cider - Sweet,1st Place,https://ciderguide.com/glintcap/medalists/haykin-family-cider/
2017,Blue Toad Hard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/blue-toad-hard-cider/"">Blue Toad Hard Cider</a>",ROC Hard Amber,Modern Cider - Sweet,2nd Place,https://ciderguide.com/glintcap/medalists/blue-toad-hard-cider/
2017,Bulwark Cider,"<a href=""https://ciderguide.com/glintcap/medalists/bulwark-cider/"">Bulwark Cider</a>",Bulwark Original Cider,Modern Cider - Sweet,3rd Place,https://ciderguide.com/glintcap/medalists/bulwark-cider/
2017,Slake Cider,"<a href=""https://ciderguide.com/glintcap/medalists/slake-cider/"">Slake Cider</a>",Summer Set,Heritage Cider - Dry,1st Place,https://ciderguide.com/glintcap/medalists/slake-cider/
2017,Snow Capped Cider,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Cider Makers Reserve,Heritage Cider - Dry,2nd Place,https://ciderguide.com/glintcap/medalists/snow-capped-cider/
2017,Snow Capped Cider,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",6130' Dry,Heritage Cider - Dry,3rd Place,https://ciderguide.com/glintcap/medalists/snow-capped-cider/
2017,Grey & Gold Cider,"<a href=""https://ciderguide.com/glintcap/medalists/grey-gold-cider/"">Grey & Gold Cider</a>",Northern Gold,Heritage Cider - Sweet,1st Place,https://ciderguide.com/glintcap/medalists/grey-gold-cider/
2017,Sierra Cider,"<a href=""https://ciderguide.com/glintcap/medalists/sierra-cider/"">Sierra Cider</a>",Dry Summer Blend,Heritage Cider - Sweet,2nd Place,https://ciderguide.com/glintcap/medalists/sierra-cider/
2017,Maiden Rock Winery & Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/maiden-rock-winery-cidery/"">Maiden Rock Winery & Cidery</a>",Crabby,Heritage Cider - Sweet,3rd Place,https://ciderguide.com/glintcap/medalists/maiden-rock-winery-cidery/
2017,Dunkertons Cider and Perry,"<a href=""https://ciderguide.com/glintcap/medalists/dunkertons-cider-and-perry/"">Dunkertons Cider and Perry</a>",Dunkertons Dry Organic Cider,Traditional Cider - Dry,1st Place,https://ciderguide.com/glintcap/medalists/dunkertons-cider-and-perry/
2017,Angry Orchard,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",Oval Nouveau,Traditional Cider - Dry,2nd Place,https://ciderguide.com/glintcap/medalists/angry-orchard/
2017,Angry Orchard,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",First Flora,Traditional Cider - Dry,3rd Place,https://ciderguide.com/glintcap/medalists/angry-orchard/
2017,Les Vergers de Kermao,"<a href=""https://ciderguide.com/glintcap/medalists/les-vergers-de-kermao/"">Les Vergers de Kermao</a>",Cidre AOP Cornouaille Kermao ,Traditional Cider - Sweet,1st Place,https://ciderguide.com/glintcap/medalists/les-vergers-de-kermao/
2017,Dragon's Head Cider,"<a href=""https://ciderguide.com/glintcap/medalists/dragons-head-cider/"">Dragon's Head Cider</a>",Traditional Cider,Traditional Cider - Sweet,2nd Place,https://ciderguide.com/glintcap/medalists/dragons-head-cider/
2017,Resurgence Brewing Co.,"<a href=""https://ciderguide.com/glintcap/medalists/resurgence-brewing-co/"">Resurgence Brewing Co.</a>",Black Rock - Kingston Black,Traditional Cider - Sweet,3rd Place,https://ciderguide.com/glintcap/medalists/resurgence-brewing-co/
2017,Sidra Fanjul,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-fanjul/"">Sidra Fanjul</a>",Fanjul Sidra Natural,Sour Cider,1st Place,https://ciderguide.com/glintcap/medalists/sidra-fanjul/
2017,Sidra Trabanco,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-trabanco/"">Sidra Trabanco</a>",Cosecha Propia,Sour Cider,2nd Place,https://ciderguide.com/glintcap/medalists/sidra-trabanco/
2017,Sidra Riestra,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-riestra/"">Sidra Riestra</a>",Sidra Natural Riestra,Sour Cider,3rd Place,https://ciderguide.com/glintcap/medalists/sidra-riestra/
2017,Elk Horn Brewery & Ciderhouse,"<a href=""https://ciderguide.com/glintcap/medalists/elk-horn-brewery-ciderhouse/"">Elk Horn Brewery & Ciderhouse</a>",Perry,Modern Perry,1st Place,https://ciderguide.com/glintcap/medalists/elk-horn-brewery-ciderhouse/
2017,Uncle John's,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Perry,Modern Perry,2nd Place,https://ciderguide.com/glintcap/medalists/uncle-johns/
2017,Snowdrift Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/snowdrift-cider-co/"">Snowdrift Cider Co.</a>",Seckel Perry,Modern Perry,3rd Place,https://ciderguide.com/glintcap/medalists/snowdrift-cider-co/
2017,Le Père Jules,"<a href=""https://ciderguide.com/glintcap/medalists/le-pere-jules/"">Le Père Jules</a>",Poiré de Normandie,Traditional Perry,1st Place,https://ciderguide.com/glintcap/medalists/le-pere-jules/
2017,Dragon's Head Cider,"<a href=""https://ciderguide.com/glintcap/medalists/dragons-head-cider/"">Dragon's Head Cider</a>",Perry,Traditional Perry,2nd Place,https://ciderguide.com/glintcap/medalists/dragons-head-cider/
2017,Dunkertons Cider and Perry,"<a href=""https://ciderguide.com/glintcap/medalists/dunkertons-cider-and-perry/"">Dunkertons Cider and Perry</a>",Dunkertons Organic Perry,Traditional Perry,3rd Place,https://ciderguide.com/glintcap/medalists/dunkertons-cider-and-perry/
2017,Toboggan Brewing Co.,"<a href=""https://ciderguide.com/glintcap/medalists/toboggan-brewing-co/"">Toboggan Brewing Co.</a>",Rhubarb Cider,Fruit Cider,1st Place,https://ciderguide.com/glintcap/medalists/toboggan-brewing-co/
2017,Annapolis Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/annapolis-cider-company/"">Annapolis Cider Company</a>",Muscat Infusion,Fruit Cider,2nd Place,https://ciderguide.com/glintcap/medalists/annapolis-cider-company/
2017,Avid Cider,"<a href=""https://ciderguide.com/glintcap/medalists/avid-cider/"">Avid Cider</a>",Dragonfruit,Fruit Cider,3rd Place,https://ciderguide.com/glintcap/medalists/avid-cider/
2017,Jaanihanso Cider,"<a href=""https://ciderguide.com/glintcap/medalists/jaanihanso-cider/"">Jaanihanso Cider</a>",Hopped Dry Cider,Hopped Cider,1st Place,https://ciderguide.com/glintcap/medalists/jaanihanso-cider/
2017,Citizen Cider,"<a href=""https://ciderguide.com/glintcap/medalists/citizen-cider/"">Citizen Cider</a>",Citra Star,Hopped Cider,2nd Place,https://ciderguide.com/glintcap/medalists/citizen-cider/
2017,Stem Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/stem-ciders/"">Stem Ciders</a>",Hopped Apple Cider,Hopped Cider,3rd Place,https://ciderguide.com/glintcap/medalists/stem-ciders/
2017,Finnriver Farm and Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/finnriver-farm-and-cidery/"">Finnriver Farm and Cidery</a>",Solstice Saffron,Spiced Cider,1st Place,https://ciderguide.com/glintcap/medalists/finnriver-farm-and-cidery/
2017,C Squared Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/c-squared-ciders/"">C Squared Ciders</a>",Ginger,Spiced Cider,2nd Place,https://ciderguide.com/glintcap/medalists/c-squared-ciders/
2017,Seattle Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Gin Botanical,Spiced Cider,3rd Place,https://ciderguide.com/glintcap/medalists/seattle-cider-company/
2017,Cidrerie Milton,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-milton/"">Cidrerie Milton</a>",Cuivré fût de chêne,Wood Aged Cider,1st Place,https://ciderguide.com/glintcap/medalists/cidrerie-milton/
2017,Angry Orchard,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",Wooden Sleeper,Wood Aged Cider,2nd Place,https://ciderguide.com/glintcap/medalists/angry-orchard/
2017,Maiden Rock Winery & Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/maiden-rock-winery-cidery/"">Maiden Rock Winery & Cidery</a>",Golden Russet,Wood Aged Cider,3rd Place,https://ciderguide.com/glintcap/medalists/maiden-rock-winery-cidery/
2017,Eden Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",Orleans Herbal,Specialty Cider and Perry,1st Place,https://ciderguide.com/glintcap/medalists/eden-ciders/
2017,Red Rover Craft Cider,"<a href=""https://ciderguide.com/glintcap/medalists/red-rover-craft-cider/"">Red Rover Craft Cider</a>",Barrel Reserve #2,Specialty Cider and Perry,2nd Place,https://ciderguide.com/glintcap/medalists/red-rover-craft-cider/
2017,Annapolis Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/annapolis-cider-company/"">Annapolis Cider Company</a>",Hopped Pear,Specialty Cider and Perry,3rd Place,https://ciderguide.com/glintcap/medalists/annapolis-cider-company/
2017,Vermont Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/vermont-cider-company/"">Vermont Cider Company</a>",Woodchuck Amber,Unlimited Cider and Perry,1st Place,https://ciderguide.com/glintcap/medalists/vermont-cider-company/
2017,Vermont Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/vermont-cider-company/"">Vermont Cider Company</a>",Gumption Original,Unlimited Cider and Perry,2nd Place,https://ciderguide.com/glintcap/medalists/vermont-cider-company/
2017,Adams Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/adams-cider-company/"">Adams Cider Company</a>",Devils Bit Mountain Cider,Unlimited Cider and Perry,3rd Place,https://ciderguide.com/glintcap/medalists/adams-cider-company/
2017,Cidrerie du Minot,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/"">Cidrerie du Minot</a>",Des Glaces IGP 2014,Ice Cider,1st Place,https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/
2017,Cidrerie du Minot,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/"">Cidrerie du Minot</a>",Crémant de Glace,Ice Cider,2nd Place,https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/
2017,Cidrerie Milton,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-milton/"">Cidrerie Milton</a>",Le Glacé,Ice Cider,3rd Place,https://ciderguide.com/glintcap/medalists/cidrerie-milton/
2017,Black Diamond Cider,"<a href=""https://ciderguide.com/glintcap/medalists/black-diamond-cider/"">Black Diamond Cider</a>",Porter's Pommeau,Fortified Cider,1st Place,https://ciderguide.com/glintcap/medalists/black-diamond-cider/
2017,2 Towns Ciderhouse,"<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",2014 Pommeau,Fortified Cider,2nd Place,https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/
2017,Cidrerie du Minot,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/"">Cidrerie du Minot</a>",Du Minot Doré,Fortified Cider,3rd Place,https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/
2017,Uncle John's,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Apple Brandy,Spirits,1st Place,https://ciderguide.com/glintcap/medalists/uncle-johns/
2017,Le Père Jules,"<a href=""https://ciderguide.com/glintcap/medalists/le-pere-jules/"">Le Père Jules</a>",Calvados Pays d'Auge 3 ans d'âge,Spirits,2nd Place,https://ciderguide.com/glintcap/medalists/le-pere-jules/
2017,Corey Lake Orchards,"<a href=""https://ciderguide.com/glintcap/medalists/corey-lake-orchards/"">Corey Lake Orchards</a>",Pear Brandy,Spirits,3rd Place,https://ciderguide.com/glintcap/medalists/corey-lake-orchards/
2016,Cidrerie Milton,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-milton/"">Cidrerie Milton</a>",CID Rosé,New World Modern Cider,1st Place,https://ciderguide.com/glintcap/medalists/cidrerie-milton/
