glintcap,new_cg_url
/red-clay-ciderworks/,https://ciderguide.com/glintcap/medalists/red-clay-ciderworks/
/williamson-mead-and-brewing/,https://ciderguide.com/glintcap/medalists/williamson-mead-and-brewing/
/5-penny-hard-cider/,https://ciderguide.com/glintcap/medalists/5-penny-hard-cider/
/athens-west-end-ciderhouse/,https://ciderguide.com/glintcap/medalists/west-end-cider-house/
/bent-ladder/,https://ciderguide.com/glintcap/medalists/bent-ladder/
/gnarly-pippin-cider-house/,https://ciderguide.com/glintcap/medalists/gnarly-pippin-cider-house/
/griffin-cider-works/,https://ciderguide.com/glintcap/medalists/griffin-cider-works/
/magis-cider/,https://ciderguide.com/glintcap/medalists/market-garden-brewery/
/northwood-cider-company/,https://ciderguide.com/glintcap/medalists/northwood-cider-co/
/platform-beer-company/,https://ciderguide.com/glintcap/medalists/platform-beer-company/
/rhinegeist-brewery/,https://ciderguide.com/glintcap/medalists/rhinegeist-brewery/
/seek-no-further-cider-co/,https://ciderguide.com/glintcap/medalists/seek-no-further-cidery/
/spring-hill-cider-works/,https://ciderguide.com/glintcap/medalists/spring-hill-cider-works/
/stoney-ridge-winery/,https://ciderguide.com/glintcap/medalists/stoney-ridge-winery/
/the-bottlehouse-brewery-meadery/,https://ciderguide.com/glintcap/medalists/the-bottlehouse-brewing-company/
/the-new-frontier-cider-company/,https://ciderguide.com/glintcap/medalists/the-new-frontier-cider-company/
/toms-foolery-distillery/,https://ciderguide.com/glintcap/medalists/toms-foolery-distillery/
/ok-cider-co/,https://ciderguide.com/glintcap/medalists/ok-cider-co/
/5-cider/,https://ciderguide.com/glintcap/medalists/5-cider/
/2-towns-ciderhouse/,https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/
/12-bridge-ciderworks/,https://ciderguide.com/glintcap/medalists/12-bridge-ciderworks/
/19-acres-cider-co/,https://ciderguide.com/glintcap/medalists/19-acres-cider-co/
/alter-ego-cider/,https://ciderguide.com/glintcap/medalists/alter-ego-cider/
/apple-outlaw/,https://ciderguide.com/glintcap/medalists/apple-outlaw/
/avid-cider-co/,https://ciderguide.com/glintcap/medalists/avid-cider/
/baumans-cider/,https://ciderguide.com/glintcap/medalists/baumans-cider/
/blossom-barn-cidery/,https://ciderguide.com/glintcap/medalists/blossom-barn-cidery/
/bull-run-cider/,https://ciderguide.com/glintcap/medalists/bull-run-cider/
/cascadia-ciderworkers-united/,https://ciderguide.com/glintcap/medalists/cascadia-ciderworkers-united/
/cider-riot/,https://ciderguide.com/glintcap/medalists/cider-riot/
/covered-bridge-brewing/,https://ciderguide.com/glintcap/medalists/covered-bridge-brewing/
/edenvale-winery/,https://ciderguide.com/glintcap/medalists/edenvale-winery/
/elk-horn-brewery-and-ciderhouse/,https://ciderguide.com/glintcap/medalists/elk-horn-brewery-ciderhouse/
/freewater-cider-company/,https://ciderguide.com/glintcap/medalists/freewater-cider-and-wine-company/
/heartland-ciderworks/,https://ciderguide.com/glintcap/medalists/heartland-ciderworks/
/idol-cider-house/,https://ciderguide.com/glintcap/medalists/idol-cider-house/
/kristof-farms/,https://ciderguide.com/glintcap/medalists/kristof-farms/
/orwa-cider-collective/,https://ciderguide.com/glintcap/medalists/orwa-cider-collective/
/peak-light-cider-company/,https://ciderguide.com/glintcap/medalists/peak-light-cider/
/portland-cider-company/,https://ciderguide.com/glintcap/medalists/portland-cider-company/
/queen-orchard/,https://ciderguide.com/glintcap/medalists/willamette-ale-cider-house/
