Year,Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total,URL,Latitude,Longitude
2021,Buskey Cider,0,0,1,3,4,https://ciderguide.com/glintcap/medalists/buskey-cider/,37.566063,-77.46914
2021,Gravity Vineyards and Winery,0,0,1,3,4,https://ciderguide.com/glintcap/medalists/gravity-vineyards-and-winery/,41.933548,-86.4391475
2021,Locust Cider,0,0,1,3,4,https://ciderguide.com/glintcap/medalists/locust-cider/,47.766244,-122.148563
2021,Sly Clyde Ciderworks,0,0,1,3,4,https://ciderguide.com/glintcap/medalists/sly-clyde-ciderworks/,37.01651,-76.319663
2021,Wild State Cider,0,0,1,3,4,https://ciderguide.com/glintcap/medalists/wild-state-cider/,46.762891,-92.130134
2021,Freewater Cider and Wine Company,0,0,0,4,4,https://ciderguide.com/glintcap/medalists/freewater-cider-and-wine-company/,45.942433,-118.389708
2021,Winery at Black Star Farms,2,0,0,1,3,https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/,44.933625,-85.636114
2021,Dead Horse Cider Co.,1,1,0,1,3,https://ciderguide.com/glintcap/medalists/dead-horse-cider-co/,49.227539,-97.9654922
2021,Michigan Wine Company,1,0,2,0,3,https://ciderguide.com/glintcap/medalists/michigan-wine-company/,42.5945628,-86.2096112
2021,Crispin Cider Company,1,0,1,1,3,https://ciderguide.com/glintcap/medalists/crispin-cider-company/,39.089006,-120.950642
2021,Gnarly Pippin Cider House,0,2,0,1,3,https://ciderguide.com/glintcap/medalists/gnarly-pippin-cider-house/,41.503749,-81.5658554
2021,California Cider Company,0,1,2,0,3,https://ciderguide.com/glintcap/medalists/california-cider-company/,38.423506,-122.849754
2021,Pux Cider,0,1,2,0,3,https://ciderguide.com/glintcap/medalists/pux-cider/,42.9683341,-85.640274
2021,Black Apple,0,1,1,1,3,https://ciderguide.com/glintcap/medalists/black-apple/,36.18487,-94.127403
2021,Tempted Cider,0,1,1,1,3,https://ciderguide.com/glintcap/medalists/tempted-cider/,54.5086985,-6.1311345
2021,Gary Awdey,0,1,0,2,3,https://ciderguide.com/glintcap/medalists/gary-awdey/,41.47309,-87.06114
2021,Banjo Cider,0,0,3,0,3,https://ciderguide.com/glintcap/medalists/banjo-cider/,44.1484947,-79.1592864
2021,Bløm Meadworks,0,0,3,0,3,https://ciderguide.com/glintcap/medalists/blom-meadworks/,42.2810318,-83.747518
2021,Green Bench Brewing Co.,0,0,3,0,3,https://ciderguide.com/glintcap/medalists/green-bench-brewing-co/,27.771864,-82.650644
2021,Portland Cider Company,0,0,3,0,3,https://ciderguide.com/glintcap/medalists/portland-cider-company/,45.415288,-122.572714
2021,AeppelTreow Winery & Distillery,0,0,2,1,3,https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/,42.642658,-88.160186
2021,C.E.Petch Cidery and Distillery,0,0,2,1,3,https://ciderguide.com/glintcap/medalists/c-e-petch-cidery-and-distillery/,45.0458072,-73.596354
2021,Cascade Winery & Sierra Rose Ciders,0,0,2,1,3,https://ciderguide.com/glintcap/medalists/cascade-winery-sierra-rose-ciders/,42.878915,-85.562785
2021,Castle Hill Cider,0,0,2,1,3,https://ciderguide.com/glintcap/medalists/castle-hill-cider/,38.0888889,-78.2908333
2021,Dunkertons Cider and Perry,0,0,2,1,3,https://ciderguide.com/glintcap/medalists/dunkertons-cider-and-perry/,51.8771374,-2.0279869
2021,Godfrey Run Cider Mill,0,0,2,1,3,https://ciderguide.com/glintcap/medalists/godfrey-run-cider-mill/,42.036151,-80.3082175
2021,Headwater Cider,0,0,2,1,3,https://ciderguide.com/glintcap/medalists/headwater-cider/,42.58249,-72.860053
2021,Kings Mill Cider,0,0,2,1,3,https://ciderguide.com/glintcap/medalists/kings-mill-cider/,44.335137,-77.616518
2021,Phillips Orchards & Cider Mill,0,0,2,1,3,https://ciderguide.com/glintcap/medalists/phillips-orchards-cider-mill/,43.1177,-84.563483
2021,Posterity Ciderworks,0,0,2,1,3,https://ciderguide.com/glintcap/medalists/posterity-ciderworks/,38.2969506,-120.7076974
2021,Riverhead Ciderhouse,0,0,2,1,3,https://ciderguide.com/glintcap/medalists/riverhead-ciderhouse/,40.958383,-72.729308
2021,Urban Farm Fermentory,0,0,2,1,3,https://ciderguide.com/glintcap/medalists/urban-farm-fermentory/,43.669113,-70.256105
2021,Appleholic Cider Company,0,0,1,2,3,https://ciderguide.com/glintcap/medalists/appleholic-cider-company/,45.02296,-85.7602
2021,Duluth Cider,0,0,1,2,3,https://ciderguide.com/glintcap/medalists/duluth-cider/,46.764947,-92.127394
2021,Flat Rock Cider Company,0,0,1,2,3,https://ciderguide.com/glintcap/medalists/flat-rock-cider-company/,35.315966,-82.460411
2021,High Hope Cider,0,0,1,2,3,https://ciderguide.com/glintcap/medalists/high-hope-cider/,43.6775105,-79.4207053
2021,Liberty Ciderworks,0,0,1,2,3,https://ciderguide.com/glintcap/medalists/liberty-ciderworks/,47.655356,-117.418438
2021,Red Island Cider,0,0,1,2,3,https://ciderguide.com/glintcap/medalists/red-island-cider/,46.2453598,-63.1244046
2021,Resurgence Brewing Co.,0,0,1,2,3,https://ciderguide.com/glintcap/medalists/resurgence-brewing-co/,#N/A,#N/A
2021,3 North Vines,0,0,0,3,3,https://ciderguide.com/glintcap/medalists/3-north-vines/,43.2642732,-82.5821548
2021,Angeles Crest Cider,0,0,0,3,3,https://ciderguide.com/glintcap/medalists/angeles-crest-cider/,34.2053948,-118.5898987
2021,Botanist & Barrel,0,0,0,3,3,https://ciderguide.com/glintcap/medalists/botanist-barrel/,36.216856,-79.179325
2021,Bryant's Cider,0,0,0,3,3,https://ciderguide.com/glintcap/medalists/bryants-cider/,37.797413,-78.939801
2021,Verger Belliveau Orchard,1,0,0,1,2,https://ciderguide.com/glintcap/medalists/verger-belliveau-orchard/,45.94982,-64.628246
2021,2 Fools Cider,0,1,1,0,2,https://ciderguide.com/glintcap/medalists/2-fools-cider/,41.775847,-88.188785
2021,Brickworks Ciderhouse,0,1,1,0,2,https://ciderguide.com/glintcap/medalists/brickworks-ciderhouse/,43.718379,-79.312625
2021,Collective Arts Brewing,0,1,0,1,2,https://ciderguide.com/glintcap/medalists/collective-arts-brewing/,43.27079,-79.852716
2021,Willow Oaks,0,1,0,1,2,https://ciderguide.com/glintcap/medalists/willow-oaks/,39.402881,-77.576441
2021,Farmgate Cider,0,0,2,0,2,https://ciderguide.com/glintcap/medalists/farmgate-cider/,45.4138013,-76.2414158
2021,Golden State Cider,0,0,2,0,2,https://ciderguide.com/glintcap/medalists/golden-state-cider/,38.4041073,-122.8198562
2021,Kingston Creek Cider,0,0,2,0,2,https://ciderguide.com/glintcap/medalists/kingston-creek-cider/,45.5322639,-65.9955129
2021,Muse Orchard,0,0,2,0,2,https://ciderguide.com/glintcap/medalists/muse-orchard/,38.8202977,-78.6011459
2021,Black Bear Cider Co.,0,0,1,1,2,https://ciderguide.com/glintcap/medalists/black-bear-cider-co/,38.6491261,-90.3206381
2021,Brick River Cider,0,0,1,1,2,https://ciderguide.com/glintcap/medalists/brick-river-cider/,38.6339407,-90.2079809
2021,Flint City Hard Cider Co.,0,0,1,1,2,https://ciderguide.com/glintcap/medalists/flint-city-hard-cider-co/,43.021453,-83.69504
2021,Hawk Knob,0,0,1,1,2,https://ciderguide.com/glintcap/medalists/hawk-knob/,37.811476,-80.50273
2021,Little Apple Cidery,0,0,1,1,2,https://ciderguide.com/glintcap/medalists/little-apple-cidery/,42.2158739,-73.5186273
2021,Rice Lake Hard Cider,0,0,1,1,2,https://ciderguide.com/glintcap/medalists/rice-lake-hard-cider/,44.017223,-78.1461123
2021,Santa Cruz Cider Co.,0,0,1,1,2,https://ciderguide.com/glintcap/medalists/santa-cruz-cider-co/,36.959789,-122.048975
2021,Sidra Somarroza,0,0,1,1,2,https://ciderguide.com/glintcap/medalists/sidra-somarroza/,43.3529633,-3.9604843
2021,Austin Eastciders,0,0,0,2,2,https://ciderguide.com/glintcap/medalists/austin-eastciders/,30.211595,-97.7404707
2021,Farmstead Cider,0,0,0,2,2,https://ciderguide.com/glintcap/medalists/farmstead-cider/,43.4201872,-110.7769249
2021,Lassen Traditional Cider,0,0,0,2,2,https://ciderguide.com/glintcap/medalists/lassen-traditional-cider/,39.714697,-121.820272
2021,Mississippi Ale House,0,0,0,2,2,https://ciderguide.com/glintcap/medalists/mississippi-ale-house/,34.9631296,-89.8268168
2021,Red Top Winery,0,0,0,2,2,https://ciderguide.com/glintcap/medalists/red-top-winery/,41.9260552,-86.4463222
2021,String Theory Cider,0,0,0,2,2,https://ciderguide.com/glintcap/medalists/string-theory-cider/,45.5309002,-92.0212919
2021,Swilled Dog Hard Cider,0,0,0,2,2,https://ciderguide.com/glintcap/medalists/swilled-dog-hard-cider/,38.7831416,-79.2850581
2021,Tumalo Cider,0,0,0,2,2,https://ciderguide.com/glintcap/medalists/tumalo-cider/,44.1473701,-121.3304068
2021,Wilding Orchards,0,0,0,2,2,https://ciderguide.com/glintcap/medalists/wilding-orchards/,41.956338,-75.8892283
2021,Sidra Mayador,1,0,0,0,1,https://ciderguide.com/glintcap/medalists/sidra-mayador/,43.514985,-5.330323
2021,Wildbranch Cider,1,0,0,0,1,https://ciderguide.com/glintcap/medalists/wildbranch-cider/,44.6199347,-72.4065106
2021,Lekker Cider,0,1,0,0,1,https://ciderguide.com/glintcap/medalists/lekker-cider/,50.991601,-114.0646122
2021,Stoneybrook Cider,0,1,0,0,1,https://ciderguide.com/glintcap/medalists/stoneybrook-cider/,42.250687,-72.55657
2021,Atlanta Hard Cider Co.,0,0,1,0,1,https://ciderguide.com/glintcap/medalists/atlanta-hard-cider-co/,33.9507273,-84.52255
2021,Bereziartua,0,0,1,0,1,https://ciderguide.com/glintcap/medalists/bereziartua/,43.2829301,-1.9400682
2021,Broken Brix,0,0,1,0,1,https://ciderguide.com/glintcap/medalists/broken-brix/,41.9130721,-88.3165378
2021,Ciderworks @ Story Tavern,0,0,1,0,1,https://ciderguide.com/glintcap/medalists/ciderworks-story-tavern/,34.1806729,-118.3082013
2021,Epona,0,0,1,0,1,https://ciderguide.com/glintcap/medalists/epona/,45.9446269,-122.6949361
2021,Llagares Valverán,0,0,1,0,1,https://ciderguide.com/glintcap/medalists/llagares-valveran/,43.4052509,-5.526005
2021,Rock N Wool Winery,0,0,1,0,1,https://ciderguide.com/glintcap/medalists/rock-n-wool-winery/,43.4264281,-89.3907181
2021,Rossbach Cider,0,0,1,0,1,https://ciderguide.com/glintcap/medalists/rossbach-cider/,50.3053478,12.1753565
2021,S. Martinelli & Co.,0,0,1,0,1,https://ciderguide.com/glintcap/medalists/s-martinelli-co/,36.902162,-121.7648
2021,Spring Hill Cider Works,0,0,1,0,1,https://ciderguide.com/glintcap/medalists/spring-hill-cider-works/,41.781744,-80.97225
2021,Squiggly Tree Cider,0,0,1,0,1,https://ciderguide.com/glintcap/medalists/squiggly-tree-cider/,43.0187425,-85.6003355
2021,Sunken Paddle Ciderworks,0,0,1,0,1,https://ciderguide.com/glintcap/medalists/sunken-paddle-ciderworks/,44.0015236,-88.5517169
2021,Vin 312,0,0,1,0,1,https://ciderguide.com/glintcap/medalists/vin-312/,41.9676466,-87.6748505
2021,Walkerville City Cidery,0,0,1,0,1,https://ciderguide.com/glintcap/medalists/walkerville-city-cidery/,42.3238128,-83.0113399
2021,Adesanya Mead & Microbrewery,0,0,0,1,1,https://ciderguide.com/glintcap/medalists/adesanya-mead-microbrewery/,42.9128227,-85.739652
2021,Bardic Brewing & Cider,0,0,0,1,1,https://ciderguide.com/glintcap/medalists/bardic-brewing-cider/,47.6558422,-117.1983661
2021,Bayfield Winery & Blue Ox Cider,0,0,0,1,1,https://ciderguide.com/glintcap/medalists/bayfield-winery-blue-ox-cider/,46.8371393,-90.8362981
2021,Blossom Barn Cidery,0,0,0,1,1,https://ciderguide.com/glintcap/medalists/blossom-barn-cidery/,42.3165297,-123.2308841
2021,Bridgehouse Cider,0,0,0,1,1,https://ciderguide.com/glintcap/medalists/bridgehouse-cider/,41.712213,-90.471923
2021,Market Garden Brewery,0,0,0,1,1,https://ciderguide.com/glintcap/medalists/market-garden-brewery/,41.4850769,-81.7034306
2021,New Leaf Cider Co.,0,0,0,1,1,https://ciderguide.com/glintcap/medalists/new-leaf-cider-co/,42.1497193,-75.8199007
2021,Painted Turtle Hard Cider,0,0,0,1,1,https://ciderguide.com/glintcap/medalists/painted-turtle-hard-cider/,43.027811,-85.371348
2021,Patriots' Heritage Cider,0,0,0,1,1,https://ciderguide.com/glintcap/medalists/patriots-heritage-cider/,42.8848347,-73.5781383
2021,Platform Beer Company,0,0,0,1,1,https://ciderguide.com/glintcap/medalists/platform-beer-company/,41.479836,-81.713968
2021,Robinette Cellars,0,0,0,1,1,https://ciderguide.com/glintcap/medalists/robinette-cellars/,43.027537,-85.592264
2021,Shoal Hope Ciderworks,0,0,0,1,1,https://ciderguide.com/glintcap/medalists/shoal-hope-ciderworks/,42.057719,-70.188488
2021,Three Thinkers Cider,0,0,0,1,1,https://ciderguide.com/glintcap/medalists/three-thinkers-cider/,38.9624079,-119.9399029
2021,Windfall Cider,0,0,0,1,1,https://ciderguide.com/glintcap/medalists/windfall-cider/,49.3093392,-123.0750308
2019,Seattle Cider Company,2,2,8,9,21,https://ciderguide.com/glintcap/medalists/seattle-cider-company/,47.560327,-122.337605
2019,2 Towns Ciderhouse,0,2,16,3,21,https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/,44.563505,-123.226185
2019,Haykin Family Cider,2,4,12,2,20,https://ciderguide.com/glintcap/medalists/haykin-family-cider/,39.764391,-104.848127
2019,Gypsy Circus,0,1,11,8,20,https://ciderguide.com/glintcap/medalists/gypsy-circus/,36.520022,-82.51794
2019,Uncle John's,1,3,8,7,19,https://ciderguide.com/glintcap/medalists/uncle-johns/,43.112648,-84.561921
2019,Vander Mill,1,2,9,2,14,https://ciderguide.com/glintcap/medalists/vander-mill/,42.971697,-85.630719
2019,Tieton Cider Works,2,1,7,3,13,https://ciderguide.com/glintcap/medalists/tieton-cider-works/,46.615859,-120.521786
2019,Angry Orchard,0,0,3,10,13,https://ciderguide.com/glintcap/medalists/angry-orchard/,41.587128,-74.221692
2019,Embark Craft Ciderworks,0,2,5,5,12,https://ciderguide.com/glintcap/medalists/embark-craft-ciderworks/,43.248684,-77.187685
2019,City Orchard,0,1,7,4,12,https://ciderguide.com/glintcap/medalists/city-orchard/,29.7708798,-95.3868984
2019,1911 Established,0,0,7,5,12,https://ciderguide.com/glintcap/medalists/1911-established/,42.903744,-76.22158
2019,Salt Spring Wild Cider,2,3,4,2,11,https://ciderguide.com/glintcap/medalists/salt-spring-wild-cider/,48.862494,-123.522065
2019,Vermont Cider Company,1,2,2,6,11,https://ciderguide.com/glintcap/medalists/vermont-cider-company/,44.034072,-73.172778
2019,Threadbare Cider,1,0,5,5,11,https://ciderguide.com/glintcap/medalists/threadbare-cider/,40.460471,-79.988895
2019,Swift Cider,0,0,9,2,11,https://ciderguide.com/glintcap/medalists/swift-cider/,45.577537,-122.651246
2019,Cidrerie du Minot,3,1,4,2,10,https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/,45.019621,-73.621962
2019,Arsenal Cider House,0,2,4,4,10,https://ciderguide.com/glintcap/medalists/arsenal-cider-house/,40.465108,-79.96092
2019,St. Vrain Cidery,0,2,4,4,10,https://ciderguide.com/glintcap/medalists/st-vrain-cidery/,40.1651663,-105.104967
2019,Stem Ciders,0,1,3,6,10,https://ciderguide.com/glintcap/medalists/stem-ciders/,39.761635,-104.983791
2019,Cider Creek Hard Cider,0,0,3,7,10,https://ciderguide.com/glintcap/medalists/cider-creek-hard-cider/,42.316655,-77.60405
2019,Bold Rock Hard Cider,1,2,4,2,9,https://ciderguide.com/glintcap/medalists/bold-rock-hard-cider/,37.881384,-78.904992
2019,Bauman's Cider,1,2,3,3,9,https://ciderguide.com/glintcap/medalists/baumans-cider/,45.1079661,-122.8693386
2019,Ernest Cider,0,1,5,3,9,https://ciderguide.com/glintcap/medalists/ernest-cider/,44.059187,-79.461256
2019,Fenceline Cider,0,0,2,7,9,https://ciderguide.com/glintcap/medalists/fenceline-cider/,37.344471,-108.28887
2019,Meriwether Cider Company,2,1,4,1,8,https://ciderguide.com/glintcap/medalists/meriwether-cider-company/,43.645176,-116.271227
2019,Northville Winery and Brewing Company,1,0,5,2,8,https://ciderguide.com/glintcap/medalists/northville-winery-and-brewing-company/,42.437271,-83.475242
2019,Castle Hill Cider,1,0,3,4,8,https://ciderguide.com/glintcap/medalists/castle-hill-cider/,38.0888889,-78.2908333
2019,Two K Farms,0,1,4,3,8,https://ciderguide.com/glintcap/medalists/two-k-farms/,44.922709,-85.626569
2019,Island Orchard Cider,0,1,3,4,8,https://ciderguide.com/glintcap/medalists/island-orchard-cider/,45.256318,-87.071244
2019,Cidrerie Milton,2,1,3,1,7,https://ciderguide.com/glintcap/medalists/cidrerie-milton/,45.483424,-72.759531
2019,Eden Ciders,1,2,4,0,7,https://ciderguide.com/glintcap/medalists/eden-ciders/,44.935976,-72.209246
2019,Crispin Cider Company,1,1,1,4,7,https://ciderguide.com/glintcap/medalists/crispin-cider-company/,39.089006,-120.950642
2019,Blake's Hard Cider Co.,0,2,4,1,7,https://ciderguide.com/glintcap/medalists/blakes-hard-cider-co/,42.8503113,-82.9513855
2019,Chain Yard Urban Cidery,0,1,4,2,7,https://ciderguide.com/glintcap/medalists/chain-yard-urban-cidery/,44.655537,-63.593991
2019,Bull City Ciderworks,0,1,3,3,7,https://ciderguide.com/glintcap/medalists/bull-city-ciderworks/,35.818872,-80.255816
2019,Puget Sound Cider Company,0,1,3,3,7,https://ciderguide.com/glintcap/medalists/puget-sound-cider-company/,47.479856,-122.204573
2019,Brooklyn Cider House,0,1,1,5,7,https://ciderguide.com/glintcap/medalists/brooklyn-cider-house/,41.757256,-74.04958
2019,The Great Canadian Cider Company,0,0,5,2,7,https://ciderguide.com/glintcap/medalists/the-great-canadian-cider-company/,44.4883641,-80.1988175
2019,Phillips Orchards & Cider Mill,0,0,4,3,7,https://ciderguide.com/glintcap/medalists/phillips-orchards-cider-mill/,43.1177,-84.563483
2019,Eris Brewery & Cider House,0,0,3,4,7,https://ciderguide.com/glintcap/medalists/eris-brewery-cider-house/,41.953873,-87.734239
2019,Snow Capped Cider,0,0,1,6,7,https://ciderguide.com/glintcap/medalists/snow-capped-cider/,38.898619,-107.924961
2019,Coffin Ridge Boutique Winery,2,0,4,0,6,https://ciderguide.com/glintcap/medalists/coffin-ridge-boutique-winery/,44.663372,-80.77569
2019,Twisted Hills Craft Cider,1,2,1,2,6,https://ciderguide.com/glintcap/medalists/twisted-hills-craft-cider/,49.180058,-119.748837
2019,Finnriver Farm and Cidery,1,0,4,1,6,https://ciderguide.com/glintcap/medalists/finnriver-farm-and-cidery/,47.976418,-122.778943
2019,Stoic Cider,0,1,4,1,6,https://ciderguide.com/glintcap/medalists/stoic-cider/,34.748157,-112.670676
2019,ANXO Cider,0,1,3,2,6,https://ciderguide.com/glintcap/medalists/anxo-cider/,38.956577,-77.022874
2019,Green Bench Brewing Co.,0,1,3,2,6,https://ciderguide.com/glintcap/medalists/green-bench-brewing-co/,27.771864,-82.650644
2019,Jefferson County Ciderworks,0,1,2,3,6,https://ciderguide.com/glintcap/medalists/jefferson-county-ciderworks/,41.017198,-92.018367
2019,Windswept Orchard Cider,0,1,1,4,6,https://ciderguide.com/glintcap/medalists/windswept-orchard-cider/,44.5544537,-80.5405778
2019,Ridge Cider Co.,0,0,4,2,6,https://ciderguide.com/glintcap/medalists/ridge-cider-co/,43.308463,-85.809504
2019,Teal Cider,0,0,4,2,6,https://ciderguide.com/glintcap/medalists/teal-cider/,37.4715586,-108.6286897
2019,Big B's Hard Cider,0,0,3,3,6,https://ciderguide.com/glintcap/medalists/big-bs-hard-cider/,38.860785,-107.626061
2019,Liquid Art Winery,0,0,3,3,6,https://ciderguide.com/glintcap/medalists/liquid-art-winery/,39.1924003,-96.6778549
2019,Sapsucker Farms Yellow Belly Cidery,0,0,3,3,6,https://ciderguide.com/glintcap/medalists/sapsucker-farms-yellow-belly-cidery/,45.8970174,-93.152247
2019,Locust Cider,0,0,2,4,6,https://ciderguide.com/glintcap/medalists/locust-cider/,47.766244,-122.148563
2019,Sea Cider Farm & Ciderhouse,0,0,2,4,6,https://ciderguide.com/glintcap/medalists/sea-cider-farm-ciderhouse/,48.60325,-123.397092
2019,Virtue Cider,0,0,2,4,6,https://ciderguide.com/glintcap/medalists/virtue-cider/,42.57688,-86.15187
2019,Urban Tree Hard Cider,2,0,2,1,5,https://ciderguide.com/glintcap/medalists/urban-tree-hard-cider/,33.794905,-84.414797
2019,Bee Well Mead & Cider,2,0,1,2,5,https://ciderguide.com/glintcap/medalists/bee-well-mead-cider/,44.9760455,-85.2098303
2019,Champlain Orchards,1,2,1,1,5,https://ciderguide.com/glintcap/medalists/champlain-orchards/,43.856854,-73.353028
2019,Elk Horn Brewery & Ciderhouse,1,0,0,4,5,https://ciderguide.com/glintcap/medalists/elk-horn-brewery-ciderhouse/,44.049648,-123.082413
2019,Cider Hill Cellars,0,2,2,1,5,https://ciderguide.com/glintcap/medalists/cider-hill-cellars/,42.875044,-70.926449
2019,McClure's Orchard & Winery,0,2,1,2,5,https://ciderguide.com/glintcap/medalists/mcclures-orchard-winery/,40.837576,-86.130016
2019,Incline Cider Company,0,1,3,1,5,https://ciderguide.com/glintcap/medalists/incline-cider-company/,47.307323,-122.228453
2019,Treehorn Cider,0,1,3,1,5,https://ciderguide.com/glintcap/medalists/treehorn-cider/,33.942771,-84.514319
2019,Diner Brew Co.,0,1,2,2,5,https://ciderguide.com/glintcap/medalists/diner-brew-co/,40.908354,-73.849259
2019,South City Ciderworks,0,1,2,2,5,https://ciderguide.com/glintcap/medalists/south-city-ciderworks/,37.639936,-122.412129
2019,West Avenue Cider,0,1,2,2,5,https://ciderguide.com/glintcap/medalists/west-avenue-cider/,43.370832,-79.982444
2019,Once Upon A Tree,0,0,4,1,5,https://ciderguide.com/glintcap/medalists/once-upon-a-tree/,52.039172,-2.5093398
2019,Townline Ciderworks,0,0,4,1,5,https://ciderguide.com/glintcap/medalists/townline-ciderworks/,44.863802,-85.422672
2019,Appleholic Cider Company,0,0,3,2,5,https://ciderguide.com/glintcap/medalists/appleholic-cider-company/,45.02296,-85.7602
2019,Ploughman Cider,0,0,3,2,5,https://ciderguide.com/glintcap/medalists/ploughman-cider/,39.98603,-77.297959
2019,Sly Clyde Ciderworks,0,0,3,2,5,https://ciderguide.com/glintcap/medalists/sly-clyde-ciderworks/,37.01651,-76.319663
2019,Tractor Brewing Company,0,0,3,2,5,https://ciderguide.com/glintcap/medalists/tractor-brewing-company/,35.102281,-106.647915
2019,Odd Brothers Craft Cider,0,0,2,3,5,https://ciderguide.com/glintcap/medalists/odd-brothers-craft-cider/,42.1364887,-84.8664378
2019,Raven's Moon Craft Cider,0,0,2,3,5,https://ciderguide.com/glintcap/medalists/ravens-moon-craft-cider/,49.692391,-125.040645
2019,Suttons Bay Ciders,0,0,2,3,5,https://ciderguide.com/glintcap/medalists/suttons-bay-ciders/,44.905766,-85.643616
2019,Patriots' Heritage Cider,0,0,1,4,5,https://ciderguide.com/glintcap/medalists/patriots-heritage-cider/,42.8848347,-73.5781383
2019,Puddicombe Estate Farm,0,0,1,4,5,https://ciderguide.com/glintcap/medalists/puddicombe-estate-farm/,43.2048937,-79.6336935
2019,Shoal Hope Ciderworks,0,0,1,4,5,https://ciderguide.com/glintcap/medalists/shoal-hope-ciderworks/,42.057719,-70.188488
2019,Twin Pines Orchards & Cider House,0,0,1,4,5,https://ciderguide.com/glintcap/medalists/twin-pines-orchards-cider-house/,43.187851,-81.847485
2019,Black Diamond Cider,2,1,1,0,4,https://ciderguide.com/glintcap/medalists/black-diamond-cider/,42.547829,-76.655099
2019,Gowan's Heirloom Ciders,2,0,1,1,4,https://ciderguide.com/glintcap/medalists/gowans-heirloom-ciders/,39.0869042,-123.4751758
2019,Nashi Orchards,1,1,0,2,4,https://ciderguide.com/glintcap/medalists/nashi-orchards/,47.375697,-122.504058
2019,Apple Valley Cider Company,1,0,1,2,4,https://ciderguide.com/glintcap/medalists/apple-valley-cider-company/,38.425243,-105.026257
2019,Thor's Hard Cider,1,0,1,2,4,https://ciderguide.com/glintcap/medalists/thors-hard-cider/,45.042138,-92.865744
2019,Lost Giants Cider Company,1,0,0,3,4,https://ciderguide.com/glintcap/medalists/lost-giants-cider-company/,48.752457,-122.459354
2019,Noble Cider,0,2,2,0,4,https://ciderguide.com/glintcap/medalists/noble-cider/,35.602136,-82.62465
2019,Colorado Cider Company,0,2,1,1,4,https://ciderguide.com/glintcap/medalists/colorado-cider-company/,39.71898,-105.01961
2019,Albemarle CiderWorks,0,1,2,1,4,https://ciderguide.com/glintcap/medalists/albemarle-ciderworks/,37.966531,-78.650136
2019,C Squared Ciders,0,1,2,1,4,https://ciderguide.com/glintcap/medalists/c-squared-ciders/,39.762816,-104.984037
2019,Ciderboys,0,1,2,1,4,https://ciderguide.com/glintcap/medalists/ciderboys/,44.510454,-89.573583
2019,Cidrerie Verger Bilodeau,0,1,2,1,4,https://ciderguide.com/glintcap/medalists/cidrerie-verger-bilodeau/,46.91664,-71.035444
2019,Grey & Gold Cider,0,1,2,1,4,https://ciderguide.com/glintcap/medalists/grey-gold-cider/,44.526397,-80.4657931
2019,Starcut Ciders,0,1,2,1,4,https://ciderguide.com/glintcap/medalists/starcut-ciders/,44.976269,-85.210357
2019,Ten Towers Cider Co.,0,1,2,1,4,https://ciderguide.com/glintcap/medalists/ten-towers-cider-co/,44.9263204,-123.2291874
2019,Deep Roots Hard Cider,0,1,1,2,4,https://ciderguide.com/glintcap/medalists/deep-roots-hard-cider/,41.606174,-76.228739
2019,Ironwood Hard Cider,0,1,1,2,4,https://ciderguide.com/glintcap/medalists/ironwood-hard-cider/,43.252604,-79.120363
2019,Rootstock Ciderworks,0,0,4,0,4,https://ciderguide.com/glintcap/medalists/rootstock-ciderworks/,43.201215,-77.224684
2019,Thornbury Craft Co.,0,0,4,0,4,https://ciderguide.com/glintcap/medalists/thornbury-craft-co/,44.5596898,-80.4459884
2019,12 Bridge Ciderworks,0,0,3,1,4,https://ciderguide.com/glintcap/medalists/12-bridge-ciderworks/,45.326412,-122.580527
2019,45 North Vineyard & Winery,0,0,3,1,4,https://ciderguide.com/glintcap/medalists/45-north-vineyard-winery/,45.002103,-85.681943
2019,Alter Ego Cider,0,0,3,1,4,https://ciderguide.com/glintcap/medalists/alter-ego-cider/,45.519839,-122.659396
2019,Brix Cider,0,0,3,1,4,https://ciderguide.com/glintcap/medalists/brix-cider/,43.007126,-89.737751
2019,Farmhaus Cider Co.,0,0,3,1,4,https://ciderguide.com/glintcap/medalists/farmhaus-cider-co/,42.936623,-85.909009
2019,Kings Mill Cider,0,0,3,1,4,https://ciderguide.com/glintcap/medalists/kings-mill-cider/,44.335137,-77.616518
2019,KW Craft Cider,0,0,3,1,4,https://ciderguide.com/glintcap/medalists/kw-craft-cider/,43.508396,-80.543731
2019,Yip Cider,0,0,3,1,4,https://ciderguide.com/glintcap/medalists/yip-cider/,45.448198,-66.121387
2019,Blackman Cider Co.,0,0,2,2,4,https://ciderguide.com/glintcap/medalists/blackman-cider-co/,43.176071,-78.800052
2019,Citizen Cider,0,0,2,2,4,https://ciderguide.com/glintcap/medalists/citizen-cider/,44.470722,-73.214282
2019,Hazlitt 1852 Vineyards,0,0,2,2,4,https://ciderguide.com/glintcap/medalists/hazlitt-1852-vineyards/,42.621963,-77.400262
