Source,Target,Short_Name,CG_URL,URL,Producer,Status,WID,State_Province,Country,Table_Shortcode,Best in Class,Gold,Silver,Bronze,Total,First,Last,Years
https://glintcap.org/locust-cider,https://glintcap.org/results/commercial/medalists/locust-cider/,locust-cider,https://ciderguide.com/glintcap/locust-cider/,http://www.locustcider.com/,Locust Cider,Active,391,Washington,United States,"[table id=9 filter=""Locust Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,14,21,35,2016,2023,7
https://glintcap.org/lost-boy-cider,https://glintcap.org/results/commercial/medalists/lost-boy-cider/,lost-boy-cider,https://ciderguide.com/glintcap/lost-boy-cider/,https://lostboycider.com/,Lost Boy Cider,Active,396,Virginia,United States,"[table id=9 filter=""Lost Boy Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,1,15,7,23,2021,2023,3
https://glintcap.org/lost-giants-cider-company,https://glintcap.org/results/commercial/medalists/lost-giants-cider-company/,lost-giants-cider-company,https://ciderguide.com/glintcap/lost-giants-cider-company/,https://lostgiantscider.com/,Lost Giants Cider Company,Active,397,Washington,United States,"[table id=9 filter=""Lost Giants Cider Company"" filter_full_cell_match=true hide_columns=""3"" /]",1,0,3,4,8,2019,2021,2
https://glintcap.org/maiden-rock-winery-cidery,https://glintcap.org/results/commercial/medalists/maiden-rock-winery-cidery/,maiden-rock-winery-cidery,https://ciderguide.com/glintcap/maiden-rock-winery-cidery/,http://www.maidenrockwinerycidery.com/,Maiden Rock Winery & Cidery,Active,401,Wisconsin,United States,"[table id=9 filter=""Maiden Rock Winery & Cidery"" filter_full_cell_match=true hide_columns=""3"" /]",2,1,6,3,12,2011,2023,8
https://glintcap.org/mcclures-orchard-winery,https://glintcap.org/results/commercial/medalists/mcclures-orchard-winery/,mcclures-orchard-winery,https://ciderguide.com/glintcap/mcclures-orchard-winery/,http://www.mccluresorchard.com/,McClure's Orchard & Winery,Active,407,Indiana,United States,"[table id=9 filter=""McClure's Orchard & Winery"" filter_full_cell_match=true hide_columns=""3"" /]",0,4,10,19,33,2011,2023,7
https://glintcap.org/mcritchie-winery-ciderworks,https://glintcap.org/results/commercial/medalists/mcritchie-winery-ciderworks/,mcritchie-winery-ciderworks,https://ciderguide.com/glintcap/mcritchie-winery-ciderworks/,http://www.mcritchiewine.com/,McRitchie Winery & Ciderworks,Active,410,North Carolina,United States,"[table id=9 filter=""McRitchie Winery & Ciderworks"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,2,2,4,2009,2013,3
https://glintcap.org/meriwether-cider-co,https://glintcap.org/results/commercial/medalists/meriwether-cider-co/,meriwether-cider-co,https://ciderguide.com/glintcap/meriwether-cider-co/,http://www.meriwethercider.com/,Meriwether Cider Company,Active,415,Idaho,United States,"[table id=9 filter=""Meriwether Cider Company"" filter_full_cell_match=true hide_columns=""3"" /]",4,2,14,5,25,2018,2023,5
https://glintcap.org/mershons-cidery,https://glintcap.org/results/commercial/medalists/mershons-cidery/,mershons-cidery,https://ciderguide.com/glintcap/mershons-cidery/,http://www.mershonscider.com/,Mershon's Artisan Cider,Active,416,Wisconsin,United States,"[table id=9 filter=""Mershon's Artisan Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,1,0,1,2,2023,2023,1
https://glintcap.org/metal-house-cider,https://glintcap.org/results/commercial/medalists/metal-house-cider/,metal-house-cider,https://ciderguide.com/glintcap/metal-house-cider/,http://metalhousecider.com/,Metal House Cider,Active,417,New York,United States,"[table id=9 filter=""Metal House Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,1,1,2,2018,2018,1
https://glintcap.org/methow-valley-ciderhouse,https://glintcap.org/results/commercial/medalists/methow-valley-ciderhouse/,methow-valley-ciderhouse,https://ciderguide.com/glintcap/methow-valley-ciderhouse/,https://methowvalleyciderhousellc.com/,Methow Valley Ciderhouse,Active,418,Washington,United States,"[table id=9 filter=""Methow Valley Ciderhouse"" filter_full_cell_match=true hide_columns=""3"" /]",1,1,4,5,11,2013,2018,5
https://glintcap.org/milk-honey-ciders,https://glintcap.org/results/commercial/medalists/milk-honey-ciders/,milk-honey-ciders,https://ciderguide.com/glintcap/milk-honey-ciders/,http://www.milkandhoneyciders.com/,Milk & Honey Ciders,Active,419,Minnesota,United States,"[table id=9 filter=""Milk & Honey Ciders"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,2,2,4,2016,2016,1
https://glintcap.org/mill-bridge-winery,https://glintcap.org/results/commercial/medalists/mill-bridge-winery/,mill-bridge-winery,https://ciderguide.com/glintcap/mill-bridge-winery/,http://www.millbridgewinery.com/,Mill Bridge Winery,Active,420,Tennessee,United States,"[table id=9 filter=""Mill Bridge Winery"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,1,1,2,2017,2017,1
https://glintcap.org/minneapolis-cider-co,https://glintcap.org/results/commercial/medalists/minneapolis-cider-co/,minneapolis-cider-co,https://ciderguide.com/glintcap/minneapolis-cider-co/,https://minneapoliscider.co/,Minneapolis Cider Company,Active,423,Minnesota,United States,"[table id=9 filter=""Minneapolis Cider Company"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,7,2,9,2016,2023,3
https://glintcap.org/montana-ciderworks,https://glintcap.org/results/commercial/medalists/montana-ciderworks/,montana-ciderworks,https://ciderguide.com/glintcap/montana-ciderworks/,http://montanacider.com/,Montana CiderWorks,Active,428,Montana,United States,"[table id=9 filter=""Montana CiderWorks"" filter_full_cell_match=true hide_columns=""3"" /]",1,5,7,5,18,2012,2023,8
https://glintcap.org/mountain-west-cider-company,https://glintcap.org/results/commercial/medalists/mountain-west-cider-company/,mountain-west-cider-company,https://ciderguide.com/glintcap/mountain-west-cider-company/,http://mountainwestcider.com/,Mountain West Cider Company,Active,432,Utah,United States,"[table id=9 filter=""Mountain West Cider Company"" filter_full_cell_match=true hide_columns=""3"" /]",1,0,8,6,15,2016,2023,3
https://glintcap.org/nashi-orchards,https://glintcap.org/results/commercial/medalists/nashi-orchards/,nashi-orchards,https://ciderguide.com/glintcap/nashi-orchards/,http://www.nashiorchards.com/,Nashi Orchards,Active,435,Washington,United States,"[table id=9 filter=""Nashi Orchards"" filter_full_cell_match=true hide_columns=""3"" /]",1,2,6,5,14,2016,2022,4
https://glintcap.org/nine-pin-cider,https://glintcap.org/results/commercial/medalists/nine-pin-cider/,nine-pin-cider,https://ciderguide.com/glintcap/nine-pin-cider/,http://www.ninepincider.com/,Nine Pin Cider,Active,446,New York,United States,"[table id=9 filter=""Nine Pin Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,1,2,3,2014,2015,2
https://glintcap.org/noble-cider,https://glintcap.org/results/commercial/medalists/noble-cider/,noble-cider,https://ciderguide.com/glintcap/noble-cider/,http://www.noblecider.com/,Noble Cider,Active,447,North Carolina,United States,"[table id=9 filter=""Noble Cider"" filter_full_cell_match=true hide_columns=""3"" /]",1,3,9,8,21,2016,2023,6
https://glintcap.org/number-12-cider,https://glintcap.org/results/commercial/medalists/number-12-cider,number-12-cider,https://ciderguide.com/glintcap/number-12-cider/,http://www.number12ciderhouse.com/,Number 12 Cider,Active,454,Minnesota,United States,"[table id=9 filter=""Number 12 Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,3,14,5,22,2016,2023,5
https://glintcap.org/ok-cider-co,https://glintcap.org/results/commercial/medalists/ok-cider-co/,ok-cider-co,https://ciderguide.com/glintcap/ok-cider-co/,https://okciderco.com/,OK Cider Co,Active,455,Oklahoma,United States,"[table id=9 filter=""OK Cider Co"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,3,3,6,2022,2022,1
https://glintcap.org/old-hill-cider,https://glintcap.org/results/commercial/medalists/old-hill-cider/,old-hill-cider,https://ciderguide.com/glintcap/old-hill-cider/,https://www.showaltersorchard.com/,Old Hill Cider,Active,456,Virginia,United States,"[table id=9 filter=""Old Hill Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,1,1,7,9,2014,2018,3
https://glintcap.org/original-sin,https://glintcap.org/results/commercial/medalists/original-sin/,original-sin,https://ciderguide.com/glintcap/original-sin/,http://www.origsin.com/,Original Sin Cider,Active,467,New York,United States,"[table id=9 filter=""Original Sin Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,4,13,4,21,2009,2023,7
https://glintcap.org/ploughman-cider,https://glintcap.org/results/commercial/medalists/ploughman-cider/,ploughman-cider,https://ciderguide.com/glintcap/ploughman-cider/,http://ploughmancider.com/,Ploughman Cider,Active,484,Pennsylvania,United States,"[table id=9 filter=""Ploughman Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,4,4,8,2019,2022,2
https://glintcap.org/potters-craft-cider,https://glintcap.org/results/commercial/medalists/potters-craft-cider/,potters-craft-cider,https://ciderguide.com/glintcap/potters-craft-cider/,https://potterscraftcider.com/,Potter's Craft Cider,Active,491,Virginia,United States,"[table id=9 filter=""Potter's Craft Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,2,6,1,9,2019,2021,2
https://glintcap.org/prima-cider,https://glintcap.org/results/commercial/medalists/prima-cider/,prima-cider,https://ciderguide.com/glintcap/prima-cider/,http://www.primacider.com/,Prima Cider,Active,492,Illinois,United States,"[table id=9 filter=""Prima Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,1,1,0,2,2019,2019,1
https://glintcap.org/ragged-hill-cider-company,https://glintcap.org/results/commercial/medalists/ragged-hill-cider-company/,ragged-hill-cider-company,https://ciderguide.com/glintcap/ragged-hill-cider-company/,https://www.raggedhillcider.com/,Ragged Hill Cider,Active,497,Massachusetts,United States,"[table id=9 filter=""Ragged Hill Cider"" filter_full_cell_match=true hide_columns=""3"" /]",1,3,2,9,15,2018,2023,5
https://glintcap.org/raging-cider-mead,https://glintcap.org/results/commercial/medalists/raging-cider-mead/,raging-cider-mead,https://ciderguide.com/glintcap/raging-cider-mead/,http://www.ragingcidermead.com/,Raging Cider & Mead,Active,498,California,United States,"[table id=9 filter=""Raging Cider & Mead"" filter_full_cell_match=true hide_columns=""3"" /]",0,1,1,4,6,2018,2019,2
https://glintcap.org/rebel-seed-cidery,https://glintcap.org/results/commercial/medalists/rebel-seed-cidery/,rebel-seed-cidery,https://ciderguide.com/glintcap/rebel-seed-cidery/,,Rebel Seed Cidery,Active,501,Delaware,United States,"[table id=9 filter=""Rebel Seed Cidery"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,0,1,1,2016,2016,1
https://glintcap.org/red-clay-ciderworks,https://glintcap.org/results/commercial/medalists/red-clay-ciderworks/,red-clay-ciderworks,https://ciderguide.com/glintcap/red-clay-ciderworks/,http://redclayciderworks.com/,Red Clay Ciderworks,Active,504,North Carolina,United States,"[table id=9 filter=""Red Clay Ciderworks"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,2,5,7,2018,2018,1
https://glintcap.org/redbyrd-orchard-cider,https://glintcap.org/results/commercial/medalists/redbyrd-orchard-cider/,redbyrd-orchard-cider,https://ciderguide.com/glintcap/redbyrd-orchard-cider/,https://redbyrdorchardcider.com/,Redbyrd Orchard Cider,Active,507,New York,United States,"[table id=9 filter=""Redbyrd Orchard Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,3,3,6,2013,2014,2
https://glintcap.org/renaissance-orchards,https://glintcap.org/results/commercial/medalists/renaissance-orchards/,renaissance-orchards,https://ciderguide.com/glintcap/renaissance-orchards/,https://renaissanceorchards.com/,Renaissance Orchards,Active,511,Washington,United States,"[table id=9 filter=""Renaissance Orchards"" filter_full_cell_match=true hide_columns=""3"" /]",2,1,2,2,7,2016,2022,5
https://glintcap.org/restoration-cider,https://glintcap.org/results/commercial/medalists/restoration-cider/,restoration-cider,https://ciderguide.com/glintcap/restoration-cider/,http://www.restorationcider.com/,Restoration Cider,Active,512,Wisconsin,United States,"[table id=9 filter=""Restoration Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,2,1,3,2017,2017,1
https://glintcap.org/rhinegeist-brewery,https://glintcap.org/results/commercial/medalists/rhinegeist-brewery/,rhinegeist-brewery,https://ciderguide.com/glintcap/rhinegeist-brewery/,http://www.rhinegeist.com/,Rhinegeist Brewery,Active,515,Ohio,United States,"[table id=9 filter=""Rhinegeist Brewery"" filter_full_cell_match=true hide_columns=""3"" /]",0,1,6,3,10,2017,2022,3
https://glintcap.org/ricker-hill,https://glintcap.org/results/commercial/medalists/ricker-hill/,ricker-hill,https://ciderguide.com/glintcap/ricker-hill/,http://www.rickershardcider.com/,Ricker Hill,Active,516,Maine,United States,"[table id=9 filter=""Ricker Hill"" filter_full_cell_match=true hide_columns=""3"" /]",0,1,6,3,10,2016,2018,3
https://glintcap.org/right-bee-cider,https://glintcap.org/results/commercial/medalists/right-bee-cider/,right-bee-cider,https://ciderguide.com/glintcap/right-bee-cider/,http://www.rightbeecider.com/,Right Bee Cider,Active,518,Illinois,United States,"[table id=9 filter=""Right Bee Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,5,3,8,2018,2021,3
https://glintcap.org/riverhead-ciderhouse,https://glintcap.org/results/commercial/medalists/riverhead-ciderhouse/,riverhead-ciderhouse,https://ciderguide.com/glintcap/riverhead-ciderhouse/,http://riverheadcider.com/,Riverhead Ciderhouse,Active,521,New York,United States,"[table id=9 filter=""Riverhead Ciderhouse"" filter_full_cell_match=true hide_columns=""3"" /]",0,1,4,1,6,2018,2021,3
https://glintcap.org/rogue-ales-spirits,https://glintcap.org/results/commercial/medalists/rogue-ales-spirits/,rogue-ales-spirits,https://ciderguide.com/glintcap/rogue-ales-spirits/,http://www.rogue.com/,Rogue Ales & Spirits,Active,527,Oregon,United States,"[table id=9 filter=""Rogue Ales & Spirits"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,1,0,1,2016,2016,1
https://glintcap.org/runcible-cider,https://glintcap.org/results/commercial/medalists/runcible-cider/,runcible-cider,https://ciderguide.com/glintcap/runcible-cider/,https://www.runciblecider.com/,Runcible Cider,Active,534,Oregon,United States,"[table id=9 filter=""Runcible Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,4,7,11,2017,2023,4
https://glintcap.org/russell-orchards,https://glintcap.org/results/commercial/medalists/russell-orchards/,russell-orchards,https://ciderguide.com/glintcap/russell-orchards/,http://www.russellorchards.com/,Russell Orchards,Active,535,Massachusetts,United States,"[table id=9 filter=""Russell Orchards"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,2,2,4,2011,2011,1
https://glintcap.org/s-martinelli-co,https://glintcap.org/results/commercial/medalists/s-martinelli-co/,s-martinelli-co,https://ciderguide.com/glintcap/s-martinelli-co/,https://www.martinellis.com/,S. Martinelli & Co.,Active,537,California,United States,"[table id=9 filter=""S. Martinelli & Co."" filter_full_cell_match=true hide_columns=""3"" /]",0,0,2,0,2,2019,2021,2
https://glintcap.org/santa-cruz-cider-co,https://glintcap.org/results/commercial/medalists/santa-cruz-cider-co/,santa-cruz-cider-co,https://ciderguide.com/glintcap/santa-cruz-cider-co/,http://www.santacruzciderco.com/,Santa Cruz Cider Co.,Active,543,California,United States,"[table id=9 filter=""Santa Cruz Cider Co."" filter_full_cell_match=true hide_columns=""3"" /]",0,0,6,2,8,2017,2021,3
https://glintcap.org/sapsucker-farms,https://glintcap.org/results/commercial/medalists/sapsucker-farms/,sapsucker-farms,https://ciderguide.com/glintcap/sapsucker-farms/,https://www.sapsuckerfarms.com/,Sapsucker Farms Yellow Belly Cidery,Active,545,Minnesota,United States,"[table id=9 filter=""Sapsucker Farms Yellow Belly Cidery"" filter_full_cell_match=true hide_columns=""3"" /]",0,3,13,13,29,2017,2023,6
https://glintcap.org/saro-cider,https://glintcap.org/results/commercial/medalists/saro-cider/,saro-cider,https://ciderguide.com/glintcap/saro-cider/,https://sarocider.com/,Saro Cider,Active,547,Nebraska,United States,"[table id=9 filter=""Saro Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,0,4,4,2019,2019,1
https://glintcap.org/schilling-cider,https://glintcap.org/results/commercial/medalists/schilling-cider/,schilling-cider,https://ciderguide.com/glintcap/schilling-cider/,https://schillingcider.com/,Schilling Cider,Active,550,Washington,United States,"[table id=9 filter=""Schilling Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,1,2,3,2016,2016,1
https://glintcap.org/seattle-cider-company,https://glintcap.org/results/commercial/medalists/seattle-cider-company/,seattle-cider-company,https://ciderguide.com/glintcap/seattle-cider-company/,http://www.seattlecidercompany.com/,Seattle Cider Company,Active,553,Washington,United States,"[table id=9 filter=""Seattle Cider Company"" filter_full_cell_match=true hide_columns=""3"" /]",9,14,62,44,129,2015,2023,8
https://glintcap.org/serpentine-cider,https://glintcap.org/results/commercial/medalists/serpentine-cider/,serpentine-cider,https://ciderguide.com/glintcap/serpentine-cider/,http://www.serpentinecider.com/,Serpentine Cider Miramar,Active,556,California,United States,"[table id=9 filter=""Serpentine Cider Miramar"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,3,5,8,2019,2023,2
https://glintcap.org/sierra-cider,https://glintcap.org/results/commercial/medalists/sierra-cider/,sierra-cider,https://ciderguide.com/glintcap/sierra-cider/,http://sierracider.com/,Sierra Cider,Active,561,California,United States,"[table id=9 filter=""Sierra Cider"" filter_full_cell_match=true hide_columns=""3"" /]",3,1,2,2,8,2017,2019,3
https://glintcap.org/slopeswell-cider-company,https://glintcap.org/results/commercial/medalists/slopeswell-cider-company/,slopeswell-cider-company,https://ciderguide.com/glintcap/slopeswell-cider-company/,https://www.workinghandsfermentation.com/,Working Hands Fermentation,Active,565,Oregon,United States,"[table id=9 filter=""Working Hands Fermentation"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,0,1,1,2017,2017,1
https://glintcap.org/sly-clyde-ciderworks,https://glintcap.org/results/commercial/medalists/sly-clyde-ciderworks/,sly-clyde-ciderworks,https://ciderguide.com/glintcap/sly-clyde-ciderworks/,https://www.slyclyde.com,Sly Clyde Ciderworks,Active,566,Virginia,United States,"[table id=9 filter=""Sly Clyde Ciderworks"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,4,5,9,2019,2021,2
https://glintcap.org/slyboro-ciderhouse,https://glintcap.org/results/commercial/medalists/slyboro-ciderhouse/,slyboro-ciderhouse,https://ciderguide.com/glintcap/slyboro-ciderhouse/,,Slyboro Ciderhouse,Active,567,New York,United States,"[table id=9 filter=""Slyboro Ciderhouse"" filter_full_cell_match=true hide_columns=""3"" /]",1,0,2,1,4,2008,2008,1
https://glintcap.org/snow-capped-cider,https://glintcap.org/results/commercial/medalists/snow-capped-cider/,snow-capped-cider,https://ciderguide.com/glintcap/snow-capped-cider/,http://www.snowcappedcider.com/,Snow Capped Cider,Active,569,Colorado,United States,"[table id=9 filter=""Snow Capped Cider"" filter_full_cell_match=true hide_columns=""3"" /]",10,12,33,27,82,2017,2023,6
https://glintcap.org/snowdrift-cider-co,https://glintcap.org/results/commercial/medalists/snowdrift-cider-co/,snowdrift-cider-co,https://ciderguide.com/glintcap/snowdrift-cider-co/,http://www.snowdriftcider.com/,Snowdrift Cider Co.,Active,570,Washington,United States,"[table id=9 filter=""Snowdrift Cider Co."" filter_full_cell_match=true hide_columns=""3"" /]",4,5,17,12,38,2009,2023,9
https://glintcap.org/spoke-spy-ciderworks,https://glintcap.org/results/commercial/medalists/spoke-spy-ciderworks/,spoke-spy-ciderworks,https://ciderguide.com/glintcap/spoke-spy-ciderworks/,http://spokeandspy.com/,Spoke + Spy Ciderworks,Active,582,Connecticut,United States,"[table id=9 filter=""Spoke + Spy Ciderworks"" filter_full_cell_match=true hide_columns=""3"" /]",1,0,5,2,8,2018,2023,4
https://glintcap.org/spring-hill-cider-works,https://glintcap.org/results/commercial/medalists/spring-hill-cider-works/,spring-hill-cider-works,https://ciderguide.com/glintcap/spring-hill-cider-works/,http://www.thewineryatspringhill.com/,Spring Hill Cider Works,Active,584,Ohio,United States,"[table id=9 filter=""Spring Hill Cider Works"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,4,7,11,2017,2023,6
https://glintcap.org/square-mile-cider-co,https://glintcap.org/results/commercial/medalists/square-mile-cider-co/,square-mile-cider-co,https://ciderguide.com/glintcap/square-mile-cider-co/,https://www.squaremilecider.com/,Square Mile Cider,Active,585,Oregon,United States,"[table id=9 filter=""Square Mile Cider"" filter_full_cell_match=true hide_columns=""3"" /]",1,0,5,6,12,2015,2019,5
https://glintcap.org/st-vrain-cidery,https://glintcap.org/results/commercial/medalists/st-vrain-cidery/,st-vrain-cidery,https://ciderguide.com/glintcap/st-vrain-cidery/,http://www.stvraincidery.com/,St. Vrain Cidery,Active,587,Colorado,United States,"[table id=9 filter=""St. Vrain Cidery"" filter_full_cell_match=true hide_columns=""3"" /]",0,7,21,17,45,2016,2023,7
https://glintcap.org/star-cider,https://glintcap.org/results/commercial/medalists/star-cider/,star-cider,https://ciderguide.com/glintcap/star-cider/,http://www.starcidery.com/,Star Cider,Active,590,New York,United States,"[table id=9 filter=""Star Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,1,3,4,2016,2016,1
https://glintcap.org/stem-ciders,https://glintcap.org/results/commercial/medalists/stem-ciders/,stem-ciders,https://ciderguide.com/glintcap/stem-ciders/,http://stemciders.com/,Stem Ciders,Active,592,Colorado,United States,"[table id=9 filter=""Stem Ciders"" filter_full_cell_match=true hide_columns=""3"" /]",3,4,33,21,61,2014,2023,9
https://glintcap.org/stoic-cider,https://glintcap.org/results/commercial/medalists/stoic-cider/,stoic-cider,https://ciderguide.com/glintcap/stoic-cider/,http://stoiccider.com/,Stoic Cider,Active,594,Arizona,United States,"[table id=9 filter=""Stoic Cider"" filter_full_cell_match=true hide_columns=""3"" /]",1,2,8,3,14,2018,2023,4
https://glintcap.org/stone-circle-cider,https://glintcap.org/results/commercial/medalists/stone-circle-cider/,stone-circle-cider,https://ciderguide.com/glintcap/stone-circle-cider/,http://stonecirclecider.com/,Stone Circle Cider,Active,597,Oregon,United States,"[table id=9 filter=""Stone Circle Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,3,3,6,2018,2021,2
https://glintcap.org/stoney-ridge-winery,https://glintcap.org/results/commercial/medalists/stoney-ridge-winery/,stoney-ridge-winery,https://ciderguide.com/glintcap/stoney-ridge-winery/,http://www.stoneyridgewinery.com/,Stoney Ridge Winery,Active,598,Ohio,United States,"[table id=9 filter=""Stoney Ridge Winery"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,1,0,1,2018,2018,1
https://glintcap.org/stoneybrook-cider,https://glintcap.org/results/commercial/medalists/stoneybrook-cider/,stoneybrook-cider,https://ciderguide.com/glintcap/stoneybrook-cider/,http://www.stoneybrookcider.com/,Stoneybrook Cider,Active,599,Massachusetts,United States,"[table id=9 filter=""Stoneybrook Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,1,1,1,3,2019,2022,3
https://glintcap.org/stormalong-cider,https://glintcap.org/results/commercial/medalists/stormalong-cider/,stormalong-cider,https://ciderguide.com/glintcap/stormalong-cider/,https://www.stormalong.com/,Stormalong Cider,Active,600,Massachusetts,United States,"[table id=9 filter=""Stormalong Cider"" filter_full_cell_match=true hide_columns=""3"" /]",1,5,18,12,36,2015,2023,7
https://glintcap.org/stowe-cider,https://glintcap.org/results/commercial/medalists/stowe-cider/,stowe-cider,https://ciderguide.com/glintcap/stowe-cider/,http://www.stowecider.com/,Stowe Cider,Active,601,Vermont,United States,"[table id=9 filter=""Stowe Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,3,1,4,2017,2018,2
https://glintcap.org/swift-cider,https://glintcap.org/results/commercial/medalists/swift-cider/,swift-cider,https://ciderguide.com/glintcap/swift-cider/,http://swiftcider.com/,Swift Cider,Active,612,Oregon,United States,"[table id=9 filter=""Swift Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,5,26,11,42,2016,2023,6
https://glintcap.org/swilled-dog-hard-cider,https://glintcap.org/results/commercial/medalists/swilled-dog-hard-cider/,swilled-dog-hard-cider,https://ciderguide.com/glintcap/swilled-dog-hard-cider/,http://www.swilleddog.com/,Swilled Dog Hard Cider,Active,613,West Virginia,United States,"[table id=9 filter=""Swilled Dog Hard Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,2,5,7,2017,2021,3
https://glintcap.org/talbotts-cider-company,https://glintcap.org/results/commercial/medalists/talbotts-cider-company/,talbotts-cider-company,https://ciderguide.com/glintcap/talbotts-cider-company/,http://talbottsciderco.com/,Talbott's Cider Company,Active,615,Colorado,United States,"[table id=9 filter=""Talbott's Cider Company"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,3,3,6,2018,2021,2
https://glintcap.org/tapped-apple-winery,https://glintcap.org/results/commercial/medalists/tapped-apple-winery/,tapped-apple-winery,https://ciderguide.com/glintcap/tapped-apple-winery/,http://www.tappedapple.com/,Tapped Apple Cider & Winery,Active,617,Rhode Island,United States,"[table id=9 filter=""Tapped Apple Cider & Winery"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,2,1,3,2023,2023,1
https://glintcap.org/texas-keeper-cider,https://glintcap.org/results/commercial/medalists/texas-keeper-cider/,texas-keeper-cider,https://ciderguide.com/glintcap/texas-keeper-cider/,http://www.texaskeeper.com/,Texas Keeper Cider,Active,619,Texas,United States,"[table id=9 filter=""Texas Keeper Cider"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,5,5,10,2015,2016,2
https://glintcap.org/the-bottlehouse-brewery-meadery,https://glintcap.org/results/commercial/medalists/the-bottlehouse-brewery-meadery/,the-bottlehouse-brewery-meadery,https://ciderguide.com/glintcap/the-bottlehouse-brewery-meadery/,https://www.bottlehouse.co/,The BottleHouse Brewing Company,Active,621,Ohio,United States,"[table id=9 filter=""The BottleHouse Brewing Company"" filter_full_cell_match=true hide_columns=""3"" /]",0,1,1,0,2,2018,2018,1
https://glintcap.org/the-cider-farm,https://glintcap.org/results/commercial/medalists/the-cider-farm/,the-cider-farm,https://ciderguide.com/glintcap/the-cider-farm/,http://www.theciderfarm.com/,The Cider Farm,Active,622,Wisconsin,United States,"[table id=9 filter=""The Cider Farm"" filter_full_cell_match=true hide_columns=""3"" /]",1,1,8,4,14,2014,2023,3
https://glintcap.org/the-infinite-monkey-theorem,https://glintcap.org/results/commercial/medalists/the-infinite-monkey-theorem/,the-infinite-monkey-theorem,https://ciderguide.com/glintcap/the-infinite-monkey-theorem/,http://www.theinfinitemonkeytheorem.com/,The Infinite Monkey Theorem,Active,625,Colorado,United States,"[table id=9 filter=""The Infinite Monkey Theorem"" filter_full_cell_match=true hide_columns=""3"" /]",0,1,0,2,3,2014,2017,3
https://glintcap.org/the-old-mine-cider-company,https://glintcap.org/results/commercial/medalists/the-old-mine-cider-company/,the-old-mine-cider-company,https://ciderguide.com/glintcap/the-old-mine-cider-company/,http://theoldmine.com/,The Old Mine Cider Company,Active,626,Colorado,United States,"[table id=9 filter=""The Old Mine Cider Company"" filter_full_cell_match=true hide_columns=""3"" /]",0,0,0,2,2,2018,2018,1
https://glintcap.org/thors-hard-cider,https://glintcap.org/results/commercial/medalists/thors-hard-cider/,thors-hard-cider,https://ciderguide.com/glintcap/thors-hard-cider/,https://www.thorshardcider.com/,Thor's Hard Cider,Active,631,Minnesota,United States,"[table id=9 filter=""Thor's Hard Cider"" filter_full_cell_match=true hide_columns=""3"" /]",3,5,17,11,36,2018,2023,5
https://glintcap.org/threadbare-cider,https://glintcap.org/results/commercial/medalists/threadbare-cider/,threadbare-cider,https://ciderguide.com/glintcap/threadbare-cider/,https://threadbarecider.com/,Threadbare Cider,Active,632,Pennsylvania,United States,"[table id=9 filter=""Threadbare Cider"" filter_full_cell_match=true hide_columns=""3"" /]",2,4,27,27,60,2018,2023,5
