ID,Year,Style,Medal,Medalist,Entry,WID,Status,Website,Facebook,Instagram,Google,TripAdvisor,Untappd
65,2020,Poiré,🥇 Or,La Cave de la Loterie,Cave de la Loterie Fruité 2018,3316,Active,"<a href=""https://www.cavedelaloterie.fr/"">Website</a>","<a href=""https://www.facebook.com/cavedelaloterie"">Facebook</a>","<a href=""https://www.instagram.com/cave_de_la_loterie/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14052572828101776269"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g672828-d12674111"">TripAdvisor</a>","<a href=""https://untappd.com/w/cave-de-la-loterie/234216"">Untappd</a>"
66,2020,Poiré,🥈 Argent,Domaine Sicera,Sicera Odette 2019,3491,Active,"<a href=""https://www.sicera.fr/"">Website</a>","<a href=""https://www.facebook.com/cidresicera"">Facebook</a>","<a href=""https://www.instagram.com/domaine_sicera/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5127145163687533245"">Google</a>",,"<a href=""https://untappd.com/w/sicera/345757"">Untappd</a>"
67,2020,Poiré,🥈 Argent,Ferme des Martellières,Les Martellières - Brut 2018,3322,Active,,"<a href=""https://www.facebook.com/LesMartellieres.ProduitsCidricoles"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13628777607608573968"">Google</a>",,"<a href=""https://untappd.com/w/les-martellieres/291057"">Untappd</a>"
68,2020,Poiré,🥈 Argent,Ferme des Martellières,Les Martellières - Brut 2019,3322,Active,,"<a href=""https://www.facebook.com/LesMartellieres.ProduitsCidricoles"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13628777607608573968"">Google</a>",,"<a href=""https://untappd.com/w/les-martellieres/291057"">Untappd</a>"
69,2021,AOP Cidre Cotentin,🥇 Or,Théo Capelle,Brut 2019,1513,Active,"<a href=""https://www.theo-capelle.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100054206274447"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3221607950662529223"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g187183-d3406164"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-tha-c-o-capelle/124517"">Untappd</a>"
70,2021,AOP Cidre Cotentin,🥇 Or,Théo Capelle,Extra-brut 2019,1513,Active,"<a href=""https://www.theo-capelle.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100054206274447"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3221607950662529223"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g187183-d3406164"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-tha-c-o-capelle/124517"">Untappd</a>"
71,2021,AOP Cidre Cotentin,🥈 Argent,Cidrerie Claids,Brut 2020,3317,Active,"<a href=""https://www.cidrerieclaids.fr/"">Website</a>","<a href=""https://www.facebook.com/cidrerieclaids/"">Facebook</a>","<a href=""https://www.instagram.com/cidrerieclaids/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16896075272570280949"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-claids/541066"">Untappd</a>"
72,2021,AOP Cidre Cotentin,🥈 Argent,Ferme de la Commanderie,Ferme de la Commanderie 2019,3319,Active,"<a href=""http://www.ferme-de-la-commanderie.fr/"">Website</a>","<a href=""https://www.facebook.com/CidrerieLaCommanderie"">Facebook</a>","<a href=""https://www.instagram.com/cidreriefermedelacommanderie"">Instagram</a>","<a href=""https://maps.google.com/?cid=2113479186577428756"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2407705-d10109503"">TripAdvisor</a>","<a href=""https://untappd.com/w/ferme-de-la-commanderie/233207"">Untappd</a>"
73,2021,AOP Cidre Cotentin,🥈 Argent,Les Vergers de la Passion,Brut 2020,3553,Active,"<a href=""https://les-vergers-de-la-passion-cidrerie.fr/"">Website</a>","<a href=""https://www.facebook.com/LesVergersDeLaPassion.FermeCidricole/"">Facebook</a>","<a href=""https://www.instagram.com/lesvergersdelapassion/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9889208295960516000"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g13423894-d13413411"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-la-passion/468828"">Untappd</a>"
74,2021,AOP Cidre Pays d'Auge,🥇 Or,Ferme Cidricole Desvoye,Cru de Cambremer 2020,2161,Active,"<a href=""https://www.cidre-calvados-desvoye.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100015340218972"">Facebook</a>","<a href=""https://www.instagram.com/calvados_desvoye/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9466556986578009265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g14010617-d21111014"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-desvoye/264267"">Untappd</a>"
75,2021,AOP Cidre Pays d'Auge,🥈 Argent,Domaine de la Galotière,Prestige 2019,1183,Active,"<a href=""https://www.lagalotiere.fr/"">Website</a>","<a href=""https://www.facebook.com/lagalotiere"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3334578271943351430"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g608796-d12550194"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-de-la-galotiere/38855"">Untappd</a>"
76,2021,AOP Cidre Pays d'Auge,🥈 Argent,Ferme Cidricole Desvoye,Cru de Cambremer 2020,2161,Active,"<a href=""https://www.cidre-calvados-desvoye.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100015340218972"">Facebook</a>","<a href=""https://www.instagram.com/calvados_desvoye/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9466556986578009265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g14010617-d21111014"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-desvoye/264267"">Untappd</a>"
77,2021,AOP Cidre Pays d'Auge,🥈 Argent,Ferme Cidricole Desvoye,Cuvée Premières 2019,2161,Active,"<a href=""https://www.cidre-calvados-desvoye.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100015340218972"">Facebook</a>","<a href=""https://www.instagram.com/calvados_desvoye/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9466556986578009265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g14010617-d21111014"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-desvoye/264267"">Untappd</a>"
78,2021,AOP Cidre Pays d'Auge,🥈 Argent,Ferme du Lieu-Roussel,Le Lieu Roussel 2019,1650,Active,"<a href=""https://lieu-roussel.fr/"">Website</a>",,"<a href=""https://www.instagram.com/ferme_du_lieu_roussel/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14333694268932285992"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1918936-d6581852"">TripAdvisor</a>","<a href=""https://untappd.com/w/lieu-roussel/276562"">Untappd</a>"
79,2021,AOP Cidre Pays d'Auge,🥈 Argent,Ferme du Lieu-Roussel,Le Lieu Roussel 2020,1650,Active,"<a href=""https://lieu-roussel.fr/"">Website</a>",,"<a href=""https://www.instagram.com/ferme_du_lieu_roussel/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14333694268932285992"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1918936-d6581852"">TripAdvisor</a>","<a href=""https://untappd.com/w/lieu-roussel/276562"">Untappd</a>"
80,2021,AOP Cidre Pays d'Auge,🥈 Argent,Ferme du Lieu-Roussel,Le Lieu Roussel 2020,1650,Active,"<a href=""https://lieu-roussel.fr/"">Website</a>",,"<a href=""https://www.instagram.com/ferme_du_lieu_roussel/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14333694268932285992"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1918936-d6581852"">TripAdvisor</a>","<a href=""https://untappd.com/w/lieu-roussel/276562"">Untappd</a>"
81,2021,Cidre du Perche,🥈 Argent,Cidrerie Domaine du Ruisseau,Demi-sec 2020,3325,Active,,,,"<a href=""https://maps.google.com/?cid=14181024575525431243"">Google</a>",,"<a href=""https://untappd.com/w/domaine-du-ruisseau/470036"">Untappd</a>"
82,2021,Cidre du Perche,🥈 Argent,Cidrerie Lacour-Veyranne,Cuvée des vergers oubliés 2020,3555,Active,"<a href=""https://www.cidrerie-lacour-veyranne.com/"">Website</a>",,"<a href=""https://www.instagram.com/cidrerie_lacour_veyranne/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10555645589397417510"">Google</a>",,"<a href=""https://untappd.com/w/cidres-lacour-veyranne/531609"">Untappd</a>"
83,2021,Cidre du Perche,🥈 Argent,Cidrerie Traditionnelle du Perche,L'Hermitière Brut 2019,1294,Active,"<a href=""http://www.cidrerie-traditionnelle-du-perche.fr/"">Website</a>","<a href=""https://www.facebook.com/cidrerietraditionnelleduperche"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=4098308531613353726"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-traditionnelle-du-perche/28040"">Untappd</a>"
84,2021,Cidre du Perche,🥈 Argent,La Maison Ferré,La cave de Gabriel 2019,2551,Active,"<a href=""https://www.lamaisonferre.fr/"">Website</a>","<a href=""https://www.facebook.com/cidreduperche"">Facebook</a>","<a href=""https://www.instagram.com/la_maison_ferre"">Instagram</a>","<a href=""https://maps.google.com/?cid=13764361049917258070"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g4926524-d23694021"">TripAdvisor</a>","<a href=""https://untappd.com/w/la-maison-ferrac/161574"">Untappd</a>"
85,2021,Cidre du Perche,🥈 Argent,La Maison Ferré,Le préféré de Marie 2019,2551,Active,"<a href=""https://www.lamaisonferre.fr/"">Website</a>","<a href=""https://www.facebook.com/cidreduperche"">Facebook</a>","<a href=""https://www.instagram.com/la_maison_ferre"">Instagram</a>","<a href=""https://maps.google.com/?cid=13764361049917258070"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g4926524-d23694021"">TripAdvisor</a>","<a href=""https://untappd.com/w/la-maison-ferrac/161574"">Untappd</a>"
86,2021,Cidre du Perche,🥈 Argent,La Maison Ferré,Le préféré de Marie 2020,2551,Active,"<a href=""https://www.lamaisonferre.fr/"">Website</a>","<a href=""https://www.facebook.com/cidreduperche"">Facebook</a>","<a href=""https://www.instagram.com/la_maison_ferre"">Instagram</a>","<a href=""https://maps.google.com/?cid=13764361049917258070"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g4926524-d23694021"">TripAdvisor</a>","<a href=""https://untappd.com/w/la-maison-ferrac/161574"">Untappd</a>"
87,2021,Cidre du Pays de Caux,🥇 Or,Cidrerie Godefroy,Brut 2019,1577,Active,"<a href=""https://www.ecomuseeducidre.fr/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=5707167707581907830"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1572450-d3428587"">TripAdvisor</a>","<a href=""https://untappd.com/w/vincent-et-marieclaire-godefroy/207560"">Untappd</a>"
88,2021,Cidre du Pays de Caux,🥈 Argent,Cidrerie Godefroy,Demi-sec 2020,1577,Active,"<a href=""https://www.ecomuseeducidre.fr/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=5707167707581907830"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1572450-d3428587"">TripAdvisor</a>","<a href=""https://untappd.com/w/vincent-et-marieclaire-godefroy/207560"">Untappd</a>"
89,2021,Cidre du Pays de Caux,🥈 Argent,Les Normandises du Pradon,Les Normandises du Pradon 2019,3308,Active,"<a href=""http://lesnormandisesdupradon.com/"">Website</a>","<a href=""https://www.facebook.com/lesnormandisesdupradon/"">Facebook</a>","<a href=""https://www.instagram.com/lesnormandisesdupradon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5034289693754776537"">Google</a>",,"<a href=""https://untappd.com/w/ferme-du-pradon/228438"">Untappd</a>"
90,2021,AOP Poiré Domfront,🥇 Or,Pacory,L'idéal 2017,1582,Active,"<a href=""https://www.pacory.eu/"">Website</a>","<a href=""https://www.facebook.com/PacoryFermedesGrimaux"">Facebook</a>","<a href=""https://www.instagram.com/pacoryfermedesgrimaux"">Instagram</a>","<a href=""https://maps.google.com/?cid=15821520734729613945"">Google</a>",,"<a href=""https://untappd.com/brewery/32360"">Untappd</a>"
91,2021,AOP Poiré Domfront,🥇 Or,Pacory,L'idéal 2019,1582,Active,"<a href=""https://www.pacory.eu/"">Website</a>","<a href=""https://www.facebook.com/PacoryFermedesGrimaux"">Facebook</a>","<a href=""https://www.instagram.com/pacoryfermedesgrimaux"">Instagram</a>","<a href=""https://maps.google.com/?cid=15821520734729613945"">Google</a>",,"<a href=""https://untappd.com/brewery/32360"">Untappd</a>"
92,2021,AOP Poiré Domfront,🥈 Argent,Famille Guesdon,La Cave Normande Sélection 2019,2697,Active,"<a href=""https://famille-guesdon.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100057212210806"">Facebook</a>","<a href=""https://www.instagram.com/lacavenormandeguesdon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13182761816105385497"">Google</a>",,"<a href=""https://untappd.com/w/guesdon-p-re-et-fils/343009"">Untappd</a>"
93,2021,IGP Cidre de Normandie,🥇 Or,Cidre Viard-Bayeux,Doux 2020,3318,Active,"<a href=""https://cidrebayeux.com/"">Website</a>","<a href=""https://www.facebook.com/CidresBayeux"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_bayeux/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13233255599279949282"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g187181-d3454062"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-viard/26008"">Untappd</a>"
94,2021,IGP Cidre de Normandie,🥇 Or,Le Pressoir d'Or,Le Pressoir d'Or 2020,2689,Active,"<a href=""http://www.pressoirdor.com/"">Website</a>",,"<a href=""https://www.instagram.com/lepressoirdor/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11174929092699381803"">Google</a>",,"<a href=""https://untappd.com/w/le-pressoir-d-or/210218"">Untappd</a>"
95,2021,IGP Cidre de Normandie,🥇 Or,Le Pressoir d'Or,Le Pressoir d'Or 2020,2689,Active,"<a href=""http://www.pressoirdor.com/"">Website</a>",,"<a href=""https://www.instagram.com/lepressoirdor/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11174929092699381803"">Google</a>",,"<a href=""https://untappd.com/w/le-pressoir-d-or/210218"">Untappd</a>"
96,2021,IGP Cidre de Normandie,🥇 Or,Le Pressoir d'Or,Le Pressoir d'Or 2020,2689,Active,"<a href=""http://www.pressoirdor.com/"">Website</a>",,"<a href=""https://www.instagram.com/lepressoirdor/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11174929092699381803"">Google</a>",,"<a href=""https://untappd.com/w/le-pressoir-d-or/210218"">Untappd</a>"
97,2021,IGP Cidre de Normandie,🥇 Or,Les Vergers de Fumichon,Fruité 2020,3552,Active,"<a href=""https://www.les-vergers-de-fumichon.fr/"">Website</a>","<a href=""https://www.facebook.com/GAEClegrandfumichon"">Facebook</a>","<a href=""https://www.instagram.com/vergers_de_fumichon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12400587455796714428"">Google</a>",,"<a href=""https://untappd.com/w/vergers-de-fumichon/501987"">Untappd</a>"
98,2021,IGP Cidre de Normandie,🥈 Argent,Cidre Lemasson,Brut 2020,2691,Active,"<a href=""https://www.cidre-lemasson.fr/"">Website</a>","<a href=""https://www.facebook.com/cidrelemasson"">Facebook</a>","<a href=""https://www.instagram.com/cidrelemasson/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7632467116285948880"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g12634286-d6538652"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidre-lemasson/247290"">Untappd</a>"
99,2021,IGP Cidre de Normandie,🥈 Argent,Domaine des 5 Autels,Le brut 2020,2591,Active,"<a href=""https://cinqautels.com/"">Website</a>","<a href=""https://www.facebook.com/5Autels/"">Facebook</a>","<a href=""https://www.instagram.com/5autels/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1561300018564057036"">Google</a>","<a href=""https://www.tripadvisor.com/Hotel_Review-g1385431-d1308959"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-cinqs-autels/519014"">Untappd</a>"
100,2021,IGP Cidre de Normandie,🥈 Argent,Domaine Duclos Fougeray,Denise La Douce 2020,1178,Active,"<a href=""https://www.duclosfougeray.com/"">Website</a>","<a href=""https://www.facebook.com/domaine.duclosfougeray"">Facebook</a>","<a href=""https://www.instagram.com/domaine_duclos_fougeray/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12398185041013701779"">Google</a>",,"<a href=""https://untappd.com/brewery/103532"">Untappd</a>"
101,2021,IGP Cidre de Normandie,🥈 Argent,La Cave de la Loterie,Fruité 2020,3316,Active,"<a href=""https://www.cavedelaloterie.fr/"">Website</a>","<a href=""https://www.facebook.com/cavedelaloterie"">Facebook</a>","<a href=""https://www.instagram.com/cave_de_la_loterie/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14052572828101776269"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g672828-d12674111"">TripAdvisor</a>","<a href=""https://untappd.com/w/cave-de-la-loterie/234216"">Untappd</a>"
102,2021,IGP Cidre de Normandie,🥈 Argent,Le Clos des Citots,Brut 2020,3102,Active,"<a href=""https://www.leclosdescitots.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100066990398769"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3330784351320305206"">Google</a>",,"<a href=""https://untappd.com/w/le-clos-des-citots-gerard-lenormand/87074"">Untappd</a>"
103,2021,Cidre de Glace,🥇 Or,Domaine Duclos Fougeray,Domaine Duclos Fougeray 2018,1178,Active,"<a href=""https://www.duclosfougeray.com/"">Website</a>","<a href=""https://www.facebook.com/domaine.duclosfougeray"">Facebook</a>","<a href=""https://www.instagram.com/domaine_duclos_fougeray/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12398185041013701779"">Google</a>",,"<a href=""https://untappd.com/brewery/103532"">Untappd</a>"
104,2021,Cidre de Glace,🥈 Argent,Ferme des Noës,Domaine Duclos Fougeray 2019,2887,Active,"<a href=""https://www.fermedesnoes.com/"">Website</a>",,"<a href=""https://www.instagram.com/fermedesnoes/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16067236232754040277"">Google</a>",,"<a href=""https://untappd.com/w/ferme-des-no-s/72679"">Untappd</a>"
105,2021,Cidre Rosé,🥇 Or,Ferme des Noës,Ferme des Noës 2019,2887,Active,"<a href=""https://www.fermedesnoes.com/"">Website</a>",,"<a href=""https://www.instagram.com/fermedesnoes/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16067236232754040277"">Google</a>",,"<a href=""https://untappd.com/w/ferme-des-no-s/72679"">Untappd</a>"
106,2021,Cidre Rosé,🥇 Or,Le Pressoir d'Or,Le Pressoir d'Or 2020,2689,Active,"<a href=""http://www.pressoirdor.com/"">Website</a>",,"<a href=""https://www.instagram.com/lepressoirdor/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11174929092699381803"">Google</a>",,"<a href=""https://untappd.com/w/le-pressoir-d-or/210218"">Untappd</a>"
107,2021,Cidre Rosé,🥈 Argent,Domaine des Hauts-Vents,Domaine des Hauts Vents 2020,2889,Active,"<a href=""http://hautsvents.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedomaineDesHautsVents"">Facebook</a>","<a href=""https://www.instagram.com/domainedeshautsvents/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3890633221204655265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g661275-d6654230"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-hauts-vents/70064"">Untappd</a>"
108,2021,Cidre Aromatisé,🥈 Argent,Cidre Lemasson,La Taloche 2020,2691,Active,"<a href=""https://www.cidre-lemasson.fr/"">Website</a>","<a href=""https://www.facebook.com/cidrelemasson"">Facebook</a>","<a href=""https://www.instagram.com/cidrelemasson/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7632467116285948880"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g12634286-d6538652"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidre-lemasson/247290"">Untappd</a>"
109,2021,Cidre,🥇 Or,Ferme de la Sapinière,Demi-sec 2019,1913,Active,"<a href=""https://www.producteur-cidre.com/"">Website</a>","<a href=""https://www.facebook.com/fermedelasapiniere/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13033032790677741913"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1462420-d4961506"">TripAdvisor</a>","<a href=""https://untappd.com/w/ferme-de-la-sapini-re/124296"">Untappd</a>"
110,2021,Cidre,🥇 Or,Ferme des Noës,Fruité 2019,2887,Active,"<a href=""https://www.fermedesnoes.com/"">Website</a>",,"<a href=""https://www.instagram.com/fermedesnoes/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16067236232754040277"">Google</a>",,"<a href=""https://untappd.com/w/ferme-des-no-s/72679"">Untappd</a>"
111,2021,Cidre,🥇 Or,Les Vergers du Quesnay,Cuvée Gustave 2019,3370,Active,"<a href=""https://www.lesvergersduquesnay.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100058435991351"">Facebook</a>","<a href=""https://www.instagram.com/les_vergers_du_quesnay/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15904214834922492181"">Google</a>",,"<a href=""https://untappd.com/w/les-vergers-du-quesnay/228234"">Untappd</a>"
112,2021,Cidre,🥈 Argent,Cave de la Fosse,Cave de la Fosse 2020,3550,Inactive,,,,,,
113,2021,Cidre,🥈 Argent,Domaine des Hauts-Vents,Brut 2020,2889,Active,"<a href=""http://hautsvents.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedomaineDesHautsVents"">Facebook</a>","<a href=""https://www.instagram.com/domainedeshautsvents/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3890633221204655265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g661275-d6654230"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-hauts-vents/70064"">Untappd</a>"
114,2021,Cidre,🥈 Argent,Domaine des Hauts-Vents,Doux 2020,2889,Active,"<a href=""http://hautsvents.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedomaineDesHautsVents"">Facebook</a>","<a href=""https://www.instagram.com/domainedeshautsvents/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3890633221204655265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g661275-d6654230"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-hauts-vents/70064"">Untappd</a>"
115,2021,Cidre,🥈 Argent,Ferme de la Sapinière,Apple Oak 2018,1913,Active,"<a href=""https://www.producteur-cidre.com/"">Website</a>","<a href=""https://www.facebook.com/fermedelasapiniere/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13033032790677741913"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1462420-d4961506"">TripAdvisor</a>","<a href=""https://untappd.com/w/ferme-de-la-sapini-re/124296"">Untappd</a>"
116,2021,Cidre,🥈 Argent,Ferme de la Sapinière,Apple Oak 2019,1913,Active,"<a href=""https://www.producteur-cidre.com/"">Website</a>","<a href=""https://www.facebook.com/fermedelasapiniere/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13033032790677741913"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1462420-d4961506"">TripAdvisor</a>","<a href=""https://untappd.com/w/ferme-de-la-sapini-re/124296"">Untappd</a>"
117,2021,Cidre,🥈 Argent,Ferme de la Sapinière,Brut 2020,1913,Active,"<a href=""https://www.producteur-cidre.com/"">Website</a>","<a href=""https://www.facebook.com/fermedelasapiniere/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13033032790677741913"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1462420-d4961506"">TripAdvisor</a>","<a href=""https://untappd.com/w/ferme-de-la-sapini-re/124296"">Untappd</a>"
118,2021,Cidre,🥈 Argent,Ferme de la Sapinière,Cuvée Louise Gautier 2019,1913,Active,"<a href=""https://www.producteur-cidre.com/"">Website</a>","<a href=""https://www.facebook.com/fermedelasapiniere/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13033032790677741913"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1462420-d4961506"">TripAdvisor</a>","<a href=""https://untappd.com/w/ferme-de-la-sapini-re/124296"">Untappd</a>"
119,2021,Cidre,🥈 Argent,Ferme des Martellières,Demi-sec 2020,3322,Active,,"<a href=""https://www.facebook.com/LesMartellieres.ProduitsCidricoles"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13628777607608573968"">Google</a>",,"<a href=""https://untappd.com/w/les-martellieres/291057"">Untappd</a>"
120,2021,Cidre,🥈 Argent,Ferme du Petit Château,Ferme du Petit Château 2018,3551,Active,,,,,,"<a href=""https://untappd.com/w/la-ferme-du-petit-chateau/404386"">Untappd</a>"
121,2021,Cidre,🥈 Argent,La Ferme de Billy,Fruité 2020,1653,Active,"<a href=""https://www.ferme-de-billy.com/"">Website</a>","<a href=""https://www.facebook.com/lafermedebilly/"">Facebook</a>","<a href=""https://www.instagram.com/lafermedebilly/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11023078698699122653"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g7741562-d6974742"">TripAdvisor</a>","<a href=""https://untappd.com/w/la-ferme-de-billy/247621"">Untappd</a>"
122,2021,Cidre,🥈 Argent,La Ferme des Ruelles,La Ferme des Ruelles 2020,2888,Active,"<a href=""https://www.fermedesruelles.com/"">Website</a>","<a href=""https://www.facebook.com/fermedesruelles"">Facebook</a>","<a href=""https://www.instagram.com/la_ferme_des_ruelles/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14485040344949359277"">Google</a>","<a href=""https://www.tripadvisor.com/Hotel_Review-g6623129-d6622401"">TripAdvisor</a>","<a href=""https://untappd.com/w/la-ferme-des-ruelles/141983"">Untappd</a>"
123,2021,Cidre,🥈 Argent,Le Chai de la Baie,Brut 2019,3368,Active,,"<a href=""https://www.facebook.com/jacques.daunay50/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=12654181407242940379"">Google</a>",,"<a href=""https://untappd.com/w/le-chai-de-la-baie/471739"">Untappd</a>"
124,2021,Cidre,🥈 Argent,Le Chai de la Baie,Brut 2019,3368,Active,,"<a href=""https://www.facebook.com/jacques.daunay50/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=12654181407242940379"">Google</a>",,"<a href=""https://untappd.com/w/le-chai-de-la-baie/471739"">Untappd</a>"
125,2021,Cidre,🥈 Argent,Les Vergers du Quesnay,Brut 2020,3370,Active,"<a href=""https://www.lesvergersduquesnay.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100058435991351"">Facebook</a>","<a href=""https://www.instagram.com/les_vergers_du_quesnay/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15904214834922492181"">Google</a>",,"<a href=""https://untappd.com/w/les-vergers-du-quesnay/228234"">Untappd</a>"
126,2021,Cidre,🥈 Argent,Les Vergers du Quesnay,Demi-sec 2020,3370,Active,"<a href=""https://www.lesvergersduquesnay.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100058435991351"">Facebook</a>","<a href=""https://www.instagram.com/les_vergers_du_quesnay/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15904214834922492181"">Google</a>",,"<a href=""https://untappd.com/w/les-vergers-du-quesnay/228234"">Untappd</a>"
