ID,Year,Category,Medalist,Region,Medal,WID,Status,Website,Facebook,Instagram,Google,TripAdvisor,Untappd,Latitude,Longitude
103,2018,Cidre de Bretagne IGP Demi-Sec,Cidrerie Château Lézergué,Brittany,🥇 Or,1487,Active,https://www.chateau-lezergue.com/,https://www.facebook.com/profile.php?id=100066917829363,https://www.instagram.com/cidrerie_chateaudelezergue/,https://maps.google.com/?cid=8273125568764221419,,https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246,48.0028849,-4.0125256
93,2018,Cidre de Bretagne IGP Demi-Sec,Cidrerie Kerné,Brittany,🥇 Or,1481,Active,https://www.cidre-kerne.bzh/,https://www.facebook.com/cidrekerne/,https://www.instagram.com/cidrekerne/,https://maps.google.com/?cid=10998184529652347583,https://www.tripadvisor.com/Attraction_Review-g1200904-d9829595,https://untappd.com/w/cidrerie-kerne/49751,47.9574014,-4.3744346
104,2018,Cidre de Bretagne IGP Demi-Sec,Cidrerie Huby,Brittany,🥈 Argent,2925,Active,http://www.cidreriehuby.fr/,https://www.facebook.com/cidreriehuby35/,https://www.instagram.com/cidrerie_huby/,https://maps.google.com/?cid=14757172260846963924,,https://untappd.com/w/cidrerie-huby/351358,48.1003741,-2.1023872
94,2018,Cidre de Bretagne IGP Doux,Cidrerie Kerné,Brittany,🥇 Or,1481,Active,https://www.cidre-kerne.bzh/,https://www.facebook.com/cidrekerne/,https://www.instagram.com/cidrekerne/,https://maps.google.com/?cid=10998184529652347583,https://www.tripadvisor.com/Attraction_Review-g1200904-d9829595,https://untappd.com/w/cidrerie-kerne/49751,47.9574014,-4.3744346
81,2018,Cidre de Bretagne IGP Doux,Les Celliers Associés,Brittany,🥈 Argent,1999,Active,https://www.valderance.com/,https://www.facebook.com/ValdeRance/,,https://maps.google.com/?cid=7883069809343472545,,https://untappd.com/LesCelliersAssocis,48.5085682,-1.9533612
106,2018,Cidre de Bretagne IGP Doux,Cidres Kerisac,Pays de la Loire,🥉 Bronze,1141,Active,https://kerisac.bzh/,https://www.facebook.com/cidrekerisac,https://www.instagram.com/cidreriekerisac/,https://maps.google.com/?cid=14431639837198759734,,https://untappd.com/w/cidres-kerisac/12846,47.519588,-1.9560451
86,2018,Cidre de Normandie IGP Brut,Domaine des Hauts-Vents,Normandy,🥇 Or,2889,Active,http://hautsvents.com/,https://www.facebook.com/CidreriedomaineDesHautsVents,https://www.instagram.com/domainedeshautsvents/,https://maps.google.com/?cid=3890633221204655265,https://www.tripadvisor.com/Attraction_Review-g661275-d6654230,https://untappd.com/w/domaine-des-hauts-vents/70064,49.3011577,0.9456953
79,2018,Cidre de Normandie IGP Brut,Les Celliers Associés,Brittany,🥇 Or,1999,Active,https://www.valderance.com/,https://www.facebook.com/ValdeRance/,,https://maps.google.com/?cid=7883069809343472545,,https://untappd.com/LesCelliersAssocis,48.5085682,-1.9533612
123,2018,Cidre de Normandie IGP Brut,Le Clos des Citots,Normandy,🥈 Argent,3102,Active,https://www.leclosdescitots.fr/,https://www.facebook.com/profile.php?id=100066990398769,,https://maps.google.com/?cid=3330784351320305206,,https://untappd.com/w/le-clos-des-citots-gerard-lenormand/87074,49.4573681,0.8128167
85,2018,Cidre de Normandie IGP Demi-Sec,Le Pressoir d'Or,Normandy,🥉 Bronze,2689,Active,http://www.pressoirdor.com/,,https://www.instagram.com/lepressoirdor/,https://maps.google.com/?cid=11174929092699381803,,https://untappd.com/w/le-pressoir-d-or/210218,49.2934642,1.4849943
87,2018,Cidre de Normandie IGP Doux,Domaine des Hauts-Vents,Normandy,🥇 Or,2889,Active,http://hautsvents.com/,https://www.facebook.com/CidreriedomaineDesHautsVents,https://www.instagram.com/domainedeshautsvents/,https://maps.google.com/?cid=3890633221204655265,https://www.tripadvisor.com/Attraction_Review-g661275-d6654230,https://untappd.com/w/domaine-des-hauts-vents/70064,49.3011577,0.9456953
78,2018,Cidre de Normandie IGP Doux,Les Celliers Associés,Brittany,🥇 Or,1999,Active,https://www.valderance.com/,https://www.facebook.com/ValdeRance/,,https://maps.google.com/?cid=7883069809343472545,,https://untappd.com/LesCelliersAssocis,48.5085682,-1.9533612
73,2018,Cidre de Normandie IGP Doux,Cidrerie Michel Bréavoine,Normandy,🥈 Argent,1507,Active,https://www.breavoine.fr/,https://www.facebook.com/cidrebreavoine/,https://www.instagram.com/cidrebreavoine/,https://maps.google.com/?cid=13497264920337240271,,https://untappd.com/w/cidrerie-michel-breavoine/123090,49.300695,0.186955
120,2018,Cidre Fermier Brut,Calvados Hugues Desfrièches,Normandy,🥇 Or,3481,Active,https://www.calvados-huguesdesfrieches.org/,,https://www.instagram.com/calvadoshuguesdesfrieches/,https://maps.google.com/?cid=4874502887438845939,,https://untappd.com/w/hugues-desfrieches/275262,48.5964843,-0.1379257
113,2018,Cidre Fermier Brut,La Maison du Cidre,Brittany,🥇 Or,2894,Active,https://www.museeducidre.com/,https://www.facebook.com/profile.php?id=100054446516930,https://www.instagram.com/lamaisonducidre/,https://maps.google.com/?cid=8243314023255302765,https://www.tripadvisor.com/Attraction_Review-g7221524-d7220846,https://untappd.com/w/la-maison-du-cidre/360621,47.5826763,-2.6930847
124,2018,Cidre Fermier Brut,Ecomusée de la Pomme et du Cidre,Normandy,🥈 Argent,1577,Active,https://www.ecomuseeducidre.fr/,,,https://maps.google.com/?cid=5707167707581907830,https://www.tripadvisor.com/Attraction_Review-g1572450-d3428587,https://untappd.com/w/vincent-et-marieclaire-godefroy/207560,49.6562671,0.378119
83,2018,Cidre Fermier Brut,Ferme des Noës,Normandy,🥈 Argent,2887,Active,https://www.fermedesnoes.com/,,https://www.instagram.com/fermedesnoes/,https://maps.google.com/?cid=16067236232754040277,,https://untappd.com/w/ferme-des-no-s/72679,49.1301268,1.3281105
108,2018,Cidre Fermier Brut,Ferme Saint Charles,Pays de la Loire,🥈 Argent,2883,Active,https://www.fermesaintcharles.fr/,https://www.facebook.com/profile.php?id=100069349890721,https://www.instagram.com/ferme_saint_charles/,https://maps.google.com/?cid=3373440369955425792,,https://untappd.com/w/ferme-saint-charles/416358,47.5159166,-1.8820177
105,2018,Cidre Fermier Brut,Saveurs et Couleurs,Brittany,🥈 Argent,3493,Active,,,,https://maps.google.com/?cid=15349438754951740121,,,47.9555364,-1.9277251
110,2018,Cidre Fermier Brut,Ferme du Theil,Pays de la Loire,🥉 Bronze,2879,Active,https://www.fermedutheil.com/,https://www.facebook.com/fermedutheil,https://www.instagram.com/fermedutheil/,https://maps.google.com/?cid=11988918544771126641,,https://untappd.com/w/gaec-rouland-ferme-du-theli/138309,48.159845,-0.826714
88,2018,Cidre Fermier Brut,Francis Vallée,Centre-Val de Loire,🥉 Bronze,3485,Active,,,,,,https://untappd.com/w/francis-vallee/339822,48.32080935,0.7707416602
69,2018,Cidre Fermier Brut,La Ferme de Billy,Normandy,🥉 Bronze,1653,Active,https://www.ferme-de-billy.com/,https://www.facebook.com/lafermedebilly/,https://www.instagram.com/lafermedebilly/,https://maps.google.com/?cid=11023078698699122653,https://www.tripadvisor.com/Attraction_Review-g7741562-d6974742,https://untappd.com/w/la-ferme-de-billy/247621,49.2134763,-0.4722615
84,2018,Cidre Fermier Demi-Sec ,Ferme des Noës,Normandy,🥇 Or,2887,Active,https://www.fermedesnoes.com/,,https://www.instagram.com/fermedesnoes/,https://maps.google.com/?cid=16067236232754040277,,https://untappd.com/w/ferme-des-no-s/72679,49.1301268,1.3281105
70,2018,Cidre Fermier Demi-Sec ,La Ferme de Billy,Normandy,🥇 Or,1653,Active,https://www.ferme-de-billy.com/,https://www.facebook.com/lafermedebilly/,https://www.instagram.com/lafermedebilly/,https://maps.google.com/?cid=11023078698699122653,https://www.tripadvisor.com/Attraction_Review-g7741562-d6974742,https://untappd.com/w/la-ferme-de-billy/247621,49.2134763,-0.4722615
74,2018,Cidre Fermier Demi-Sec ,La Ferme Saint Blaise,Normandy,🥇 Or,3483,Active,https://ferme-saint-blaise.com/,,,https://maps.google.com/?cid=2855509208433531801,,,49.275045,-0.992516
75,2018,Cidre Fermier Demi-Sec ,Musée du Cidre,Brittany,🥇 Or,3479,Active,https://www.museeducidre.fr/,https://www.facebook.com/profile.php?id=100080860116653,,https://maps.google.com/?cid=15427737681446787065,,https://untappd.com/w/musee-du-cidre/352344,48.5139007,-1.9255033
119,2018,Cidre Fermier Demi-Sec ,Calvados Hugues Desfrièches,Normandy,🥈 Argent,3481,Active,https://www.calvados-huguesdesfrieches.org/,,https://www.instagram.com/calvadoshuguesdesfrieches/,https://maps.google.com/?cid=4874502887438845939,,https://untappd.com/w/hugues-desfrieches/275262,48.5964843,-0.1379257
95,2018,Cidre Fermier Demi-Sec ,Cidre Le Brun,Brittany,🥈 Argent,1586,Active,https://cidrelebrun.com/,,https://www.instagram.com/cidrelebrun,https://maps.google.com/?cid=5387381455239409930,,https://untappd.com/brewery/31897,47.925263,-4.344798
97,2018,Cidre Fermier Demi-Sec ,Cidre Le Brun,Brittany,🥈 Argent,1586,Active,https://cidrelebrun.com/,,https://www.instagram.com/cidrelebrun,https://maps.google.com/?cid=5387381455239409930,,https://untappd.com/brewery/31897,47.925263,-4.344798
114,2018,Cidre Fermier Doux ,La Maison du Cidre,Brittany,🥇 Or,2894,Active,https://www.museeducidre.com/,https://www.facebook.com/profile.php?id=100054446516930,https://www.instagram.com/lamaisonducidre/,https://maps.google.com/?cid=8243314023255302765,https://www.tripadvisor.com/Attraction_Review-g7221524-d7220846,https://untappd.com/w/la-maison-du-cidre/360621,47.5826763,-2.6930847
122,2018,Cidre Fermier Doux ,Le Clos des Citots,Normandy,🥇 Or,3102,Active,https://www.leclosdescitots.fr/,https://www.facebook.com/profile.php?id=100066990398769,,https://maps.google.com/?cid=3330784351320305206,,https://untappd.com/w/le-clos-des-citots-gerard-lenormand/87074,49.4573681,0.8128167
109,2018,Cidre Fermier Doux ,Ferme Saint Charles,Pays de la Loire,🥈 Argent,2883,Active,https://www.fermesaintcharles.fr/,https://www.facebook.com/profile.php?id=100069349890721,https://www.instagram.com/ferme_saint_charles/,https://maps.google.com/?cid=3373440369955425792,,https://untappd.com/w/ferme-saint-charles/416358,47.5159166,-1.8820177
77,2018,Cidre Fermier Doux ,Maison Kerloïck,Brittany,🥈 Argent,1598,Active,https://www.kerloick.bzh/,https://www.facebook.com/people/Maison-Kerlo%C3%AFck/100063648757927/,https://www.instagram.com/maison_kerloick/,https://maps.google.com/?cid=8360416368856844083,,https://untappd.com/w/cidrerie-kerloick/400998,48.4395016,-2.4599481
72,2018,Cidre Pays d'Auge AOP,Manoir de Grandouet,Normandy,🥇 Or,1376,Active,https://www.manoir-de-grandouet.fr/,https://www.facebook.com/grandval.fr/,https://www.instagram.com/manoirdegrandouet/,https://maps.google.com/?cid=1664850146101306839,https://www.tripadvisor.com/Attraction_Review-g672825-d6994534,https://untappd.com/brewery/18942,49.158588,0.066211
71,2018,Cidre Pays d'Auge AOP,Manoir de Grandouet,Normandy,🥈 Argent,1376,Active,https://www.manoir-de-grandouet.fr/,https://www.facebook.com/grandval.fr/,https://www.instagram.com/manoirdegrandouet/,https://maps.google.com/?cid=1664850146101306839,https://www.tripadvisor.com/Attraction_Review-g672825-d6994534,https://untappd.com/brewery/18942,49.158588,0.066211
121,2018,Poiré Brut,Ferme des Martellières,Normandy,🥈 Argent,3322,Active,https://www.les-martellieres.com/,https://www.facebook.com/LesMartellieres.ProduitsCidricoles,,https://maps.google.com/?cid=13628777607608573968,,https://untappd.com/w/les-martellieres/291057,48.497685,-0.532571
118,2018,Poiré Doux,Domaine Olivier,Normandy,🥇 Or,3372,Active,https://www.ledomaineolivier.com/,,,https://maps.google.com/?cid=12832839833696798380,,https://untappd.com/w/domaine-olivier/337350,48.6498485,-0.5338754
115,2018,Poiré Doux,Cidre Fournier,Normandy,🥈 Argent,2489,Active,https://www.cidre-fournier.com/,https://www.facebook.com/cidrefournier,https://www.instagram.com/cidrefournier/,https://maps.google.com/?cid=13822741997025402443,,https://untappd.com/w/cidre-fournier/304628,48.4721531,-0.1272051
161,2019,Cidre Artisanal ou de Marque Brut,Cidre Sorre,Brittany,🥈 Argent,1371,Active,https://www.cidre-sorre.fr/,https://www.facebook.com/CidrerieSorre/,https://www.instagram.com/cidreriesorre/,https://maps.google.com/?cid=3277478841126723957,https://www.tripadvisor.com/Attraction_Review-g8506159-d8653800,https://untappd.com/w/cidre-sorre/16758,48.5193051,-1.8481256
174,2019,Cidre Artisanal ou de Marque Brut,Cidrerie Des Terroirs,Brittany,🥈 Argent,2896,Active,,,,https://maps.google.com/?cid=1276600632339613858,,https://untappd.com/w/cidrerie-des-terroirs/72347,47.827291,-2.791703
173,2019,Cidre Artisanal ou de Marque Brut,Cidres Nicol,Brittany,🥈 Argent,1612,Active,https://www.cidres-nicol.bzh/,https://www.facebook.com/CidresNicol,https://www.instagram.com/la_cidrerie_nicol/,https://maps.google.com/?cid=3722769551030161998,,https://untappd.com/CidrerieNICOL,47.5587853,-2.6110586
182,2019,Cidre Artisanal ou de Marque Brut,Cidre Fournier,Normandy,🥉 Bronze,2489,Active,https://www.cidre-fournier.com/,https://www.facebook.com/cidrefournier,https://www.instagram.com/cidrefournier/,https://maps.google.com/?cid=13822741997025402443,,https://untappd.com/w/cidre-fournier/304628,48.4721531,-0.1272051
183,2019,Cidre Artisanal ou de Marque Brut,Cidre Fournier,Normandy,🥉 Bronze,2489,Active,https://www.cidre-fournier.com/,https://www.facebook.com/cidrefournier,https://www.instagram.com/cidrefournier/,https://maps.google.com/?cid=13822741997025402443,,https://untappd.com/w/cidre-fournier/304628,48.4721531,-0.1272051
168,2019,Cidre Artisanal ou de Marque Brut,Cidrerie de la Brique,Normandy,🥉 Bronze,1312,Active,https://cidreriedelabrique.com/,https://www.facebook.com/CidreriedelaBrique/,https://www.instagram.com/cidreriedelabrique/,https://maps.google.com/?cid=7178427047416068956,,https://untappd.com/CidreriedeLaBrique,49.5156759,-1.5231005
144,2019,Cidre Artisanal ou de Marque Brut,Distillerie des Menhirs,Brittany,🥉 Bronze,1182,Active,https://www.distillerie.bzh/,https://www.facebook.com/distillerie.bzh,https://www.instagram.com/distilleriedesmenhirs/,https://maps.google.com/?cid=13168987804989415582,https://www.tripadvisor.com/Attraction_Review-g2544571-d7920317,https://untappd.com/w/distillerie-des-menhirs/91619,47.938277,-4.151821
153,2019,Cidre Artisanal ou de Marque Demi-Sec,Cidrerie Kerné,Brittany,🥇 Or,1481,Active,https://www.cidre-kerne.bzh/,https://www.facebook.com/cidrekerne/,https://www.instagram.com/cidrekerne/,https://maps.google.com/?cid=10998184529652347583,https://www.tripadvisor.com/Attraction_Review-g1200904-d9829595,https://untappd.com/w/cidrerie-kerne/49751,47.9574014,-4.3744346
148,2019,Cidre Artisanal ou de Marque Demi-Sec,Cidre Séhédic,Brittany,🥈 Argent,1596,Active,https://www.cidre-sehedic.fr/,https://www.facebook.com/cidresehedic/,https://www.instagram.com/cidresehedic,https://maps.google.com/?cid=9273404757209871069,https://www.tripadvisor.com/Attraction_Review-g672967-d12699265,https://untappd.com/cidresehedic,47.9069754,-3.9868338
175,2019,Cidre Artisanal ou de Marque Demi-Sec,Cidrerie Des Terroirs,Brittany,🥈 Argent,2896,Active,,,,https://maps.google.com/?cid=1276600632339613858,,https://untappd.com/w/cidrerie-des-terroirs/72347,47.827291,-2.791703
181,2019,Cidre Artisanal ou de Marque Doux,Cidre Fournier,Normandy,🥇 Or,2489,Active,https://www.cidre-fournier.com/,https://www.facebook.com/cidrefournier,https://www.instagram.com/cidrefournier/,https://maps.google.com/?cid=13822741997025402443,,https://untappd.com/w/cidre-fournier/304628,48.4721531,-0.1272051
162,2019,Cidre Artisanal ou de Marque Doux,Cidre Sorre,Brittany,🥇 Or,1371,Active,https://www.cidre-sorre.fr/,https://www.facebook.com/CidrerieSorre/,https://www.instagram.com/cidreriesorre/,https://maps.google.com/?cid=3277478841126723957,https://www.tripadvisor.com/Attraction_Review-g8506159-d8653800,https://untappd.com/w/cidre-sorre/16758,48.5193051,-1.8481256
147,2019,Cidre Artisanal ou de Marque Doux,Cidre Séhédic,Brittany,🥈 Argent,1596,Active,https://www.cidre-sehedic.fr/,https://www.facebook.com/cidresehedic/,https://www.instagram.com/cidresehedic,https://maps.google.com/?cid=9273404757209871069,https://www.tripadvisor.com/Attraction_Review-g672967-d12699265,https://untappd.com/cidresehedic,47.9069754,-3.9868338
138,2019,Cidre Artisanal ou de Marque Doux,Les Celliers Associés,Brittany,🥈 Argent,1999,Active,https://www.valderance.com/,https://www.facebook.com/ValdeRance/,,https://maps.google.com/?cid=7883069809343472545,,https://untappd.com/LesCelliersAssocis,48.5085682,-1.9533612
159,2019,Cidre Artisanal ou de Marque Doux,Cidrerie Château Lézergué,Brittany,🥉 Bronze,1487,Active,https://www.chateau-lezergue.com/,https://www.facebook.com/profile.php?id=100066917829363,https://www.instagram.com/cidrerie_chateaudelezergue/,https://maps.google.com/?cid=8273125568764221419,,https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246,48.0028849,-4.0125256
169,2019,Cidre Artisanal ou de Marque Doux,Cidrerie de la Brique,Normandy,🥉 Bronze,1312,Active,https://cidreriedelabrique.com/,https://www.facebook.com/CidreriedelaBrique/,https://www.instagram.com/cidreriedelabrique/,https://maps.google.com/?cid=7178427047416068956,,https://untappd.com/CidreriedeLaBrique,49.5156759,-1.5231005
125,2019,Cidre Artisanal ou de Marque Doux,Écusson,Île-de-France,🥉 Bronze,3182,Active,https://www.cidre-ecusson.com/,https://www.facebook.com/CidreEcusson/,https://www.instagram.com/cidreecusson/,https://maps.google.com/?cid=12531232480419391978,,https://untappd.com/w/cidres-ecusson/15641,48.8279643,2.2657746
149,2019,Cidre Cornouaille AOP,Cidrerie Manoir du Kinkiz,Brittany,🥉 Bronze,1589,Active,https://www.kinkiz-terroir.bzh/,https://www.facebook.com/DomaineDuKinkiz/,,https://maps.google.com/?cid=1999207604560008916,https://www.tripadvisor.com/Attraction_Review-g187100-d7745799,https://untappd.com/brewery/19870,47.973904,-4.0549284
135,2019,Cidre de Bretagne IGP Brut,Cidrerie Benoit,Brittany,🥇 Or,2884,Active,https://www.cidreriebenoit.fr/,https://www.facebook.com/CidrerieBenoit/,,https://maps.google.com/?cid=2837012515774011484,,https://untappd.com/w/cidrerie-benoit/548797,48.5308501,-2.5301834
157,2019,Cidre de Bretagne IGP Brut,Cidrerie Paul Coïc,Brittany,🥇 Or,1588,Active,https://www.cidrerie-coic.com/,https://www.facebook.com/profile.php?id=100053642774962,,https://maps.google.com/?cid=16824628257896189916,,https://untappd.com/w/paul-coa-c/137165,47.999837,-4.199284
165,2019,Cidre de Bretagne IGP Brut,Cidres Kerisac,Pays de la Loire,🥇 Or,1141,Active,https://kerisac.bzh/,https://www.facebook.com/cidrekerisac,https://www.instagram.com/cidreriekerisac/,https://maps.google.com/?cid=14431639837198759734,,https://untappd.com/w/cidres-kerisac/12846,47.519588,-1.9560451
163,2019,Cidre de Bretagne IGP Brut,Loïc Raison,Brittany,🥈 Argent,1369,Active,https://www.loicraison.fr/,https://www.facebook.com/CidreLoicRaison/,https://www.instagram.com/loicraison/,https://maps.google.com/?cid=15768587504697904757,,https://untappd.com/w/loic-raison/18640,48.070267,-1.394779
134,2019,Cidre de Bretagne IGP Brut,Maison Kerloïck,Brittany,🥈 Argent,1598,Active,https://www.kerloick.bzh/,https://www.facebook.com/people/Maison-Kerlo%C3%AFck/100063648757927/,https://www.instagram.com/maison_kerloick/,https://maps.google.com/?cid=8360416368856844083,,https://untappd.com/w/cidrerie-kerloick/400998,48.4395016,-2.4599481
130,2019,Cidre de Bretagne IGP Brut,Cidrerie de Boäl,Brittany,🥉 Bronze,3482,Active,https://cidreriedeboal.com/,,,https://maps.google.com/?cid=11931011628979336491,,https://untappd.com/w/le-cellier-de-bo-l/215761,48.2920291,-2.1782711
136,2019,Cidre de Bretagne IGP Demi-Sec,Cidrerie Benoit,Brittany,🥈 Argent,2884,Active,https://www.cidreriebenoit.fr/,https://www.facebook.com/CidrerieBenoit/,,https://maps.google.com/?cid=2837012515774011484,,https://untappd.com/w/cidrerie-benoit/548797,48.5308501,-2.5301834
151,2019,Cidre de Bretagne IGP Demi-Sec,Cidrerie Kerné,Brittany,🥈 Argent,1481,Active,https://www.cidre-kerne.bzh/,https://www.facebook.com/cidrekerne/,https://www.instagram.com/cidrekerne/,https://maps.google.com/?cid=10998184529652347583,https://www.tripadvisor.com/Attraction_Review-g1200904-d9829595,https://untappd.com/w/cidrerie-kerne/49751,47.9574014,-4.3744346
166,2019,Cidre de Bretagne IGP Demi-Sec,Cidres Kerisac,Pays de la Loire,🥈 Argent,1141,Active,https://kerisac.bzh/,https://www.facebook.com/cidrekerisac,https://www.instagram.com/cidreriekerisac/,https://maps.google.com/?cid=14431639837198759734,,https://untappd.com/w/cidres-kerisac/12846,47.519588,-1.9560451
172,2019,Cidre de Bretagne IGP Demi-Sec,Cidres Nicol,Brittany,🥉 Bronze,1612,Active,https://www.cidres-nicol.bzh/,https://www.facebook.com/CidresNicol,https://www.instagram.com/la_cidrerie_nicol/,https://maps.google.com/?cid=3722769551030161998,,https://untappd.com/CidrerieNICOL,47.5587853,-2.6110586
146,2019,Cidre de Bretagne IGP Doux,Cidrerie Château Lézergué,Brittany,🥇 Or,1487,Active,https://www.chateau-lezergue.com/,https://www.facebook.com/profile.php?id=100066917829363,https://www.instagram.com/cidrerie_chateaudelezergue/,https://maps.google.com/?cid=8273125568764221419,,https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246,48.0028849,-4.0125256
160,2019,Cidre de Bretagne IGP Doux,Cidrerie Château Lézergué,Brittany,🥈 Argent,1487,Active,https://www.chateau-lezergue.com/,https://www.facebook.com/profile.php?id=100066917829363,https://www.instagram.com/cidrerie_chateaudelezergue/,https://maps.google.com/?cid=8273125568764221419,,https://untappd.com/w/cidrerie-du-chateau-de-lezergue/127246,48.0028849,-4.0125256
152,2019,Cidre de Bretagne IGP Doux,Cidrerie Kerné,Brittany,🥈 Argent,1481,Active,https://www.cidre-kerne.bzh/,https://www.facebook.com/cidrekerne/,https://www.instagram.com/cidrekerne/,https://maps.google.com/?cid=10998184529652347583,https://www.tripadvisor.com/Attraction_Review-g1200904-d9829595,https://untappd.com/w/cidrerie-kerne/49751,47.9574014,-4.3744346
158,2019,Cidre de Bretagne IGP Doux,Cidrerie Paul Coïc,Brittany,🥈 Argent,1588,Active,https://www.cidrerie-coic.com/,https://www.facebook.com/profile.php?id=100053642774962,,https://maps.google.com/?cid=16824628257896189916,,https://untappd.com/w/paul-coa-c/137165,47.999837,-4.199284
180,2019,Cidre de Normandie IGP Brut,Cidre Fournier,Normandy,🥉 Bronze,2489,Active,https://www.cidre-fournier.com/,https://www.facebook.com/cidrefournier,https://www.instagram.com/cidrefournier/,https://maps.google.com/?cid=13822741997025402443,,https://untappd.com/w/cidre-fournier/304628,48.4721531,-0.1272051
126,2019,Cidre de Normandie IGP Brut,Cidre Viard-Bayeux,Normandy,🥉 Bronze,3318,Active,https://cidrebayeux.com/,https://www.facebook.com/CidresBayeux,https://www.instagram.com/cidrerie_bayeux/,https://maps.google.com/?cid=13233255599279949282,https://www.tripadvisor.com/Attraction_Review-g187181-d3454062,https://untappd.com/w/cidrerie-viard/26008,49.2436576,-0.7038301
129,2019,Cidre de Normandie IGP Brut,Domaine des 5 D,Normandy,🥉 Bronze,2178,Active,http://cidreriedaufresne.com/,https://www.facebook.com/profile.php?id=100069411953752,,https://maps.google.com/?cid=8401719320995507859,,https://untappd.com/CidrerieDaufresne,49.1786404,0.2045199
141,2019,Cidre de Normandie IGP Demi-Sec,Le Pressoir d'Or,Normandy,🥉 Bronze,2689,Active,http://www.pressoirdor.com/,,https://www.instagram.com/lepressoirdor/,https://maps.google.com/?cid=11174929092699381803,,https://untappd.com/w/le-pressoir-d-or/210218,49.2934642,1.4849943
179,2019,Cidre de Normandie IGP Doux,Cidre Fournier,Normandy,🥇 Or,2489,Active,https://www.cidre-fournier.com/,https://www.facebook.com/cidrefournier,https://www.instagram.com/cidrefournier/,https://maps.google.com/?cid=13822741997025402443,,https://untappd.com/w/cidre-fournier/304628,48.4721531,-0.1272051
187,2019,Cidre de Normandie IGP Doux,Le Clos des Citots,Normandy,🥇 Or,3102,Active,https://www.leclosdescitots.fr/,https://www.facebook.com/profile.php?id=100066990398769,,https://maps.google.com/?cid=3330784351320305206,,https://untappd.com/w/le-clos-des-citots-gerard-lenormand/87074,49.4573681,0.8128167
128,2019,Cidre de Normandie IGP Doux,Cidrerie Michel Bréavoine,Normandy,🥈 Argent,1507,Active,https://www.breavoine.fr/,https://www.facebook.com/cidrebreavoine/,https://www.instagram.com/cidrebreavoine/,https://maps.google.com/?cid=13497264920337240271,,https://untappd.com/w/cidrerie-michel-breavoine/123090,49.300695,0.186955
171,2019,Cidre Fermier Brut,Ferme du Theil,Pays de la Loire,🥇 Or,2879,Active,https://www.fermedutheil.com/,https://www.facebook.com/fermedutheil,https://www.instagram.com/fermedutheil/,https://maps.google.com/?cid=11988918544771126641,,https://untappd.com/w/gaec-rouland-ferme-du-theli/138309,48.159845,-0.826714
143,2019,Cidre Fermier Brut,Francis Vallée,Centre-Val de Loire,🥇 Or,3485,Active,,,,,,https://untappd.com/w/francis-vallee/339822,48.32080935,0.7707416602
127,2019,Cidre Fermier Brut,La Ferme de Billy,Normandy,🥇 Or,1653,Active,https://www.ferme-de-billy.com/,https://www.facebook.com/lafermedebilly/,https://www.instagram.com/lafermedebilly/,https://maps.google.com/?cid=11023078698699122653,https://www.tripadvisor.com/Attraction_Review-g7741562-d6974742,https://untappd.com/w/la-ferme-de-billy/247621,49.2134763,-0.4722615
154,2019,Cidre Fermier Brut,Cidre Le Brun,Brittany,🥈 Argent,1586,Active,https://cidrelebrun.com/,,https://www.instagram.com/cidrelebrun,https://maps.google.com/?cid=5387381455239409930,,https://untappd.com/brewery/31897,47.925263,-4.344798
150,2019,Cidre Fermier Brut,Cidrerie Manoir du Kinkiz,Brittany,🥈 Argent,1589,Active,https://www.kinkiz-terroir.bzh/,https://www.facebook.com/DomaineDuKinkiz/,,https://maps.google.com/?cid=1999207604560008916,https://www.tripadvisor.com/Attraction_Review-g187100-d7745799,https://untappd.com/brewery/19870,47.973904,-4.0549284
131,2019,Cidre Fermier Brut,Maison Kerloïck,Brittany,🥈 Argent,1598,Active,https://www.kerloick.bzh/,https://www.facebook.com/people/Maison-Kerlo%C3%AFck/100063648757927/,https://www.instagram.com/maison_kerloick/,https://maps.google.com/?cid=8360416368856844083,,https://untappd.com/w/cidrerie-kerloick/400998,48.4395016,-2.4599481
132,2019,Cidre Fermier Brut,Maison Kerloïck,Brittany,🥈 Argent,1598,Active,https://www.kerloick.bzh/,https://www.facebook.com/people/Maison-Kerlo%C3%AFck/100063648757927/,https://www.instagram.com/maison_kerloick/,https://maps.google.com/?cid=8360416368856844083,,https://untappd.com/w/cidrerie-kerloick/400998,48.4395016,-2.4599481
142,2019,Cidre Fermier Brut,Domaine des Hauts-Vents,Normandy,🥉 Bronze,2889,Active,http://hautsvents.com/,https://www.facebook.com/CidreriedomaineDesHautsVents,https://www.instagram.com/domainedeshautsvents/,https://maps.google.com/?cid=3890633221204655265,https://www.tripadvisor.com/Attraction_Review-g661275-d6654230,https://untappd.com/w/domaine-des-hauts-vents/70064,49.3011577,0.9456953
