ID,Category,Award,Entrant,Medalist,Entry,Entry,Points,Country,WID,Website,Facebook,Instagram,Google,TripAdvisor,Untappd,Latitude,Longitude
70,Sparkling,🥈 SILVER,Der Stotz Hof,Der Stotz Hof,"Handcrafted Cider, Trocken","Handcrafted Cider, Trocken",102,Germany,3265,https://www.derstotzhof.de/,https://www.facebook.com/profile.php?id=100054260031327,https://www.instagram.com/der.stotz.hof/,https://maps.google.com/?cid=3320604804111245336,,https://untappd.com/w/der-stotz-hof/453292,47.7026836,9.3547346
71,Sparkling,🥈 SILVER,Cidrerie du pays d'Auray,Cidrerie du Pays d'Auray,Cidre Brut,Cidre Brut,101,France,2543,,,,https://maps.google.com/?cid=9205038680508918633,,https://untappd.com/w/cidrerie-du-pays-d-auray-frana-ois-maho/423523,47.6950136,-3.0989541
72,Sparkling,🥈 SILVER,Alte Edelbranddestillerie an der Kelter,Alte Brennerei,L-2022-2 Birnen Secco,L-2022-2 Birnen Secco,101,Germany,3270,https://altebrennerei.com/,https://www.facebook.com/altebrennerei.backnang/,https://www.instagram.com/alte_brennerei/,https://maps.google.com/?cid=7817700984237736643,,,48.96158,9.4236
73,Sparkling,🥈 SILVER,Vog Products,VOG Products,ALPL - Golden Times,ALPL - Golden Times,101,Italy,3066,https://www.alplsparkling.com/,,https://www.instagram.com/alpl_sparkling/,https://maps.google.com/?cid=18244086340000282331,,,46.4126341,11.3262286
74,Sparkling,🥈 SILVER,TRABANCO DISTRIBUCION Y EXPORTACION,Sidra Trabanco,Lagar De Camin Clasica Dulce,Lagar De Camin Clasica Dulce,101,Spain,1674,https://www.sidratrabanco.com/,https://www.facebook.com/sidratrabanco/,https://www.instagram.com/sidratrabanco/,https://maps.google.com/?cid=8706552013547802387,,https://untappd.com/brewery/6382,43.4704387,-5.6447197
75,Sparkling,🥈 SILVER,HELLELAND GARD,Helleland Gard,Heldre Tausakjeldo,Heldre Tausakjeldo,100,Norway,3269,https://www.hellelandgard.no/,https://www.facebook.com/hellelandgard/,https://www.instagram.com/heldresider/,https://maps.google.com/?cid=16525259240171377871,,https://untappd.com/w/helleland-gard-heldre-sider/377451,60.3371459,6.6576329
76,Sparkling,🥈 SILVER,Quinta da Moscadinha,Quinta da Moscadinha,TN,TN,100,Portugal,3031,https://quintadamoscadinha.com/,https://www.facebook.com/quintadamoscadinha,https://www.instagram.com/moscadinha,https://maps.google.com/?cid=1405442820439409429,https://www.tripadvisor.com/Hotel_Review-g1190962-d23314913,https://untappd.com/w/quinta-da-moscadinha/538582,32.6764543,-16.8518272
77,Sparkling,🥈 SILVER,TRAUNSECCO,TraunSecco,Speckbirn 2021,Speckbirn 2021,100,Austria,3255,https://www.traunsecco.at/,https://www.facebook.com/TraunSecco/,https://www.instagram.com/traunsecco/,https://maps.google.com/?cid=186014569510597121,,,48.1463731,14.0183425
78,Sparkling,🥈 SILVER,Quinta da Moscadinha,Quinta da Moscadinha,Sparkling Natural Cider,Sparkling Natural Cider,100,Portugal,3031,https://quintadamoscadinha.com/,https://www.facebook.com/quintadamoscadinha,https://www.instagram.com/moscadinha,https://maps.google.com/?cid=1405442820439409429,https://www.tripadvisor.com/Hotel_Review-g1190962-d23314913,https://untappd.com/w/quinta-da-moscadinha/538582,32.6764543,-16.8518272
79,Sparkling,🥈 SILVER,TRAUNSECCO,TraunSecco,Bio Speckbirn 2022,Bio Speckbirn 2022,100,Austria,3255,https://www.traunsecco.at/,https://www.facebook.com/TraunSecco/,https://www.instagram.com/traunsecco/,https://maps.google.com/?cid=186014569510597121,,,48.1463731,14.0183425
80,Sparkling,🥈 SILVER,Vog Products,VOG Products,ALPL - Sunset Rosé,ALPL - Sunset Rosé,100,Italy,3066,https://www.alplsparkling.com/,,https://www.instagram.com/alpl_sparkling/,https://maps.google.com/?cid=18244086340000282331,,,46.4126341,11.3262286
81,Sparkling,🥈 SILVER,Viezerei Josef jacoby,Obst Jacoby,Saarschleifenwasser,Saarschleifenwasser,99,Germany,3268,http://www.obst-jacoby.de/,,,https://maps.google.com/?cid=11360827963253826112,,https://untappd.com/w/obstbau-jacoby/500421,49.472644,6.4963366
82,Sparkling,🥈 SILVER,Kelterei Possmann,Kelterei Possmann,Possmann 1881,Possmann 1881,98,Germany,1146,https://www.possmann.de/,https://www.facebook.com/possmann.apfelwein/,https://www.instagram.com/possmann_apfelwein/,https://maps.google.com/?cid=7171120638194976908,https://www.tripadvisor.com/Attraction_Review-g187337-d591782,https://untappd.com/w/kelterei-possmann/6861,50.1307013,8.5926094
83,Sparkling,🥈 SILVER,Pomologik,Pomologik,Cider State of Mind,Cider State of Mind,98,Sweden,2397,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe,59.2627056,17.1157609
84,Sparkling,🥈 SILVER,TRAUNSECCO,TraunSecco,Flamboy Rose 2022,Flamboy Rose 2022,98,Austria,3255,https://www.traunsecco.at/,https://www.facebook.com/TraunSecco/,https://www.instagram.com/traunsecco/,https://maps.google.com/?cid=186014569510597121,,,48.1463731,14.0183425
85,Sparkling,🥈 SILVER,Kelterei Kaes,Kelterei Kaes,Kaes Apfelsecco,Kaes Apfelsecco,98,Germany,3271,https://apfelweinkaes.de/,https://www.facebook.com/KeltereiKaes/,https://www.instagram.com/kelterei.kaes/,https://maps.google.com/?cid=14775549534266319023,,,50.4805893,8.8348645
86,Sparkling,🥈 SILVER,Cidrerie du pays d'Auray,Cidrerie du Pays d'Auray,Cidre Fermier,Cidre Fermier,97,France,2543,,,,https://maps.google.com/?cid=9205038680508918633,,https://untappd.com/w/cidrerie-du-pays-d-auray-frana-ois-maho/423523,47.6950136,-3.0989541
87,Sparkling,🥈 SILVER,Egge Gård AS,Egge Gård,Egge Gård Liersider,Egge Gård Liersider,97,Norway,1663,https://egge.as/,https://www.facebook.com/eggegaard,https://www.instagram.com/eggegaard/,https://maps.google.com/?cid=12102226315088356258,https://www.tripadvisor.com/Attraction_Review-g2416366-d3474312,https://untappd.com/brewery/41885,59.8156009,10.2213072
88,Sparkling,🥉 HONOR,"VALLE, BALLINA Y FERNANDEZ SA",Sidra El Gaitero,Sidra El Gaitero Etiqueta Negra,Sidra El Gaitero Etiqueta Negra,95,Spain,1314,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266,43.4923237,-5.4230532
89,Sparkling,🥉 HONOR,Moststub´n Binderberg,Moststub'n Binderberg,Birnencider,Birnencider,94,Austria,3059,https://binderberg.at/,,,https://maps.google.com/?cid=17913530165367274614,https://www.tripadvisor.com/Restaurant_Review-g1912628-d9610169,,47.9936408,14.3052902
90,Sparkling,🥉 HONOR,Graf Apfelwein,Graf Apfelwein,Graf Sparkling,Graf Sparkling,94,Austria,3252,https://graf-apfelwein.at/,https://www.facebook.com/profile.php?id=100093306042750,https://www.instagram.com/graf_apfelwein/,https://maps.google.com/?cid=951213740707234325,,,48.601594,13.9053778
91,Sparkling,🥉 HONOR,FreuObst,FreuObst,Freude - Cuvée Nr. 1,Freude - Cuvée Nr. 1,94,Germany,3273,,,https://www.instagram.com/freuobst/,,,,47.9860265,7.8465785
92,Sparkling,🥉 HONOR,INCIDER,Incider,Incider Sunny Apple,Incider Sunny Apple,94,Switzerland,3259,https://incider.ch/,,https://www.instagram.com/incider.ch/,https://maps.google.com/?cid=3404915409110002151,,https://untappd.com/INCIDER_CH,47.1978983,8.539192
93,Sparkling,🥉 HONOR,Cidrerie Milton,Cidrerie Milton,CID Cuivré,CID Cuivré,93,Canada,750,https://cidreriemilton.com/,https://facebook.com/cidreriemilton,https://instagram.com/cidreriemilton,https://maps.google.com/?cid=9570102942420505240,https://www.tripadvisor.com/Attraction_Review-g11547718-d10105070,https://untappd.com/CidrerieMilton,45.483424,-72.759531
94,Sparkling,🥉 HONOR,HELLELAND GARD,Helleland Gard,Heldre Discovery & Aroma,Heldre Discovery & Aroma,91,Norway,3269,https://www.hellelandgard.no/,https://www.facebook.com/hellelandgard/,https://www.instagram.com/heldresider/,https://maps.google.com/?cid=16525259240171377871,,https://untappd.com/w/helleland-gard-heldre-sider/377451,60.3371459,6.6576329
95,Sparkling,🥉 HONOR,Natur und Mohr,Natur und Mohr,Obstschäumle Apfel-Holunder,Obstschäumle Apfel-Holunder,91,Germany,3058,https://naturundmohr.de/,https://www.facebook.com/naturundmohrshop/,https://www.instagram.com/naturundmohr/,https://maps.google.com/?cid=1442772049758910733,,,48.6210336,9.0412938
96,Sparkling,🥉 HONOR,Quinta da Moscadinha,Quinta da Moscadinha,Sparkling Aged Cider,Sparkling Aged Cider,90,Portugal,3031,https://quintadamoscadinha.com/,https://www.facebook.com/quintadamoscadinha,https://www.instagram.com/moscadinha,https://maps.google.com/?cid=1405442820439409429,https://www.tripadvisor.com/Hotel_Review-g1190962-d23314913,https://untappd.com/w/quinta-da-moscadinha/538582,32.6764543,-16.8518272
97,Sparkling,🥉 HONOR,Turdus - Adam Drozdziel,Cydrownia Filomelos,Perry Filomelos,Perry Filomelos,90,Poland,2725,https://www.filomelos.pl/,https://www.facebook.com/cydrfilomelos/,,https://maps.google.com/?cid=16799127381008481476,,https://untappd.com/Filomelos,50.3369233,22.8461063
98,Sparkling,🥉 HONOR,La Maison Ferré,La Maison Ferré,Le Préféré de Marie,Le Préféré de Marie,89,France,2551,https://www.lamaisonferre.fr/,https://www.facebook.com/cidreduperche,https://www.instagram.com/la_maison_ferre,https://maps.google.com/?cid=13764361049917258070,https://www.tripadvisor.com/Attraction_Review-g4926524-d23694021,https://untappd.com/w/la-maison-ferrac/161574,48.4682596,0.5980003
99,Sparkling,🥉 HONOR,APFELWEINKONTOR,Apfelweinkontor,069 Cider,069 Cider,89,Germany,1325,https://www.apfelweinkontor.com/,https://www.facebook.com/Apfelweinkontor,https://www.instagram.com/apfelweinkontor/,https://maps.google.com/?cid=599143855742456461,https://www.tripadvisor.com/Attraction_Review-g187337-d6922559,https://untappd.com/w/apfelweinkontor-frankfurt/468433,50.106271,8.6863565
100,Sparkling,🥉 HONOR,"VALLE, BALLINA Y FERNANDEZ SA",Sidra El Gaitero,Sidra El Gaitero Extra,Sidra El Gaitero Extra,89,Spain,1314,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266,43.4923237,-5.4230532
101,Sparkling,🥉 HONOR,Manufactur Apfeltraum,Roter Adam,Roter Adam Mousseux de Pomfi tal Brut 36,Roter Adam Mousseux de Pomfi tal Brut 36,89,Germany,3263,https://www.roteradam.de/,,,,,https://untappd.com/w/manufactur-apfeltraum/309238,50.1044255,8.6857447
102,Sparkling,🥉 HONOR,Pomologik,Pomologik,Cidre Nouveau,Cidre Nouveau,88,Sweden,2397,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe,59.2627056,17.1157609
103,Sparkling,🥉 HONOR,APFELWEINKONTOR,Apfelweinkontor,Skylinesecco,Skylinesecco,88,Germany,1325,https://www.apfelweinkontor.com/,https://www.facebook.com/Apfelweinkontor,https://www.instagram.com/apfelweinkontor/,https://maps.google.com/?cid=599143855742456461,https://www.tripadvisor.com/Attraction_Review-g187337-d6922559,https://untappd.com/w/apfelweinkontor-frankfurt/468433,50.106271,8.6863565
104,Sparkling,🥉 HONOR,AYGI PRODUCTS,Villa Armos Craft Cider,Villa Armos Cider Medium,Villa Armos Cider Medium,87,Armenia,3235,https://villaarmos.am/,https://www.facebook.com/VillaArmosCraftCider/,https://www.instagram.com/villa_armos_craft_cider/,https://maps.google.com/?cid=2147742742106533461,,https://untappd.com/w/villa-armos/522505,40.3150451,44.572094
105,Sparkling,🥉 HONOR,Haldenhof,Haldenhof,HofCider Boskop,HofCider Boskop,87,Germany,3267,https://www.der-haldenhof.de/,https://www.facebook.com/DerHaldenhof,,https://maps.google.com/?cid=17530220713233182620,,,48.879992,10.1110507
106,Sparkling,🥉 HONOR,AYGI PRODUCTS,Villa Armos Craft Cider,Villa Armos Cider Golden Delicious,Villa Armos Cider Golden Delicious,86,Armenia,3235,https://villaarmos.am/,https://www.facebook.com/VillaArmosCraftCider/,https://www.instagram.com/villa_armos_craft_cider/,https://maps.google.com/?cid=2147742742106533461,,https://untappd.com/w/villa-armos/522505,40.3150451,44.572094
107,Sparkling,🥉 HONOR,Obstbau&Kelterei Schmitt,Obstbau & Kelterei Schmitt,Melodie,Melodie,84,Germany,2710,https://www.obstbau-schmitt.de/,,,https://maps.google.com/?cid=17233320390791040809,,,49.4072953,6.6673703
108,Sparkling,🥉 HONOR,Nordappel,Nordappel,Nordappel Trockener AppelCider,Nordappel Trockener AppelCider,84,Germany,2803,https://www.nordappel.de/,https://www.facebook.com/Nordappelcider/,https://www.instagram.com/nordappelcider/,,,https://untappd.com/NordappelGmbH,53.1412026,8.2215315
109,Sparkling,🥉 HONOR,TRABANCO DISTRIBUCION Y EXPORTACION,Sidra Trabanco,Pecado Del Paraiso Brut,Pecado Del Paraiso Brut,80,Spain,1674,https://www.sidratrabanco.com/,https://www.facebook.com/sidratrabanco/,https://www.instagram.com/sidratrabanco/,https://maps.google.com/?cid=8706552013547802387,,https://untappd.com/brewery/6382,43.4704387,-5.6447197
110,Sparkling,🥉 HONOR,Quinta da Moscadinha,Quinta da Moscadinha,3 Barricas,3 Barricas,80,Portugal,3031,https://quintadamoscadinha.com/,https://www.facebook.com/quintadamoscadinha,https://www.instagram.com/moscadinha,https://maps.google.com/?cid=1405442820439409429,https://www.tripadvisor.com/Hotel_Review-g1190962-d23314913,https://untappd.com/w/quinta-da-moscadinha/538582,32.6764543,-16.8518272
111,Sparkling,🥉 HONOR,Sidras Bereziartua,Bereziartua,Sidra Ona,Sidra Ona,80,Spain,1168,https://www.bereziartuasagardoa.com/,https://www.facebook.com/Bereziartua,https://www.instagram.com/SBereziartua/,https://maps.google.com/?cid=4287840169739792051,https://www.tripadvisor.com/Restaurant_Review-g1064182-d6740859,https://untappd.com/brewery/7553,43.2829301,-1.9400682
112,Mixed & Flavoured,🥇 GOLD,TRAUNSECCO,TraunSecco,Bio Herzbluat 2022,Bio Herzbluat 2022,116,Austria,3255,https://www.traunsecco.at/,https://www.facebook.com/TraunSecco/,https://www.instagram.com/traunsecco/,https://maps.google.com/?cid=186014569510597121,,,48.1463731,14.0183425
113,Mixed & Flavoured,🥇 GOLD,Skarbø Gard,Skarbø Gard,Skarbø Sider Glød,Skarbø Sider Glød,115,Norway,3034,https://skarbogard.no/,https://www.facebook.com/skarbogard/,https://www.instagram.com/skarbogard/,https://maps.google.com/?cid=8459681002301363731,,https://untappd.com/w/skarbo-gard/467871,62.2884688,6.9656853
114,Mixed & Flavoured,🥇 GOLD,Sidra Somarroza,Sidra Somarroza,Biter Bio Somarroza,Biter Bio Somarroza,115,Spain,1921,https://sidrasomarroza.es/,https://www.facebook.com/sidrasomarroza,https://www.instagram.com/sidrasomarroza/,https://maps.google.com/?cid=7109045394192195825,,https://untappd.com/w/somarroza/147830,43.3529633,-3.9604843
115,Mixed & Flavoured,🥇 GOLD,Pomologik,Pomologik,Sommar Cider,Sommar Cider,114,Sweden,2397,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe,59.2627056,17.1157609
116,Mixed & Flavoured,🥇 GOLD,Kelterei Possmann,Kelterei Possmann,Possmann 1881 Rosé,Possmann 1881 Rosé,113,Germany,1146,https://www.possmann.de/,https://www.facebook.com/possmann.apfelwein/,https://www.instagram.com/possmann_apfelwein/,https://maps.google.com/?cid=7171120638194976908,https://www.tripadvisor.com/Attraction_Review-g187337-d591782,https://untappd.com/w/kelterei-possmann/6861,50.1307013,8.5926094
117,Mixed & Flavoured,🥇 GOLD,Sandalen Gård,Sandalen Gård,Bromlebasse/Sandalen Gård,Bromlebasse/Sandalen Gård,111,Norway,3032,https://sandalengard.no/,https://www.facebook.com/sandalengard,https://www.instagram.com/sandalengard/,https://maps.google.com/?cid=16897274204164201537,,https://untappd.com/SandalenGrd,58.9889097,5.580136
118,Mixed & Flavoured,🥇 GOLD,Ebbelboi Cider,Ebbelboi,Ebbelboi Cider Holunder,Ebbelboi Cider Holunder,109,Germany,2804,https://www.ebbelboi.com/,,https://www.instagram.com/ebbelboi.de/,https://maps.google.com/?cid=12712207984342946205,,https://untappd.com/w/ebbelboi/540160,53.6153456,9.7931551
119,Mixed & Flavoured,🥇 GOLD,Obstbauernhof Planner,Obstbauernhof Planner,"Apfelweichselcider ""Weixldirn""","Apfelweichselcider ""Weixldirn""",109,Austria,3251,https://www.apfelmann.at/,,,https://maps.google.com/?cid=4673464926047436794,,https://untappd.com/w/obstbauernhof-planner/449570,47.2305371,15.7291977
120,Mixed & Flavoured,🥇 GOLD,Pomologik,Pomologik,Replicant Pinot Noir,Replicant Pinot Noir,109,Sweden,2397,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe,59.2627056,17.1157609
121,Mixed & Flavoured,🥈 SILVER,ABAVAS DARZI,Abavas,"Abavas ""Hopped Cider""","Abavas ""Hopped Cider""",105,Latvia,2363,https://www.abavas.lv/,https://www.facebook.com/abavas.vinadaritava/,https://www.instagram.com/abavas_vini/,https://maps.google.com/?cid=11387034393378720853,https://www.tripadvisor.com/Attraction_Review-g608944-d23945082,https://untappd.com/w/sia-abavas-da-rzi/153183,56.9091245,23.2186301
122,Mixed & Flavoured,🥈 SILVER,Hardanger Saft og Siderfabrikk AS,Hardanger Saft og Siderfabrikk,Leikvin Rosèsider,Leikvin Rosèsider,104,Norway,3010,https://hardangersider.no/,https://www.facebook.com/HardangerSaftogSiderfabrikk/,https://www.instagram.com/hardangersaftogsiderfabrikk/,https://maps.google.com/?cid=12869878933054305699,https://www.tripadvisor.com/Attraction_Review-g7159542-d4893441,https://untappd.com/w/hardanger-saft-og-siderfabrikk/42913,60.5742416,6.9563357
123,Mixed & Flavoured,🥈 SILVER,Yablo,Yablo,Raspberry Morning,Raspberry Morning,104,Ukraine,3234,,https://www.facebook.com/yablocider,https://www.instagram.com/yablo_cider/,,,https://untappd.com/Yablo,50.4503596,30.5245025
124,Mixed & Flavoured,🥈 SILVER,"VALLE, BALLINA Y FERNANDEZ SA",Sidra El Gaitero,Gaitero Spanish Cider With Red Grape,Gaitero Spanish Cider With Red Grape,99,Spain,1314,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266,43.4923237,-5.4230532
125,Mixed & Flavoured,🥈 SILVER,Nordappel,Nordappel,Nordappel Gehopfter AppelCider,Nordappel Gehopfter AppelCider,98,Germany,2803,https://www.nordappel.de/,https://www.facebook.com/Nordappelcider/,https://www.instagram.com/nordappelcider/,,,https://untappd.com/NordappelGmbH,53.1412026,8.2215315
126,Mixed & Flavoured,🥈 SILVER,OmCider AS,OmCider,Odel,Odel,98,Norway,2753,https://omcider.no/,https://www.facebook.com/OmCiderAS/,https://www.instagram.com/omcideras/,https://maps.google.com/?cid=1800091822223931241,,https://untappd.com/w/omcider/492586,59.2272141,6.2126591
127,Mixed & Flavoured,🥉 HONOR,Hardanger Saft og Siderfabrikk AS,Hardanger Saft og Siderfabrikk,Humle,Humle,94,Norway,3010,https://hardangersider.no/,https://www.facebook.com/HardangerSaftogSiderfabrikk/,https://www.instagram.com/hardangersaftogsiderfabrikk/,https://maps.google.com/?cid=12869878933054305699,https://www.tripadvisor.com/Attraction_Review-g7159542-d4893441,https://untappd.com/w/hardanger-saft-og-siderfabrikk/42913,60.5742416,6.9563357
128,Mixed & Flavoured,🥉 HONOR,Cidrerie Milton,Cidrerie Milton,Hollyhop,Hollyhop,83,Canada,750,https://cidreriemilton.com/,https://facebook.com/cidreriemilton,https://instagram.com/cidreriemilton,https://maps.google.com/?cid=9570102942420505240,https://www.tripadvisor.com/Attraction_Review-g11547718-d10105070,https://untappd.com/CidrerieMilton,45.483424,-72.759531
129,Mixed & Flavoured,🥉 HONOR,Sidra Somarroza,Sidra Somarroza,La Sidruca con Limón,La Sidruca con Limón,80,Spain,1921,https://sidrasomarroza.es/,https://www.facebook.com/sidrasomarroza,https://www.instagram.com/sidrasomarroza/,https://maps.google.com/?cid=7109045394192195825,,https://untappd.com/w/somarroza/147830,43.3529633,-3.9604843
130,Mixed & Flavoured,🥇 GOLD,HELLELAND GARD,Helleland Gard,Heldre Issider,Heldre Issider,119,Norway,3269,https://www.hellelandgard.no/,https://www.facebook.com/hellelandgard/,https://www.instagram.com/heldresider/,https://maps.google.com/?cid=16525259240171377871,,https://untappd.com/w/helleland-gard-heldre-sider/377451,60.3371459,6.6576329
131,Mixed & Flavoured,🥇 GOLD,Pomologik,Pomologik,Rubinola,Rubinola,115,Sweden,2397,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe,59.2627056,17.1157609
132,Mixed & Flavoured,🥇 GOLD,Pomologik,Pomologik,Comice,Comice,113,Sweden,2397,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe,59.2627056,17.1157609
133,Mixed & Flavoured,🥇 GOLD,Cold Hand Winery,Cold Hand Winery,Malus Danica Royal 2019 - Icecider,Malus Danica Royal 2019 - Icecider,111,Denmark,1986,https://www.coldhandwinery.dk/,https://www.facebook.com/Cold-Hand-Winery-280396455326889/,https://www.instagram.com/cold_hand_winery/,https://maps.google.com/?cid=8847115036999398343,https://www.tripadvisor.com/Attraction_Review-g227594-d11638093,https://untappd.com/w/cold-hand-winery/101622,56.513459,9.7900895
134,Mixed & Flavoured,🥇 GOLD,Cold Hand Winery,Cold Hand Winery,Sparkling Ice - Pure Apple,Sparkling Ice - Pure Apple,110,Denmark,1986,https://www.coldhandwinery.dk/,https://www.facebook.com/Cold-Hand-Winery-280396455326889/,https://www.instagram.com/cold_hand_winery/,https://maps.google.com/?cid=8847115036999398343,https://www.tripadvisor.com/Attraction_Review-g227594-d11638093,https://untappd.com/w/cold-hand-winery/101622,56.513459,9.7900895
135,Mixed & Flavoured,🥇 GOLD,ZAPIAIN,Zapiain,Bizi-Goxo Ice Cider 2017,Bizi-Goxo Ice Cider 2017,110,Spain,1172,https://zapiain.eus/,https://www.facebook.com/zapiainsagardoa,https://www.instagram.com/zapiainsagardoa/,https://maps.google.com/?cid=16982677267877188990,https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229,https://untappd.com/ZapiainSagardoa,43.2821854,-1.9422089
136,Mixed & Flavoured,🥇 GOLD,Hardanger Saft og Siderfabrikk AS,Hardanger Saft og Siderfabrikk,Issider,Issider,110,Norway,3010,https://hardangersider.no/,https://www.facebook.com/HardangerSaftogSiderfabrikk/,https://www.instagram.com/hardangersaftogsiderfabrikk/,https://maps.google.com/?cid=12869878933054305699,https://www.tripadvisor.com/Attraction_Review-g7159542-d4893441,https://untappd.com/w/hardanger-saft-og-siderfabrikk/42913,60.5742416,6.9563357
137,Mixed & Flavoured,🥇 GOLD,Quinta da Moscadinha,Quinta da Moscadinha,Madeira Royal Cider (sweet),Madeira Royal Cider (sweet),109,Portugal,3031,https://quintadamoscadinha.com/,https://www.facebook.com/quintadamoscadinha,https://www.instagram.com/moscadinha,https://maps.google.com/?cid=1405442820439409429,https://www.tripadvisor.com/Hotel_Review-g1190962-d23314913,https://untappd.com/w/quinta-da-moscadinha/538582,32.6764543,-16.8518272
138,Mixed & Flavoured,🥈 SILVER,Egge Gård AS,Egge Gård,Egge Gård Iseple,Egge Gård Iseple,107,Norway,1663,https://egge.as/,https://www.facebook.com/eggegaard,https://www.instagram.com/eggegaard/,https://maps.google.com/?cid=12102226315088356258,https://www.tripadvisor.com/Attraction_Review-g2416366-d3474312,https://untappd.com/brewery/41885,59.8156009,10.2213072
139,Mixed & Flavoured,🥈 SILVER,Lepola Drinks,Lepola Drinks,Lepola Vega Ice Cider,Lepola Vega Ice Cider,106,Finland,3015,https://lepoladrinks.fi/,https://www.facebook.com/lepoladrinks/,https://www.instagram.com/lepola_drinks/,https://maps.google.com/?cid=10912023971262858580,,https://untappd.com/w/lepola/401095,60.1705262,22.9621416
140,Mixed & Flavoured,🥈 SILVER,Quinta da Moscadinha,Quinta da Moscadinha,Madeira Royal Cider (medium sweet),Madeira Royal Cider (medium sweet),100,Portugal,3031,https://quintadamoscadinha.com/,https://www.facebook.com/quintadamoscadinha,https://www.instagram.com/moscadinha,https://maps.google.com/?cid=1405442820439409429,https://www.tripadvisor.com/Hotel_Review-g1190962-d23314913,https://untappd.com/w/quinta-da-moscadinha/538582,32.6764543,-16.8518272
141,Mixed & Flavoured,🥉 HONOR,Pomologik,Pomologik,Åkerö,Åkerö,96,Sweden,2397,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe,59.2627056,17.1157609
142,Mixed & Flavoured,🥉 HONOR,Krenzers Rhoen,Krenzers Rhön,Deep Sweet,Deep Sweet,96,Germany,1332,https://rhoenerlebnis.de/,https://www.facebook.com/krenzersrhoen/,https://www.instagram.com/krenzersrhoen/,https://maps.google.com/?cid=15922504228976266945,https://www.tripadvisor.com/Hotel_Review-g2209506-d11774349,https://untappd.com/w/krenzers-rhon/304067,50.524727,10.0156156
143,Mixed & Flavoured,🥉 HONOR,Die Hofkellerei Lackner,Hofkellerei Lackner,Eiskönigin,Eiskönigin,94,Austria,3254,https://www.lackner-hofkellerei.at/,https://www.facebook.com/hofkellerei.lackner,https://www.instagram.com/hofkellerei.lackner/,https://maps.google.com/?cid=1698967066169668554,,https://untappd.com/w/lackner/374455,48.3490681,14.1254242
144,Mixed & Flavoured,🥉 HONOR,Krenzers Rhoen,Krenzers Rhön,Angry Angels 13,Angry Angels 13,86,Germany,1332,https://rhoenerlebnis.de/,https://www.facebook.com/krenzersrhoen/,https://www.instagram.com/krenzersrhoen/,https://maps.google.com/?cid=15922504228976266945,https://www.tripadvisor.com/Hotel_Review-g2209506-d11774349,https://untappd.com/w/krenzers-rhon/304067,50.524727,10.0156156
145,Non-Alcoholic,🥇 GOLD,Krenzers Rhoen,Krenzers Rhön,Siggi,Siggi,115,Germany,1332,https://rhoenerlebnis.de/,https://www.facebook.com/krenzersrhoen/,https://www.instagram.com/krenzersrhoen/,https://maps.google.com/?cid=15922504228976266945,https://www.tripadvisor.com/Hotel_Review-g2209506-d11774349,https://untappd.com/w/krenzers-rhon/304067,50.524727,10.0156156
146,Non-Alcoholic,🥇 GOLD,L. + M. Meichle,Meichle Obst- und Weinbau,Apfelperle Hibiskus & Schwarztee,Apfelperle Hibiskus & Schwarztee,113,Germany,3056,https://www.meichle-hagnau.de/,,,,,,47.679952,9.325393
