WID,Medalist,Region,🥇 Gold,🥈 Silver,🥉 Bronze,🏅 Total,First,Last,Years,Status,Country,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2876,Trattore Cider,Victoria,0,3,2,5,2019,2022,3,Active,Australia,"<a href=""https://trattore.com.au/"">Website</a>",,"<a href=""https://www.instagram.com/trattorecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=144355748988170218"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g6888459-d23858854"">TripAdvisor</a>","<a href=""https://untappd.com/w/trattore/470815"">Untappd</a>"
2840,Bruny Island Cider,Tasmania,0,2,3,5,2021,2023,3,Active,Australia,"<a href=""https://www.brunyisland.com/catalogue/bruny-island-cider/"">Website</a>","<a href=""https://www.facebook.com/BrunyIslandCider/"">Facebook</a>","<a href=""https://www.instagram.com/brunyislandcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/bruny-island-cider/235917"">Untappd</a>"
2864,Monkey Rock Winery & Cider,Western Australia,0,2,3,5,2023,2023,1,Active,Australia,"<a href=""https://www.monkeyrockwinery.com.au/"">Website</a>","<a href=""https://www.facebook.com/monkeyrockwinerydenmarkWA"">Facebook</a>","<a href=""https://www.instagram.com/monkeyrockwineryandcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4216191327395483874"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g488338-d18942597"">TripAdvisor</a>","<a href=""https://untappd.com/w/monkey-rock-cider/488303"">Untappd</a>"
1432,Peckham's Cider,Tasman,0,2,3,5,2023,2023,1,Active,New Zealand,"<a href=""http://www.peckhams.co.nz/"">Website</a>",,,,,,"<a href=""https://untappd.com/brewery/23755"">Untappd</a>"
2878,Yarra Valley Cider,Victoria,0,2,3,5,2013,2019,4,Active,Australia,"<a href=""http://www.yarravalleycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/YarraValleyCider/"">Facebook</a>","<a href=""https://www.instagram.com/yarravalleycider/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/yarra-valley-cider/57524"">Untappd</a>"
2867,Old Twelfth Cider,Tasmania,0,1,4,5,2021,2022,2,Active,Australia,,,"<a href=""https://www.instagram.com/oldtwelfth/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/old-twelfth-cider/500737"">Untappd</a>"
1147,Redwood Cider Co.,Tasman,0,1,4,5,2011,2018,5,Active,New Zealand,"<a href=""https://www.db.co.nz/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=6996062561310556831"">Google</a>",,,"<a href=""https://untappd.com/w/redwood-cider-co/184117"">Untappd</a>"
3413,Surges Bay Orchard,Tasmania,0,1,4,5,2018,2019,2,Inactive,Australia,,,,,,,
3406,Monteith's Brewing Co.,West Coast,0,0,5,5,2013,2018,3,Active,New Zealand,"<a href=""https://www.thebrewery.co.nz/"">Website</a>","<a href=""https://www.facebook.com/monteithsbrewery"">Facebook</a>","<a href=""https://www.instagram.com/monteithsbrewery1868"">Instagram</a>","<a href=""https://maps.google.com/?cid=13339274588774573493"">Google</a>","<a href=""https://www.yelp.com/biz/monteiths-brewing-co-greymouth"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g255372-d1007467"">TripAdvisor</a>","<a href=""https://untappd.com/MonteithsBrewingCo"">Untappd</a>"
2869,Roleystone Brewing Company,Western Australia,1,0,3,4,2019,2023,4,Active,Australia,"<a href=""https://www.roleystonebrewingco.com/"">Website</a>","<a href=""https://www.facebook.com/RoleystoneBrewingCo/"">Facebook</a>","<a href=""https://www.instagram.com/roleystonebrewingco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8363645666309319654"">Google</a>",,,"<a href=""https://untappd.com/RoleystoneBrewingCo"">Untappd</a>"
2847,Cheeky Rascal Cider,Victoria,0,2,2,4,2015,2021,2,Active,Australia,"<a href=""https://cheekyrascal.com.au/"">Website</a>","<a href=""https://www.facebook.com/CheekyRascalCider"">Facebook</a>","<a href=""https://www.instagram.com/cheekyrascalcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17305349640147101403"">Google</a>",,,"<a href=""https://untappd.com/RebelloWines"">Untappd</a>"
2842,Cider Infusion,Victoria,0,2,2,4,2021,2023,3,Active,Australia,"<a href=""https://ciderinfusion.com/"">Website</a>","<a href=""https://www.facebook.com/ciderinfusion/"">Facebook</a>","<a href=""https://www.instagram.com/ciderinfusion/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/cider-infusion/534576"">Untappd</a>"
3198,Manjimup Cider Co.,Western Australia,0,2,2,4,2019,2023,3,Active,Australia,,"<a href=""https://www.facebook.com/giantscider/"">Facebook</a>",,,,,"<a href=""https://untappd.com/w/manjimup-cider-co/422781"">Untappd</a>"
3390,Granite Belt Cider Company,Queensland,0,1,3,4,2016,2018,3,Inactive,Australia,,,,,,,
3422,Little Creatures,Western Australia,0,1,3,4,2012,2014,3,Active,Australia,"<a href=""https://littlecreatures.com.au/"">Website</a>","<a href=""https://www.facebook.com/littlecreaturesbrewing"">Facebook</a>","<a href=""https://www.instagram.com/littlecreaturesbrewing/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1864054459948406266"">Google</a>","<a href=""https://www.yelp.com/biz/little-creatures-brewery-fremantle"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g285726-d778314"">TripAdvisor</a>","<a href=""https://untappd.com/LittleCreaturesBrewing"">Untappd</a>"
1491,Lost Pippin,Tasmania,0,1,3,4,2015,2016,2,Active,Australia,"<a href=""https://lostpippin.com.au/"">Website</a>","<a href=""https://www.facebook.com/LostPippin/"">Facebook</a>","<a href=""https://www.instagram.com/lostpippin/"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/42379"">Untappd</a>"
3412,Patrick of Coonawarra,South Australia,0,1,3,4,2015,2018,4,Inactive,Australia,,,,,,,
3426,Faire Ferments,Victoria,0,0,4,4,2015,2018,2,Inactive,Australia,,,,,,,
2865,Mr Little Cider,Victoria,0,0,4,4,2014,2016,3,Active,Australia,"<a href=""https://mrlittlecider.com.au/"">Website</a>","<a href=""https://www.facebook.com/mrlittlecider/"">Facebook</a>","<a href=""https://www.instagram.com/mrlittlecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2019669846727246935"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g552161-d15190619"">TripAdvisor</a>","<a href=""https://untappd.com/w/mr-little-cider/236921"">Untappd</a>"
1292,Tilse's Apple Truck Cider,New South Wales,0,0,4,4,2012,2013,2,Active,Australia,"<a href=""https://www.theorchardlodge.com.au/"">Website</a>","<a href=""https://www.facebook.com/theorchardlodgensw/"">Facebook</a>","<a href=""https://www.instagram.com/appletruckcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=18205993928648034259"">Google</a>",,"<a href=""https://www.tripadvisor.com/Hotel_Review-g5788651-d23405360"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/30402"">Untappd</a>"
1343,Weidmann & Groh,Hesse,3,0,0,3,2012,2013,2,Active,Germany,"<a href=""https://weidmann-groh.de/"">Website</a>","<a href=""https://www.facebook.com/pages/WEIDMANN-GROH/138116339592327"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=6569120976887073603"">Google</a>",,,"<a href=""https://untappd.com/w/weidmann-groh/73065"">Untappd</a>"
3421,The Sparkke Change Beverage Company,South Australia,1,1,1,3,2017,2019,3,Inactive,Australia,,,,,,,
3399,Adam's Evening Cider,Victoria,1,0,2,3,2019,2019,1,Inactive,Australia,,,,,,,
1642,Adams Cider Company,Tipperary,0,2,1,3,2017,2019,3,Active,Ireland,,"<a href=""https://www.facebook.com/devilsbitcider"">Facebook</a>","<a href=""https://www.instagram.com/devilsbitcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/AdamsCiderCompany"">Untappd</a>"
1227,Aspall,Suffolk,0,2,1,3,2013,2017,3,Active,England,"<a href=""https://www.aspall.co.uk/"">Website</a>","<a href=""https://www.facebook.com/AspallUK/"">Facebook</a>","<a href=""https://www.instagram.com/aspalluk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12281573289882642327"">Google</a>",,,"<a href=""https://untappd.com/brewery/3468"">Untappd</a>"
1141,Cidres Kerisac,Pays de la Loire,0,2,1,3,2021,2023,3,Active,France,"<a href=""https://kerisac.bzh/"">Website</a>","<a href=""https://www.facebook.com/cidrekerisac"">Facebook</a>","<a href=""https://www.instagram.com/cidreriekerisac/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14431639837198759734"">Google</a>",,,"<a href=""https://untappd.com/w/cidres-kerisac/12846"">Untappd</a>"
1641,Pagan Cider,Tasmania,0,2,1,3,2016,2022,2,Active,Australia,"<a href=""https://www.pagancider.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/Pagan-Cider/304091666387269"">Facebook</a>","<a href=""https://www.instagram.com/pagancider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1300362860253149854"">Google</a>","<a href=""https://www.yelp.com/biz/pagan-cider-cradoc"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g504289-d10383732"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/46303"">Untappd</a>"
3394,Red Sails Ciders,Tasmania,0,2,1,3,2012,2015,3,Inactive,Australia,,,,,,,
3449,ALDI Stores Australia,New South Wales,0,1,2,3,2017,2019,2,Active,Australia,"<a href=""https://www.aldi.com.au/"">Website</a>",,,,,,"<a href=""https://untappd.com/w/aldi-stores-australia/92570"">Untappd</a>"
2837,Alpine Cider,Victoria,0,1,2,3,2016,2017,2,Active,Australia,"<a href=""https://alpinecider.com.au/"">Website</a>","<a href=""https://www.facebook.com/Nightingalebrosalpinecider/"">Facebook</a>","<a href=""https://www.instagram.com/alpinecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8047391799601806918"">Google</a>",,,"<a href=""https://untappd.com/w/nightingale-bros/421899"">Untappd</a>"
2849,Crafty Cider,New South Wales,0,1,2,3,2021,2023,3,Active,Australia,"<a href=""https://www.craftycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/craftyciderbatlow"">Facebook</a>","<a href=""https://www.instagram.com/craftyciderbatlow/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15536909893508302345"">Google</a>",,,"<a href=""https://untappd.com/w/crafty-cider/460789"">Untappd</a>"
2857,Gurneys Cider,Victoria,0,1,2,3,2023,2023,1,Active,Australia,"<a href=""https://gurneyscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/gurneyscider"">Facebook</a>","<a href=""https://www.instagram.com/gurneyscidery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17296225831182939561"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g552172-d15180819"">TripAdvisor</a>","<a href=""https://untappd.com/GurneysCider"">Untappd</a>"
2868,Pomologist Cider,New South Wales,0,1,2,3,2016,2017,2,Active,Australia,"<a href=""https://pomologistcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/pomologistcider/"">Facebook</a>","<a href=""https://www.instagram.com/pomologistcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/pomologist-cider/398580"">Untappd</a>"
3416,The Side Project Cider & Beerworks,South Australia,0,1,2,3,2018,2019,2,Inactive,Australia,,,,,,,
3414,Blue Elephant Beverage Co.,Victoria,0,0,3,3,2014,2016,3,Inactive,Australia,,,,,,,
3417,Hansen Tasmania,Tasmania,0,0,3,3,2017,2019,3,Inactive,Australia,,,,,,,
3405,Oakvale Wines,New South Wales,0,0,3,3,2012,2014,3,Active,Australia,"<a href=""https://www.oakvalewines.com.au/"">Website</a>","<a href=""https://www.facebook.com/oakvalewinery"">Facebook</a>","<a href=""https://www.instagram.com/oakvalewines/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5190501698518241314"">Google</a>","<a href=""https://www.yelp.com/biz/oakvale-wines-pokolbin"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g255328-d2536109"">TripAdvisor</a>","<a href=""https://untappd.com/w/oakvale/157694"">Untappd</a>"
3402,Paracombe Premium Perry,South Australia,0,0,3,3,2013,2014,2,Active,Australia,"<a href=""https://paracombepremiumperry.com.au/"">Website</a>","<a href=""https://www.facebook.com/ParacombePremiumPerry"">Facebook</a>","<a href=""https://www.instagram.com/paracombe_premium_perry/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8848424261688723969"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g255093-d11707679"">TripAdvisor</a>","<a href=""https://untappd.com/ParacombePremiumPerry"">Untappd</a>"
3398,Pure Peninsula Honey,Victoria,0,0,3,3,2017,2019,2,Active,Australia,"<a href=""https://purepeninsulahoney.com.au/"">Website</a>","<a href=""https://www.facebook.com/purepeninsulahoney"">Facebook</a>","<a href=""https://www.instagram.com/purepeninsulahoney/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2932326746558972212"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1773630-d8382184"">TripAdvisor</a>","<a href=""https://untappd.com/w/pure-peninsula-honey/171274"">Untappd</a>"
1314,Sidra El Gaitero,Asturias,0,0,3,3,2016,2018,3,Active,Spain,"<a href=""https://www.sidraelgaitero.com/"">Website</a>","<a href=""https://www.facebook.com/grupoelgaitero"">Facebook</a>","<a href=""https://www.instagram.com/grupoelgaitero/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15753532318992345137"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d3239389"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/4266"">Untappd</a>"
3395,Sinclair Orchards ,Victoria,0,0,3,3,2017,2021,2,Inactive,Australia,,,,,,,
1119,Thatchers Cider,Somerset,1,1,0,2,2014,2015,2,Active,England,"<a href=""https://www.thatcherscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/ThatchersCiderCompany"">Facebook</a>","<a href=""https://www.instagram.com/thatcherscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15191093037076298219"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g4412909-d11019728"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/3063"">Untappd</a>"
1589,Cidrerie Manoir du Kinkiz,Brittany,1,0,1,2,2013,2013,1,Active,France,"<a href=""https://www.kinkiz-terroir.bzh/"">Website</a>","<a href=""https://www.facebook.com/DomaineDuKinkiz/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=1999207604560008916"">Google</a>","<a href=""https://www.yelp.com/biz/manoir-du-kinkiz-quimper"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g187100-d7745799"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/19870"">Untappd</a>"
2701,Simple Cider,Tasmania,1,0,1,2,2018,2023,2,Active,Australia,"<a href=""https://simplecider.com.au/"">Website</a>","<a href=""https://www.facebook.com/simplecider"">Facebook</a>","<a href=""https://www.instagram.com/simple.cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16786558994979050480"">Google</a>",,,"<a href=""https://untappd.com/w/simple-cider/259809"">Untappd</a>"
1149,Domaine Dupont,Normandy,0,2,0,2,2011,2011,1,Active,France,"<a href=""https://www.calvados-dupont.com/"">Website</a>","<a href=""https://www.facebook.com/calvados.dupont/"">Facebook</a>","<a href=""https://www.instagram.com/domaine_dupont/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4283975466429458280"">Google</a>","<a href=""https://www.yelp.com/biz/domaine-familial-louis-dupont-victot-pontfol"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g3419860-d2344452"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/4744"">Untappd</a>"
3423,White Rabbit,Victoria,0,2,0,2,2017,2018,2,Inactive,Australia,,,,,,,
3093,Aston Manor Cider,West Midlands,0,1,1,2,2017,2017,1,Active,England,"<a href=""https://www.astonmanor.co.uk/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=8328306569280299730"">Google</a>",,,"<a href=""https://untappd.com/AstonManorBreweryCo"">Untappd</a>"
1143,Cidre Écusson,Normandy,0,1,1,2,2013,2013,1,Active,France,"<a href=""https://www.cidre-ecusson.com/"">Website</a>","<a href=""https://www.facebook.com/CidreEcusson/"">Facebook</a>","<a href=""https://www.instagram.com/cidreecusson/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16717845515481593007"">Google</a>",,,"<a href=""https://untappd.com/w/cidres-ecusson/15641"">Untappd</a>"
1384,Le Père Jules,Normandy,0,1,1,2,2013,2013,1,Active,France,"<a href=""http://www.calvados-leperejules.com/"">Website</a>","<a href=""https://www.facebook.com/calvadosleperejules/"">Facebook</a>","<a href=""https://www.instagram.com/calvadosleperejules"">Instagram</a>","<a href=""https://maps.google.com/?cid=13505988202545080748"">Google</a>",,,"<a href=""https://untappd.com/brewery/6106"">Untappd</a>"
3409,Matilda Bay Brewing Company,Victoria,0,1,1,2,2011,2013,2,Inactive,Australia,,,,,,,
3387,Nutrition Farms,Queensland,0,1,1,2,2021,2021,1,Active,Australia,"<a href=""https://nutritionfarms.com/"">Website</a>","<a href=""https://www.facebook.com/NutritionFarmsNTS"">Facebook</a>","<a href=""https://www.instagram.com/nutritionfarms_/"">Instagram</a>",,,,
3404,Strange Brothers,Auckland,0,1,1,2,2021,2021,1,Active,New Zealand,"<a href=""https://www.strangebrothers.co.nz/"">Website</a>","<a href=""https://www.facebook.com/strangebrothersnz/"">Facebook</a>","<a href=""https://www.instagram.com/strangebrothersnz/"">Instagram</a>",,,,"<a href=""https://untappd.com/BrothersBeer"">Untappd</a>"
3436,The Cider Lab,Victoria,0,1,1,2,2017,2017,1,Inactive,Australia,,,,,,,
3442,Adams Orchard Cider,South Australia,0,0,2,2,2014,2015,2,Inactive,Australia,,,,,,,
3443,Big Shed Brewing,South Australia,0,0,2,2,2016,2021,2,Active,Australia,"<a href=""https://bigshed.beer/"">Website</a>","<a href=""https://www.facebook.com/BigShedBrewing/"">Facebook</a>","<a href=""https://www.instagram.com/bigshedbeer/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13408097918532710257"">Google</a>","<a href=""https://www.yelp.com/biz/big-shed-brewing-co-royal-park"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g9862373-d12533906"">TripAdvisor</a>","<a href=""https://untappd.com/BigShedBrewing"">Untappd</a>"
2571,Eva Group,Navarre,0,0,2,2,2016,2016,1,Active,Spain,"<a href=""https://www.evasa.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=546948451257487120"">Google</a>",,,"<a href=""https://untappd.com/EvaGroup"">Untappd</a>"
1162,Gwynt y Ddraig Cider,Rhondda Cynon Taf,0,0,2,2,2011,2011,1,Active,Wales,"<a href=""https://gwyntcidershop.com/"">Website</a>","<a href=""https://www.facebook.com/gwyntcider/"">Facebook</a>","<a href=""https://www.instagram.com/gwyntyddraigcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=194836955180238214"">Google</a>",,,"<a href=""https://untappd.com/brewery/6770"">Untappd</a>"
1505,Harvey River Estate,Western Australia,0,0,2,2,2013,2013,1,Inactive,Australia,,,,,,,
3437,James Squire,New South Wales,0,0,2,2,2013,2018,2,Active,Australia,"<a href=""https://www.jamessquire.com.au/"">Website</a>","<a href=""https://www.facebook.com/jamessquire"">Facebook</a>","<a href=""https://www.instagram.com/jamessquire_au/"">Instagram</a>",,,,"<a href=""https://untappd.com/JamesSquireMaltShovelBrewery"">Untappd</a>"
3410,Main Ridge Cider,Victoria,0,0,2,2,2015,2019,2,Inactive,Australia,,,,,,,
3192,Rebel Cider,Victoria,0,0,2,2,2021,2023,2,Active,Australia,,"<a href=""https://www.facebook.com/profile.php?id=100080154523886"">Facebook</a>","<a href=""https://www.instagram.com/rebel.cider/"">Instagram</a>",,,,
1692,Red Brick Road Ciderhouse & Bar,Tasmania,0,0,2,2,2015,2015,1,Inactive,Australia,,,,,,,
3429,Sacred Valley Beverages,New South Wales,0,0,2,2,2014,2015,2,Active,Australia,"<a href=""https://www.sacredvalley.com.au/"">Website</a>","<a href=""https://www.facebook.com/sacredvalleybrewingco"">Facebook</a>","<a href=""https://www.instagram.com/sacredvalleybrewingco/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/sacred-valley-cider/193970"">Untappd</a>"
3396,Sitting Ducks Cider,South Australia,0,0,2,2,2013,2013,1,Inactive,Australia,,,,,,,
3415,Suspicious Squirrel,New South Wales,0,0,2,2,2016,2017,2,Inactive,Australia,,,,,,,
3420,Ten Sixty One,Victoria,0,0,2,2,2018,2018,1,Active,Australia,"<a href=""https://www.tensixtyone.com.au/"">Website</a>","<a href=""https://www.facebook.com/tensixtyonebyatlanta"">Facebook</a>","<a href=""https://www.instagram.com/tensixtyone"">Instagram</a>","<a href=""https://maps.google.com/?cid=11303100687113031618"">Google</a>",,,"<a href=""https://untappd.com/w/atlanta-orchards/304062"">Untappd</a>"
3432,The Australian Brewery,New South Wales,0,0,2,2,2012,2013,2,Active,Australia,"<a href=""https://www.australianhotelbrewery.com.au/"">Website</a>","<a href=""https://www.facebook.com/australianhotelbrewery"">Facebook</a>","<a href=""https://www.instagram.com/australianhotelbrewery"">Instagram</a>","<a href=""https://maps.google.com/?cid=11658747106516787081"">Google</a>","<a href=""https://www.yelp.com/biz/the-australian-brewery-rouse-hill"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1548245-d10063887"">TripAdvisor</a>","<a href=""https://untappd.com/TheAustralianBrewery"">Untappd</a>"
1177,The Cidery,Western Australia,0,0,2,2,2021,2023,2,Active,Australia,"<a href=""https://www.thecidery.com.au/"">Website</a>","<a href=""https://www.facebook.com/TheCideryBridgetown"">Facebook</a>","<a href=""https://www.instagram.com/thecidery_/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5365209465918520059"">Google</a>","<a href=""https://www.yelp.com/biz/the-cidery-bridgetown"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g488330-d3385747"">TripAdvisor</a>","<a href=""https://untappd.com/BlackwoodValleyBrewingCompany"">Untappd</a>"
2877,Yallingup Cider Co.,Western Australia,0,0,2,2,2023,2023,1,Active,Australia,"<a href=""https://www.yallingupciderco.com.au/"">Website</a>",,"<a href=""https://www.instagram.com/yallingupciderco/"">Instagram</a>",,,,
1325,Apfelweinkontor,Hesse,0,1,0,1,2012,2012,1,Active,Germany,"<a href=""https://www.apfelweinkontor.com/"">Website</a>","<a href=""https://www.facebook.com/Apfelweinkontor"">Facebook</a>","<a href=""https://www.instagram.com/apfelweinkontor/"">Instagram</a>","<a href=""https://maps.google.com/?cid=599143855742456461"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g187337-d6922559"">TripAdvisor</a>","<a href=""https://untappd.com/w/apfelweinkontor-frankfurt/468433"">Untappd</a>"
3378,AW Shugg Craft Distiller,Tasmania,0,1,0,1,2022,2022,1,Inactive,Australia,,,,,,,
1350,Bress Wines,Victoria,0,1,0,1,2016,2016,1,Inactive,Australia,,,,,,,
X,Cider Garden,---,0,1,0,1,2012,2012,1,Inactive,---,,,,,,,
3425,Fernbank Creek Cidery,New South Wales,0,1,0,1,2019,2019,1,Inactive,Australia,,,,,,,
3392,Hazeldean Forest Farm,Victoria,0,1,0,1,2012,2012,1,Inactive,Australia,,,,,,,
3451,PRAH,Tasmania,0,1,0,1,2023,2023,1,Active,Australia,"<a href=""https://www.prah.au/"">Website</a>",,"<a href=""https://www.instagram.com/prah.au/"">Instagram</a>",,,,
2873,St Andrews Beach Brewery,Victoria,0,1,0,1,2023,2023,1,Active,Australia,"<a href=""https://standrewsbeachbrewery.com.au/"">Website</a>","<a href=""https://www.facebook.com/sab.brewery/"">Facebook</a>","<a href=""https://www.instagram.com/sab.brewery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3674219969181670288"">Google</a>","<a href=""https://www.yelp.com/biz/st-andrews-beach-brewery-fingal"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1800212-d13141758"">TripAdvisor</a>","<a href=""https://untappd.com/StAndrewsBeachBrewery"">Untappd</a>"
3431,Swell Brewing Co.,South Australia,0,1,0,1,2017,2017,1,Active,Australia,"<a href=""https://swellbeer.com.au/"">Website</a>",,"<a href=""https://www.instagram.com/swellbeer/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5921662718639681355"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g499714-d17621288"">TripAdvisor</a>","<a href=""https://untappd.com/Swell_Brewing_Co"">Untappd</a>"
1543,Windermere Cider,Western Cape,0,1,0,1,2014,2014,1,Inactive,South Africa,,,,,,,
3403,Winter Brook Vineyard,Tasmania,0,1,0,1,2017,2017,1,Inactive,Australia,,,,,,,
3444,2 Brothers Brewery,Victoria,0,0,1,1,2016,2016,1,Active,Australia,"<a href=""https://www.2brothers.com.au/"">Website</a>","<a href=""https://www.facebook.com/2brothersbrewery/"">Facebook</a>","<a href=""https://www.instagram.com/2brothersbrewery"">Instagram</a>","<a href=""https://maps.google.com/?cid=7491025659517231760"">Google</a>","<a href=""https://www.yelp.com/biz/2-brothers-brewery-moorabbin"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2020520-d5990751"">TripAdvisor</a>","<a href=""https://untappd.com/2BrothersBrewery"">Untappd</a>"
87,Angry Orchard,New York,0,0,1,1,2017,2017,1,Active,United States,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>","<a href=""https://untappd.com/w/angry-orchard-cider-company/16455"">Untappd</a>"
3193,Archer Brewing,Queensland,0,0,1,1,2023,2023,1,Active,Australia,"<a href=""https://www.archerbrewing.com.au/"">Website</a>","<a href=""https://www.facebook.com/archerbrewingaus"">Facebook</a>","<a href=""https://www.instagram.com/archerbrewing/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4414488942984174656"">Google</a>",,,"<a href=""https://untappd.com/archerbrewingaus"">Untappd</a>"
3445,Byron Bay Wild Cider,Queensland,0,0,1,1,2019,2019,1,Inactive,Australia,,,,,,,
2841,Camilla’s Crush Red Hill Cider,Victoria,0,0,1,1,2022,2022,1,Active,Australia,,,"<a href=""https://www.instagram.com/camillas_crush/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/camilla-s-crush/470897"">Untappd</a>"
3439,Captain Bligh's,Tasmania,0,0,1,1,2017,2017,1,Inactive,Australia,,,,,,,
3194,Captains Creek,Victoria,0,0,1,1,2023,2023,1,Active,Australia,"<a href=""https://www.captainscreek.com/"">Website</a>","<a href=""https://www.facebook.com/CaptainsCreekOrganicWines"">Facebook</a>","<a href=""https://www.instagram.com/captainscreekwinery"">Instagram</a>","<a href=""https://maps.google.com/?cid=5345523854642937105"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2275855-d2249819"">TripAdvisor</a>","<a href=""https://untappd.com/w/captain-s-creek/77455"">Untappd</a>"
3446,Cherry Bird Orchards,New South Wales,0,0,1,1,2018,2018,1,Inactive,Australia,,,,,,,
3125,Cidrerie Stassen,Liège ,0,0,1,1,2013,2013,1,Active,Belgium,"<a href=""https://www.cidreriestassen.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=3414465612960585932"">Google</a>",,,"<a href=""https://untappd.com/w/stassen-vin-cie/12274"">Untappd</a>"
3377,Custard & Co,Western Australia,0,0,1,1,2022,2022,1,Inactive,Australia,,,,,,,
