WID,Medalist,Region,🥇 Gold,🥈 Silver,🥉 Bronze,🏅 Total,First,Last,Years,Status,Country,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd,Latitude,Longitude,Transparency
2869,Roleystone Brewing Company,Western Australia,1,---,3,4,2019,2023,4,Active,Australia,https://www.roleystonebrewingco.com/,https://www.facebook.com/RoleystoneBrewingCo/,https://www.instagram.com/roleystonebrewingco/,https://maps.google.com/?cid=8363645666309319654,,,https://untappd.com/RoleystoneBrewingCo,-32.1259944,116.0605632,0
2847,Cheeky Rascal Cider,Victoria,---,2,2,4,2015,2021,2,Active,Australia,https://cheekyrascal.com.au/,https://www.facebook.com/CheekyRascalCider,https://www.instagram.com/cheekyrascalcider/,https://maps.google.com/?cid=17305349640147101403,,,https://untappd.com/RebelloWines,-38.405038,144.990619,0
3198,Manjimup Cider Co.,Western Australia,---,2,2,4,2019,2023,3,Active,Australia,,https://www.facebook.com/giantscider/,,,,,https://untappd.com/w/manjimup-cider-co/422781,-34.2537415,116.1499473,0
3390,Granite Belt Cider Company,Queensland,---,1,3,4,2016,2018,3,Inactive,Australia,,,,,,,,-28.249859,152.034567,1
3422,Little Creatures,Western Australia,---,1,3,4,2012,2014,3,Active,Australia,https://littlecreatures.com.au/,https://www.facebook.com/littlecreaturesbrewing,https://www.instagram.com/littlecreaturesbrewing/,https://maps.google.com/?cid=1864054459948406266,https://www.yelp.com/biz/little-creatures-brewery-fremantle,https://www.tripadvisor.com/Restaurant_Review-g285726-d778314,https://untappd.com/LittleCreaturesBrewing,-37.6520889,145.5220837,0
1491,Lost Pippin,Tasmania,---,1,3,4,2015,2016,2,Active,Australia,https://lostpippin.com.au/,https://www.facebook.com/LostPippin/,https://www.instagram.com/lostpippin/,,,,https://untappd.com/brewery/42379,-42.776302,147.416668,0
3412,Patrick of Coonawarra,South Australia,---,1,3,4,2015,2018,4,Inactive,Australia,,,,,,,,-37.3545919,140.8408884,1
3426,Faire Ferments,Victoria,---,---,4,4,2015,2018,2,Inactive,Australia,,,,,,,,-36.3811027,145.3993137,1
2865,Mr Little Cider,Victoria,---,---,4,4,2014,2016,3,Active,Australia,https://mrlittlecider.com.au/,https://www.facebook.com/mrlittlecider/,https://www.instagram.com/mrlittlecider/,https://maps.google.com/?cid=2019669846727246935,,https://www.tripadvisor.com/Attraction_Review-g552161-d15190619,https://untappd.com/w/mr-little-cider/236921,-38.3324713,144.9867539,0
1292,Tilse's Apple Truck Cider,New South Wales,---,---,4,4,2012,2013,2,Active,Australia,https://www.theorchardlodge.com.au/,https://www.facebook.com/theorchardlodgensw/,https://www.instagram.com/appletruckcider/,https://maps.google.com/?cid=18205993928648034259,,https://www.tripadvisor.com/Hotel_Review-g5788651-d23405360,https://untappd.com/brewery/30402,-31.8670388,151.2884241,0
1343,Weidmann & Groh,Hesse,3,---,---,3,2012,2013,2,Active,Germany,https://weidmann-groh.de/,https://www.facebook.com/pages/WEIDMANN-GROH/138116339592327,https://www.instagram.com/weidmann.und.groh/,https://maps.google.com/?cid=6569120976887073603,,,https://untappd.com/w/weidmann-groh/73065,50.3305754,8.7244989,0
3421,The Sparkke Change Beverage Company,South Australia,1,1,1,3,2017,2019,3,Inactive,Australia,,,,,,,,-34.931714,138.5938151,1
3399,Adam's Evening Cider,Victoria,1,---,2,3,2019,2019,1,Inactive,Australia,,,,,,,,-37.6571292,145.3745877,1
2873,St Andrews Beach Brewery,Victoria,---,3,---,3,2023,2024,2,Active,Australia,https://standrewsbeachbrewery.com.au/,https://www.facebook.com/sab.brewery/,https://www.instagram.com/sab.brewery/,https://maps.google.com/?cid=3674219969181670288,https://www.yelp.com/biz/st-andrews-beach-brewery-fingal,https://www.tripadvisor.com/Restaurant_Review-g1800212-d13141758,https://untappd.com/StAndrewsBeachBrewery,-38.418584,144.8598607,0
1642,Adams Cider Company,Tipperary,---,2,1,3,2017,2019,3,Active,Ireland,,https://www.facebook.com/devilsbitcider,https://www.instagram.com/devilsbitcider/,,,,https://untappd.com/AdamsCiderCompany,52.752526,-7.957888,0
1227,Aspall,Suffolk,---,2,1,3,2013,2017,3,Active,England,https://www.aspall.co.uk/,https://www.facebook.com/AspallUK/,https://www.instagram.com/aspalluk/,https://maps.google.com/?cid=12281573289882642327,,,https://untappd.com/brewery/3468,52.2435749,1.1787641,0
1141,Cidres Kerisac,Pays de la Loire,---,2,1,3,2021,2023,3,Active,France,https://kerisac.bzh/,https://www.facebook.com/cidrekerisac,https://www.instagram.com/cidreriekerisac/,https://maps.google.com/?cid=14431639837198759734,,,https://untappd.com/w/cidres-kerisac/12846,47.519588,-1.9560451,0
1641,Pagan Cider,Tasmania,---,2,1,3,2016,2022,2,Active,Australia,https://www.pagancider.com.au/,https://www.facebook.com/pages/Pagan-Cider/304091666387269,https://www.instagram.com/pagancider/,https://maps.google.com/?cid=1300362860253149854,https://www.yelp.com/biz/pagan-cider-cradoc,https://www.tripadvisor.com/Attraction_Review-g504289-d10383732,https://untappd.com/brewery/46303,-43.132162,147.048916,0
3394,Red Sails Ciders,Tasmania,---,2,1,3,2012,2015,3,Inactive,Australia,,,,,,,,-43.230145,147.257467,1
3449,ALDI Stores Australia,New South Wales,---,1,2,3,2017,2019,2,Active,Australia,https://www.aldi.com.au/,,,,,,https://untappd.com/w/aldi-stores-australia/92570,-33.78743,150.8199182,0
2837,Alpine Cider,Victoria,---,1,2,3,2016,2017,2,Active,Australia,https://alpinecider.com.au/,https://www.facebook.com/Nightingalebrosalpinecider/,https://www.instagram.com/alpinecider/,https://maps.google.com/?cid=8047391799601806918,,,https://untappd.com/w/nightingale-bros/421899,-36.7886683,146.9756865,0
2849,Crafty Cider,New South Wales,---,1,2,3,2021,2023,3,Active,Australia,https://www.craftycider.com.au/,https://www.facebook.com/craftyciderbatlow,https://www.instagram.com/craftyciderbatlow/,https://maps.google.com/?cid=15536909893508302345,,,https://untappd.com/w/crafty-cider/460789,-35.5685824,148.1051911,0
2868,Pomologist Cider,New South Wales,---,1,2,3,2016,2017,2,Active,Australia,https://pomologistcider.com.au/,https://www.facebook.com/pomologistcider/,https://www.instagram.com/pomologistcider/,,,,https://untappd.com/w/pomologist-cider/398580,-34.5964181,150.5834054,0
3416,The Side Project Cider & Beerworks,South Australia,---,1,2,3,2018,2019,2,Inactive,Australia,,,,,,,,-37.5555391,140.6500728,1
3414,Blue Elephant Beverage Co.,Victoria,---,---,3,3,2014,2016,3,Inactive,Australia,,,,,,,,-37.0179604,144.252436,1
3417,Hansen Tasmania,Tasmania,---,---,3,3,2017,2019,3,Inactive,Australia,,,,,,,,-42.989663,147.0932436,1
3717,Little Green Men Brewing Co,Tasmania,---,---,3,3,2024,2024,1,Active,Australia,https://www.littlegreenmenbrewing.com/,https://www.facebook.com/littlegreenmenbrewing,https://www.instagram.com/littlegreenmenbrewing,https://maps.google.com/?cid=4403040247038681309,,https://www.tripadvisor.com/Restaurant_Review-g261651-d15813582,https://untappd.com/w/little-green-men/485891,-41.5243153,146.6527919,0
3405,Oakvale Wines,New South Wales,---,---,3,3,2012,2014,3,Active,Australia,https://www.oakvalewines.com.au/,https://www.facebook.com/oakvalewinery,https://www.instagram.com/oakvalewines/,https://maps.google.com/?cid=5190501698518241314,https://www.yelp.com/biz/oakvale-wines-pokolbin,https://www.tripadvisor.com/Attraction_Review-g255328-d2536109,https://untappd.com/w/oakvale/157694,-32.7592131,151.2522701,0
3402,Paracombe Premium Perry,South Australia,---,---,3,3,2013,2014,2,Active,Australia,https://paracombepremiumperry.com.au/,https://www.facebook.com/ParacombePremiumPerry,https://www.instagram.com/paracombe_premium_perry/,https://maps.google.com/?cid=8848424261688723969,,https://www.tripadvisor.com/Attraction_Review-g255093-d11707679,https://untappd.com/ParacombePremiumPerry,-34.8431137,138.768267,0
1314,Sidra El Gaitero,Asturias,---,---,3,3,2016,2018,3,Active,Spain,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266,43.4923237,-5.4230532,0
3395,Sinclair Orchards ,Victoria,---,---,3,3,2017,2021,2,Inactive,Australia,,,,,,,,-36.404895,146.7547326,1
1119,Thatchers Cider,Somerset,1,1,---,2,2014,2015,2,Active,England,https://www.thatcherscider.co.uk/,https://www.facebook.com/ThatchersCiderCompany,https://www.instagram.com/thatcherscider/,https://maps.google.com/?cid=15191093037076298219,,https://www.tripadvisor.com/Attraction_Review-g4412909-d11019728,https://untappd.com/brewery/3063,51.3328274,-2.8330779,0
1589,Cidrerie Manoir du Kinkiz,Brittany,1,---,1,2,2013,2013,1,Active,France,https://www.kinkiz-terroir.bzh/,https://www.facebook.com/DomaineDuKinkiz/,,https://maps.google.com/?cid=1999207604560008916,https://www.yelp.com/biz/manoir-du-kinkiz-quimper,https://www.tripadvisor.com/Attraction_Review-g187100-d7745799,https://untappd.com/brewery/19870,47.973904,-4.0549284,0
2701,Simple Cider,Tasmania,1,---,1,2,2018,2023,2,Active,Australia,https://simplecider.com.au/,https://www.facebook.com/simplecider,https://www.instagram.com/simple.cider/,https://maps.google.com/?cid=16786558994979050480,,,https://untappd.com/w/simple-cider/259809,-42.8789835,147.3223423,0
1149,Domaine Dupont,Normandy,---,2,---,2,2011,2011,1,Active,France,https://www.calvados-dupont.com/,https://www.facebook.com/calvados.dupont/,https://www.instagram.com/domaine_dupont/,https://maps.google.com/?cid=4283975466429458280,https://www.yelp.com/biz/domaine-familial-louis-dupont-victot-pontfol,https://www.tripadvisor.com/Attraction_Review-g3419860-d2344452,https://untappd.com/brewery/4744,49.174793,0.007063,0
3423,White Rabbit,Victoria,---,2,---,2,2017,2018,2,Inactive,Australia,,,,,,,,-38.1652412,144.3619537,1
3093,Aston Manor Cider,West Midlands,---,1,1,2,2017,2017,1,Active,England,https://www.astonmanor.co.uk/,,,https://maps.google.com/?cid=8328306569280299730,,,https://untappd.com/AstonManorBreweryCo,52.4992215,-1.8724982,0
1143,Cidre Écusson,Normandy,---,1,1,2,2013,2013,1,Active,France,https://www.cidre-ecusson.com/,https://www.facebook.com/CidreEcusson/,https://www.instagram.com/cidreecusson/,https://maps.google.com/?cid=16717845515481593007,,,https://untappd.com/w/cidres-ecusson/15641,49.0130825,0.1532477,0
1384,Le Père Jules,Normandy,---,1,1,2,2013,2013,1,Active,France,http://www.calvados-leperejules.com/,https://www.facebook.com/calvadosleperejules/,https://www.instagram.com/calvadosleperejules,https://maps.google.com/?cid=13505988202545080748,,,https://untappd.com/brewery/6106,49.157696,0.1960087,0
3409,Matilda Bay Brewing Company,Victoria,---,1,1,2,2011,2013,2,Inactive,Australia,,,,,,,,-37.6513807,145.5229098,1
3387,Nutrition Farms,Queensland,---,1,1,2,2021,2021,1,Active,Australia,https://nutritionfarms.com/,https://www.facebook.com/NutritionFarmsNTS,https://www.instagram.com/nutritionfarms_/,,,,,-28.5983143,151.9392966,0
3451,PRAH,Tasmania,---,1,1,2,2023,2024,2,Active,Australia,https://www.prah.au/,,https://www.instagram.com/prah.au/,,,,,-41.1981424,146.9027037,0
3404,Strange Brothers,Auckland,---,1,1,2,2021,2021,1,Active,New Zealand,https://www.strangebrothers.co.nz/,https://www.facebook.com/strangebrothersnz/,https://www.instagram.com/strangebrothersnz/,,,,https://untappd.com/BrothersBeer,-36.8685453,174.758845,0
3436,The Cider Lab,Victoria,---,1,1,2,2017,2017,1,Inactive,Australia,,,,,,,,-37.8048675,144.7820163,1
3442,Adams Orchard Cider,South Australia,---,---,2,2,2014,2015,2,Inactive,Australia,,,,,,,,-34.4603596,139.0031613,1
3443,Big Shed Brewing,South Australia,---,---,2,2,2016,2021,2,Active,Australia,https://bigshed.beer/,https://www.facebook.com/BigShedBrewing/,https://www.instagram.com/bigshedbeer/,https://maps.google.com/?cid=13408097918532710257,https://www.yelp.com/biz/big-shed-brewing-co-royal-park,https://www.tripadvisor.com/Restaurant_Review-g9862373-d12533906,https://untappd.com/BigShedBrewing,-34.8649329,138.5107437,0
2571,Eva Group,Navarre,---,---,2,2,2016,2016,1,Active,Spain,https://www.evasa.com/,,,https://maps.google.com/?cid=546948451257487120,,,https://untappd.com/EvaGroup,43.0042839,-1.91068,0
1162,Gwynt y Ddraig Cider,Rhondda Cynon Taf,---,---,2,2,2011,2011,1,Active,Wales,https://gwyntcidershop.com/,https://www.facebook.com/gwyntcider/,https://www.instagram.com/gwyntyddraigcider/,https://maps.google.com/?cid=194836955180238214,,,https://untappd.com/brewery/6770,51.5579164,-3.3381782,0
1505,Harvey River Estate,Western Australia,---,---,2,2,2013,2013,1,Inactive,Australia,,,,,,,,-33.063106,115.891465,1
3437,James Squire,New South Wales,---,---,2,2,2013,2018,2,Active,Australia,https://www.jamessquire.com.au/,https://www.facebook.com/jamessquire,https://www.instagram.com/jamessquire_au/,,,,https://untappd.com/JamesSquireMaltShovelBrewery,-33.8870376,151.1747914,0
3410,Main Ridge Cider,Victoria,---,---,2,2,2015,2019,2,Inactive,Australia,,,,,,,,-38.3783938,144.9582659,1
3192,Rebel Cider,Victoria,---,---,2,2,2021,2023,2,Active,Australia,,https://www.facebook.com/profile.php?id=100080154523886,https://www.instagram.com/rebel.cider/,,,,,-37.9043935,144.997032,0
1692,Red Brick Road Ciderhouse & Bar,Tasmania,---,---,2,2,2015,2015,1,Inactive,Australia,,,,,,,,-41.4362859,147.1407738,1
3429,Sacred Valley Beverages,New South Wales,---,---,2,2,2014,2015,2,Active,Australia,https://www.sacredvalley.com.au/,https://www.facebook.com/sacredvalleybrewingco,https://www.instagram.com/sacredvalleybrewingco/,,,,https://untappd.com/w/sacred-valley-cider/193970,-33.8771474,151.2050311,0
3396,Sitting Ducks Cider,South Australia,---,---,2,2,2013,2013,1,Inactive,Australia,,,,,,,,-34.460112,138.987768,1
3415,Suspicious Squirrel,New South Wales,---,---,2,2,2016,2017,2,Inactive,Australia,,,,,,,,-33.129004,148.7711117,1
3420,Ten Sixty One,Victoria,---,---,2,2,2018,2018,1,Active,Australia,https://www.tensixtyone.com.au/,https://www.facebook.com/tensixtyonebyatlanta,https://www.instagram.com/tensixtyone,https://maps.google.com/?cid=11303100687113031618,,,https://untappd.com/w/atlanta-orchards/304062,-38.278218,145.126963,0
3432,The Australian Brewery,New South Wales,---,---,2,2,2012,2013,2,Active,Australia,https://www.australianhotelbrewery.com.au/,https://www.facebook.com/australianhotelbrewery,https://www.instagram.com/australianhotelbrewery,https://maps.google.com/?cid=11658747106516787081,https://www.yelp.com/biz/the-australian-brewery-rouse-hill,https://www.tripadvisor.com/Attraction_Review-g1548245-d10063887,https://untappd.com/TheAustralianBrewery,-33.6740311,150.9122817,0
2877,Yallingup Cider Co.,Western Australia,---,---,2,2,2023,2023,1,Active,Australia,https://www.yallingupciderco.com.au/,,https://www.instagram.com/yallingupciderco/,,,,,-33.720299,115.030966,0
1325,Apfelweinkontor,Hesse,---,1,---,1,2012,2012,1,Active,Germany,https://www.apfelweinkontor.com/,https://www.facebook.com/Apfelweinkontor,https://www.instagram.com/apfelweinkontor/,https://maps.google.com/?cid=599143855742456461,,https://www.tripadvisor.com/Attraction_Review-g187337-d6922559,https://untappd.com/w/apfelweinkontor-frankfurt/468433,50.106271,8.6863565,0
3378,AW Shugg Craft Distiller,Tasmania,---,1,---,1,2022,2022,1,Inactive,Australia,,,,,,,,-42.8910875,147.3369461,1
1350,Bress Wines,Victoria,---,1,---,1,2016,2016,1,Inactive,Australia,,,,,,,,-36.971856,144.256845,1
X,Cider Garden,---,---,1,---,1,2012,2012,1,Inactive,Australia,,,,,,,,,,1
3425,Fernbank Creek Cidery,New South Wales,---,1,---,1,2019,2019,1,Inactive,Australia,,,,,,,,-31.4163367,152.8498513,1
3392,Hazeldean Forest Farm,Victoria,---,1,---,1,2012,2012,1,Inactive,Australia,,,,,,,,-38.2427039,145.956453,1
3431,Swell Brewing Co.,South Australia,---,1,---,1,2017,2017,1,Active,Australia,https://swellbeer.com.au/,,https://www.instagram.com/swellbeer/,https://maps.google.com/?cid=5921662718639681355,,https://www.tripadvisor.com/Restaurant_Review-g499714-d17621288,https://untappd.com/Swell_Brewing_Co,-35.1939187,138.5418023,0
1543,Windermere Cider,Western Cape,---,1,---,1,2014,2014,1,Inactive,South Africa,,,,,,,,-34.210666,19.051666,1
3403,Winter Brook Vineyard,Tasmania,---,1,---,1,2017,2017,1,Inactive,Australia,,,,,,,,-41.2630611,146.8923729,1
3444,2 Brothers Brewery,Victoria,---,---,1,1,2016,2016,1,Active,Australia,https://www.2brothers.com.au/,https://www.facebook.com/2brothersbrewery/,https://www.instagram.com/2brothersbrewery,https://maps.google.com/?cid=7491025659517231760,https://www.yelp.com/biz/2-brothers-brewery-moorabbin,https://www.tripadvisor.com/Attraction_Review-g2020520-d5990751,https://untappd.com/2BrothersBrewery,-37.9427276,145.068757,0
87,Angry Orchard,New York,---,---,1,1,2017,2017,1,Active,United States,https://www.angryorchard.com/,https://www.facebook.com/AngryOrchard/,https://www.instagram.com/angryorchard/,https://maps.google.com/?cid=17467507983407382578,https://www.yelp.com/biz/angry-orchard-walden-2,https://www.tripadvisor.com/Attraction_Review-g48788-d10266026,https://untappd.com/w/angry-orchard-cider-company/16455,41.587128,-74.221692,0
3193,Archer Brewing,Queensland,---,---,1,1,2023,2023,1,Active,Australia,https://www.archerbrewing.com.au/,https://www.facebook.com/archerbrewingaus,https://www.instagram.com/archerbrewing/,https://maps.google.com/?cid=4414488942984174656,,,https://untappd.com/archerbrewingaus,-27.4360237,153.0154876,0
3445,Byron Bay Wild Cider,Queensland,---,---,1,1,2019,2019,1,Inactive,Australia,,,,,,,,-27.7454582,153.2182686,1
2841,Camilla’s Crush Red Hill Cider,Victoria,---,---,1,1,2022,2022,1,Active,Australia,,,https://www.instagram.com/camillas_crush/,,,,https://untappd.com/w/camilla-s-crush/470897,-38.3742721,145.0255467,0
3439,Captain Bligh's,Tasmania,---,---,1,1,2017,2017,1,Inactive,Australia,,,,,,,,-42.877475,147.320166,1
3194,Captains Creek,Victoria,---,---,1,1,2023,2023,1,Active,Australia,https://www.captainscreek.com/,https://www.facebook.com/CaptainsCreekOrganicWines,https://www.instagram.com/captainscreekwinery,https://maps.google.com/?cid=5345523854642937105,,https://www.tripadvisor.com/Attraction_Review-g2275855-d2249819,https://untappd.com/w/captain-s-creek/77455,-37.34899,144.0203772,0
3446,Cherry Bird Orchards,New South Wales,---,---,1,1,2018,2018,1,Inactive,Australia,,,,,,,,-33.3041561,148.9299886,1
3125,Cidrerie Stassen,Liège ,---,---,1,1,2013,2013,1,Active,Belgium,https://www.cidreriestassen.com/,,,https://maps.google.com/?cid=3414465612960585932,,,https://untappd.com/w/stassen-vin-cie/12274,50.7042612,5.8644305,0
3377,Custard & Co,Western Australia,---,---,1,1,2022,2022,1,Inactive,Australia,,,,,,,,-33.615491,115.8221741,1
3424,Dr. Pilkington's,South Australia,---,---,1,1,2018,2018,1,Inactive,Australia,,,,,,,,-35.2684143,138.5428151,1
3182,Écusson,Île-de-France,---,---,1,1,2023,2023,1,Active,France,https://www.cidre-ecusson.com/,https://www.facebook.com/CidreEcusson/,https://www.instagram.com/cidreecusson/,,,,https://untappd.com/w/cidres-ecusson/15641,48.8279643,2.2657746,0
2334,Elemental Cider,Wellington,---,---,1,1,2024,2024,1,Active,New Zealand,https://elementalcider.co.nz/,https://www.facebook.com/elementalcider,https://www.instagram.com/elementalcidernz/,,,,https://untappd.com/w/elemental-cider/480974,-40.7380974,175.1640373,0
1187,Elephants Rock Cider Company,Western Australia,---,---,1,1,2011,2011,1,Active,Australia,https://www.denmarkgoodfoodfactory.com.au/,https://www.facebook.com/denmarkgoodfoodfactory,https://www.instagram.com/denmarkgoodfoodfactory,https://maps.google.com/?cid=151466976562038455,https://www.yelp.com/biz/elephant-rock-cider-william-bay,https://www.tripadvisor.com/Restaurant_Review-g488338-d2629193,https://untappd.com/w/elephants-rock-cider-company/55250,-34.993069,117.177557,0
X,Fishbone,---,---,---,1,1,2017,2017,1,Inactive,Australia,,,,,,,,,,1
3189,Henry Street Brewhouse,Victoria,---,---,1,1,2023,2023,1,Inactive,Australia,,,,,,,,-37.7980191,144.934435,1
3435,Hope Estate,New South Wales,---,---,1,1,2019,2019,1,Active,Australia,https://www.hopeestate.com.au/,https://www.facebook.com/hopeestate,https://www.instagram.com/hopeestate,https://maps.google.com/?cid=2618263440002047371,https://www.yelp.com/biz/hope-estate-pokolbin,https://www.tripadvisor.com/Attraction_Review-g255328-d2459878,https://untappd.com/HopeEstate,-32.767729,151.3120505,0
3391,Jolly Miller Cider,New South Wales,---,---,1,1,2021,2021,1,Active,Australia,,https://www.facebook.com/profile.php?id=100041233345985,,,,,https://untappd.com/w/jolly-miller-cider/268726,-35.0251886,149.2679574,0
1164,Kelterei Stier,Hesse,---,---,1,1,2012,2012,1,Active,Germany,https://www.kelterei-stier.de/,https://www.facebook.com/KeltereiStierBischofsheim/,https://www.instagram.com/keltereistier/,https://maps.google.com/?cid=7976250328587904866,,,https://untappd.com/w/kelterei-stier/56262,50.150459,8.8100824,0
3401,Lychee Hill Estate,Queensland,---,---,1,1,2022,2022,1,Active,Australia,https://www.lycheedivine.com.au/,https://www.facebook.com/lycheedivine/,https://www.instagram.com/lycheedivine/,https://maps.google.com/?cid=403393903491082741,,https://www.tripadvisor.com/Attraction_Review-g13625407-d8386939,https://untappd.com/w/lychee-hill-estate/536904,-25.5772991,152.6537695,0
3407,Mismatch Brewing Company,South Australia,---,---,1,1,2022,2022,1,Active,Australia,https://www.mismatchbrewing.com.au/,https://www.facebook.com/mismatchbrewing,https://www.instagram.com/mismatchbrewing/,https://maps.google.com/?cid=2094608130597131906,,https://www.tripadvisor.com/Restaurant_Review-g1135568-d16672671,https://untappd.com/MismatchBrewingCompany,-35.0135612,138.8929138,0
3408,Montalto Winery,Victoria,---,---,1,1,2018,2018,1,Inactive,Australia,,,,,,,,-38.4078282,145.0265253,1
3191,Mountain Goat Beer,Victoria,---,---,1,1,2023,2023,1,Active,Australia,https://www.goatbeer.com.au/,https://www.facebook.com/goatbeer,https://www.instagram.com/goatbeer,https://maps.google.com/?cid=3590392710166252972,https://www.yelp.com/biz/mountain-goat-brewery-richmond-4,,https://untappd.com/mountaingoatbeer,-37.8167663,145.0128053,0
1499,Mountford Wines,Western Australia,---,---,1,1,2018,2018,1,Active,Australia,https://www.mountfordwines.com.au/,https://www.facebook.com/mountfordwines/,https://www.instagram.com/mountfordwines/,https://maps.google.com/?cid=5375517846867915536,https://www.yelp.com/biz/mountford-wines-and-tangletoe-cidery-pemberton,https://www.tripadvisor.com/Attraction_Review-g261676-d3806187,https://untappd.com/w/mountford-wines/77205,-34.366638,115.989237,0
3718,Mr Bridges ,Tasmania,---,---,1,1,2024,2024,1,Active,Australia,https://mrbridges.com.au/,https://www.facebook.com/mbcider/,https://www.instagram.com/mbcider,,,,https://untappd.com/w/mr-bridges/554227,-43.1384867,147.2442852,0
3427,Mt Duneed Estate,Victoria,---,---,1,1,2016,2016,1,Active,Australia,https://www.mtduneedestate.com.au/,https://www.facebook.com/mtduneedestatewinery,https://www.instagram.com/mtduneedestate,https://maps.google.com/?cid=3985539971527914017,,https://www.tripadvisor.com/Attraction_Review-g2671384-d7208953,https://untappd.com/w/mt-duneed-brewing-co/332364,-38.217545,144.247071,0
3447,Mures Tasmania,Tasmania,---,---,1,1,2014,2014,1,Active,Australia,https://www.mures.com.au/,https://www.facebook.com/MuresTasmania,https://www.instagram.com/murestasmania,https://maps.google.com/?cid=40642501716472917,https://www.yelp.com/biz/mures-upper-deck-hobart-4,https://www.tripadvisor.com/Restaurant_Review-g255097-d727306,https://untappd.com/w/mures-tasmania/123384,-42.8822206,147.3339821,0
3411,Padthaway Estate,South Australia,---,---,1,1,2013,2013,1,Inactive,Australia,,,,,,,,-36.6022662,140.4953193,1
3397,Prancing Pony Brewery,South Australia,---,---,1,1,2022,2022,1,Active,Australia,https://prancingponybrewery.com.au/,https://www.facebook.com/PrancingPonyBrewery/,https://www.instagram.com/prancingponybrewery/,https://maps.google.com/?cid=2202363820378513204,https://www.yelp.com/biz/prancing-pony-brewery-mount-barker-3,https://www.tripadvisor.com/Attraction_Review-g499718-d6674713,https://untappd.com/prancingponybrewery,-35.0527777,138.8465935,0
3430,Seedy Cider,Victoria,---,---,1,1,2017,2017,1,Inactive,Australia,,,,,,,,-38.0490801,145.2131032,1
3433,The Craft & Co,Victoria,---,---,1,1,2017,2017,1,Inactive,Australia,,,,,,,,-37.7969971,144.984848,1
3434,Two Birds Brewing,Victoria,---,---,1,1,2019,2019,1,Inactive,Australia,,,,,,,,-37.8346704,144.8853454,1
3440,Vivid Cider,New South Wales,---,---,1,1,2015,2015,1,Inactive,Australia,,,,,,,,-32.5838924,149.5710917,1
3438,Woolshed Brewery,South Australia,---,---,1,1,2016,2016,1,Inactive,Australia,,,,,,,,-34.0519086,140.835086,1
3441,Young Henrys,New South Wales,---,---,1,1,2015,2015,1,Active,Australia,https://younghenrys.com/,https://www.facebook.com/younghenrysbrewing/,https://www.instagram.com/younghenrys/,https://maps.google.com/?cid=16775494455914270554,https://www.yelp.com/biz/young-henrys-newtown,https://www.tripadvisor.com/Attraction_Review-g8572746-d7396384,https://untappd.com/YoungHenrys,-33.8981627,151.1743896,0
